ExceedanceRnd,Flow,Exceedance,Volume,Flow_difference,EWRRefExceedance,EWRBandNo,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
0.0,8823.311920936112,0.0014366197183098603,0.7623341499688802,136.88613402058922,0.025774647887323948,1.0985915492957747,66.05633802816901,12.408450704225352,14.830985915492958,17.183098591549296,168.46478873239437,278.943661971831,0.03204166055783232,1100.0,7444.368258964282,33.94366197183098,5.591549295774648,10.169014084507042,62.816901408450704,7331.847132203718,100.0,18.0,25.0,80.0,7500.311920936113,1243.0,0.0,275.0,275.0,275.0,275.0,981.7352694766703,990.5175948610249,0.9219672131147545,0.48000000000000015,989.1156276479096,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,6.845423391239498,6.845423391239498,6.845423391239498,6.845423391239498,0.0,0.0,0.0,0.0,1.0999999999999996,1.0999999999999996,1.0999999999999996,1.0999999999999996,0.979999999999999,0.979999999999999,0.979999999999999,0.979999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,6439.210565357523,0.0050114285714285755,0.5563477928468898,113.81770409276493,0.04251428571428572,1.1028571428571428,72.37142857142857,13.834285714285715,17.674285714285713,22.565714285714286,197.46857142857144,323.9142857142857,0.05066290389424443,1100.0,5015.296279643234,27.62857142857143,4.1657142857142855,7.325714285714285,57.434285714285714,4918.7419939289475,100.0,18.0,25.0,80.0,5116.21056535752,1243.0,0.0,275.0,275.0,275.0,275.0,979.4348212429908,990.1241325067093,0.9219672131147546,0.4799999999999999,988.7221652935953,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,8.7524092706045,8.7524092706045,8.7524092706045,8.7524092706045,0.0,0.0,0.0,0.0,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999984,0.9799999999999984,0.9799999999999984,0.9799999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5526.61469768616,0.009863636363636352,0.4774995098800836,72.5100329245233,0.07835227272727276,1.3011363636363635,72.55681818181819,13.607954545454545,17.59659090909091,22.9375,193.4431818181818,320.14204545454544,0.05796521420801457,1100.0,4106.472652231611,27.443181818181817,4.392045454545454,7.403409090909091,57.0625,4010.1715158679767,100.0,18.0,25.0,80.0,4203.614697686157,1243.0,1.9318181818181819,275.0,275.0,275.0,275.0,978.1223102191639,990.0493524612241,0.9219672131147546,0.4799999999999999,988.6473852481103,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,9.990140248946584,9.990140248946584,9.990140248946584,9.990140248946584,0.395617639262141,0.395617639262141,0.395617639262141,0.395617639262141,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999983,0.9799999999999983,0.9799999999999983,0.9799999999999983,10.625409134644865,10.625409134644865,10.625409134644865,10.625409134644865,42.50163653857946,1020.0392769259065,0.007863972630814208
0.015,5158.859362441555,0.014977777777777741,0.4457254489149501,87.77599863507562,0.10172222222222208,1.3777777777777778,72.03888888888889,13.011111111111111,16.81111111111111,21.55,184.98888888888888,308.4,0.05981292361407081,1100.0,3750.459362441556,27.961111111111112,4.988888888888889,8.188888888888888,58.45,3650.870473552667,100.0,18.0,25.0,80.0,3835.8593624415557,1243.0,4.0,275.0,275.0,275.0,275.0,977.5685513017366,990.0189638601893,0.9219672131147546,0.48000000000000004,988.6169966470746,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,10.51351056533802,10.51351056533802,10.51351056533802,10.51351056533802,0.8281705669710294,0.8281705669710294,0.8281705669710294,0.8281705669710294,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999981,0.9799999999999981,0.9799999999999981,0.9799999999999981,23.021312056054814,23.021312056054814,23.021312056054814,23.021312056054814,92.08524822421926,2210.0459573812636,0.01786713354205792
0.02,4733.069286827804,0.020070175438596464,0.40893718638192206,110.62421139494322,0.11269005847953206,1.4152046783625731,69.52631578947368,13.175438596491228,16.573099415204677,21.16374269005848,181.4561403508772,301.89473684210526,0.06384908686614581,1100.0,3331.1745499856966,30.473684210526315,4.824561403508772,8.426900584795321,58.83625730994152,3228.6131464769232,100.0,18.0,25.0,80.0,3410.0692868278015,1243.0,4.0,275.0,275.0,275.0,275.0,976.8916660002566,990.0,0.9219672131147546,0.4799999999999998,988.5980327868871,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,11.17143200662913,11.17143200662913,11.17143200662913,11.17143200662913,0.843928737516145,0.843928737516145,0.843928737516145,0.843928737516145,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999985,0.9799999999999985,0.9799999999999985,0.9799999999999985,24.927677785655558,24.927677785655558,24.927677785655558,24.927677785655558,99.71071114262223,2393.057067422932,0.021091698232489044
0.025,4486.5019823750135,0.024927777777777754,0.38763377127720156,72.47515609902813,0.12249999999999979,1.4555555555555555,66.80555555555556,12.733333333333333,15.6,19.41111111111111,169.71666666666667,284.26666666666665,0.06336683715260269,1100.0,3102.235315708347,33.19444444444444,5.266666666666667,9.4,60.58888888888889,2993.7853157083473,100.0,18.0,25.0,80.0,3163.501982375013,1243.0,4.0,275.0,275.0,275.0,275.0,976.4820952378202,990.0,0.9219672131147546,0.48000000000000004,988.5980327868872,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,11.581002769064886,11.581002769064886,11.581002769064886,11.581002769064886,0.8531409921678239,0.8531409921678239,0.8531409921678239,0.8531409921678239,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999981,0.9799999999999981,0.9799999999999981,0.9799999999999981,26.12153605205153,26.12153605205153,26.12153605205153,26.12153605205153,104.48614420820611,2507.6674609969523,0.023292093590914383
0.03,4320.925233450853,0.02993865030674844,0.37332794017015336,83.13521693245977,0.1515950920245399,1.6809815950920246,67.32515337423312,12.957055214723926,16.042944785276074,20.625766871165645,169.74233128834356,286.69325153374234,0.06636069654194901,1100.0,2934.2319819171134,32.67484662576687,5.042944785276074,8.957055214723926,59.374233128834355,2828.182902162512,100.0,18.0,25.0,80.0,2997.9252334508556,1243.0,4.0,275.0,275.0,275.0,275.0,976.1972121001104,990.0,0.9219672131147545,0.4799999999999996,988.598032786887,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,11.86588590677459,11.86588590677459,11.86588590677459,11.86588590677459,0.8592105629987334,0.8592105629987334,0.8592105629987334,0.8592105629987334,1.0999999999999968,1.0999999999999968,1.0999999999999968,1.0999999999999968,0.979999999999999,0.979999999999999,0.979999999999999,0.979999999999999,26.954751626020684,26.954751626020684,26.954751626020684,26.954751626020684,107.81900650408274,2587.6561560979876,0.024959768734178735
0.035,4100.374459106698,0.03498870056497174,0.354272353266818,79.01585530666488,0.16553672316384188,1.694915254237288,67.63276836158192,13.112994350282486,16.305084745762713,21.1864406779661,172.64406779661016,290.8813559322034,0.07095876761717211,1100.0,2709.4931031744886,32.367231638418076,4.887005649717515,8.694915254237289,58.813559322033896,2604.730391310082,100.0,18.0,25.0,80.0,2777.3744591066916,1243.0,4.0,275.0,275.0,275.0,275.0,975.8062541877201,990.0,0.9219672131147546,0.48,988.5980327868871,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,12.256843819163599,12.256843819163599,12.256843819163599,12.256843819163599,0.8671486747449255,0.8671486747449255,0.8671486747449255,0.8671486747449255,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999983,0.9799999999999983,0.9799999999999983,0.9799999999999983,28.10020730698446,28.10020730698446,28.10020730698446,28.10020730698446,112.40082922793783,2697.6199014705094,0.027422764617167226
0.04,3953.469957225676,0.040102857142857176,0.34157980430429885,53.496426098876626,0.170742857142857,1.7485714285714287,66.89714285714285,13.01142857142857,16.068571428571428,20.82857142857143,168.96571428571428,285.77142857142854,0.07228897329580729,1100.0,2567.698528654242,33.10285714285714,4.988571428571428,8.93142857142857,59.17142857142857,2461.504242939957,100.0,18.0,25.0,80.0,2630.4699572256714,1243.0,4.0,275.0,275.0,275.0,275.0,975.5384254298662,990.0,0.9219672131147546,0.4799999999999999,988.5980327868871,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,12.52467257701966,12.52467257701966,12.52467257701966,12.52467257701966,0.8723364579477241,0.8723364579477241,0.8723364579477241,0.8723364579477241,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999984,0.9799999999999984,0.9799999999999984,0.9799999999999984,28.885600508246302,28.885600508246302,28.885600508246302,28.885600508246302,115.54240203298521,2773.0176487916483,0.029229637012649835
0.045,3837.1364449618845,0.04507999999999993,0.3315285888447068,49.486340719000644,0.1967428571428571,1.822857142857143,65.19428571428571,12.8,15.508571428571429,19.822857142857142,167.27428571428572,280.6,0.07314134579450346,1100.0,2456.5364449618824,34.80571428571429,5.199999999999999,9.491428571428571,60.177142857142854,2346.862159247597,100.0,18.0,25.0,80.0,2514.1364449618827,1243.0,4.0,275.0,275.0,275.0,275.0,975.3213819448185,990.0,0.9219672131147546,0.4799999999999999,988.5980327868871,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,12.741716062065898,12.741716062065898,12.741716062065898,12.741716062065898,0.8763750385668292,0.8763750385668292,0.8763750385668292,0.8763750385668292,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999984,0.9799999999999984,0.9799999999999984,0.9799999999999984,29.522153816852448,29.522153816852448,29.522153816852448,29.522153816852448,118.08861526740979,2834.1267664178326,0.030778508727461355
