WaterYear,Flow_min,Flow_median,Flow_mean,Flow_max,Flow_range,Volume,Flow_mean_pct_var,Flow_max_pct_var,Flow_min_pct_var,Volume_pct_var,Flow_mean_5yr_mvCoefVar,DaysToStart,SeasonStart,MeanQ3070,ExceedanceMean,ExceedanceMedian,ExceedanceMeanQ3070
1945,194.7956741845264,489.3436243127323,680.9830626928098,1589.152359062425,1394.3566848778985,21.47548186508045,-38.13154496247729,-56.01134600066246,-8.703572293047117,-37.84018794865875,35.20396595439878,21 days 00:00:00.000000000,1945-10-22,589.3503056479547,0.8220000000000001,0.748,0.664
1946,192.89523707448373,618.6636484138431,1234.6329113972197,4629.081161917657,4436.185924843173,38.9353834938227,12.168473712952977,28.13563684138125,-9.594265168825586,12.696708522206974,44.23591061747016,23 days 00:00:00.000000000,1946-10-24,691.4176804219018,0.327,0.422,0.443
1947,261.382924552137,749.9497657354079,1705.8923560564162,6170.049530809099,5908.666606256962,53.94441044015846,54.98318579641295,70.7905301979134,22.504400444749095,56.139658949072846,46.50842275759363,42 days 00:00:00.000000000,1947-11-12,850.772543410508,0.074,0.2,0.222
1948,192.89523707448373,402.90237744418727,457.4790228867422,905.4211927358452,712.5259556613615,14.427058465756291,-58.437262380421494,-74.93741909402402,-9.594265168825586,-58.241531048329605,41.616238838573196,-1 days +00:00:00.000000000,1948-09-30,403.6352479219996,0.979,0.9480000000000001,0.969
1949,171.1379824381925,556.2195342976412,1373.9255024796746,5186.55444773476,5015.416465296567,43.32811464619896,24.823439571233628,43.566818970544915,-19.7914096039853,25.411270390444585,44.66934534602544,9 days 00:00:00.000000000,1949-10-10,676.039971689803,0.232,0.6,0.47400000000000003
1950,192.89523707448373,623.8090120652902,1224.3636100801023,4401.902674556776,4209.0074374822925,38.611530807486105,11.235490439782415,21.847205263614523,-9.594265168825586,11.759331552438608,40.993158511497974,19 days 00:00:00.000000000,1950-10-20,728.6681801614328,0.337,0.388,0.39
1951,257.70968865072973,633.5358417824639,1592.332218402846,6170.049530809099,5912.33984215837,50.35336634322218,44.66605655285623,70.7905301979134,20.78283595248147,45.745544044643374,17.85047305005551,8 days 00:00:00.000000000,1951-10-09,869.9518514989743,0.127,0.369,0.19
1952,220.78338887335968,647.6489852382476,1486.1074247827855,5886.181288951835,5665.397900078476,46.86588374794988,35.015355635324845,62.93289351427496,3.4762952799385016,35.65118322813753,18.020798689867295,18 days 00:00:00.000000000,1952-10-19,753.8789875810763,0.19,0.337,0.337
1953,259.557223973381,682.3088631722309,1103.0452101999126,3811.676948218156,3552.119724244775,34.78563374886445,0.21351004201508103,5.509416687612192,21.648734929584478,0.6854453604646532,23.39917747444456,19 days 00:00:00.000000000,1953-10-20,727.4719822717764,0.464,0.316,0.4
1954,212.05144921368182,803.6892968412517,1286.6107141569003,3803.114617748527,3591.0631685348453,40.57455548165201,16.890744396559036,5.272406441043564,-0.616171871698996,17.44121778739696,22.651735554021926,18 days 00:00:00.000000000,1954-10-19,927.1837953493978,0.316,0.168,0.169
1955,251.8240571657793,839.1159697928176,1761.1045966054157,5672.879600260333,5421.055543094554,55.690353995695084,59.9993105858008,57.028579728490044,18.02437054186597,61.19321369332634,43.47872339255241,19 days 00:00:00.000000000,1955-10-20,1023.8228888406599,0.053,0.106,0.074
1956,291.5961696454878,623.8090120652902,1521.8248434708405,9153.793636168486,8862.197466523,47.99226826369636,38.26034311477869,153.3822882032018,36.66468073847165,38.9114523218052,43.45533901727859,36 days 00:00:00.000000000,1956-11-06,663.3685419009117,0.169,0.388,0.506
1957,283.6079686159883,803.6892968412517,2334.0817160978286,9912.101075056224,9628.493106440235,73.6076009988611,112.05524427476641,174.3726755402829,32.9207874469427,113.05387568877185,46.09684164114262,4 days 00:00:00.000000000,1957-10-05,1004.312985897164,0.0,0.168,0.095
1958,243.66504961455985,748.233943314839,1104.0345472231302,4432.218100140775,4188.553050526216,34.81683348122862,0.303392972283353,22.686353731193783,14.200424008254705,0.7757515762689434,45.12011322729147,19 days 00:00:00.000000000,1958-10-20,743.5492083784144,0.453,0.211,0.369
1959,194.7956741845264,577.4477916913181,1134.1332650636307,4629.081161917657,4434.28548773313,35.864015761148146,3.037912042461911,28.13563684138125,-8.703572293047117,3.8067733764891574,45.97278132777174,28 days 00:00:00.000000000,1959-10-29,644.365819919036,0.41100000000000003,0.506,0.558
1960,201.17011281861932,720.3337222668207,1473.749347256453,6081.317073546183,5880.146960727563,46.47615941507949,33.89260353519952,68.33436459567228,-5.716013773761994,34.52314375338897,38.20267783669729,19 days 00:00:00.000000000,1960-10-20,768.805493104551,0.211,0.251,0.316
1961,267.8282730770697,891.8619896951615,1728.6576806203611,5569.845470794792,5302.017197717722,54.514948616043704,57.051453770112005,54.17653558977912,25.52519286283542,57.79105592372271,40.18287616675249,12 days 00:00:00.000000000,1961-10-13,1045.689824041641,0.064,0.032,0.064
1962,283.6079686159883,1089.4560494851628,2103.348593010294,7115.411678283417,6831.803709667429,66.33120122917268,91.09275249859752,96.95869977093852,32.9207874469427,91.99266528446873,43.64230435389974,22 days 00:00:00.000000000,1962-10-23,1258.6143129259576,0.022,0.0,0.0
1963,291.5961696454878,817.7348595336458,1018.3649928658863,2450.1297002835204,2158.5335306380325,32.20314515040218,-7.4798299332570775,-32.178996541993214,36.66468073847165,-6.7894512175798365,44.754792801559745,10 days 00:00:00.000000000,1963-10-11,803.4557289446218,0.537,0.127,0.274
1964,264.1051871975735,571.8920920403683,968.3468075631295,2742.5001142461247,2478.394927048551,30.53778492331083,-12.0240660794915,-24.086014830011955,23.780264787470593,-11.60976115819636,43.99198242800742,14 days 00:00:00.000000000,1964-10-15,647.4342659989711,0.6,0.516,0.548
1965,247.19729769293969,589.2318351168824,1209.863200602093,5396.328800163887,5149.1315024709465,38.1542458941876,9.918103883546475,49.3734940538479,15.855910623554731,10.435741029854437,33.78746991768715,36 days 00:00:00.000000000,1965-11-06,688.6888486012401,0.379,0.47200000000000003,0.453
1966,267.8282730770697,589.2318351168824,975.7725024736177,3452.248381930785,3184.420108853715,30.771961638007998,-11.349429224537674,-4.439773363127339,25.52519286283542,-10.931947237008151,48.87645907631651,19 days 00:00:00.000000000,1966-10-20,649.4642135070847,0.59,0.47200000000000003,0.537
1967,257.70968865072973,858.5276662376176,1845.1831841526596,5513.419393582916,5255.7097049321865,58.349120722549024,67.63799148443513,52.6146292232445,20.78283595248147,68.88889386795051,42.89471556333102,13 days 00:00:00.000000000,1967-10-14,1152.2764416156438,0.043000000000000003,0.057,0.022
1968,282.29621492258843,876.9389119074414,2149.312339480909,8539.833006270135,8257.536791347547,67.78071393787002,95.26863606702062,136.3875038052176,32.30599747924884,96.18821433453051,45.30982035589357,29 days 00:00:00.000000000,1968-10-30,989.7918093953455,0.011,0.043000000000000003,0.106
1969,336.59790704070537,847.0875422650073,1539.453349860162,4873.665761819121,4537.0678547784155,48.54820084119,39.86192252941739,34.90587965496493,57.75600056366373,40.52057405175401,50.52479399349795,2 days 00:00:00.000000000,1969-10-03,951.07377977084,0.158,0.085,0.148
1970,322.4502571805787,705.8654488603318,1076.6088770292693,3139.3228726318957,2816.872615451317,33.951937545995044,-2.188275229497206,-13.10173197119721,51.12530972268131,-1.7276506344868399,57.26833684540031,17 days 00:00:00.000000000,1970-10-18,758.9560634352299,0.495,0.264,0.327
1971,275.9224808516464,642.2873868001448,780.3464951186293,1881.0436962338129,1605.1212153821664,24.676429007239328,-29.104210233913204,-47.931625410616896,29.318769173142417,-28.57519105625359,33.18506482869768,17 days 00:00:00.000000000,1971-10-18,652.4980823556737,0.748,0.34800000000000003,0.516
1972,230.32921104565327,453.07261391760653,579.7151201381613,1208.137555230546,977.8083441848928,18.28189602867704,-47.33190763509631,-66.55805555862726,7.950211179275534,-47.08387787411961,35.03837610373339,8 days 00:00:00.000000000,1972-10-09,484.61305351087975,0.906,0.843,0.853
1973,209.2745177174335,819.2739407352476,1116.7846490369952,2840.311133494523,2631.0366157770895,35.218920692030686,1.4617611373823232,-21.37854939505593,-1.9176582966708204,1.939574842667664,41.33028834610508,6 days 00:00:00.000000000,1973-10-07,827.253246718996,0.432,0.116,0.243
1974,220.78338887335968,760.52821131929,1595.8311628328327,5415.424041152379,5194.640652279019,50.32613155109621,44.983941531213,49.90206133947451,3.4762952799385016,45.66671416923275,37.54207200592062,16 days 00:00:00.000000000,1974-10-17,967.017011660445,0.106,0.19,0.127
1975,240.48858944776188,720.3337222668207,1560.8370140823047,5434.01921081911,5193.530621371348,49.357412394116245,41.80466434040118,50.41678636244929,12.711687324567498,42.86280033359864,29.843361662579238,25 days 00:00:00.000000000,1975-10-26,818.2478735623758,0.148,0.251,0.253
1976,336.59790704070537,702.6560160658968,1132.9925444304488,2831.488197054909,2494.890290014204,35.730052881158656,2.934275656961637,-21.622773365203955,57.75600056366373,3.419023872458559,24.441350616789283,42 days 00:00:00.000000000,1976-11-12,786.0189204780221,0.422,0.274,0.306
1977,274.97204871558904,1050.5490333418047,1882.2378714641525,6347.584761383252,6072.612712667663,59.358253514493526,71.00447206442969,75.70480779117482,28.873322634541516,71.80978314420521,25.677021162869725,40 days 00:00:00.000000000,1977-11-10,1140.3879743149496,0.032,0.011,0.032
1978,339.44889265167944,858.5276662376176,1479.7336968357695,5326.301133333888,4986.8522406822085,46.66488186341282,34.43629174590584,47.435087840624206,59.09219451568802,35.069392354094106,28.030355829271937,21 days 00:00:00.000000000,1978-10-22,948.3770351053761,0.2,0.057,0.158
1979,312.4085770936067,845.3129570719532,1303.6662515570047,3067.825784637742,2755.417207544135,41.225055673236206,18.440268616157937,-15.080812609878427,46.418996176682604,19.324061204008853,43.03122340844879,17 days 00:00:00.000000000,1979-10-18,1060.3150136344652,0.295,0.095,0.043000000000000003
1980,283.6079686159883,666.8063237852695,1151.455724229387,3452.248381930785,3168.6404133147967,36.312307719297934,4.6116865527970745,-4.439773363127339,32.9207874469427,5.104334196674003,37.08174828913489,21 days 00:00:00.000000000,1980-10-22,753.2318634157771,0.4,0.327,0.358
1981,243.66504961455985,455.65515596238953,588.8498776659708,1436.9972565708524,1193.3322069562926,18.569969742074036,-46.50199957078532,-60.22308700810392,14.200424008254705,-46.25006152512277,30.90096857265091,32 days 00:00:00.000000000,1981-11-02,486.1632791761923,0.885,0.8320000000000001,0.8320000000000001
1982,222.6077292385417,523.0192327708844,605.8138695656593,1117.0362502238706,894.428520985329,19.10494619062262,-44.96079241366074,-69.07979223288238,4.3313232930603,-44.70159636366133,21.1950550644166,-1 days +00:00:00.000000000,1982-09-30,554.3590997727702,0.874,0.653,0.748
1983,212.05144921368182,449.30698396176876,653.0609926335577,1807.794012387604,1595.7425631739222,20.651355933455417,-40.66831192579113,-49.959218913465655,-0.616171871698996,-40.2255832258537,6.504090043702441,5 days 00:00:00.000000000,1983-10-06,473.74458805229415,0.843,0.864,0.895
1984,199.0925590239552,486.02502639130836,728.0100362338827,1952.5278497277295,1753.4352907037744,22.95852450267171,-33.859065428887035,-45.9529028063635,-6.689717325526617,-33.547588034209625,6.86647179981897,12 days 00:00:00.000000000,1984-10-13,553.5192184931057,0.79,0.758,0.758
1985,201.17011281861932,440.0331111664572,749.1782961410325,3049.547329305057,2848.3772164864376,23.626086747103596,-31.935893461717455,-15.586770797390544,-5.716013773761994,-31.615359276449823,4.934094533556864,16 days 00:00:00.000000000,1985-10-17,478.98464826835396,0.779,0.89,0.864
1986,240.48858944776188,601.777842158206,793.5221150874523,2076.7821263719575,1836.2935369241957,25.024513421397913,-27.90718302972805,-42.513472752931975,12.711687324567498,-27.56767644503172,23.134594792275546,4 days 00:00:00.000000000,1986-10-05,623.0053393999249,0.737,0.432,0.59
1987,225.38738623397882,457.4577993795722,773.8837431279646,2467.4650344189718,2242.077648184993,24.472061278689747,-29.69136210722413,-31.699144493258775,5.634087099271188,-29.166724213731076,26.70586578275701,41 days 00:00:00.000000000,1987-11-11,543.3867827623275,0.758,0.8220000000000001,0.779
1988,209.2745177174335,636.9257883620418,1327.8464362436969,3811.676948218156,3602.402430500723,41.87496521338123,20.637079008434096,5.509416687612192,-1.9176582966708204,21.20519500671419,26.572951843837227,16 days 00:00:00.000000000,1988-10-17,804.4095965326288,0.274,0.358,0.264
1989,212.05144921368182,440.0331111664572,535.1460528669867,1027.8009259147987,815.7494767011168,16.876365923213275,-51.38108225572099,-71.54987748503929,-0.616171871698996,-51.15212126614289,30.4915790112831,56 days 00:00:00.000000000,1989-11-26,476.538056245608,0.9480000000000001,0.89,0.885
1990,199.0925590239552,422.4698189706656,771.1967288680877,2293.9632006513275,2094.870641627372,24.32046004158404,-29.935481865893326,-36.5017753362563,-6.689717325526617,-29.60552714557887,30.73479918745219,28 days 00:00:00.000000000,1990-10-29,477.17397425487735,0.769,0.916,0.874
1991,175.04384955453037,450.59825498416023,479.3526017401999,905.4211927358452,730.3773431813149,15.158279713269264,-56.45001100231297,-74.93741909402402,-17.96081600218944,-56.1250441821019,15.234991509797855,11 days 00:00:00.000000000,1991-10-12,441.5761828608573,0.969,0.853,0.937
1992,163.87541321774722,408.00454625357366,873.4696659866643,3573.2680912123824,3409.392677994635,27.545739386555454,-20.643813749133784,-1.0898780001494384,-23.195215302324527,-20.27010179139928,17.756623722415853,13 days 00:00:00.000000000,1992-10-14,498.2671528613893,0.674,0.936,0.811
1993,155.86976452715123,326.42167858204925,575.2322670110717,1839.4149794968628,1683.5452149697117,18.140524772461145,-47.739182371176305,-49.08393230336726,-26.947285927034102,-47.493070588446116,18.467005429557656,24 days 00:00:00.000000000,1993-10-25,372.18359753704044,0.916,0.979,0.979
1994,132.8891725892938,270.42805107941604,410.4228924247379,1231.9889272331854,1099.0997546438916,12.943096335506544,-62.712390869250875,-65.897835822961,-37.71778152094624,-62.53679239273839,18.21327823693018,20 days 00:00:00.000000000,1994-10-21,289.72245871668946,0.99,1.0,1.0
1995,114.99803130518691,275.4472647836177,360.1220896298966,819.2739407352476,704.2759094300607,11.387924767112436,-67.2823032893308,-77.32202472333184,-46.102964065051694,-67.03816623879646,26.408067862101525,15 days 00:00:00.000000000,1995-10-16,306.2459675771749,1.0,0.99,0.99
1996,102.69188909931223,364.6825175805071,547.3046510979088,1399.6225280663384,1296.9306389670262,17.259799477023662,-50.27645318463285,-61.25764105267281,-51.8705809639046,-50.04229016718226,32.17228609256518,31 days 00:00:00.000000000,1996-11-01,416.438235431915,0.937,0.969,0.9580000000000001
1997,156.55090676315066,512.9271834558979,1091.0608241486098,3524.628422363977,3368.0775156008262,34.407694150350586,-0.8752915599446064,-2.436252091603574,-26.628049613561522,-0.40848373309298885,29.05376565235745,17 days 00:00:00.000000000,1997-10-18,610.1949294737103,0.47400000000000003,0.6950000000000001,0.622
1998,173.8393553723827,515.1346513055391,1055.3030365375853,3420.728127398308,3246.8887720259254,33.28003656024929,-4.12394662385463,-5.31227219100449,-18.525335807283884,-3.6724376829664305,23.72029809199807,29 days 00:00:00.000000000,1998-10-30,608.2092129806008,0.527,0.685,0.643
1999,193.63700368409016,442.39821210507534,858.1310700069178,3411.254881154899,3217.6178774708087,27.136163948186756,-22.03735095688627,-5.574497111651933,-9.246615551179485,-21.455599394190724,15.763907389550916,27 days 00:00:00.000000000,1999-10-28,490.87214107187174,0.685,0.874,0.8220000000000001
2000,140.01135876889322,593.2642337824312,1216.7329667093256,3676.5809233659206,3536.5695645970272,38.37089083814528,10.542233672976122,1.7698807897345386,-34.37977025153116,11.062810032677579,15.57214543882561,40 days 00:00:00.000000000,2000-11-10,725.3578802232707,0.358,0.453,0.41100000000000003
2001,195.0615901578589,542.4008761655963,794.9912861883371,2029.000290301854,1833.938700143995,25.070845201235393,-27.773706367565428,-43.83610153824298,-8.578943352814719,-27.433571201442998,20.405937587912774,19 days 00:00:00.000000000,2001-10-20,573.6725801235856,0.727,0.618,0.674
2002,193.63700368409016,595.6819210449082,1072.9937056285282,3846.3561435461793,3652.719139862089,33.83792950070126,-2.5167196233639872,6.469356818940988,-9.246615551179485,-2.057641770998925,26.118305626149564,32 days 00:00:00.000000000,2002-11-02,668.2407542275184,0.506,0.443,0.485
2003,189.24387002768773,620.3517530672352,1317.6637496481621,4338.666842200586,4149.422972172898,41.667690156874045,19.711964828199026,20.096800946486802,-11.305580212216015,20.605246719809035,23.844989897648208,25 days 00:00:00.000000000,2003-10-26,738.9592377705113,0.28500000000000003,0.41100000000000003,0.379
2004,193.63700368409016,458.3294938779206,631.7892659615147,1337.006975956191,1143.3699722721008,19.924106291362307,-42.60088402233596,-62.990875654782194,-9.246615551179485,-42.33057445962053,29.22151057167614,20 days 00:00:00.000000000,2004-10-21,513.8750184738261,0.864,0.805,0.8
2005,156.55090676315066,565.5581093921817,960.329460589804,2684.4461330713057,2527.895226308155,30.28494986916008,-12.752455518103961,-25.692982517295142,-26.628049613561522,-12.341580799997095,30.41661207123518,22 days 00:00:00.000000000,2005-10-23,651.891321668726,0.611,0.544,0.527
2006,210.07891868084374,689.5820056512672,1457.337059578688,4543.004982908213,4332.926064227369,45.95858151087349,32.40151963328942,25.75299855346695,-1.5406533415514407,33.02503789250558,33.53242288078615,-1 days +00:00:00.000000000,2006-09-30,905.8764217902683,0.222,0.293,0.179
2007,237.43689976132887,808.9992088717349,1300.4134607780015,3367.2754716645045,3129.8385719031758,41.12219462210631,18.144747110437308,-6.791872535811723,11.281427807728512,19.026334538511584,24.768029950092547,34 days 00:00:00.000000000,2007-11-04,958.2727661633064,0.306,0.14200000000000002,0.137
2008,181.5686791602694,730.838355832333,1504.229743559177,5796.211608335895,5614.642929175626,47.437389192882144,36.66179873474537,60.44248085593147,-14.902772557979024,37.30537991934526,14.783814598127144,21 days 00:00:00.000000000,2008-10-22,858.9316449710705,0.179,0.222,0.211
2009,213.61179362083942,853.8829560570023,1685.6616081601035,5149.143297912559,4935.53150429172,53.15902447493705,53.14518837009062,42.53125676289285,0.11512706993493459,53.86639475446098,19.728968071517293,16 days 00:00:00.000000000,2009-10-17,1017.2529542995184,0.085,0.074,0.085
2010,225.6623906480841,933.7145989148456,1682.0375148719947,4355.928308169298,4130.265917521214,53.04473506900327,52.81593340777111,20.574608281755154,5.762975590848645,53.53558923228759,19.104047550643923,27 days 00:00:00.000000000,2010-10-28,1183.102860397485,0.095,0.022,0.011
2011,244.5458387166512,688.527411267996,1210.3104185825239,3544.1893469576416,3299.6435082409903,38.27292018058401,9.9587343882243,-1.8947944151567975,14.613230395874895,10.77923839042926,19.882382005777643,27 days 00:00:00.000000000,2011-10-28,838.923209192137,0.369,0.306,0.232
2012,223.42979025990607,689.5820056512672,1336.8100136546375,3614.802471283304,3391.372681023398,42.15764059061268,21.451435071610216,0.05981759926726838,4.716605127073722,22.023386115562822,32.41925225365051,22 days 00:00:00.000000000,2012-10-23,861.9448594208025,0.264,0.293,0.2
2013,195.0615901578589,808.9992088717349,1340.744245857123,3574.946118586839,3379.88452842898,42.28171053735021,21.808866675215963,-1.043429234456551,-8.578943352814719,22.382500971232943,24.623113767057735,25 days 00:00:00.000000000,2013-10-26,979.8099101150449,0.253,0.14200000000000002,0.116
2014,208.78068094814552,542.4008761655963,697.3803283309027,1460.2532901744794,1251.4726092263338,21.992586034243327,-36.64182583810269,-59.57934658274251,-2.149108677153226,-36.34345329245554,24.19823228829787,25 days 00:00:00.000000000,2014-10-26,592.9400940230267,0.811,0.618,0.653
2015,176.21817347356213,481.566763323433,1013.5979431397293,2975.5243947206422,2799.30622124708,32.05239959714178,-7.9129244077042635,-17.635768326721525,-17.410436332685745,-7.225777411194994,30.868595758360804,30 days 00:00:00.000000000,2015-10-31,561.5436880236368,0.548,0.769,0.727
2016,156.55090676315066,565.5581093921817,1081.5272272714108,3889.991232059012,3733.4403252958614,34.10704263923122,-1.7414348490456502,7.677201239820751,-26.628049613561522,-1.2787059493646291,37.81336889581356,35 days 00:00:00.000000000,2016-11-05,698.9481081806637,0.485,0.544,0.432
2017,173.8393553723827,794.743483846329,1594.2204157823812,4719.752686490133,4545.91333111775,50.2753350321132,44.83760245623863,30.64547694529945,-18.525335807283884,45.51968593989273,40.78851041830677,18 days 00:00:00.000000000,2017-10-19,1058.1004044391084,0.116,0.179,0.053
2018,159.33042614504097,458.3294938779206,506.33855866049913,1088.1402560616616,928.8098299166206,15.967892785917487,-53.99829148998613,-69.8796500199093,-25.325350303778905,-53.78165571956164,,41 days 00:00:00.000000000,2018-11-11,453.4610336829079,0.9580000000000001,0.805,0.906
2019,108.04735567084651,565.5581093921817,1563.9356211309248,4536.802269274498,4428.754913603651,31.48390077611088,42.086177995246636,25.581303862058363,-49.36059213210989,-8.871271565351774,,22 days 00:00:00.000000000,2019-10-23,787.4330312999061,0.137,0.544,0.295
