Exceedance,Mean,Max,Min,Median,MeanQ3070
0.0,2342.6227250419797,9912.21560932307,341.5568441466111,1105.6678035010311,1273.2721486408077
0.001,2324.551316698742,9834.228700567775,341.12526872707997,1099.5405344396593,1265.6111723265458
0.002,2306.4799083555017,9756.241791812468,340.69369330754876,1093.4132653782865,1257.950196012283
0.003,2288.408500012261,9678.254883057163,340.2621178880175,1087.2859963169137,1250.28921969802
0.004,2270.3370916690205,9600.267974301858,339.83054246848627,1081.1587272555412,1242.6282433837569
0.005,2252.26568332578,9522.281065546551,339.39896704895506,1075.0314581941684,1234.967267069494
0.006,2234.1942749825425,9444.294156791257,338.9673916294239,1068.9041891327965,1227.306290755232
0.007,2216.122866639302,9366.307248035951,338.5358162098927,1062.7769200714238,1219.645314440969
0.008,2198.051458296062,9288.320339280646,338.1042407903615,1056.649651010051,1211.984338126706
0.009000000000000001,2179.9800499528214,9210.33343052534,337.6726653708302,1050.5223819486785,1204.3233618124432
0.01,2161.9086416095834,9132.346521770045,337.24108995129905,1044.3951128873066,1196.6623854981813
0.011,2156.412028920699,9074.052678995307,337.1974964745787,1035.2046582216267,1193.5765432749436
0.012,2152.3283146199437,9017.971540263316,337.1974964745787,1025.6700253981567,1191.0047610619326
0.013000000000000001,2148.244600319189,8961.89040153133,337.1974964745787,1016.1353925746878,1188.4329788489224
0.014,2144.1608860184347,8905.809262799354,337.1974964745787,1006.6007597512204,1185.8611966359124
0.015,2140.0771717176804,8849.72812406737,337.1974964745787,997.0661269277516,1183.289414422902
0.016,2135.993457416926,8793.646985335392,337.1974964745787,987.5314941042842,1180.7176322098921
0.017,2131.909743116171,8737.565846603398,337.1974964745787,977.9968612808141,1178.1458499968812
0.018000000000000002,2127.826028815417,8681.484707871423,337.1974964745787,968.4622284573467,1175.5740677838712
0.019,2123.742314514662,8625.403569139438,337.1974964745787,958.9275956338779,1173.002285570861
0.02,2119.6586002139074,8569.322430407452,337.1974964745787,949.3929628104091,1170.4305033578505
0.021,2101.460602753966,8437.814484760647,335.9304173290575,944.5039174490131,1168.5993080388105
0.022,2079.6893690511974,8287.211144958219,334.3425586530249,940.7909701792811,1166.9556030726744
0.023,2057.918135348425,8136.607805155768,332.7546999769921,937.0780229095487,1165.3118981065381
0.024,2036.146901645653,7986.004465353318,331.1668413009593,933.3650756398163,1163.6681931404019
0.025,2014.3756679428811,7835.401125550868,329.5789826249264,929.6521283700838,1162.0244881742656
0.026000000000000002,1992.604434240109,7684.7977857484175,327.99112394889363,925.9391811003513,1160.3807832081293
0.027,1970.83320053734,7534.194445945988,326.403265272861,922.2262338306193,1158.737078241993
