WaterYear,Flow_min,Flow_median,Flow_mean,Flow_max,Flow_range,Volume,Flow_mean_pct_var,Flow_max_pct_var,Flow_min_pct_var,Volume_pct_var,Flow_mean_5yr_mvCoefVar,DaysToStart,SeasonStart,MeanQ3070,ExceedanceMean,ExceedanceMedian,ExceedanceMeanQ3070,Max_week,Peak_count,Peak_weeks,Min_weeks
2000,137.95926501815194,631.4202976088575,1223.9860777981382,3690.218780279906,3552.2595152617537,38.59962494944209,10.64869463384067,2.654491571226166,-35.85197417655486,10.588010069385648,15.588081358384478,40 days,2000-11-10,740.8877249148454,0.354,0.465,0.405,31,2,"[25, 31]",[6]
2001,198.12123185096627,555.7694416319646,799.695168684432,2017.81955504732,1819.6983231963536,25.219186839632247,-27.7073259860113,-43.86830352368733,-7.877981987825519,-27.746974437810444,20.640614105752366,19 days,2001-10-20,594.0805199071401,0.738,0.617,0.677,32,1,[32],[3]
2002,197.4223662590883,630.9292249712614,1081.3335661813521,3891.7726910160586,3694.35032475697,34.100935343095124,-2.2471335809957327,8.261317470378597,-8.202939126652014,-2.3007455114617628,26.193347437822144,32 days,2002-11-02,685.6889655431208,0.516,0.47500000000000003,0.506,30,1,[30],[5]
2003,188.1541812564956,655.5534595197839,1334.0703037840397,4431.119466238558,4242.965284982062,42.18650477438042,20.600340429541927,23.264863950310197,-12.512441433760982,20.864428628309742,23.994197814194905,25 days,2003-10-26,754.0748396280993,0.28300000000000003,0.425,0.374,26,2,"[26, 30]",[4]
2004,195.76346826396653,469.9781132986144,641.3887060289344,1319.5619731305874,1123.7985048666208,20.226834233328475,-42.01827589194682,-63.29243020161266,-8.974290231019898,-42.05007559537299,29.370434673951472,17 days,2004-10-18,530.0141590628589,0.859,0.8200000000000001,0.798,32,2,"[26, 32]",[4]
2005,155.59249710144925,596.298978924223,965.465422332597,2684.109210064844,2528.5167129633946,30.446917558680777,-12.721647220541588,-25.333460510991046,-27.65290884461555,-12.76951447141428,30.47212130520498,22 days,2005-10-23,666.8818504647892,0.617,0.556,0.546,29,1,[29],"[4, 53]"
2006,209.4750246607325,733.2343761520319,1472.3798817685388,4669.790988540229,4460.315963879496,46.432971951452636,33.103566190796165,29.90422742256216,-2.598717893028404,33.030566396551606,33.632770099062895,-1 days,2006-09-30,920.236232803026,0.203,0.291,0.182,22,1,[22],
2007,237.6555238151527,839.1028203819673,1305.3661865050965,3345.5485566865,3107.8930328713473,41.27881169613877,18.005479944490286,-6.933543358247086,10.504594793056656,18.2638859699814,25.31224335269455,34 days,2007-11-04,966.1522524146297,0.304,0.133,0.152,22,2,"[22, 29]",[5]
2008,179.47226624125065,771.6364606340916,1521.0861327502487,5806.4059859204335,5626.933719679183,47.96897228241185,37.50662533451563,61.52257896632762,-16.549341083245285,37.43121071082109,15.310647363308972,21 days,2008-10-22,875.7397975493138,0.162,0.223,0.213,25,1,[25],[4]
2009,212.16286343984987,874.4877547426419,1709.9358863085097,5179.863801752844,4967.7009383129935,53.924538110625164,54.5786975518193,44.093430942000744,-1.3489319407083968,54.493919859990235,20.331449212704417,16 days,2009-10-17,1032.211175837249,0.081,0.07100000000000001,0.081,30,2,"[25, 30]",[3]
2010,224.49641955130468,947.466774361224,1700.9204056339393,4448.679371042213,4224.182951490908,53.640225912071905,53.763695497276046,23.753345313337018,4.3859005537124345,53.67936478807855,19.65366578509742,27 days,2010-10-28,1195.8885495068412,0.091,0.021,0.011,29,1,[29],[4]
2011,244.6996597121501,730.1714974740828,1217.2045556814874,3584.5606163232574,3339.860956611107,38.490929341582266,10.03564307757804,-0.2847068197419431,13.77996315171667,10.276596914666026,20.485935286938766,27 days,2011-10-28,853.9004127651712,0.374,0.304,0.243,30,1,[30],[5]
2012,222.20706559715143,733.2343761520319,1344.398684502999,3649.564654503831,3427.3575889066797,42.39695691448658,21.534029026956393,1.5235752596737475,3.321401286115535,21.467374470909707,32.58562894120566,22 days,2012-10-23,874.6722798697232,0.263,0.291,0.223,23,2,"[23, 29]",[4]
2013,198.12123185096627,839.1028203819673,1347.4379940192125,3614.128646737763,3416.007414886797,42.49280457938988,21.80878348426379,0.5378165344786462,-7.877981987825519,21.74197824090325,24.512126603096075,25 days,2013-10-26,995.0259363633365,0.253,0.133,0.112,28,2,"[28, 32]",[4]
2014,207.1075568231816,555.7694416319646,704.3437251790962,1465.7742903784429,1258.6667335552613,22.212183717247978,-36.32712399408785,-59.22509653328447,-3.6995383994250446,-36.36204497314506,24.09123891286931,25 days,2014-10-26,610.9173069585243,0.809,0.617,0.657,33,2,"[29, 33]",[4]
2015,174.87828460652298,497.5244244143626,1019.9407401387875,2994.142735528011,2819.2644509214883,32.252974060964796,-7.797062771131953,-16.708949114395153,-18.68544156550118,-7.595158634484019,31.107362607654327,30 days,2015-10-31,576.6320157550017,0.556,0.778,0.728,30,1,[30],[5]
2016,155.59249710144925,596.298978924223,1086.9279252407873,3912.59472936065,3757.002232259201,34.27735905039347,-1.7414019076804157,8.840544851465873,-27.65290884461555,-1.7952912034278703,37.95352423708534,35 days,2016-11-05,712.085747033808,0.495,0.556,0.455,27,1,[27],[5]
2017,171.917829969895,827.9727582559951,1613.956529061063,4829.072451158987,4657.154621189092,50.89773310046968,45.902135960261326,34.33511852561206,-20.061987899337932,45.822116872796194,37.4689201048958,18 days,2017-10-19,1072.8464789311402,0.10200000000000001,0.17200000000000001,0.051000000000000004,31,1,[31],[3]
