,0,upper,lower
0,1.0,1.0,1.0
1,0.4342246039142362,0.6302210023682415,0.23822820546023077
2,0.2857213908185676,0.5157231446367609,0.055719637000374356
3,0.22313432634354038,0.46638910676425865,-0.020120454077177885
4,0.2151024700205337,0.46609675381802573,-0.03589181377695835
5,0.15984656520900076,0.41782514036785884,-0.09813200994985732
6,0.12148507194717753,0.38324068644276055,-0.1402705425484055
7,0.08534145159365515,0.3492541162148633,-0.17857121302755302
8,0.1695924652815685,0.43456313156391657,-0.09537820100077962
9,0.09672153517663935,0.36582966281181023,-0.17238659245853155
10,0.05571400169926992,0.3261542456690878,-0.21472624227054793
11,-0.03870655555163622,0.2321742432554706,-0.309587354358743
12,-0.10902189534687107,0.16207128501368717,-0.3801150757074293
13,-0.039256436979774066,0.233515787852095,-0.3120286618116431
14,-0.1663062673255634,0.10668290024891539,-0.4392954349000422
15,-0.14939488296230302,0.12745888647791892,-0.42624865240252496
16,-0.22774125012377736,0.052192218867982115,-0.5076747191155369
17,-0.2326387816032826,0.05432389025858081,-0.5196014534651461
18,-0.2578015032970287,0.03631689419086892,-0.5519199007849264
19,-0.20487715412707974,0.0977972962189777,-0.5075516044731372
20,-0.14552273444903277,0.16243294507344255,-0.4534784139715081
21,-0.16814319070255973,0.14244287102995384,-0.4787292524350733
22,-0.26566891536111625,0.048394496076877236,-0.5797323267991097
23,-0.06380590444056315,0.25877498087257705,-0.3863867897537034
24,-0.03519546229827353,0.28786987785529305,-0.3582608024518401
25,-0.14827153819764052,0.17494106039570376,-0.4714841367909848
26,-0.1690957585073478,0.15671926724051374,-0.4949107842552093
27,-0.07381099885131229,0.2553580101654971,-0.4029800078681216
28,-0.11304841097780122,0.21675578355710012,-0.44285260551270256
29,-0.0970209072036077,0.23426851195338508,-0.4283103263606005
30,-0.16770548287388293,0.16467363292430653,-0.5000845986720723
31,-0.17987645301703942,0.15573747267036697,-0.5154903787044458
32,-0.06310450472703207,0.27619264598185556,-0.40240165543591966
33,0.015515084125684784,0.3552627904828458,-0.3242326222314762
34,0.11082045446821105,0.45059537721560233,-0.22895446827918026
35,0.03454356694629662,0.37570416042810223,-0.306617026535509
36,-0.014042633867044305,0.32725229368914116,-0.35533756142322975
37,-0.025707748511286814,0.3156093737496749,-0.36702487077224855
38,0.029175046759187355,0.3705665426328692,-0.3122164491144945
39,-0.03459110995289292,0.306896150674629,-0.3760783705804149
40,0.03734246800877244,0.3789643038582377,-0.3042793678406928
