Exceedance,VicFalls_full,VicFalls_overlap,VicFalls_factor_smooth,Ngonye_gauged,Ngonye_scaled,Ngonye_synthetic,Conversion
0.165,2101.3,2545.3,0.82461061775523,2592.4346,2137.7490969960327,2137.7490969960327,1.0173459748708098
0.166,2088.4,2545.3,0.8232945408827523,2577.4412,2121.9932694062904,2121.9932694062904,1.016085649016611
0.167,2080.2236,2537.2301,0.8208794134485802,2572.0229,2111.320649528316,2114.1574316970296,1.014948897574432
0.168,2075.6,2532.8,0.8190415133341876,2560.5598,2097.2047735746846,2097.2047735746846,1.0104089292612666
0.169,2062.7,2520.4,0.8171546743355417,2549.1365,2083.0388064943427,2083.0388064943427,1.009860283363719
0.17,2052.2,2518.7,0.8161631284053698,2541.5257,2074.2995662346475,2074.2995662346475,1.0107687195373978
0.171,2043.1404,2507.9,0.8150072046981794,2534.879,2065.944648038116,2071.272457301985,1.0111613710140117
0.17200000000000001,2037.3,2507.9,0.813686709274137,2523.8025,2053.58455108284,2053.58455108284,1.007993202318186
0.17300000000000001,2030.3,2495.6,0.8120581006002441,2513.697,2041.268011304532,2041.268011304532,1.0054021628845649
0.17400000000000002,2024.6,2494.0,0.8105344650462291,2505.1555,2030.5148730501185,2030.5148730501182,1.002921502049846
0.17500000000000002,2012.0,2483.2,0.8095956380742833,2496.0513,2020.7922448896443,2020.7922448896443,1.0043699030266622
0.176,1999.4,2477.5664,0.8088164323645828,2483.4774,2008.6773305260701,2008.67733052607,1.004640057280219
0.177,1986.9,2470.9,0.8073639629098682,2470.4199,1994.5280005154002,1995.0873396879153,1.003839146668378
0.178,1986.9,2458.7,0.8055386056907746,2463.4117,1984.3732260603408,1994.5280005154004,0.9987282832856916
0.179,1974.4,2446.9,0.8038837350628583,2455.7012,1974.0982528543432,1974.0982528543432,0.9998471702058058
0.18,1965.4,2446.4,0.8028610966470416,2435.9271,1955.7111028582478,1955.7111028582478,0.9950702670490729
0.181,1954.7,2446.4,0.8022501187982453,2428.5323,1948.2903261803756,1948.2903261803756,0.996720891277626
0.182,1944.1,2434.2,0.8009243831049249,2418.2824,1936.8613393934972,1936.8613393934972,0.9962766006859202
0.183,1937.3,2422.1,0.7997768330288778,2413.5309,1930.2860996193374,1930.2860996193374,0.9963795486601649
0.184,1937.3,2422.1,0.7990264975982645,2397.2786,1915.489123525271,1930.2860996193374,0.9887416112761426
0.185,1925.1,2409.9,0.7986923810968715,2381.3261,1901.9470129771269,1905.0582148983835,0.9879730990479076
0.186,1915.6,2397.9,0.7981777747601415,2376.6743,1897.008604103617,1897.008604103617,0.9902947400833249
0.187,1912.8,2396.5954,0.7978378044560416,2366.5203,1888.0993603526529,1888.0993603526529,0.9870866584863305
0.188,1900.7,2385.8,0.7970775211136989,2357.8219,1879.3668352795917,1879.3668352795917,0.9887761536694858
0.189,1888.9,2375.8,0.7963072627816012,2348.1361,1869.8378304296643,1869.8378304296643,0.9899083225314544
0.19,1888.5,2368.134,0.7956788262228135,2332.1164,1855.6156397669733,1855.6156397669733,0.9825870477982385
0.191,1876.5,2361.8,0.795145104959538,2322.3235,1846.5841631575017,1846.5841631575017,0.9840576409046106
0.192,1864.5,2349.9,0.7943689018088734,2314.9895,1838.955666814073,1838.955666814073,0.9862996335822328
0.193,1861.7004,2343.3337,0.7938666951752168,2294.9012,1821.8456313976392,1822.530254553828,0.9785922758557924
0.194,1850.3352,2329.2348,0.7934038881327939,2280.8865,1809.6642174895999,1811.7814344662977,0.9780196677280959
0.195,1840.5,2326.1,0.7931161686355861,2268.5012,1799.1849802892295,1799.1849802892295,0.9775522848623904
0.196,1831.788,2314.1988,0.7929887119959041,2256.6504,1789.498294121042,1793.647831597054,0.9769134278208187
0.197,1828.7,2302.5,0.7921494076065467,2247.0259,1779.9802355615675,1779.9802355615675,0.9733582520706335
0.198,1816.8,2292.4716,0.7916557787969083,2242.1582,1775.017496006874,1775.017496006874,0.9770021444335502
0.199,1810.1,2283.9058,0.791453319895186,2230.4443,1765.2925460762942,1765.2925460762942,0.9752458682262275
0.2,1797.2,2279.0,0.7904727132522328,2218.0869,1753.3371700722337,1753.3371700722337,0.975593795944933
0.201,1793.3,2267.3,0.7896886039576101,2208.4873,1744.0172527951115,1744.0172527951115,0.9725184033876716
0.202,1781.6,2255.7,0.7890248969211021,2198.0526,1734.3182261421605,1734.3182261421605,0.9734610609239788
0.203,1770.0,2255.7,0.7875877797894343,2184.5608,1720.5333902870304,1720.5333902870304,0.9720527628740285
0.20400000000000001,1770.0,2244.1,0.7868881918480103,2170.2546,1707.747718043827,1720.5333902870304,0.9648292192338006
0.20500000000000002,1758.9,2232.5,0.7861004490688825,2159.5615,1697.6322649418694,1699.978126219188,0.9651670162839668
0.20600000000000002,1746.9,2232.5,0.7850643975296824,2151.2378,1688.8602074000792,1688.8602074000792,0.9667755494877092
0.20700000000000002,1740.5852,2221.0,0.784511365556553,2138.5031,1677.6799872279216,1682.6099369934796,0.9638597336274729
0.20800000000000002,1735.4,2209.5,0.7837177170369689,2129.9235,1669.2587828833903,1669.2587828833903,0.9618870478756426
0.209,1723.9,2202.8729,0.7828931257645112,2121.0612,1660.5642328058252,1660.5642328058252,0.9632601849328993
0.21,1712.5,2193.242,0.7834250463509045,2108.2464,1651.6530336391274,1651.6530336391274,0.9644689247527751
0.211,1712.5,2186.6,0.783038300683424,2101.6357,1645.6612471836181,1651.6530336391274,0.9609700713480982
0.212,1701.2,2175.2,0.7826013013122539,2087.5482,1633.7179378720534,1633.9522590434847,0.960332669804875
0.213,1701.2,2163.8,0.782799007437711,2080.5186,1628.627895035696,1633.7179378720534,0.9573406389817164
0.214,1689.9,2163.8,0.7830913024721473,2071.1604,1621.9076952647338,1621.9076952647338,0.9597654862800957
0.215,1683.7,2152.0575,0.7828807878640485,2057.1545,1610.5067357180728,1610.5067357180728,0.956528321980206
0.216,1678.6,2141.2,0.7833029710223912,2043.1864,1600.4339774725438,1600.4339774725438,0.9534338004721458
0.217,1667.4,2129.9,0.7830843409303364,2038.5388,1596.3478126589189,1596.3478126589189,0.9573874371230171
0.218,1656.2,2118.7,0.7836184902243949,2029.2562,1590.1626797224928,1590.1626797224928,0.9601272066915184
0.219,1656.2,2109.6899,0.7837985878570963,2017.6766,1581.4520698323074,1590.1626797224928,0.9548678117572198
0.22,1645.1,2096.526,0.7831733628476023,2006.1234,1571.1424094652655,1571.1424094652655,0.9550437113034257
0.221,1645.1,2096.4,0.782367885251361,2000.3129,1564.980573414017,1571.1424094652655,0.9512981420059675
0.222,1634.1,2085.3,0.7824166365107954,1989.9931,1557.003707981691,1557.003707981691,0.952820334117674
0.223,1623.0,2081.9,0.7817227552032283,1985.394,1552.0276678439582,1552.0276678439582,0.95627089824027
0.224,1612.1,2074.2,0.7809070231621044,1980.2976,1546.4283037910598,1546.4283037910598,0.9592632614546616
0.225,1612.1,2061.385,0.7801033562778096,1970.9917,1537.5772403657056,1546.4283037910598,0.9537728679149592
0.226,1601.1,2052.2,0.7792871189885282,1960.1743,1527.538582962355,1527.538582962355,0.9540557010569952
0.227,1598.6,2052.2,0.7791028448433039,1951.0353,1520.0571526197089,1520.0571526197089,0.9508677296507625
0.228,1590.3,2041.2,0.7792612935577855,1941.7037,1513.0945369679382,1513.0945369679382,0.9514522649612892
0.229,1579.4,2030.3,0.7791089806552671,1932.8083,1505.8683044150396,1505.8683044150396,0.9534432723914394
0.23,1579.4,2029.33,0.7790187080009837,1928.2621,1502.1522498292636,1505.8683044150396,0.951090445630786
0.231,1568.6,2015.3549,0.7789803618274911,1915.2682,1491.9563154326875,1491.9563154326875,0.9511387960172686
0.232,1568.6,2008.5,0.7787354115985025,1907.8572,1485.7159619131664,1491.9563154326875,0.9471605010284116
0.233,1557.9,1998.4473,0.7786893592001645,1899.8892,1479.4235036993132,1479.4235036993132,0.9496267435004256
0.234,1547.2,1986.9,0.7785425226011916,1894.9201,1475.2758747817022,1475.2758747817022,0.9535133627079254
0.23500000000000001,1544.588,1986.9,0.7782722119565839,1885.2862,1467.2658610452227,1475.2758747817022,0.9499399587755587
0.23600000000000002,1536.6,1976.1,0.7774548975519536,1881.6759,1462.91814406048,1462.91814406048,0.9520487726542237
0.23700000000000002,1527.624,1965.4,0.7766735386226398,1873.8481,1455.3682346683102,1455.7264500774916,0.9527005563334369
0.23800000000000002,1526.0,1965.4,0.776014282477296,1862.4734,1445.30595913405,1445.30595913405,0.9471205498912516
0.23900000000000002,1515.4,1954.7,0.7748560552393633,1851.6302,1434.7468725340734,1434.7468725340734,0.9467776643355373
0.24,1504.9,1944.1,0.7736441133356109,1834.4031,1419.175159799596,1421.249839413898,0.9430361883178922
0.241,1504.9,1944.1,0.7723671788627672,1827.1416,1411.2242029748024,1419.175159799596,0.9377528094722588
0.242,1494.4,1942.6,0.7712398151234773,1822.6568,1405.7054934655487,1405.7054934655487,0.9406487509806937
0.243,1493.4,1941.7283,0.77038313848041,1812.9938,1396.6998536895246,1396.6998536895246,0.9352483284381442
