,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
0.26,1382.0528374498763,1320.799729459313,1505.8683044150396,1223.4497849116094,776.1893315303329,982.0503122885896,1102.7671418916395,1246.0243777681117,847.8142011572473,1518.2943935259284,1426.3020476797249,1073.3190448722664,2345.1350557490177,1045.0542240693003,1074.643521085816,1663.9894798759049,1319.7462180304935,866.6921630076297,945.6507823291657,1560.3196051557718,1189.5535092753667,1018.7503627682567,1571.1424094652657,2375.821632075079,580.5468362179694,2157.49558413289,2003.9831284901286,2375.2091235051394,2108.7882409669623,1428.5822475599998,2223.278115604969,3308.1382508651245,1393.444233879554,2738.1635481123417,1204.278450487602,1315.0921938262877,1750.7565495331476,2567.247164164951,3345.810652693775,1379.826768438515,1288.7474326030213,1508.4697481340831,1245.6133706501255,3304.9167648814305,2611.8271339356074,2097.2047735746846,1481.2808334160572,1014.5474742124204,817.1962216853075,2045.766610560417,2652.414256658102,2346.164825400627,1887.4956992507048,2567.1930743030775,1981.4529620123242,2291.3047528902075,1473.3718857544752,790.2479631300505,871.8243023092824,865.2830310031845,1018.7503627682567,931.1144556763985,1022.0057334490897,1073.3190448722664,2384.0042214857267,845.8180560727407,1175.349581626915,725.0883811456692,1081.2713804893563,785.711825480622,499.03294021376786,492.5531326632248,820.9063012363748,1839.5254077838574,1785.721507110007,983.4260647864965,2144.5763632059998,1205.9527389025843,1526.0133380406767,2045.9399223623623,1042.8473918816862,1450.703650828927,2485.253376954657,2309.6404605705266,2081.626514301264,2667.526427269422,3113.5328856801816,1938.004238072185,2598.5628225422565,2121.3865827670893,1151.9043417803289,1613.5288987824292,1515.4307767373334,2988.5975681230743,774.4745283193217,2044.5711667975443,2402.897535027205,1568.779878234573,2031.8403138229376,690.2920257267822
0.27,1363.9740763077866,1248.572621899625,1501.9729474999806,1180.6148688388769,768.3911907467138,964.8884277094302,1047.32627251161,1216.716162261011,802.7154082124507,1437.989335320402,1328.8173936602288,1034.1214791241393,2279.1023109582407,1035.2648609809455,1072.809630943978,1509.5756637405984,1284.2986809571048,849.8103462417537,907.8722254254097,1489.0424681167037,1145.2901555632438,994.9687943632211,1523.494250083918,2246.146620456671,551.2654164531816,2030.5148730501185,1839.8150551132032,2260.4484514327473,1924.7798654955675,1363.2071622221686,2158.4471598269147,3033.4722630224496,1307.9909415642328,2569.537949104414,1172.1997725447154,1263.0217602882658,1646.6312068243462,2431.068293893701,3196.20167626498,1350.421101633598,1231.1397838999744,1415.4036532260625,1199.8221969319604,3128.2406811790584,2475.1208876406236,1998.9951887779855,1415.4036532260625,994.9687943632211,817.1962216853075,1961.8308499485402,2529.337200639754,2219.7176305932385,1774.6781907011837,2468.807761806205,1879.366835279592,2266.831021428517,1434.7468725340734,780.6058107952305,871.8243023092824,848.3132374283739,980.1397905117286,902.497859843247,999.2730808811441,1056.6422031578438,2300.3200463784046,819.2155664881909,1123.1592023423173,707.5253309128841,1046.9997453196006,767.1444248732008,485.2887467506549,486.1928413296597,795.7334419170015,1753.1954620930667,1656.4666396010682,961.7762085548774,2012.5065421109707,1145.741447515904,1450.1172661113478,1941.2924479561489,998.8746443831532,1360.2480962341576,2413.2065197660036,2220.2540487497195,1997.0894516278147,2541.34341797254,2997.4206426378,1914.359842309245,2478.045948969413,2094.652199753026,1119.505587859212,1497.5776224417111,1475.430202595503,2854.486642479913,773.6798693674572,1756.4625510040275,2291.690214135024,1481.9786846498848,2003.337692866562,680.7076008481985
0.28,1325.9767536774373,1204.9139059596703,1475.2758747817022,1091.2966078881327,763.9384554841677,964.8884277094302,1016.2048651539021,1190.2729575585079,797.8666836674828,1324.4841676320154,1214.0129273108946,992.385097948295,2103.2382855101705,1007.2242543852786,1047.9465639572275,1443.1941418140548,1249.723441829986,805.6086391830345,871.8243023092824,1412.8466062275534,1107.0671154083338,982.0503122885896,1476.6103100337807,2129.6402323117636,537.3233784000538,1861.589276555161,1735.0941482743965,2157.5398929295543,1775.4145151712494,1285.6971106678914,2083.0388064943427,2862.2553649690567,1235.492741387411,2434.651667290629,1140.7062923004694,1210.6330052082874,1598.3926032673837,2325.238884713398,3024.9217841413715,1309.2503434693722,1187.6065064089742,1323.2844466926763,1157.8435525473,2978.586826921943,2324.496350441226,1905.186491007543,1363.9740763077866,982.0503122885896,817.1962216853075,1840.2884646503048,2447.2319735207125,2072.5340198054982,1688.8602074000792,2375.1922021204123,1811.7814344662977,2266.831021428517,1390.0638133681975,768.7183947921214,863.8053346504499,831.6508925011585,953.766369525802,871.8243023092824,971.8822335887121,1047.32627251161,2200.8765763390916,805.6086391830345,1058.5516657507494,690.1702134089708,988.8319231543863,746.2057960833387,474.8834178698313,473.5185036672158,782.3233305093576,1615.2588253886,1558.7982872192372,936.8855581753976,1885.2273524474663,1082.1679640357638,1345.448159817442,1844.4289251082348,982.041567225278,1304.2233443603548,2328.919394242366,2123.0280036293448,1908.2723458416315,2439.7737289799097,2848.814414952073,1878.64756569401,2348.445043822527,2058.858431904902,1067.8344641188032,1345.1394573155617,1419.175159799596,2727.9184594302274,763.7730663174692,1608.708929538335,2164.8686424583925,1395.9870314486668,1952.5796313045555,675.7018275833163
0.29,1264.9365470459181,1146.8083438915937,1447.1422320056922,1038.237119171078,740.9792730678978,923.3291222770376,978.229268734868,1156.6233055145353,776.1893315303329,1244.6718434826864,1159.1742676426338,955.434678253346,1933.693558523102,982.0503122885896,1000.9469700825588,1363.9740763077866,1204.278450487602,776.1893315303329,837.3230756189334,1326.3803967720864,1043.9834850053348,982.0503122885896,1411.6321466525296,1947.1891530318883,527.8205697740477,1754.4095102866995,1609.8824133011074,2038.3934630667509,1638.916571782814,1245.6133706501255,2000.753705720095,2659.214796919191,1192.6698897804654,2307.9910689982253,1126.839327787111,1178.1477146140883,1513.0945369679382,2256.5389822821453,2873.7627124635055,1262.65715342131,1143.2847153857801,1251.4322341078441,1130.6278094444517,2836.391719393928,2193.44026386242,1823.7380966993187,1298.9103247045236,971.6323979416268,782.3751294342086,1719.3553419125942,2354.602474592277,1909.9899193335618,1604.1304865610787,2324.684275458388,1730.866289790586,2255.226348708936,1363.9740763077866,749.8235679371458,854.2672198224024,800.7661143701561,892.9799943165575,845.8180560727407,946.6652307287451,1043.776196820501,2059.8584292809273,782.3233305093576,996.0532649702789,684.5114350667202,970.9980528322012,718.3004032233339,446.5971470916925,469.07873997938367,782.3233305093576,1468.2841160835078,1356.4206654345273,905.6779119804219,1746.4451070200435,1036.4087075603748,1288.9651415462238,1745.5011651563848,941.9803975921665,1258.6320078193335,2262.543736574029,2046.2227445440485,1792.840122803125,2343.3676479981314,2689.0554042791496,1809.9157705754765,2258.29259799338,2010.8475036684954,1050.5559168489485,1283.896466588662,1349.7176257914698,2593.020979899194,763.0892928986326,1514.240796517658,2062.470820470702,1309.8823722712868,1918.4299710683147,671.9321266251428
0.3,1240.7027304955225,1056.3065871029214,1363.9740763077866,1003.7672113718689,735.4718395526579,919.1435986563256,938.5998420927983,1135.227399041512,768.3911907467138,1171.3404337704976,1119.6609225740597,914.5529275707325,1768.8174473645208,964.8884277094302,994.9687943632211,1310.7626351862157,1162.340979249928,762.2410069959475,803.2541553841139,1280.026788208848,994.9687943632211,982.0503122885896,1335.4150869444172,1822.8845717233642,508.25886359121324,1648.0660144857122,1544.2410416687535,1862.9754992185458,1503.085906618569,1194.0038015414057,1881.6026162355163,2454.6839717991243,1116.7866834514798,2138.6297821353264,1123.1592023423173,1123.1592023423173,1443.1941418140545,2172.623672768271,2746.0789931237687,1237.6577085822182,1087.5992124993015,1209.7417544971588,1076.8849423702845,2647.960823514753,2023.3174985431742,1742.0774474645211,1248.901427594014,964.8884277094302,767.5006436942045,1617.6129517062955,2282.5887229388027,1770.5122983108824,1508.8668926608877,2220.5564002934466,1665.7376330345376,2238.4738113973553,1310.274889054163,739.8777863648497,850.2539340383108,782.3233305093576,878.5822981777927,817.1962216853075,928.656152339762,1035.2648609809455,1929.825757741788,772.4812413143093,951.230248526853,667.6418714988399,951.230248526853,674.100373656949,433.9790800416335,451.5108432698756,776.0532484940439,1329.2321732205296,1259.5941259475653,853.6323050077085,1634.6840402329171,979.6808477041612,1250.4036518121002,1625.61755103985,909.7620317125314,1189.282800262095,2193.6534808358656,1985.1629967795461,1678.4436973881395,2253.849001537223,2564.8114991992,1729.5662959101878,2175.27906765813,1951.9411501652976,1017.5716106886396,1203.3075737285228,1293.4009196918294,2531.3323331923916,756.680203878953,1423.286355897175,1956.0405413735589,1257.6339945782036,1896.7514884449927,667.1019637907
0.31,1215.8042107333308,1027.6689960590015,1305.1220261538047,963.2201189818859,725.8565650997617,919.1435986563256,903.6921633059496,1089.287682238942,763.9384554841677,1080.0466242526643,1072.809630943978,862.9290778093944,1628.0927412713072,941.0857645310576,988.9271857971551,1280.4795878625528,1123.1592023423173,736.3530289150962,776.1893315303329,1220.7112897032798,967.6343292420951,982.0503122885896,1255.255480090324,1724.5593096533446,490.4118924720396,1553.4258039400877,1462.91814406048,1717.450100676854,1387.8947935670549,1142.5605946649753,1801.20041295756,2312.971595833701,1038.9907497441134,2026.0390138805546,1105.6678035010311,1055.0586450352787,1345.6744295931583,2083.0388064943427,2593.4172177638143,1203.6100124542556,1048.566855402845,1187.0502198757194,1048.566855402845,2549.2995296285285,1894.849238635321,1674.173877817117,1213.8196948653658,919.1435986563256,763.9384554841677,1571.1424094652657,2101.1709329077407,1618.0737128738615,1428.1512741967313,2101.1709329077407,1597.0015990290988,2214.827479435353,1296.6563244179831,713.2160590879093,838.6822724915423,767.7232804573318,865.0883694758629,791.4669584160395,911.4312712325294,991.373183133568,1785.2476033360238,769.0455988375289,897.1661710109196,650.194903410897,936.9337240596956,648.4833313294755,424.9942618336793,434.24168993922825,772.8152253200055,1264.8668095778073,1206.8903404149744,846.4935124617779,1536.6021121223964,938.469639597992,1209.0896185058305,1550.8633562003615,884.3778192424829,1153.1816574593913,2049.809481456289,1936.6671751685576,1582.73546400118,2156.949554144772,2448.3259194552224,1676.7373417854933,2026.8563568372906,1935.566911227236,986.4076197769073,1137.8630002921072,1263.352174316353,2459.7120367693683,747.4187763023084,1330.989110199019,1853.2324565794534,1214.3780468320542,1874.6804619434881,662.8849765967178
0.32,1199.8221969319604,978.7751320996855,1252.490209281975,928.656152339762,718.304197112664,914.7365544141566,871.8243023092824,1072.809630943978,740.9792730678978,1039.6907556175145,1035.3502613764038,848.4412327693456,1510.459094548115,906.3793460970314,964.8884277094302,1206.7802948793517,1058.5516657507494,718.304197112664,755.040883307364,1177.6897092766762,927.6410091690764,982.0503122885896,1202.139448780894,1604.7287210309821,490.4118924720396,1469.3441640355156,1317.741219257839,1627.856762939613,1317.741219257839,1077.9037702268613,1717.834978179134,2182.0857596292485,1001.0104966781596,1894.4442788902031,1072.809630943978,1010.5143950580035,1280.1976639187787,1994.5396005556795,2466.3460410922776,1168.6902547561065,1025.3205153320537,1152.5961255160846,1010.7266638678249,2475.779180392751,1755.4818464718119,1595.5037545525195,1187.0502198757194,871.8243023092824,755.040883307364,1505.8683044150396,1867.9662614335352,1520.8811631431429,1317.741219257839,1983.1840784431738,1526.9595040905706,2139.996484451924,1217.4153095634083,698.6422892874035,823.9014553498824,749.1091685228281,848.7013767503613,776.1893315303329,897.9292843904361,941.0857645310576,1647.678011237615,755.4512130430676,839.9096689791498,644.8615281693693,919.1435986563256,622.3948788516277,409.6060697102497,429.7773216801184,768.3911907467138,1167.819000154441,1136.3579797736006,846.4935124617779,1326.4561223824142,894.7950223579074,1183.8044839541656,1466.45486035121,871.4683116996138,1078.2525212382711,1950.5189940932726,1906.7485622384997,1525.190749649325,2036.0092146894096,2357.7053499567965,1613.9770368303925,1909.3027936030094,1801.026685646119,971.7179457160726,1049.1789367701083,1225.5582364228765,2318.037941364114,737.3108002736669,1269.4616391161444,1726.0195677603767,1198.2254893530896,1850.7781539908003,657.4906627156334
0.33,1187.0502198757194,941.0857645310576,1220.0577410533479,871.8243023092824,703.9902457997296,902.497859843247,856.506154420266,1047.32627251161,740.9792730678978,994.1057074252119,1005.1932136654248,822.8643987772158,1464.7466568406257,877.7713386735717,902.497859843247,1185.6094025798852,1034.179737420668,682.4870874385749,740.9792730678978,1136.4342187114325,891.2522707799061,982.0503122885896,1154.3428527523351,1534.5077589497496,490.4118924720396,1336.1002894600176,1247.910151210658,1590.1626797224928,1247.910151210658,1047.32627251161,1649.500822147079,1959.8522588306914,963.5537807273951,1757.8372248700343,1054.149478413404,977.076795533215,1231.92576153526,1901.9470129771269,2393.8655234832963,1134.1510176701427,1000.2295889962384,1072.809630943978,1000.2295889962384,2378.0078796001394,1645.5067468991385,1542.4282517722859,1146.436121378938,857.9636223767463,723.3923351374183,1444.038868742053,1792.5648529899368,1427.485749583225,1249.723441829986,1896.3872481919095,1459.537591477312,2053.816138690852,1194.0038015414057,689.4911600079008,803.7929025557773,732.9598006403985,837.3230756189334,755.4512130430676,877.7713386735717,909.96225648514,1512.2273890615907,754.2452890917989,790.2479631300505,636.5710058731761,909.96225648514,598.1367725658035,396.0749591199559,427.1362749009687,768.3911907467138,1052.3084369492908,1051.0200642272457,846.4935124617779,1273.6575046933592,868.1972484029999,1146.5241338004953,1353.8545963225265,845.5017310124018,1045.1521834477853,1864.1609213245652,1822.530254553828,1476.3702200298476,1935.566911227236,2269.139726485063,1513.051131708343,1757.1733123401648,1694.3053359408066,959.6016181738062,971.7179457160726,1198.968923557697,2236.0746157125973,716.2435512523488,1191.9913862191572,1631.1470599757354,1104.8147298080935,1846.510722007313,654.6342159001343
0.34,1175.349581626915,899.2592593580998,1178.1577348066273,850.8084187840067,685.8695418688599,873.4462213177244,829.859056792741,1013.7514720572957,736.7936235963151,939.8723559528648,982.0503122885896,797.8666836674828,1332.5849837001042,852.9470760529932,873.4462213177244,1155.3038423448295,1000.9469700825588,645.0426183273742,725.0883811456692,1046.1201313585425,861.2901855605539,982.0503122885896,1109.8657392229384,1458.5438456343882,490.4118924720396,1213.0202776895,1191.18499522257,1544.5393317081878,1191.18499522257,1047.32627251161,1564.9618611994808,1796.768231860992,914.4487914902478,1651.6530336391274,1008.4978578334767,939.8428033119271,1199.8221969319604,1794.1343390621644,2294.967076335924,1089.9573241220046,978.2388721447164,1046.489089323219,976.8646103228241,2252.626015804193,1552.3596891528673,1479.4235036993132,1110.7489693296886,857.9636223767463,690.1702134089708,1422.9123708558693,1696.461771292945,1298.2838228173498,1236.0742971872996,1764.3979134473993,1378.9705880495296,1969.717037530839,1141.8522581161626,663.339296994098,792.0764560590337,704.7195125968648,837.3230756189334,740.9792730678978,863.8053346504499,902.497859843247,1425.446551639863,740.9792730678978,782.3233305093576,631.6119758680901,885.9630594206882,570.1634542744122,389.8475038177091,425.73082034638924,763.9384554841677,991.6209958030082,995.988077406377,829.4609817762528,1226.286787115935,842.5898966921441,1083.513306525554,1272.8359921075066,812.9859106301615,1041.571997598912,1707.0910614628772,1753.3371700722337,1394.5937272308001,1812.0554907882001,2189.476563359795,1431.7942705475175,1609.8368419111985,1617.7599270725239,916.1090600389045,917.765065443695,1136.291799509117,2143.702347548016,694.6774444108165,1127.011590250817,1561.1440989902133,1062.5219827868134,1754.4441820311536,652.0613211726549
0.35000000000000003,1175.349581626915,858.8283622021509,1140.1333093926228,822.2279351687134,680.3470105028114,857.9636223767463,812.1581423364928,1006.5874526611794,725.0883811456692,898.6907136325709,960.4396044359785,786.2091687988884,1270.468585306256,842.4200638912175,845.8180560727407,1127.6675827789004,994.9687943632211,619.7545190461182,698.8997929217066,997.8734589377104,845.8180560727407,982.0503122885896,1049.236943842827,1330.8031825998155,490.4118924720396,1133.3436665725,1125.3672776091933,1507.6748625532641,1147.295595740708,1031.6477824466863,1486.9431907393375,1700.2247120855982,868.6167152457491,1576.899091026171,985.4859668433213,906.6592945465162,1155.3038423448295,1753.2238537189346,2172.623672768271,1072.809630943978,948.6941275279038,1018.3682798516501,955.3673624380804,2184.451281344491,1455.8732700899075,1395.0115312991402,1065.7177447991182,857.9636223767463,684.5114350667202,1314.3152041364367,1609.2096890478363,1248.9195430692835,1174.3516688633624,1669.2587828833905,1321.5020704118592,1811.0347760062962,1057.1629656831817,661.9805892557591,779.8697309177475,688.0441486218906,834.5633988152309,702.28862327308,849.1449645469181,895.3594606982297,1314.3152041364367,735.4718395526579,756.5238120034971,612.1724261612479,871.8243023092824,553.9424085356203,378.3962871220339,422.2321674110168,731.3184561898621,920.2697701065888,952.6530390045069,776.0518077106001,1160.6637587330995,816.2642103997988,1051.971115461182,1188.517320190465,783.185003760069,1026.8449403745403,1578.7983892460022,1703.7463673833086,1321.461411577899,1665.8851217596145,2099.6035881610355,1336.1621720793235,1505.74093160829,1536.6021121223964,874.4877547426419,890.1815585449107,1124.3419316393538,1955.711102858248,662.7664961762887,1073.1799280339792,1476.943805603399,1042.3444394150026,1614.7672431846904,650.7646083180501
0.36,1164.1002634762028,804.0269009059431,1077.129686047817,801.9072874549562,606.2246318704657,836.5180014615886,789.9309778252228,994.9687943632211,704.7195125968648,857.9636223767463,918.7763449694783,768.3911907467138,1210.7467613979973,827.08976715482,845.4782568545885,1126.839327787111,981.6082219103341,599.2235893528659,661.4406989387079,964.8884277094302,816.6924137504261,970.7536678272904,987.5473595761607,1254.1579254804822,485.1277725356205,1025.4367761659337,1057.9606469935395,1472.8213598437799,1105.6678035010311,1006.5874526611794,1417.9094490851876,1576.380009111775,851.1411096314249,1505.3118248557455,964.4435453820852,884.5177175136473,1089.9868102026376,1620.8852999605015,2052.661763961531,1047.32627251161,928.2756501924247,981.7773806061809,928.2756501924247,2016.1201240362311,1377.3850566944648,1338.665917552627,1043.0740355334929,857.9636223767463,666.956074460603,1245.173343290877,1505.8683044150396,1197.387158242849,1089.9868102026376,1620.8852999605015,1274.7136373153678,1700.023547325574,1014.2290733503709,648.4833313294755,772.4812413143093,665.3773586016076,827.5019982160496,673.8420335706247,837.3230756189334,871.8243023092824,1258.4734755868878,725.0883811456692,725.0883811456692,596.9102021205775,836.0141935267072,511.57436330362384,354.9733206372144,416.53565293924476,652.0427720041852,903.264115029123,909.8052087538917,729.4710320252462,1090.6833354798055,800.3430484127407,1017.1001926130408,1143.1931563479116,756.4228777712913,1008.439669889372,1478.2469263891523,1589.334201503708,1274.8145132422562,1557.5754001821615,2017.81955504732,1265.5344534965902,1416.2137317002353,1484.2666000911652,846.4935124617779,830.6257621046137,1124.3419316393538,1822.530254553828,642.8867255932355,994.6394761493771,1385.8467253194726,1014.7613277058539,1483.2929093509263,649.5426105925728
0.37,1155.3038423448295,772.4812413143093,1047.32627251161,782.3233305093576,567.7839969122036,792.6859537020288,768.3911907467138,981.7091476855786,677.4319133080758,857.9636223767463,902.497859843247,740.9792730678978,1155.3038423448295,797.8666836674828,797.8666836674828,1072.809630943978,945.1435581293757,576.1959187504115,643.9560773793427,918.6845315477663,792.6859537020288,948.7026167481367,950.6576967874233,1203.764718040292,465.4248511095564,966.8435077487169,1009.1346595575765,1376.9886738556977,1063.1142146125824,994.9687943632211,1339.3323041728986,1490.504406864077,830.6447429849724,1480.6136157900175,941.0857645310576,863.5132490367647,1037.9884884496032,1548.2201002879872,1866.0104303543903,1035.2648609809455,878.5941237516103,966.8435077487169,904.8864667686528,1875.9875652389264,1287.4809603475123,1307.5285453622762,1006.5874526611794,857.9636223767463,643.9560773793427,1195.8656880663832,1390.0002788121903,1146.088776070788,1031.839454941363,1567.6145789387474,1242.2741353449953,1599.920412585041,976.3671249541025,625.1357948307766,768.3911907467138,648.2569686319688,822.401229155646,652.8024538658862,827.5019982160496,803.8833703041106,1228.127308254576,704.7195125968648,690.9780198763664,575.8942955266115,757.9716128205835,481.8464207972803,349.0303527838802,407.58960855904365,609.1319043965843,862.7674208799718,874.4552549648147,663.5599944426425,1031.48047663578,776.8652534653169,983.4260647864965,1047.3907258162842,733.2343761520319,997.5544187382483,1389.9891484933473,1555.5056452406368,1242.9503174022368,1493.4063889591112,1962.1389077175902,1224.5779615468616,1268.6278067451456,1409.1778685723673,832.3944313370262,792.5609205856725,1107.0692752817067,1680.5889038703208,630.9292249712614,947.4809467890307,1317.537797154274,996.4158187991769,1352.7458457618686,647.7032069026814
0.38,1140.749589995557,752.2354158396837,1012.0002673160234,776.1893315303329,537.0446496123215,763.9384554841677,750.8201922510134,964.8884277094302,635.0542004825157,845.8180560727407,861.9359867228649,740.9792730678978,1101.0690209049037,780.3604508360697,792.8928106568828,1060.3988301904749,907.5736495597342,559.2782221434229,629.6408574346408,878.5822981777927,763.9384554841677,916.2055691615462,894.8448801103018,1155.3038423448295,446.5971470916925,899.4521428747065,965.4839141741536,1292.7287311396394,1010.1953128908648,987.7764032131428,1301.779052341939,1376.4935014551158,802.4460346266194,1434.7468725340734,935.4847727193076,853.3431191838164,1004.7824982360208,1477.028201417124,1791.451385318876,1012.4778662564154,861.9359867228649,933.299614197853,871.8243023092824,1727.578549039455,1244.0419658006526,1242.093151776138,990.8348800993391,857.9636223767463,634.3533583728448,1123.1592023423173,1321.7361840627082,1064.3572970935832,994.9687943632211,1501.416467940687,1209.6798220001845,1508.0361741809093,961.3293690906693,612.1724261612479,761.2225379030157,631.7199019662014,820.0008672448679,626.4772291503136,790.2479631300505,741.465651599781,1152.7412034315107,698.6422892874035,648.4833313294755,566.6642522711644,721.766782353222,462.39862715524265,343.7648719026424,403.7760839992542,576.1959187504115,814.5758921977266,841.9818065018574,653.219894731915,991.5913087574257,740.5211950680101,942.0486045070207,1002.0607834765674,704.9488751540601,963.9575708825212,1294.715639509305,1520.0571526197089,1205.9527389025843,1411.9830618443734,1935.566911227236,1183.7216279011911,1185.2570481276005,1326.8696309525014,819.9067656993957,765.6534432192703,1091.8541504330346,1550.8639480030367,607.5206118145512,917.5286667518689,1273.47612906955,987.8379672254841,1268.4381922034804,647.1290159322667
0.39,1123.1592023423173,740.9792730678978,982.0503122885896,763.9384554841677,502.9719267516816,763.9384554841677,735.4718395526579,960.9957073451604,620.149972581659,817.6084527465371,845.8180560727407,703.6801065597967,1036.0574631649808,764.1165648946695,763.9384554841677,1035.2648609809455,863.8053346504499,542.8705268767419,607.1802568927259,837.3230756189334,741.1561760164816,872.6705299895732,857.9636223767463,1076.1208214778521,446.5971470916925,851.6269322835851,910.9831571345064,1226.775821695755,971.167211528048,964.8884277094302,1241.063558948901,1270.7588223496623,782.9450646356825,1388.7981026537893,928.656152339762,842.8448129139082,971.4401432104567,1389.4209711631681,1653.5860373423295,1006.5874526611794,837.6628748370856,893.360708937625,871.8243023092824,1610.7969398249497,1212.6211566326854,1204.5961782236361,982.0503122885896,857.9636223767463,629.6408574346408,1091.2966078881327,1268.0199397889523,1019.3500154508569,975.2270202283726,1462.91814406048,1187.328363142347,1399.3449079313903,935.7088123917775,606.9722498398709,735.4718395526579,595.5610412577978,798.6398651881956,607.1802568927259,776.4346914894938,676.6256390328839,1055.9928697676314,667.9002115851642,643.9560773793427,561.4719329971559,649.5080130225742,454.6766019247565,337.1974964745787,395.35296304735425,542.6481218433186,787.147963079615,803.9141451943881,653.219894731915,970.5047436144231,710.9298807620515,910.4306331870577,963.2300357418757,672.0877327029971,939.3021315314902,1207.2707792267975,1501.0533340463548,1186.5500335814188,1370.7785666768475,1869.8378304296643,1118.2965019141775,1125.1001418561254,1266.2997814680232,803.5498896644285,745.1979832546583,1052.845931301065,1465.7742903784429,579.3109109021724,881.5846511129021,1244.7512839484805,965.6958834838482,1200.4067062612419,646.2845271818425
0.4,1040.0894255932112,712.8670600163866,905.4836185000042,745.4018467824928,480.8048650586982,755.4512130430676,716.6081511044126,928.656152339762,590.1909030562153,797.8666836674828,821.3185322976044,667.6418714988399,984.3407486584109,737.6748129587539,727.0088410309007,1035.2648609809455,825.246963258758,533.4855491824767,590.1909030562153,804.6010233132719,725.0883811456692,840.7210678004564,840.7210678004564,1043.776196820501,446.5971470916925,795.9891872033392,892.9799943165575,1175.349581626915,941.0857645310576,909.96225648514,1196.3311596976275,1222.2094624941308,773.9644774007187,1355.1876177235513,919.1435986563256,817.1962216853075,931.3876004915803,1316.508364405773,1567.2816725953724,982.0503122885896,817.1962216853075,878.5822981777927,840.7210678004564,1546.4283037910598,1180.029836926437,1164.1002634762028,967.3322777585387,851.3629035297034,629.6408574346408,1018.0786607777359,1234.6126866689142,975.2270202283726,958.2151927992534,1389.6645502159374,1150.4988943823566,1284.2986809571048,935.4847727193076,590.1909030562153,725.0883811456692,576.1959187504115,768.3911907467138,590.1909030562153,768.3911907467138,629.6408574346408,983.1237298823121,621.9318580460193,593.0545567334303,548.2082476789037,604.5573498917047,438.4751471059236,329.98117705106233,385.1714883964413,517.3660862425074,768.2645590582679,780.0131975214691,619.350384381506,925.7981600918575,692.239238237078,878.4437805425783,923.5544368365224,653.219894731915,898.2811884017696,1159.88756477447,1345.1394573155617,1146.740048947321,1278.9877705519625,1713.3969258102209,1065.7457957436532,1050.4307368417813,1230.8964406568948,777.1485067332633,710.9298807620515,1041.571997598912,1370.7785666768475,554.1540419607057,861.7073275032948,1188.7596302914856,942.0678639663963,1146.3090838221192,640.1506413818225
0.41000000000000003,1000.6985389717577,686.3134518684855,856.379449853456,728.7225915881152,450.5284583354453,725.0883811456692,680.4627398104287,916.5051200342575,562.2348111690217,794.1362789095326,788.3460513010841,633.4899949233971,945.4569045171273,709.4582279750309,725.0883811456692,994.9687943632211,768.3940345292111,514.6315869221843,566.6642522711644,772.4812413143093,695.2508842744394,790.792565366498,797.8666836674828,1009.3734602041137,446.5971470916925,771.4996291780864,845.6362862544263,1155.3038423448295,916.9400765352409,892.9799943165575,1136.9427538072998,1174.5665017990236,755.4512130430676,1308.6206425168025,919.1435986563256,797.8666836674828,919.1435986563256,1275.0142064834295,1505.8683044150396,982.0503122885896,796.038190738499,871.8243023092824,802.9847817982825,1345.37355231175,1145.5766470171675,1118.9612666204084,939.7415264962376,845.8180560727407,613.3465280910729,975.2270202283726,1186.8269524057566,938.3074956797338,935.4847727193076,1309.8500972185518,1125.9560976803605,1236.7442020082271,926.3731394557371,570.1634542744122,684.5114350667202,546.837084500891,721.6962891291664,565.4180956454023,763.9384554841677,611.4460440620574,947.7399174011522,576.1959187504115,565.4180956454023,542.6481218433186,565.4180956454023,421.26810928152895,327.80730688903645,370.66140723550774,492.5531326632248,744.0145202662419,768.4099839982274,574.8733956131147,888.788661112328,684.5493293771669,856.6364985536907,879.9805860734359,633.6791795237168,861.7073275032948,1062.520829633006,1259.8274455080152,1120.1964941135184,1214.2940123888586,1598.3693256536662,1021.7704303115854,1000.4703018042194,1201.2960896255045,763.0892928986326,692.239238237078,1017.5716106886396,1313.4818914336715,541.7208875609318,832.6570163311387,1139.7781274353413,923.1152299709199,1059.5970546356339,635.0930131699171
