,Energy
0.0,1033635.9476626
0.05,972221.72867433
0.1,933744.4616906298
0.15000000000000002,918232.3208640772
0.2,902203.1166568215
0.25,888365.5426286983
0.30000000000000004,874118.8231409992
0.35000000000000003,864477.9794994089
0.4,857991.0154718271
0.45,854164.4375790429
0.5,847227.8196992612
0.55,843127.7407690175
0.6000000000000001,828936.8328776977
0.65,820371.1802908536
0.7000000000000001,812369.258596742
0.75,802552.1392641583
0.8,791691.7952325777
0.8500000000000001,778466.7342105882
0.9,757469.585218455
0.9500000000000001,704627.0995278518
1.0,510463.31885683746
