YearWeek,WaterYear,WaterWeek,Flow,Exceedance,Flow_max,Flow_min,Year,Volume,Date,Flow_difference,Flow_difference_abs,Flow_difference_pct,Flow_difference_abs_pct,IsPeak,Yearly_max,IsMax,IsMin
1924.01,1924,1,136.49518915225184,0.998,136.49518915225184,136.49518915225184,1924,0.08255229039928191,1924-10-01,,,,,False,3456.3367626105432,,
1924.02,1924,2,136.49518915225184,0.998,136.49518915225184,136.49518915225184,1924,0.08255229039928191,1924-10-08,0.0,0.0,0.0,0.0,False,3456.3367626105432,,
1924.03,1924,3,136.10653413680149,0.9982857142857142,136.49518915225184,133.77460404409933,1924,0.08231723184593753,1924-10-15,-0.38865501545035386,0.38865501545035386,-0.0028555206251869906,0.0028555206251869906,False,3456.3367626105432,,
1924.04,1924,4,131.77543191124076,0.9992857142857143,138.80188063970712,127.73176038820996,1924,0.07969778121991841,1924-10-22,-4.331102225560727,4.331102225560727,-0.03286729675436013,0.03286729675436013,False,3456.3367626105432,,
1924.05,1924,5,130.6839099606197,0.9998571428571429,134.71103263838967,127.73176038820996,1924,0.0790376287441828,1924-10-29,-1.0915219506210576,1.0915219506210576,-0.008352382102356571,0.008352382102356571,False,3456.3367626105432,,True
1924.06,1924,6,138.96946802861072,0.9975714285714286,147.2713238062756,136.7855976436742,1924,0.08404873426370377,1924-11-05,8.285558067991019,8.285558067991019,0.059621427537487635,0.059621427537487635,False,3456.3367626105432,,
1924.07,1924,7,144.02311830304865,0.9965714285714286,147.2713238062756,141.58696417562845,1924,0.08710518194968384,1924-11-12,5.053650274437928,5.053650274437928,0.035089160226375635,0.035089160226375635,False,3456.3367626105432,,
1924.08,1924,8,164.05387690278698,0.9898571428571429,173.71524885641912,155.80844782608696,1924,0.09921978475080558,1924-11-19,20.030758599738334,20.030758599738334,0.12209866037855303,0.12209866037855303,False,3456.3367626105432,,
1924.09,1924,9,189.6464083137405,0.9747142857142856,196.56802487688995,178.25700827696534,1924,0.11469814774815026,1924-11-26,25.592531410953512,25.592531410953512,0.13494867442263736,0.13494867442263736,False,3456.3367626105432,,
1924.1,1924,10,231.30196875777784,0.9061428571428571,250.27651192656964,201.4210899254934,1924,0.13989143070470403,1924-12-03,41.65556044403735,41.65556044403735,0.18009168131058817,0.18009168131058817,False,3456.3367626105432,,
1924.11,1924,11,262.826964528026,0.849,269.886545106752,250.27651192656964,1924,0.15895774814655014,1924-12-10,31.524995770248154,31.524995770248154,0.1199458199688889,0.1199458199688889,False,3456.3367626105432,,
1924.12,1924,12,281.09768206670554,0.8180000000000002,284.306365228287,273.29445945498526,1924,0.17000787811394352,1924-12-17,18.27071753867955,18.27071753867955,0.06499775239819956,0.06499775239819956,False,3456.3367626105432,,
1924.13,1924,13,328.5558496139873,0.7477142857142857,382.5747756403677,284.306365228287,1924,0.19871057784653948,1924-12-24,47.45816754728173,47.45816754728173,0.14444474996576456,0.14444474996576456,False,3456.3367626105432,,
1924.14,1924,14,516.9363200508204,0.5572857142857143,588.2818006047386,422.2321674110168,1924,0.31264308636673616,1924-12-31,188.38047043683315,188.38047043683315,0.3644171692527105,0.3644171692527105,False,3456.3367626105432,,
1924.15,1924,15,564.0457420254343,0.522,619.7545190461182,525.1372711214523,1925,0.3411348647769827,1925-01-07,47.10942197461384,47.10942197461384,0.08352057016767543,0.08352057016767543,False,3456.3367626105432,,
1924.16,1924,16,642.8110450619682,0.48057142857142854,667.6418714988399,629.6408574346408,1925,0.3887721200534784,1925-01-14,78.76530303653396,78.76530303653396,0.12253259125150974,0.12253259125150974,False,3456.3367626105432,,
1924.17,1924,17,863.2314464522335,0.3894285714285714,1164.1002634762028,648.4833313294755,1925,0.5220823788143109,1925-01-21,220.42040139026528,220.42040139026528,0.255343340764709,0.255343340764709,False,3456.3367626105432,,
1924.18,1924,18,1157.1641923213717,0.29014285714285715,1245.6133706501255,1105.6678035010311,1925,0.6998529035159657,1925-01-28,293.9327458691382,293.9327458691382,0.25401126980906974,0.25401126980906974,False,3456.3367626105432,,
1924.19,1924,19,1178.3545941877005,0.2854285714285714,1204.278450487602,1155.3038423448295,1925,0.7126688585647213,1925-02-04,21.190401866328784,21.190401866328784,0.01798304344961323,0.01798304344961323,False,3456.3367626105432,,
1924.2,1924,20,1178.9101438273633,0.28514285714285714,1199.8221969319604,1164.1002634762028,1925,0.7130048549867893,1925-02-11,0.5555496396627859,0.5555496396627859,0.0004712400199214328,0.0004712400199214328,False,3456.3367626105432,,
1924.21,1924,21,1215.0407542801538,0.2765714285714286,1249.723441829986,1164.1002634762028,1925,0.734856648188637,1925-02-18,36.130610452790506,36.130610452790506,0.029736130517034342,0.029736130517034342,False,3456.3367626105432,,
1924.22,1924,22,1388.3089192667778,0.24428571428571427,1434.7468725340734,1322.6726386661032,1925,0.8396492343725472,1925-02-25,173.26816498662402,173.26816498662402,0.12480519470993096,0.12480519470993096,False,3456.3367626105432,,
1924.23,1924,23,1378.5908927013577,0.2452857142857143,1419.175159799596,1363.9740763077866,1925,0.8337717719057812,1925-03-04,-9.718026565420132,9.718026565420132,-0.007049246166408075,0.007049246166408075,False,3456.3367626105432,,
1924.24,1924,24,1461.4104719883712,0.2357142857142857,1513.0945369679382,1434.7468725340734,1925,0.8838610534585669,1925-03-11,82.81957928701354,82.81957928701354,0.056670990713738746,0.056670990713738746,False,3456.3367626105432,,
1924.25,1924,25,1876.7382525903336,0.189,2424.2123040927404,1552.0276678439582,1925,1.1350512951666336,1925-03-18,415.32778060196233,415.32778060196233,0.22130298672641951,0.22130298672641951,False,3456.3367626105432,,
1924.26,1924,26,3183.7352601338603,0.07642857142857143,3456.3367626105432,2680.3385349652767,1925,1.9255230853289589,1925-03-25,1306.9970075435267,1306.9970075435267,0.4105231436512639,0.4105231436512639,False,3456.3367626105432,,
1924.27,1924,27,3317.5129336999635,0.06671428571428571,3405.036348501456,3219.4819540420726,1925,2.006431822301738,1925-04-01,133.7776735661032,133.7776735661032,0.04032468787300351,0.04032468787300351,True,3456.3367626105432,True,
1924.28,1924,28,3073.7753802524053,0.08142857142857142,3176.801374490668,3007.501401829064,1925,1.8590193499766545,1925-04-08,-243.73755344755818,243.73755344755818,-0.07929582461147291,0.07929582461147291,False,3456.3367626105432,,
1924.29,1924,29,3110.2038112572586,0.07942857142857143,3284.325998554973,3007.501401829064,1925,1.8810512650483897,1925-04-15,36.42843100485334,36.42843100485334,0.011712554294031178,0.011712554294031178,False,3456.3367626105432,,
