WaterWeek,Flow,Flow_difference,Flow_difference_abs,Flow_difference_pct,Flow_difference_abs_pct,Flow_P50,Flow_P25,Flow_P75,Flow_P90,Flow_P10,YearlyMax_count,YearlyPeak_count,YearlyMin_count
19,1153.6904249038596,173.49352033504883,174.50580456671517,0.1503813471880956,0.15125877861147824,869.1062065675387,1152.2630119915925,758.199459120447,630.1843951972288,1967.0031741871285,,1.0,
20,1318.8284578734535,165.1380329695937,165.67402692454027,0.12521570336438653,0.1256221200986833,971.6191450490094,1312.0323852067932,811.4284467851186,705.5109793900966,2380.455393147152,,3.0,
21,1545.3558530282169,226.52739515476335,237.78053349583675,0.1465859107537396,0.15386781823092177,1095.772189802496,1625.1645118116112,877.4638301732139,752.3246377459363,3180.33900063065,1.0,3.0,
22,1839.6453260404485,294.28947301223184,300.071017180828,0.15997076656381604,0.16311351592248727,1300.8308993406936,2166.2511369416743,952.1611042419332,778.9054872951752,3577.0325201159844,4.0,8.0,
23,2203.560243296629,363.9149172561804,394.57817763126207,0.16514861273397577,0.17906393929169584,1768.385563067834,2733.143570025143,1033.0866611746847,825.6504050464996,4341.8941760306725,4.0,6.0,
24,2472.8387765685275,269.27853327189825,332.1082323153062,0.10889449640771434,0.13430242014247337,2124.0226371880035,3071.2572234739337,1142.8394913841605,891.4291872341472,4560.5071037753405,3.0,5.0,
25,2707.4067133945327,234.567936826005,357.5092159758865,0.08663934224049585,0.13204858147361365,2498.703935295629,3549.527744056687,1235.7426858912866,958.8189472350467,4750.833131673036,7.0,11.0,
26,2927.3286233389085,219.9219099443765,365.47991245599775,0.07512716822805283,0.12485100222165411,2832.120143298843,3880.3634010780875,1574.6796432658862,1038.3249353597785,5138.247294100874,11.0,13.0,
27,3038.181121982666,110.85249864375739,268.20974031932315,0.036486468117943184,0.08827970734815638,2979.9678909693907,3934.4421331476724,1776.139899595058,1149.179430342634,5422.385211861116,15.0,18.0,
28,3022.196874170212,-15.984247812454118,210.1719550551526,-0.005288949885782284,0.06954277428165839,3003.5824962338165,3813.5279102374307,1843.5311710339197,1246.5459521182233,4964.8457993529755,11.0,13.0,
29,2960.7234082750906,-61.473465895121706,236.90488142519658,-0.020762988438334393,0.0800158774585488,2983.1351199049086,3740.1176218955434,1863.0116574313995,1242.5124496534052,4599.317652206055,5.0,11.0,
30,2856.1500926964286,-104.57331557866141,234.47546468549683,-0.0366133824150453,0.08209493796739992,2898.0531290516046,3598.78888347931,1943.4476965087213,1244.6711498690536,4518.215277679054,15.0,18.0,
31,2696.7456130972128,-159.40447959921644,214.1573231901456,-0.059109943045810825,0.07941324615494076,2669.7685803580025,3379.7799895284156,1902.326110905228,1233.7900005136355,4129.125648222242,14.0,17.0,
32,2491.798808465359,-204.9468046318538,234.38104069203916,-0.08224853625244158,0.09406098112567483,2489.5620421615686,3066.422264815262,1780.90253604909,1191.0875321051349,3697.0671505147416,5.0,7.0,
33,2267.372384963099,-224.42642350225972,240.44581824760024,-0.09898084010841131,0.10604602042531863,2300.509951560844,2753.9706743360275,1646.4176296899466,1134.5404822645967,3350.300617875693,2.0,3.0,
34,2021.9197243426001,-245.45266062049896,248.21260784540883,-0.12139584854206048,0.12276086179737516,2017.1229471991358,2429.520755106387,1474.8278922059358,1010.888859383225,3010.464348405248,2.0,2.0,
35,1766.8780501598342,-255.04167418276577,255.19496574550794,-0.1443459406605308,0.14443269908889447,1735.4836737538778,2180.100766110527,1312.5830969411472,933.4461068628236,2606.430173773676,1.0,1.0,
36,1521.3506825755999,-245.52736758423413,245.52736758423413,-0.16138775260452368,0.16138775260452368,1488.7296716301387,1860.452422745136,1120.869049097646,816.9466564438004,2251.3970143129795,,,
37,1289.0492901448724,-232.30139243072753,232.30139243072753,-0.18021141177977754,0.18021141177977754,1238.752013186758,1560.04291190874,921.8925266384191,683.5649251711004,1929.8000114986105,,,
38,1085.5868970093018,-203.46239313557075,203.46239313557075,-0.18742156311585198,0.18742156311585198,1066.1291045413868,1313.9654882910754,769.1444538563069,556.9030357624235,1610.144063170793,,,
39,911.0165096906114,-174.57038731869036,174.57038731869036,-0.19162154084120372,0.19162154084120372,878.6280562026001,1134.2398869251392,654.1293692607372,475.819125845067,1350.0104606319476,,,
40,770.5486733113108,-140.4678363793006,140.4678363793006,-0.18229586429065192,0.18229586429065192,742.0615984111123,967.7421274122196,555.4847688151314,424.98749554352986,1147.8146478034241,,,
41,659.5716390555555,-110.97703425575533,110.97703425575533,-0.16825622522924727,0.16825622522924727,607.0052568557219,811.7559178211127,480.93828709233776,394.388751539194,979.6397078611768,,,
42,577.006376128369,-82.56526292718652,82.56526292718652,-0.14309246196062467,0.14309246196062467,523.8206823389545,691.0266120163749,434.4396386921586,368.3075776633412,839.5731026763593,,,
43,515.7709143565165,-61.23546177185242,61.23546177185242,-0.11872608568525174,0.11872608568525174,482.9295599729192,604.4170250920798,401.6794069693169,341.82611911083256,728.8808017820375,,,
44,467.3424633637171,-48.42845099279939,48.42845099279939,-0.10362518878390285,0.10362518878390285,442.75435266055376,540.4760428781238,366.51221741020566,323.814271519699,645.6701803645633,,,
45,428.7341948373061,-38.60826852641101,38.60826852641101,-0.09005175932155791,0.09005175932155791,412.9675097943583,495.58097327344916,342.6650387647199,303.46652299811666,577.5919426699372,,,
46,395.9104235332047,-32.82377130410141,32.82377130410141,-0.0829070652173635,0.0829070652173635,384.7152163401091,462.3543563077841,321.32515476044836,282.2934123803249,529.1128837371448,,,
47,367.25579627809844,-28.65462725510627,28.65462725510627,-0.07802362153437062,0.07802362153437062,361.80760313304165,427.7664213798114,304.47813536471165,264.23913351885557,487.95405707050725,,,
48,340.9933319224065,-26.26246435569196,26.26246435569196,-0.07701753054123656,0.07701753054123656,334.90096206241276,397.66137277984217,280.42496332487127,249.13542610997501,449.0656222424396,,,
49,318.0510361430819,-22.9422957793246,22.9422957793246,-0.07213400735158595,0.07213400735158595,312.46580134039596,371.70547831437545,263.43071806033964,233.28509966969742,412.5534480449013,,,
50,297.58338314024337,-20.467653002838524,20.467653002838524,-0.06877955612593008,0.06877955612593008,287.61306970706903,342.2977304300804,243.82747195190646,221.80429851365426,387.4626409665856,,,
51,279.5443184436924,-18.039064696550962,18.314287047539736,-0.06453024979001498,0.06551478903059414,267.60632060863406,321.3262871199632,229.10421354279637,206.6666597006561,364.73363922013857,,,1.0
52,264.37837524471223,-15.71441112131188,16.235264085328183,-0.05943909408916825,0.06140919835179636,257.74749160326246,301.4403352246969,220.9413272339065,199.84804728521945,344.91643221083405,,,1.0
53,256.3363939080706,-8.041981336641678,8.33162298616004,-0.03137276456937971,0.03250269249378609,250.27651192656964,290.45081541387407,210.48069831669642,195.65999920040207,337.1974964745787,,,2.0
