WaterWeek,Flow,Flow_difference,Flow_difference_abs,Flow_difference_pct,Flow_difference_abs_pct,Flow_P50,Flow_P25,Flow_P75,Flow_P90,Flow_P10,YearlyMax_count,YearlyPeak_count,YearlyMin_count
1,247.99812042856948,-7.211981244386765,7.737753716729025,-0.02908078993471251,0.031200856294222274,242.84594570458802,282.4728818561032,206.4787009574324,184.33190950819034,332.91008743483553,,,7.0
2,239.3388714151505,-8.659249013419027,10.486991228611704,-0.03617986899586794,0.04381649820024956,230.7518313591989,267.96126912376826,202.44555536404377,173.0262098651431,315.8523266035295,,,10.0
3,233.7502087741775,-5.588662640972961,8.506253622147176,-0.023908695826543976,0.03639035732526313,221.1358381879524,265.9718660929104,199.1996072505468,165.9973947832712,296.7908643239461,,,31.0
4,235.21519282696084,1.4649840527833253,8.560986524821603,0.0062282713764202306,0.03639640119301139,224.1363697697108,264.3228609768927,196.92457785700202,169.64771706704863,309.7001919741248,,,22.0
5,241.21053317489478,5.995340347933912,9.525029405260032,0.024855217842360406,0.03948844720787425,227.7970416370258,272.4624069178154,200.30239412225436,171.4915538770172,320.3831752854387,,,18.0
6,251.65636722172815,10.445834046833392,12.460359365367763,0.04150832407760948,0.0495133880494637,240.50268876182608,279.4422379509264,204.51292937932914,175.8121168581707,337.8006326098121,,,6.0
7,269.4853814612124,17.82901423948426,18.28562785713551,0.06615948569384802,0.06785387674087026,258.19694454362207,301.27206766667206,212.24282605868217,197.45177551059282,374.91227887488077,,,2.0
8,293.02926518616994,23.543883724957524,23.764411490609085,0.08034652685628317,0.08109910617804972,284.7522860223145,324.8829816963061,230.22891327238221,206.4829817144292,398.26917101952046,,,1.0
9,327.34778120725196,34.31851602108205,34.31851602108205,0.10483808961379258,0.10483808961379258,311.49967777836775,370.77518545706977,260.1965714441686,233.16761224454285,440.0263480503507,,,
10,370.3769726554481,43.02919144819611,43.80316849651938,0.1161767459237403,0.11826644670285241,353.8360181725688,423.56742694038087,293.01596322878487,256.89240069460084,495.7665476478938,,,
11,413.52862186427024,43.15164920882217,43.68128754002343,0.1043498489035314,0.10563062683085732,393.69762205352254,473.38893378954606,326.6140602974307,288.3172187744487,547.4821754912534,,,
12,461.9301116351498,48.40148977087955,48.96979934158384,0.1047809799615508,0.10601127336825808,430.56771208424516,533.7779430571638,372.0926684311876,324.33917118149157,624.4705770945001,,1.0,
13,519.8216983759954,57.89158674084563,58.999506525382564,0.11136816127858463,0.11349950706118325,481.7817757310295,603.3976229965906,404.1013661044391,364.7298497387022,729.7230489786552,,,
14,583.4962676278492,63.67456925185381,63.86543535245388,0.10912592382247269,0.10945303148569052,534.9783607290492,665.3280773188799,460.323037260294,412.96734060185986,834.7543784442923,,,
15,650.0553982094452,66.55913058159592,69.26161449238681,0.10238993594227616,0.10654724917778623,608.9977020882011,755.8786282425222,508.2087379454754,455.9054082941218,914.7070485516125,,,
16,728.9292286967612,78.87383048731613,81.68167076543847,0.1082050593969639,0.11205706610431246,651.7507011288733,829.0585355692247,571.6950829415019,493.0144136763239,985.5675472412119,,1.0,
17,842.0236035107297,113.09437481396844,113.4567819111474,0.13431259449549066,0.13474299465965225,739.3415265773356,911.783726939889,634.1183918491274,528.2982502604659,1070.2867746005209,,,
18,980.1969045688109,138.17330105808108,138.29842701917266,0.1409648412620356,0.14109249516556086,815.7153677381647,1008.4914332085237,704.9039683560056,563.5213763754061,1399.7951156084828,,,
