,1,2,3,4,5,6,7,8,9,10,11,12
0.0,485.2887467506549,684.5114350667202,1155.3038423448295,3908.5721850878326,9912.21560932307,9499.656578444594,8557.992907431297,5744.292056302351,3973.851494020684,1846.5841631575015,919.1435986563256,570.1634542744122
0.01,429.7773216801184,561.4719329971559,892.9799943165575,2229.223019661525,5289.846311816883,7933.78811878739,6294.13079582831,5252.89302730635,2814.2541931227556,1370.7785666768475,735.526913887809,492.5531326632248
0.02,394.0533701166712,507.01291010502166,839.1028203819673,1753.4913138919928,4642.471484517078,6892.3229334320995,5967.374667341857,4640.451452338148,2539.6487709250514,1238.903747007922,674.100373656949,469.07873997938367
0.03,379.32946082911184,477.8156105973937,797.8666836674828,1546.5962847126452,4433.210320019825,6402.329044233456,5679.900165455668,4378.110443618822,2403.5162740798937,1186.5650391702477,636.7604774647763,446.5971470916925
0.04,364.57980156127,446.5971470916925,763.0892928986326,1396.6998536895246,3880.9521456463003,5949.608949866239,5537.410608407314,4154.639827666075,2321.1140501404984,1124.3419316393538,619.7545190461182,436.68342081948987
0.05,351.6521793926909,429.7773216801184,735.4718395526579,1234.6126866689142,3546.8511488541767,5759.4865942020115,5451.955519133628,3994.922792760508,2258.29259799338,1072.809630943978,593.0545567334303,427.1362749009687
0.06,341.5568441466111,418.2152585381509,710.9546644102413,1170.6958423337774,3301.6615939624244,5622.363279799111,5378.090269592624,3875.4608667731854,2186.7069252217416,1043.776196820501,588.2818006047386,412.27089094730286
0.07,333.0098256921402,406.7191800367753,685.2610900928944,1123.24199339311,3140.1027339852826,5325.882860631057,5234.139424254167,3741.95222470622,2122.562277369741,1014.5474742124204,570.1634542744122,406.7191800367753
0.08,328.6404648032853,396.0749591199559,661.9805892557591,1077.9037702268613,2863.0453552275685,5085.352684747572,5102.647111494793,3630.235247518227,2069.252763579525,989.2608882513879,561.4719329971559,396.0749591199559
0.09,324.8938399525598,389.8475038177091,647.631201202855,1045.3137956669566,2683.505902048914,4926.284777321725,4990.68411289969,3544.614537671258,2010.140086449471,975.2270202283726,542.6481218433186,394.0121131982369
0.1,314.19200233450715,385.1714883964413,631.8309890273624,1017.5716106886396,2557.0801685006795,4794.058215779279,4829.805510376102,3474.775240472086,1955.711102858248,961.6917508484212,536.8603572310743,385.1714883964413
0.11,311.2058432247073,379.32946082911184,629.6408574346408,995.4337765084512,2459.7120367693683,4598.775501625035,4698.741312773959,3405.036348501456,1930.8121880210304,937.7730129979549,528.2750222523998,385.1714883964413
0.12,302.63510226715783,368.2762824622232,606.9722498398709,982.0503122885896,2328.2860963195194,4513.909982282766,4592.063890650369,3366.428162989411,1890.6201391983798,919.1435986563256,515.4040997429128,382.5747756403677
0.13,298.82954270544946,364.57980156127,593.0545567334303,970.9980528322012,2289.186015170596,4432.977549188714,4535.405205943174,3300.635819086244,1855.6156397669731,895.7963912310024,512.1852963232108,379.32946082911184
