DateVal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,DateVal,Day,Exceedance,Flow,Month,Year,m,WaterYear
1947-10-01,291.35135433380873,289.39313669438826,287.4349190549678,285.4767014155473,283.51848377612686,281.5602661367064,279.6020484972859,277.64383085786545,275.685613218445,273.7273955790245,271.76917793960405,269.8109603001836,267.8527426607631,265.89452502134264,263.9363073819222,261.9780897425017,260.01987210308124,258.0616544636608,256.1034368242403,254.14521918481984,252.18700154539937,250.2287839059789,248.27056626655843,246.31234862713796,244.3541309877175,242.39591334829703,240.43769570887656,238.4794780694561,236.52126043003562,234.56304279061516,1947-10-01,1,0.795,293.3095719732292,10,1947,-1.958217639420468,1947
1947-10-02,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,1947-10-02,2,0.795,293.3095719732292,10,1947,0.0,1947
1947-10-03,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,1947-10-03,3,0.795,293.3095719732292,10,1947,0.0,1947
1947-10-04,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,1947-10-04,4,0.795,293.3095719732292,10,1947,0.0,1947
1947-10-05,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,293.3095719732292,1947-10-05,5,0.795,293.3095719732292,10,1947,0.0,1947
1947-10-06,286.3374515690967,282.85139136703043,279.3653311649642,275.8792709628979,272.39321076083166,268.9071505587654,265.42109035669915,261.9350301546329,258.44896995256664,254.9629097505004,251.47684954843413,247.99078934636788,244.50472914430162,241.01866894223537,237.5326087401691,234.04654853810285,230.5604883360366,227.07442813397034,223.5883679319041,220.10230772983783,216.61624752777158,213.13018732570532,209.64412712363907,206.1580669215728,202.67200671950656,199.1859465174403,195.69988631537404,192.2138261133078,188.72776591124153,185.24170570917528,1947-10-06,6,0.8,289.82351177116294,10,1947,-3.4860602020662554,1947
1947-10-07,283.16142636578985,279.8303836631033,276.49934096041676,273.1682982577302,269.83725555504367,266.5062128523571,263.1751701496706,259.84412744698403,256.5130847442975,253.18204204161094,249.8509993389244,246.51995663623785,243.1889139335513,239.85787123086476,236.5268285281782,233.19578582549167,229.86474312280512,226.53370042011858,223.20265771743203,219.8716150147455,216.54057231205894,213.2095296093724,209.87848690668585,206.5474442039993,203.21640150131276,199.8853587986262,196.55431609593967,193.22327339325312,189.89223069056658,186.56118798788003,1947-10-07,7,0.8059999999999999,286.4924690684764,10,1947,-3.3310427026865455,1947
1947-10-08,280.1493660498232,276.9778145404966,273.80626303117,270.63471152184337,267.46316001251677,264.29160850319016,261.12005699386356,257.94850548453695,254.77695397521035,251.60540246588374,248.43385095655714,245.26229944723053,242.09074793790393,238.91919642857732,235.74764491925072,232.5760934099241,229.4045419005975,226.2329903912709,223.0614388819443,219.8898873726177,216.7183358632911,213.54678435396448,210.37523284463788,207.20368133531127,204.03212982598467,200.86057831665806,197.68902680733146,194.51747529800485,191.34592378867825,188.17437227935164,1947-10-08,8,0.8140000000000001,283.3209175591498,10,1947,-3.171551509326605,1947
1947-10-09,279.850120923769,278.1147226060786,276.3793242883882,274.6439259706978,272.9085276530074,271.173129335317,269.4377310176266,267.7023326999362,265.9669343822458,264.2315360645554,262.49613774686503,260.76073942917463,259.02534111148424,257.28994279379384,255.55454447610344,253.81914615841305,252.08374784072265,250.34834952303225,248.61295120534186,246.87755288765146,245.14215456996106,243.40675625227067,241.67135793458027,239.93595961688987,238.20056129919948,236.46516298150908,234.72976466381868,232.9943663461283,231.2589680284379,229.5235697107475,1947-10-09,9,0.8200000000000001,281.5855192414594,10,1947,-1.7353983176903967,1947
1947-10-10,276.3031614798917,273.66198259910783,271.020803718324,268.3796248375401,265.73844595675627,263.0972670759724,260.45608819518856,257.8149093144047,255.17373043362085,252.532551552837,249.89137267205314,247.25019379126928,244.60901491048543,241.96783602970157,239.32665714891772,236.68547826813386,234.04429938735,231.40312050656615,228.7619416257823,226.12076274499844,223.4795838642146,220.83840498343073,218.19722610264688,215.55604722186303,212.91486834107917,210.27368946029532,207.63251057951146,204.9913316987276,202.35015281794375,199.7089739371599,1947-10-10,10,0.8250000000000001,278.94434036067554,10,1947,-2.6411788807838548,1947
