DateVal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,DateVal,Day,Exceedance,Flow,Month,Year,m,c,WaterYear
1961-10-01,316.8881594497594,314.28212706834745,311.6760946869355,309.0700623055236,306.4640299241116,303.8579975426997,301.2519651612878,298.64593277987586,296.0399003984639,293.43386801705196,290.82783563564004,288.2218032542281,285.61577087281614,283.0097384914042,280.4037061099923,277.7976737285803,275.1916413471684,272.5856089657565,269.9795765843445,267.3735442029326,264.76751182152066,262.1614794401087,259.55544705869676,256.94941467728484,254.3433822958729,251.73734991446096,249.131317533049,246.5252851516371,243.91925277022514,241.3132203888132,1961-10-01,1,0.7559999999999999,321.37542013461825,10,1961,-2.606032381411938,337.7364185010549,1961
1961-10-02,311.8700401140635,309.23139374707347,306.59274738008344,303.9541010130934,301.3154546461034,298.6768082791134,296.03816191212337,293.39951554513334,290.7608691781433,288.1222228111533,285.48357644416325,282.8449300771732,280.20628371018324,277.5676373431932,274.9289909762032,272.29034460921315,269.6516982422231,267.01305187523315,264.3744055082431,261.7357591412531,259.09711277426305,256.458466407273,253.81982004028302,251.18117367329302,248.542527306303,245.90388093931296,243.26523457232295,240.62658820533292,237.98794183834292,235.3492954713529,1961-10-02,2,0.774,307.6311794595605,10,1961,-2.63864636699002,332.97921104998363,1961
1961-10-03,303.923331432943,300.2817277689576,296.64012410497213,292.99852044098674,289.3569167770013,285.7153131130159,282.07370944903045,278.432105785045,274.7905021210596,271.1488984570742,267.50729479308876,263.8656911291033,260.2240874651179,256.58248380113247,252.94088013714705,249.29927647316163,245.6576728091762,242.01606914519078,238.37446548120536,234.73286181721994,231.0912581532345,227.4496544892491,223.80805082526365,220.16644716127823,216.5248434972928,212.88323983330739,209.24163616932196,205.60003250533651,201.95842884135112,198.31682517736567,1961-10-03,3,0.7809999999999999,302.6732784214865,10,1961,-3.641603663985425,333.0561607448264,1961
1961-10-04,297.4342099356071,292.9476047447929,288.46099955397864,283.97439436316444,279.48778917235023,275.001183981536,270.51457879072177,266.02797359990757,261.5413684090933,257.0547632182791,252.56815802746488,248.08155283665064,243.59494764583644,239.1083424550222,234.62173726420798,230.13513207339378,225.64852688257955,221.16192169176531,216.6753165009511,212.18871131013685,207.70210611932265,203.21550092850842,198.7288957376942,194.24229054687999,189.75568535606575,185.26908016525152,180.78247497443732,176.2958697836231,171.80926459280886,167.32265940199463,1961-10-04,4,0.7809999999999999,302.6732784214865,10,1961,-4.486605190814223,333.3270514621209,1961
1961-10-05,292.07111328929614,287.14495594309665,282.2187985968971,277.29264125069756,272.36648390449807,267.4403265582985,262.514169212099,257.5880118658995,252.66185451969994,247.73569717350045,242.8095398273009,237.8833824811014,232.95722513490188,228.03106778870233,223.1049104425028,218.1787530963033,213.25259575010378,208.32643840390426,203.40028105770472,198.4741237115052,193.54796636530568,188.62180901910617,183.69565167290662,178.7694943267071,173.8433369805076,168.91717963430807,163.99102228810855,159.064864941909,154.1387075957095,149.21255024950997,1961-10-05,5,0.785,299.2028699782439,10,1961,-4.926157346199523,331.4803720588923,1961
1961-10-06,283.0498184336023,277.22350226930627,271.3971861050103,265.57086994071426,259.74455377641823,253.91823761212225,248.09192144782625,242.26560528353025,236.43928911923425,230.61297295493824,224.78665679064224,218.96034062634624,213.13402446205023,207.30770829775423,201.48139213345823,195.65507596916223,189.8287598048662,184.0024436405702,178.1761274762742,172.3498113119782,166.52349514768218,160.69717898338618,154.87086281909018,149.04454665479417,143.21823049049817,137.39191432620217,131.56559816190617,125.73928199761016,119.91296583331416,114.08664966901816,1961-10-06,6,0.8059999999999999,286.4924690684764,10,1961,-5.826316164296005,329.6603477479703,1961
1961-10-07,279.4491831612161,274.0778730746506,268.706562988085,263.3352529015195,257.96394281495395,252.59263272838837,247.2213226418228,241.85001255525725,236.4787024686917,231.10739238212614,225.73608229556058,220.36477220899502,214.99346212242946,209.6221520358639,204.25084194929838,198.8795318627328,193.50822177616726,188.1369116896017,182.76560160303615,177.3942915164706,172.02298142990503,166.65167134333947,161.28036125677392,155.90905117020836,150.5377410836428,145.16643099707724,139.79512091051168,134.42381082394613,129.05250073738057,123.68119065081501,1961-10-07,7,0.8059999999999999,286.4924690684764,10,1961,-5.371310086565556,322.4196638537406,1961
1961-10-08,279.9570648934179,275.9585449208364,271.96002494825495,267.96150497567345,263.962985003092,259.9644650305105,255.96594505792905,251.96742508534757,247.9689051127661,243.97038514018465,239.97186516760314,235.9733451950217,231.97482522244022,227.97630524985874,223.97778527727726,219.9792653046958,215.98074533211434,211.98222535953283,207.98370538695139,203.9851854143699,199.98666544178843,195.98814546920696,191.98962549662548,187.99110552404403,183.99258555146253,179.99406557888108,175.9955456062996,171.99702563371812,167.99850566113665,163.99998568855517,1961-10-08,8,0.8059999999999999,286.4924690684764,10,1961,-3.9985199725814726,311.94522467406966,1961
1961-10-09,279.557836488615,276.2144633573715,272.8710902261281,269.5277170948846,266.18434396364114,262.84097083239766,259.4975977011542,256.1542245699107,252.8108514386672,249.46747830742373,246.12410517618025,242.78073204493677,239.4373589136933,236.0939857824498,232.75061265120632,229.40723951996284,226.06386638871936,222.72049325747588,219.37712012623243,216.03374699498895,212.69037386374546,209.34700073250198,206.00362760125853,202.66025447001505,199.31688133877157,195.97350820752808,192.6301350762846,189.28676194504112,185.94338881379764,182.60001568255416,1961-10-09,9,0.8059999999999999,286.4924690684764,10,1961,-3.3433731312434785,306.30482153856286,1961
1961-10-10,280.0536091233641,277.41206519912964,274.7705212748952,272.12897735066076,269.4874334264263,266.8458895021919,264.20434557795744,261.562801653723,258.92125772948856,256.2797138052541,253.63816988101968,250.99662595678524,248.3550820325508,245.71353810831636,243.07199418408192,240.43045025984748,237.78890633561304,235.1473624113786,232.50581848714415,229.8642745629097,227.22273063867527,224.58118671444083,221.9396427902064,219.29809886597195,216.6565549417375,214.01501101750307,211.37346709326863,208.7319231690342,206.09037924479975,203.4488353205653,1961-10-10,10,0.8059999999999999,286.4924690684764,10,1961,-2.641543924234441,301.1859605172396,1961
