DateVal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,DateVal,Day,Exceedance,Flow,Month,Year,m,n,c,WaterYear
1961-10-01,319,315,311,305,299,292,284,275,265,254,243,230,217,203,188,172,155,138,119,100,79,58,36,13,-11,-35,-61,-87,-115,-143,1961-10-01,1,1,321,10,1961,-0,2,323,1961
1961-10-02,294,275,252,224,192,156,115,70,20,-33,-92,-154,-221,-292,-368,-448,-533,-621,-715,-812,-914,-1020,-1131,-1246,-1365,-1489,-1617,-1749,-1886,-2027,1961-10-02,2,1,308,10,1961,-2,9,316,1961
1961-10-03,288,271,252,230,205,177,146,112,75,35,-8,-54,-102,-154,-209,-266,-327,-390,-456,-526,-598,-673,-751,-832,-916,-1003,-1093,-1186,-1282,-1381,1961-10-03,3,1,303,10,1961,-1,3,324,1961
1961-10-04,301,302,305,311,318,328,340,354,370,388,409,431,456,483,512,543,576,611,649,688,730,774,820,868,918,970,1025,1081,1140,1201,1961-10-04,4,1,303,10,1961,1,-13,338,1961
1961-10-05,305,312,324,339,358,380,406,436,469,506,547,591,639,691,746,805,867,933,1003,1076,1153,1234,1318,1406,1498,1593,1692,1795,1901,2011,1961-10-05,5,1,299,10,1961,2,-16,334,1961
1961-10-06,277,262,246,226,204,179,151,121,88,52,14,-27,-71,-118,-167,-219,-274,-331,-391,-454,-520,-588,-659,-733,-809,-888,-970,-1055,-1142,-1232,1961-10-06,6,1,286,10,1961,-1,4,304,1961
1961-10-07,276,267,256,244,231,216,200,182,164,144,122,100,76,50,24,-4,-34,-64,-96,-129,-164,-200,-237,-276,-315,-357,-399,-443,-488,-534,1961-10-07,7,1,286,10,1961,-1,-1,305,1961
1961-10-08,289,294,302,313,327,343,363,385,410,438,468,501,538,577,618,663,711,761,814,870,928,990,1054,1121,1191,1264,1339,1418,1499,1583,1961-10-08,8,1,286,10,1961,1,-13,316,1961
1961-10-09,294,304,318,336,357,381,410,442,477,516,559,606,656,710,767,828,893,961,1033,1108,1187,1270,1357,1447,1540,1638,1739,1843,1952,2063,1961-10-09,9,1,286,10,1961,2,-13,309,1961
1961-10-10,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1961-10-10,10,1,286,10,1961,0,-0,286,1961
1961-10-11,281,277,272,267,260,253,244,235,225,214,202,189,175,161,145,129,111,93,74,54,32,11,-12,-36,-61,-86,-113,-140,-168,-197,1961-10-11,11,1,283,10,1961,-0,2,285,1961
1961-10-12,262,247,229,207,182,153,121,85,47,4,-42,-91,-143,-199,-259,-321,-388,-457,-530,-607,-687,-770,-857,-947,-1041,-1138,-1238,-1342,-1449,-1560,1961-10-12,12,1,273,10,1961,-2,7,280,1961
1961-10-13,262,252,241,228,214,198,181,162,141,120,96,71,45,17,-12,-43,-76,-110,-145,-182,-221,-261,-302,-345,-390,-436,-484,-533,-583,-636,1961-10-13,13,1,271,10,1961,-1,0,288,1961
1961-10-14,272,275,280,288,298,309,323,340,358,378,401,425,452,481,512,546,581,619,658,700,744,790,839,889,942,996,1053,1112,1173,1237,1961-10-14,14,1,271,10,1961,1,-11,297,1961
1961-10-15,277,286,298,313,331,353,377,405,436,471,508,549,593,640,690,744,801,861,924,990,1060,1132,1208,1288,1370,1456,1545,1637,1732,1830,1961-10-15,15,1,271,10,1961,2,-12,293,1961
1961-10-16,272,274,275,278,281,284,288,292,297,302,308,314,321,328,336,344,353,362,371,381,392,403,415,427,439,452,466,480,495,510,1961-10-16,16,1,271,10,1961,0,-2,274,1961
1961-10-17,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-17,17,1,271,10,1961,-0,0,271,1961
1961-10-18,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-18,18,1,271,10,1961,-0,0,271,1961
1961-10-19,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-19,19,1,271,10,1961,-0,0,271,1961
1961-10-20,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-20,20,1,271,10,1961,-0,0,271,1961
1961-10-21,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-21,21,1,271,10,1961,-0,0,271,1961
1961-10-22,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-22,22,1,271,10,1961,-0,0,271,1961
1961-10-23,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-23,23,1,271,10,1961,-0,0,271,1961
1961-10-24,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-24,24,1,271,10,1961,-0,0,271,1961
1961-10-25,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-25,25,1,271,10,1961,-0,0,271,1961
1961-10-26,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-26,26,1,271,10,1961,-0,0,271,1961
1961-10-27,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-27,27,1,271,10,1961,-0,0,271,1961
1961-10-28,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1961-10-28,28,1,271,10,1961,-0,0,271,1961
1961-10-29,274,276,279,282,285,289,294,299,304,310,317,324,331,339,347,356,365,375,386,396,408,420,432,445,458,472,486,500,516,531,1961-10-29,29,1,273,10,1961,0,-1,272,1961
1961-10-30,293,307,324,344,367,394,424,457,493,533,575,621,670,723,778,837,899,964,1032,1104,1179,1257,1338,1422,1510,1601,1695,1792,1892,1996,1961-10-30,30,1,283,10,1961,2,-7,277,1961
1961-10-31,297,309,323,339,357,378,400,425,451,480,511,545,580,618,657,699,743,789,837,888,940,995,1052,1111,1172,1235,1300,1368,1437,1509,1961-10-31,31,1,286,10,1961,1,-2,272,1961
1961-11-01,282,278,270,261,249,235,218,198,177,153,126,97,66,32,-4,-43,-84,-127,-173,-221,-272,-325,-381,-439,-499,-562,-627,-695,-765,-838,1961-11-01,1,1,283,11,1961,-1,11,260,1961
