DateVal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,DateVal,Day,Exceedance,Flow,Month,Year,m,n,o,c,WaterYear
2017-10-01,189,174,151,121,82,33,-27,-100,-187,-288,-406,-540,-693,-865,-1058,-1272,-1509,-1770,-2057,-2370,-2710,-3079,-3477,-3907,-4369,-4863,-5393,-5958,-6559,-7199,2017-10-01,1,1,199,10,2017,-0,2,-5,210,2017
2017-10-02,182,167,147,121,89,49,2,-54,-120,-195,-282,-379,-489,-612,-748,-899,-1065,-1247,-1445,-1660,-1893,-2145,-2416,-2708,-3019,-3353,-3709,-4087,-4489,-4916,2017-10-02,2,1,194,10,2017,-0,1,-1,207,2017
2017-10-03,194,199,209,227,253,288,334,392,464,550,652,772,910,1068,1248,1450,1676,1926,2204,2509,2843,3207,3603,4032,4495,4994,5529,6103,6716,7370,2017-10-03,3,1,194,10,2017,0,-3,10,199,2017
2017-10-04,195,205,223,249,286,335,397,475,569,682,814,967,1143,1344,1570,1823,2105,2418,2762,3140,3553,4002,4490,5016,5584,6195,6849,7549,8297,9093,2017-10-04,4,1,191,10,2017,0,-3,8,201,2017
2017-10-05,194,202,213,230,252,281,318,362,415,477,550,633,728,835,955,1089,1237,1400,1579,1775,1988,2218,2468,2737,3026,3336,3667,4021,4397,4797,2017-10-05,5,1,191,10,2017,0,-1,-1,210,2017
2017-10-06,176,161,138,106,64,8,-61,-146,-249,-371,-514,-679,-868,-1082,-1324,-1595,-1897,-2231,-2599,-3002,-3442,-3922,-4441,-5003,-5609,-6260,-6958,-7704,-8501,-9350,2017-10-06,6,1,185,10,2017,-0,4,-17,219,2017
2017-10-07,179,172,163,150,135,115,92,63,29,-11,-57,-110,-171,-239,-315,-400,-495,-599,-713,-838,-974,-1122,-1282,-1454,-1640,-1839,-2052,-2280,-2523,-2781,2017-10-07,7,1,184,10,2017,-0,1,-6,203,2017
2017-10-08,179,178,179,182,187,195,206,220,238,261,288,321,358,402,452,508,572,643,722,809,904,1009,1123,1246,1380,1525,1680,1847,2025,2216,2017-10-08,8,1,181,10,2017,0,-1,2,192,2017
2017-10-09,182,186,193,203,219,239,265,297,335,382,436,498,570,652,744,847,962,1089,1228,1382,1549,1730,1927,2140,2369,2615,2879,3161,3461,3781,2017-10-09,9,1,181,10,2017,0,-1,1,193,2017
2017-10-10,179,181,185,192,201,213,228,246,269,296,327,364,405,452,505,564,630,703,783,870,965,1068,1180,1301,1431,1570,1719,1879,2049,2229,2017-10-10,10,1,178,10,2017,0,-1,-1,193,2017
2017-10-11,173,167,157,145,128,106,78,44,3,-45,-103,-169,-245,-331,-429,-538,-660,-795,-944,-1108,-1286,-1481,-1692,-1921,-2167,-2432,-2717,-3021,-3346,-3693,2017-10-11,11,1,177,10,2017,-0,2,-9,197,2017
2017-10-12,177,179,182,187,193,202,214,228,246,266,290,318,350,386,427,473,523,579,641,708,781,861,947,1041,1141,1249,1364,1487,1618,1758,2017-10-12,12,1,177,10,2017,0,-0,-0,186,2017
2017-10-13,196,215,242,280,329,390,466,558,667,795,942,1111,1303,1520,1762,2031,2329,2657,3016,3409,3835,4298,4797,5336,5914,6534,7197,7904,8658,9458,2017-10-13,13,1,185,10,2017,0,-2,4,181,2017
2017-10-14,193,202,214,229,247,269,295,326,360,400,444,494,550,612,679,754,835,924,1019,1123,1234,1354,1482,1620,1766,1922,2087,2263,2449,2646,2017-10-14,14,1,185,10,2017,0,0,-3,184,2017
2017-10-15,180,170,152,124,85,33,-34,-117,-218,-339,-481,-647,-838,-1056,-1302,-1579,-1887,-2229,-2607,-3022,-3475,-3969,-4506,-5086,-5712,-6386,-7109,-7883,-8710,-9591,2017-10-15,15,1,185,10,2017,-0,4,-14,192,2017
2017-10-16,177,163,140,108,63,6,-67,-156,-264,-392,-541,-713,-911,-1135,-1387,-1669,-1982,-2329,-2710,-3128,-3584,-4079,-4616,-5196,-5821,-6492,-7211,-7980,-8800,-9672,2017-10-16,16,1,185,10,2017,-0,3,-9,184,2017
2017-10-17,173,161,144,122,93,57,13,-39,-100,-171,-253,-346,-450,-568,-699,-843,-1003,-1178,-1369,-1577,-1802,-2046,-2308,-2590,-2893,-3216,-3561,-3929,-4320,-4734,2017-10-17,17,1,181,10,2017,-0,1,2,173,2017
2017-10-18,173,170,169,170,174,182,194,211,234,263,299,343,396,458,530,612,706,812,930,1062,1208,1369,1545,1738,1947,2174,2420,2684,2968,3272,2017-10-18,18,1,177,10,2017,0,-2,12,167,2017
2017-10-19,166,159,151,141,130,119,106,92,77,61,44,26,7,-13,-35,-57,-80,-105,-130,-156,-184,-212,-241,-272,-303,-335,-368,-402,-437,-473,2017-10-19,19,1,172,10,2017,0,-1,3,182,2017
2017-10-20,175,182,196,218,248,289,342,408,488,584,697,829,980,1153,1349,1568,1813,2084,2383,2712,3072,3463,3888,4348,4844,5378,5951,6563,7218,7915,2017-10-20,20,1,172,10,2017,0,-3,9,178,2017
2017-10-21,188,209,241,286,347,424,521,640,782,949,1144,1368,1624,1914,2239,2602,3005,3450,3938,4472,5054,5686,6371,7109,7903,8755,9668,10642,11681,12787,2017-10-21,21,1,177,10,2017,0,-4,8,180,2017
2017-10-22,191,205,225,251,284,324,372,429,495,571,658,755,865,988,1123,1273,1437,1616,1811,2022,2251,2497,2762,3046,3349,3673,4019,4385,4775,5187,2017-10-22,22,1,181,10,2017,0,-0,-5,190,2017
2017-10-23,190,195,198,200,199,195,188,176,159,136,107,71,27,-25,-86,-156,-237,-329,-432,-548,-676,-818,-974,-1145,-1332,-1534,-1754,-1990,-2245,-2519,2017-10-23,23,1,185,10,2017,-0,2,-12,191,2017
2017-10-24,193,193,190,181,166,145,114,75,25,-36,-110,-198,-300,-419,-555,-708,-881,-1075,-1289,-1527,-1787,-2073,-2385,-2723,-3090,-3485,-3911,-4368,-4858,-5381,2017-10-24,24,1,190,10,2017,-0,3,-11,185,2017
2017-10-25,188,180,166,143,112,69,15,-53,-136,-234,-351,-485,-641,-817,-1017,-1241,-1490,-1766,-2071,-2405,-2771,-3169,-3600,-4067,-4570,-5111,-5691,-6312,-6974,-7680,2017-10-25,25,1,190,10,2017,-0,3,-7,176,2017
2017-10-26,186,176,161,140,111,73,26,-31,-100,-181,-275,-383,-507,-646,-803,-977,-1170,-1384,-1618,-1873,-2152,-2454,-2781,-3133,-3512,-3918,-4353,-4817,-5311,-5836,2017-10-26,26,1,190,10,2017,-0,1,0,171,2017
2017-10-27,187,181,173,161,147,129,107,81,51,16,-23,-68,-118,-174,-236,-304,-379,-461,-550,-646,-750,-862,-982,-1111,-1248,-1395,-1551,-1717,-1892,-2078,2017-10-27,27,1,190,10,2017,-0,-0,5,171,2017
2017-10-28,178,169,156,140,120,97,70,38,2,-39,-85,-136,-192,-255,-323,-397,-478,-566,-661,-762,-872,-988,-1113,-1246,-1387,-1537,-1696,-1864,-2042,-2229,2017-10-28,28,1,185,10,2017,-0,-0,7,174,2017
2017-10-29,182,183,186,193,204,221,243,272,309,355,409,474,550,638,739,852,981,1124,1283,1459,1653,1865,2096,2348,2620,2915,3231,3571,3936,4325,2017-10-29,29,1,184,10,2017,0,-2,11,176,2017
2017-10-30,178,176,175,175,178,182,188,198,211,227,247,271,299,333,372,417,467,524,588,658,736,822,916,1018,1130,1250,1380,1520,1670,1831,2017-10-30,30,1,181,10,2017,0,-1,4,187,2017
2017-10-31,183,190,202,220,245,278,321,374,438,515,605,710,831,968,1123,1297,1490,1705,1941,2201,2484,2793,3127,3489,3879,4299,4749,5230,5744,6291,2017-10-31,31,1,181,10,2017,0,-2,6,186,2017
2017-11-01,192,207,228,259,299,350,414,492,585,694,821,967,1133,1320,1530,1764,2024,2310,2624,2967,3341,3746,4185,4657,5166,5711,6294,6917,7581,8286,2017-11-01,1,1,184,11,2017,0,-2,3,189,2017
2017-11-02,226,266,321,396,491,611,757,931,1138,1378,1655,1971,2329,2731,3180,3678,4229,4833,5495,6217,7000,7849,8764,9749,10807,11940,13150,14440,15813,17271,2017-11-02,2,1,201,11,2017,0,-3,5,188,2017
2017-11-03,207,210,210,205,194,177,151,116,71,14,-55,-139,-237,-352,-485,-636,-806,-998,-1211,-1448,-1710,-1997,-2310,-2652,-3023,-3424,-3856,-4321,-4820,-5353,2017-11-03,3,1,199,11,2017,-0,4,-15,198,2017
2017-11-04,196,176,142,90,16,-82,-208,-366,-558,-787,-1058,-1373,-1735,-2148,-2615,-3139,-3723,-4372,-5087,-5873,-6732,-7667,-8683,-9782,-10967,-12243,-13611,-15075,-16639,-18306,2017-11-04,4,1,204,11,2017,-1,7,-23,201,2017
2017-11-05,192,172,138,88,21,-66,-177,-312,-475,-668,-894,-1155,-1453,-1791,-2171,-2596,-3068,-3590,-4163,-4792,-5477,-6221,-7028,-7898,-8835,-9842,-10920,-12072,-13300,-14608,2017-11-05,5,1,204,11,2017,-0,4,-9,185,2017
2017-11-06,190,175,156,129,96,56,7,-51,-117,-194,-281,-379,-489,-612,-747,-895,-1058,-1235,-1428,-1637,-1862,-2104,-2364,-2642,-2939,-3256,-3592,-3949,-4328,-4728,2017-11-06,6,1,199,11,2017,-0,-0,10,169,2017
2017-11-07,202,210,227,253,292,345,413,500,608,738,892,1073,1283,1523,1796,2104,2449,2834,3259,3728,4242,4803,5414,6077,6793,7565,8395,9284,10236,11252,2017-11-07,7,1,199,11,2017,0,-5,26,164,2017
