DateVal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,DateVal,Day,Exceedance,Flow,Month,Year,m,WaterYear
1981-10-01,279.6753661637236,272.8582632589708,266.041160354218,259.2240574494652,252.4069545447124,245.5898516399596,238.7727487352068,231.955645830454,225.1385429257012,218.3214400209484,211.5043371161956,204.68723421144279,197.87013130668998,191.05302840193718,184.23592549718438,177.41882259243158,170.60171968767878,163.78461678292598,156.96751387817318,150.15041097342038,143.33330806866758,136.51620516391478,129.69910225916198,122.88199935440917,116.06489644965637,109.24779354490357,102.43069064015077,95.61358773539797,88.79648483064517,81.97938192589237,1981-10-01,1,0.8059999999999999,286.4924690684764,10,1981,-6.817102904752801,1981
1981-10-02,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,1981-10-02,2,0.8059999999999999,286.4924690684764,10,1981,0.0,1981
1981-10-03,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,286.4924690684764,1981-10-03,3,0.8059999999999999,286.4924690684764,10,1981,0.0,1981
1981-10-04,293.1545544738495,296.48559717653603,299.8166398792226,303.1476825819091,306.47872528459567,309.8097679872822,313.14081068996876,316.4718533926553,319.80289609534185,323.1339387980284,326.46498150071494,329.7960242034015,333.12706690608803,336.4581096087746,339.7891523114611,343.12019501414767,346.4512377168342,349.78228041952076,353.1133231222073,356.44436582489385,359.7754085275804,363.10645123026694,366.4374939329535,369.76853663564003,373.0995793383266,376.4306220410131,379.76166474369967,383.0927074463862,386.42375014907276,389.7547928517593,1981-10-04,4,0.8,289.82351177116294,10,1981,3.3310427026865455,1981
1981-10-05,283.16142636578985,279.8303836631033,276.49934096041676,273.1682982577302,269.83725555504367,266.5062128523571,263.1751701496706,259.84412744698403,256.5130847442975,253.18204204161094,249.8509993389244,246.51995663623785,243.1889139335513,239.85787123086476,236.5268285281782,233.19578582549167,229.86474312280512,226.53370042011858,223.20265771743203,219.8716150147455,216.54057231205894,213.2095296093724,209.87848690668585,206.5474442039993,203.21640150131276,199.8853587986262,196.55431609593967,193.22327339325312,189.89223069056658,186.56118798788003,1981-10-05,5,0.8059999999999999,286.4924690684764,10,1981,-3.3310427026865455,1981
1981-10-06,280.1493660498232,276.9778145404966,273.80626303117,270.63471152184337,267.46316001251677,264.29160850319016,261.12005699386356,257.94850548453695,254.77695397521035,251.60540246588374,248.43385095655714,245.26229944723053,242.09074793790393,238.91919642857732,235.74764491925072,232.5760934099241,229.4045419005975,226.2329903912709,223.0614388819443,219.8898873726177,216.7183358632911,213.54678435396448,210.37523284463788,207.20368133531127,204.03212982598467,200.86057831665806,197.68902680733146,194.51747529800485,191.34592378867825,188.17437227935164,1981-10-06,6,0.8140000000000001,283.3209175591498,10,1981,-3.171551509326605,1981
1981-10-07,279.850120923769,278.1147226060786,276.3793242883882,274.6439259706978,272.9085276530074,271.173129335317,269.4377310176266,267.7023326999362,265.9669343822458,264.2315360645554,262.49613774686503,260.76073942917463,259.02534111148424,257.28994279379384,255.55454447610344,253.81914615841305,252.08374784072265,250.34834952303225,248.61295120534186,246.87755288765146,245.14215456996106,243.40675625227067,241.67135793458027,239.93595961688987,238.20056129919948,236.46516298150908,234.72976466381868,232.9943663461283,231.2589680284379,229.5235697107475,1981-10-07,7,0.8200000000000001,281.5855192414594,10,1981,-1.7353983176903967,1981
1981-10-08,276.3031614798917,273.66198259910783,271.020803718324,268.3796248375401,265.73844595675627,263.0972670759724,260.45608819518856,257.8149093144047,255.17373043362085,252.532551552837,249.89137267205314,247.25019379126928,244.60901491048543,241.96783602970157,239.32665714891772,236.68547826813386,234.04429938735,231.40312050656615,228.7619416257823,226.12076274499844,223.4795838642146,220.83840498343073,218.19722610264688,215.55604722186303,212.91486834107917,210.27368946029532,207.63251057951146,204.9913316987276,202.35015281794375,199.7089739371599,1981-10-08,8,0.8250000000000001,278.94434036067554,10,1981,-2.6411788807838548,1981
1981-10-09,266.9491159105863,260.95150368554164,254.953891460497,248.95627923545237,242.95866701040774,236.9610547853631,230.96344256031847,224.96583033527384,218.9682181102292,212.97060588518457,206.97299366013993,200.9753814350953,194.97776921005067,188.98015698500603,182.9825447599614,176.98493253491677,170.98732030987213,164.9897080848275,158.99209585978286,152.99448363473823,146.9968714096936,140.99925918464896,135.00164695960433,129.0040347345597,123.00642250951506,117.00881028447043,111.0111980594258,105.01358583438116,99.01597360933653,93.0183613842919,1981-10-09,9,0.833,272.9467281356309,10,1981,-5.997612225044634,1981
1981-10-10,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,1981-10-10,10,0.833,272.9467281356309,10,1981,0.0,1981
1981-10-11,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,272.9467281356309,1981-10-11,11,0.833,272.9467281356309,10,1981,0.0,1981
