DateVal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,DateVal,Day,Exceedance,Flow,Month,Year,m,n,o,c,WaterYear
1981-10-01,285,286,290,300,315,337,366,405,452,510,579,661,755,864,988,1128,1284,1458,1652,1864,2097,2352,2629,2930,3254,3604,3980,4383,4814,5274,1981-10-01,1,1,286,10,1981,0,-2,5,309,1981
1981-10-02,288,294,305,322,346,378,419,470,531,603,689,787,900,1028,1173,1334,1514,1712,1931,2170,2430,2714,3021,3352,3709,4093,4503,4942,5410,5907,1981-10-02,2,1,286,10,1981,0,-2,-0,313,1981
1981-10-03,290,298,310,327,350,379,415,459,510,571,641,722,813,916,1030,1158,1298,1453,1622,1807,2007,2224,2458,2710,2980,3270,3579,3908,4258,4630,1981-10-03,3,1,286,10,1981,0,-1,-4,313,1981
1981-10-04,296,306,321,339,363,393,428,470,518,574,638,710,790,880,980,1089,1209,1340,1482,1636,1803,1982,2175,2382,2602,2837,3088,3353,3635,3934,1981-10-04,4,1,290,10,1981,0,0,-6,309,1981
1981-10-05,285,281,273,261,244,221,191,153,107,51,-16,-94,-184,-287,-403,-535,-683,-847,-1028,-1228,-1447,-1686,-1946,-2228,-2533,-2862,-3215,-3593,-3998,-4429,1981-10-05,5,1,286,10,1981,-0,2,-11,306,1981
1981-10-06,272,251,221,176,117,40,-57,-175,-318,-488,-686,-915,-1177,-1474,-1809,-2184,-2601,-3062,-3569,-4125,-4732,-5392,-6107,-6880,-7712,-8607,-9565,-10590,-11684,-12848,1981-10-06,6,1,283,10,1981,-0,5,-17,306,1981
1981-10-07,276,268,258,246,231,212,190,164,134,100,61,17,-32,-87,-147,-214,-287,-366,-453,-547,-648,-758,-875,-1001,-1136,-1279,-1432,-1594,-1767,-1949,1981-10-07,7,1,282,10,1981,-0,0,1,285,1981
1981-10-08,278,278,280,286,295,309,327,351,381,417,462,514,575,646,726,817,920,1034,1161,1302,1456,1625,1809,2008,2224,2458,2709,2978,3267,3575,1981-10-08,8,1,279,10,1981,0,-2,7,281,1981
1981-10-09,270,266,264,263,263,266,271,278,289,303,322,344,371,403,441,484,534,590,653,723,800,886,980,1083,1195,1316,1448,1589,1742,1905,1981-10-09,9,1,273,10,1981,0,-1,4,284,1981
1981-10-10,270,269,269,269,271,274,279,286,295,305,318,334,352,373,397,424,454,488,525,567,612,662,716,774,837,905,979,1057,1141,1230,1981-10-10,10,1,273,10,1981,0,-0,-2,292,1981
1981-10-11,276,284,297,315,340,373,415,466,528,601,686,784,897,1024,1168,1328,1506,1703,1919,2156,2414,2694,2998,3325,3678,4057,4462,4895,5357,5849,1981-10-11,11,1,273,10,1981,0,-2,2,286,1981
1981-10-12,278,286,298,316,339,369,406,451,504,567,640,724,819,926,1046,1180,1328,1491,1670,1865,2077,2308,2556,2824,3113,3421,3751,4104,4479,4877,1981-10-12,12,1,273,10,1981,0,-1,-0,285,1981
1981-10-13,273,272,271,267,262,254,243,228,210,188,161,128,91,47,-3,-61,-125,-197,-278,-367,-465,-573,-691,-819,-958,-1108,-1270,-1445,-1631,-1831,1981-10-13,13,1,273,10,1981,-0,1,-8,289,1981
1981-10-14,270,263,252,236,214,185,147,100,42,-27,-107,-202,-310,-434,-574,-732,-907,-1102,-1317,-1554,-1813,-2095,-2401,-2732,-3090,-3475,-3889,-4332,-4804,-5309,1981-10-14,14,1,273,10,1981,-0,2,-10,287,1981
1981-10-15,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1981-10-15,15,1,273,10,1981,0,-0,0,273,1981
1981-10-16,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1981-10-16,16,1,273,10,1981,0,-0,0,273,1981
1981-10-17,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1981-10-17,17,1,273,10,1981,0,-0,0,273,1981
1981-10-18,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1981-10-18,18,1,273,10,1981,0,-0,0,273,1981
1981-10-19,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1981-10-19,19,1,273,10,1981,0,-0,0,273,1981
1981-10-20,269,265,260,253,244,232,217,199,178,154,125,93,56,14,-33,-85,-143,-207,-277,-353,-436,-526,-624,-729,-842,-963,-1092,-1230,-1378,-1534,1981-10-20,20,1,271,10,1981,-0,0,-1,274,1981
1981-10-21,270,269,267,266,264,262,260,257,255,252,249,245,242,238,235,230,226,222,217,212,207,202,196,191,185,179,172,166,159,152,1981-10-21,21,1,271,10,1981,0,-0,1,272,1981
1981-10-22,263,256,246,233,218,198,174,145,112,73,28,-23,-80,-145,-216,-296,-384,-480,-586,-701,-826,-961,-1106,-1263,-1431,-1610,-1803,-2007,-2225,-2456,1981-10-22,22,1,267,10,1981,-0,1,-1,274,1981
1981-10-23,266,265,266,268,271,277,284,294,307,322,341,364,390,421,456,495,540,590,645,707,774,848,928,1016,1111,1213,1323,1441,1568,1703,1981-10-23,23,1,267,10,1981,0,-1,2,271,1981
1981-10-24,249,235,215,190,158,118,70,13,-54,-132,-222,-324,-439,-568,-712,-872,-1049,-1242,-1454,-1685,-1935,-2206,-2499,-2813,-3151,-3512,-3898,-4310,-4747,-5212,1981-10-24,24,1,258,10,1981,-0,1,-3,276,1981
1981-10-25,254,252,251,252,256,261,270,282,298,318,342,371,406,447,493,546,607,674,750,833,925,1026,1137,1257,1387,1528,1680,1843,2018,2206,1981-10-25,25,1,258,10,1981,0,-1,3,271,1981
1981-10-26,258,264,275,293,318,352,396,450,517,596,690,799,924,1067,1228,1409,1611,1835,2081,2352,2648,2971,3320,3699,4106,4545,5016,5519,6057,6629,1981-10-26,26,1,256,10,1981,0,-2,6,268,1981
1981-10-27,259,267,279,297,320,352,391,438,496,563,642,733,837,954,1086,1233,1396,1576,1774,1990,2226,2482,2758,3056,3377,3722,4090,4484,4903,5349,1981-10-27,27,1,256,10,1981,0,-1,0,272,1981
1981-10-28,252,250,248,246,243,239,234,229,221,213,202,190,175,159,140,119,95,68,37,4,-33,-73,-117,-165,-217,-273,-334,-399,-469,-544,1981-10-28,28,1,252,10,1981,-0,1,-6,273,1981
1981-10-29,247,238,225,206,180,146,102,49,-16,-94,-185,-290,-412,-550,-707,-883,-1078,-1296,-1535,-1798,-2086,-2400,-2740,-3109,-3506,-3934,-4393,-4884,-5409,-5968,1981-10-29,29,1,252,10,1981,-0,3,-13,277,1981
1981-10-30,255,259,266,277,292,312,337,367,404,448,499,558,626,703,790,887,995,1114,1245,1389,1546,1716,1901,2100,2315,2546,2793,3058,3340,3640,1981-10-30,30,1,252,10,1981,0,-1,2,257,1981
1981-10-31,254,257,260,266,273,281,292,305,320,338,359,382,408,438,471,507,547,591,639,691,748,809,875,946,1022,1103,1190,1282,1380,1484,1981-10-31,31,1,252,10,1981,0,-0,-2,260,1981
1981-11-01,253,255,256,258,261,263,267,270,274,279,284,289,294,301,307,314,321,329,337,345,354,363,373,383,394,405,416,427,440,452,1981-11-01,1,1,252,11,1981,0,0,-2,258,1981
1981-11-02,244,234,218,197,168,130,83,26,-43,-125,-221,-331,-458,-601,-762,-943,-1143,-1365,-1609,-1876,-2168,-2485,-2828,-3200,-3599,-4029,-4489,-4981,-5506,-6065,1981-11-02,2,1,249,11,1981,-0,2,-8,262,1981
1981-11-03,254,258,265,275,288,305,327,354,386,424,469,520,579,646,722,806,900,1004,1118,1243,1380,1529,1690,1864,2051,2253,2469,2699,2946,3208,1981-11-03,3,1,252,11,1981,0,-1,3,250,1981
1981-11-04,264,276,295,320,354,396,449,513,590,679,784,903,1039,1193,1366,1558,1771,2006,2264,2545,2852,3185,3545,3934,4351,4799,5279,5791,6336,6916,1981-11-04,4,1,256,11,1981,0,-2,5,249,1981
1981-11-05,265,274,285,300,319,342,369,401,439,482,531,587,649,719,797,882,976,1079,1191,1312,1444,1586,1738,1902,2078,2265,2465,2677,2903,3142,1981-11-05,5,1,258,11,1981,0,-0,-0,253,1981
1981-11-06,277,291,309,331,358,390,428,472,522,580,644,717,798,887,986,1094,1212,1341,1481,1631,1794,1969,2156,2357,2571,2799,3041,3298,3570,3858,1981-11-06,6,1,267,11,1981,0,-0,-2,254,1981
1981-11-07,267,262,250,231,202,163,112,47,-33,-129,-243,-377,-531,-707,-908,-1133,-1385,-1665,-1974,-2315,-2688,-3095,-3537,-4016,-4533,-5090,-5688,-6329,-7014,-7744,1981-11-07,7,1,267,11,1981,-0,3,-11,260,1981
1981-11-08,271,269,263,253,238,218,191,157,115,65,6,-63,-142,-233,-336,-451,-580,-723,-881,-1054,-1244,-1450,-1674,-1916,-2178,-2459,-2760,-3083,-3427,-3794,1981-11-08,8,1,271,11,1981,-0,1,-1,250,1981
1981-11-09,268,260,247,228,201,167,123,70,5,-71,-160,-263,-380,-513,-662,-829,-1014,-1219,-1443,-1689,-1957,-2248,-2563,-2903,-3269,-3661,-4081,-4530,-5008,-5517,1981-11-09,9,1,271,11,1981,-0,2,-0,251,1981
1981-11-10,276,278,280,284,288,294,301,310,322,335,352,371,393,419,448,481,519,561,607,659,716,778,846,920,1000,1087,1181,1282,1389,1505,1981-11-10,10,1,275,11,1981,0,-1,8,248,1981
1981-11-11,299,323,359,409,475,560,665,792,945,1126,1336,1578,1854,2167,2519,2912,3348,3829,4359,4939,5571,6258,7001,7804,8669,9597,10592,11654,12788,13994,1981-11-11,11,1,283,11,1981,0,-4,18,244,1981
1981-11-12,302,317,336,360,389,424,465,513,569,632,703,784,873,973,1083,1205,1338,1482,1640,1811,1995,2194,2407,2636,2880,3141,3418,3713,4026,4358,1981-11-12,12,1,290,11,1981,0,-0,1,266,1981
1981-11-13,265,237,192,127,40,-74,-216,-390,-600,-848,-1138,-1473,-1855,-2288,-2776,-3321,-3926,-4594,-5330,-6135,-7013,-7968,-9002,-10118,-11319,-12609,-13992,-15469,-17044,-18720,1981-11-13,13,1,279,11,1981,-1,6,-15,279,1981
