WaterWeek,Flow,Flow_difference,Flow_difference_abs,Flow_difference_pct,Flow_difference_abs_pct,Flow_P50,Flow_P25,Flow_P75,Flow_P90,Flow_P10,YearlyMax_count,YearlyPeak_count,YearlyMin_count
1,248.22144955037962,-7.056124150922859,7.5925388246777015,-0.028426730098080145,0.030587762815947547,242.60661933945084,281.50926163909634,209.52541182107663,184.11371188299626,331.6036214286377,,,7.0
2,239.96900000531423,-8.252449545065634,10.106063759438387,-0.03438964843326796,0.042114038726729634,233.47252365529363,269.81815913937646,203.70308799389073,172.54562216058034,315.7385231680482,,,10.0
3,234.43392723800375,-5.5350727673104005,8.365176095911682,-0.023610374285506223,0.03568244662565042,223.01621239682154,267.4704964169755,199.33713194832205,166.43184582290385,297.1896825940325,,,29.0
4,235.8863783840465,1.4524511460428575,8.5204999690703,0.006157418482546383,0.03612120389248623,226.68159587832423,266.40022953191016,198.29277330334915,168.28188861247335,309.0615235539129,,,21.0
5,241.62451281475663,5.738134430710036,9.41145655205369,0.023748146923773514,0.038950752315718304,230.2394760229792,272.05748832295023,201.17284143005594,171.14474005708382,320.26713753552673,,,17.0
6,251.83127815348894,10.206765338732497,12.18553752953953,0.04053017327145345,0.04838770473186636,241.67872157179718,280.8211861720421,206.9224462515436,175.31127184456733,337.2334989054053,,,6.0
7,269.06308607079376,17.23180791730468,17.706009050766347,0.06404374590712447,0.06580616207645698,258.37196890230683,301.7153249188867,213.48100741517413,197.74531169315557,373.06567800550357,,,2.0
8,291.9758704764135,22.912784405619796,23.06946018155686,0.07847492454850219,0.07901152976756162,282.84902088727614,323.0668702395756,233.2651350025703,208.64711613412965,395.82095597889,,,1.0
9,325.37048169796077,33.3946112215472,33.3946112215472,0.10263565105007649,0.10263565105007649,308.634801027894,368.5157235012629,260.7061654213033,234.935124429379,435.392153136437,,,
10,367.1053405559609,41.7348588580001,42.494243939170616,0.113686329909543,0.11575490532176791,352.095645482223,420.25462091997974,291.7561877276707,257.9314405703094,492.2726161506428,,,
11,408.747103916699,41.64176336073828,42.12394673720512,0.10187659548341338,0.1030562573619844,387.77702746032554,474.30431950703127,323.90555201190625,286.1463993080098,542.5759849988958,,,
12,455.2407534356031,46.493649518903844,47.084970826052654,0.10212980531296104,0.10342872528593411,424.57475315687736,533.4000714734876,368.57238465029457,321.9269486115348,600.6427809674768,,1.0,
13,512.1612725659146,56.920519130311675,58.073771419105206,0.1111378821072147,0.11338961871942627,474.82244415447815,586.2723022201616,399.2467295743876,362.6340955470103,721.6446492397507,,,
14,574.459241789913,62.29796922399837,62.47295046223708,0.10844628250716093,0.10875088416644227,525.1741233805553,650.6809449010805,452.94559564491794,408.73230168766634,825.6183139762455,,,
15,639.5580677409648,65.09882595105171,67.6392597924938,0.10178720156090373,0.10575937229813698,584.6494434003353,738.5077650032641,501.6412518817658,450.03497369869405,914.0522117327573,,,
16,717.2181524632548,77.66008472229016,80.5916970819715,0.10827958614205449,0.11236706266452236,625.3869207330599,833.0336859882485,559.3059152552185,485.64299638727925,987.1496912003716,,,
17,832.2044576669431,114.98630520368808,115.3182903375428,0.13817073934697283,0.1385696619083653,719.5521392032726,908.2298200848984,602.5105710398798,520.8592724658258,1088.4342273294433,,,
18,972.4261248291668,140.22166716222384,140.35141777852604,0.14419775814523453,0.14433118793798613,801.9936948605731,1000.2061727095372,686.5188077645496,551.6991808477648,1411.6918992019584,,,
19,1144.2411605807624,171.8150357515955,172.88386341909285,0.1501563146569473,0.15109040766488877,869.1337935658596,1136.165672345207,743.1012905901946,607.3008470739858,2002.9744412336054,,1.0,
20,1307.8121295574513,163.57096897668913,164.12023106731212,0.12507222198041526,0.12549220744943582,967.5151693475416,1288.2061967692603,800.6524202158339,685.4213775423993,2324.3886203725897,,3.0,
21,1539.0579291875797,231.24579963012798,243.0386433358052,0.15025152415945472,0.15791390221685656,1095.4100523838679,1621.665462196944,880.7403223353505,742.3083534251795,3216.3211381618585,1.0,2.0,
22,1841.2425732528304,302.1846440652512,308.25443159287295,0.16411995271834107,0.1674165240749867,1300.9310105316817,2099.607343446143,955.5153381908576,790.3245475919247,3600.798685174523,4.0,7.0,
23,2213.2033911502317,371.9608178974025,402.5810990764282,0.16806445326477176,0.18189972990561945,1770.2160849330673,2766.9558885569763,1042.866383829844,827.9255406950881,4339.87187817666,4.0,6.0,
24,2490.430569995775,277.2271788455414,338.7634758741961,0.11131696750976347,0.13602606712090384,2109.134382712779,3120.347535885165,1151.991034473755,904.1184620664014,4591.734427002095,3.0,5.0,
25,2730.771882652635,240.34131265685983,363.7583567669772,0.08801222620741045,0.13320715621754067,2502.3638833465775,3599.207862271368,1238.1072745757153,963.8471410906252,4771.191927442055,7.0,11.0,
26,2957.9952807333534,227.22339808071953,373.12902488294804,0.07681668715319442,0.12614253555889413,2854.8530711866288,3897.97522854034,1586.9810174420857,1046.2196870090854,5172.07167020512,11.0,13.0,
27,3071.110453864986,113.11517313163242,270.3476647606507,0.03683201071106942,0.08802928739356108,2993.8135404161367,3940.8532625996663,1839.633856048095,1156.9738347897885,5420.348758297331,15.0,17.0,
28,3059.720274796092,-11.390179068894208,212.70072797714238,-0.003722621039157993,0.06951639655730207,3020.1078624179327,3874.6933171422415,1887.4305367740858,1256.00977099824,4987.677666697458,11.0,13.0,
