WaterWeek,Flow,Flow_difference,Flow_difference_abs,Flow_difference_pct,Flow_difference_abs_pct,Flow_P50,Flow_P25,Flow_P75,Flow_P90,Flow_P10,YearlyMax_count,YearlyPeak_count,YearlyMin_count
29,2995.4463727839643,-64.27390201212657,245.18546737221675,-0.02145720337246114,0.08185273139920768,2980.7938710148355,3758.784487641238,2110.098949155047,1269.1823449361,4643.810942105803,5.0,11.0,
30,2888.019014684406,-107.42735809956078,237.36932878379136,-0.03719759376698568,0.08219105469072902,2939.191973564973,3598.4915537576708,1986.3531076858378,1275.8463949254221,4541.426417413139,14.0,17.0,
31,2721.155442856008,-166.86357182839726,217.23410319774035,-0.06132085260563594,0.07983156705290631,2708.102090904187,3407.6186666358403,1927.4300621855925,1233.654142406029,4144.135907713357,15.0,18.0,
32,2507.2909049214722,-213.8645379345352,236.16763319674345,-0.08529705807760404,0.09419235427894641,2490.0677570963285,3068.8189483288916,1807.7235174436355,1200.7366530709073,3730.197360544812,5.0,7.0,
33,2274.9564129909504,-232.33449193052124,244.89344319331326,-0.10212700806213004,0.10764753196802783,2274.5700456070736,2764.113776068404,1656.533766074462,1155.3159028775217,3361.0355490482107,,1.0,
34,2023.8678259432904,-251.0885870476605,252.918793125989,-0.12406372779340587,0.12496803886296667,2023.672937190238,2400.8079096705073,1482.3855969035012,1051.659366132939,3017.4387844332286,3.0,3.0,
35,1768.1599599960612,-255.70786594722932,255.70786594722932,-0.14461806156259693,0.14461806156259693,1748.1158039610232,2138.6069091742643,1337.2157400072365,957.8822063147759,2621.8133878582985,,,
36,1520.9712043215793,-247.1887556744809,247.1887556744809,-0.162520338959828,0.162520338959828,1484.98877382521,1860.6949908737943,1137.573657625441,805.669108410744,2225.5683456195084,,,
37,1288.1437413422277,-232.8274629793519,232.8274629793519,-0.18074649241919924,0.18074649241919924,1236.3570911852405,1553.1435079096814,930.2576856966582,658.8473616300959,1940.4544395258308,,,
38,1083.0890852715195,-205.05465607070883,205.05465607070883,-0.18932390590872192,0.18932390590872192,1067.3610819934186,1310.9112188767674,755.3737179565203,542.1661301879642,1617.7061270418467,,,
39,906.1316725674678,-176.95741270405148,176.95741270405148,-0.19528885046325953,0.19528885046325953,873.7386264513173,1132.055883191169,646.6950127471332,468.3881507662196,1353.3833027403653,,,
40,763.0922638740935,-143.03940869337438,143.03940869337438,-0.1874470695944248,0.1874470695944248,722.7059931988144,966.033234735905,549.9172437603621,419.65155821358405,1147.156799230926,,,
41,651.5033510453011,-111.58891282879249,111.58891282879249,-0.17127910800420942,0.17127910800420942,587.5584788184935,811.7800743949451,478.74178568806474,389.78054842612545,977.977037759292,,,
42,568.4334690429536,-83.06988200234765,83.06988200234765,-0.1461382668796909,0.1461382668796909,516.8614626905221,674.7828819161059,430.06473585490426,364.5964465742169,832.5997996165117,,,
43,508.5582071441813,-59.87526189877183,59.87526189877183,-0.11773531732975573,0.11773531732975573,475.9530708708563,586.0438547179637,399.8840824772258,339.73781101280565,711.9823831897871,,,
44,461.2686527053022,-47.28955443887938,47.28955443887938,-0.1025206333912571,0.1025206333912571,437.3024775476123,534.0212767306432,368.27526299351325,321.3429247596543,622.6756370473028,,,
45,423.8154917346459,-37.453160970656114,37.453160970656114,-0.08837138259708974,0.08837138259708974,408.41862654312234,489.7057743500918,341.943378937214,302.10756574395145,564.4061494904406,,,
46,392.41708128422835,-31.398410450417668,31.398410450417668,-0.08001285353752415,0.08001285353752415,382.0053283105251,457.2058192610068,320.03539824001007,280.8195050980914,524.2592593209342,,,
47,364.5108232048593,-27.90625807936891,27.90625807936891,-0.07655810555640283,0.07655810555640283,359.60065034957984,423.6679791088553,303.2031915537079,263.74513689098893,482.23784640461645,,,
48,339.335887157926,-25.174936046933457,25.174936046933457,-0.07418884061389332,0.07418884061389332,332.65541975297674,395.454759202624,279.3682890847798,248.2664897120542,443.9216247055004,,,
49,317.28310839061675,-22.052778767309213,22.052778767309213,-0.06950505143236109,0.06950505143236109,310.45249797797305,370.54725617850795,266.03942277650407,236.50918308202833,408.30099665390685,,,
50,297.3767696576398,-19.90633873297701,19.90633873297701,-0.0669397907438921,0.0669397907438921,286.3113624904879,341.1832522718828,246.67858239894278,223.6812006150754,384.63492904544523,,,1.0
51,279.80156150764446,-17.575208149995312,17.813291182247088,-0.06281311675065523,0.06366401633452075,268.3363400112773,319.5157008864269,233.69549590269426,209.74510498341562,363.87789440531066,,,
52,264.55005910682706,-15.251502400817543,15.768541210269237,-0.05765072384527,0.0596051320627443,258.5920887931552,301.0745918414919,223.05512806294547,199.9158364685823,343.28335143611554,,,1.0
53,256.51563593245044,-8.034423174376526,8.34545056346209,-0.03132137791589543,0.032533886416420014,249.55136705478174,289.7090023536055,212.34268569253027,193.4681609060453,335.8283516156162,,,4.0
