YearWeek,WaterYear,WaterWeek,Flow,Exceedance,Flow_max,Flow_min,Year,Volume,Date,Flow_difference,Flow_difference_abs,Flow_difference_pct,Flow_difference_abs_pct,IsPeak,Yearly_max,IsMax,IsMin
1924.01,1924,1,138.40948658747786,0.9980000000000001,138.40948658747786,138.40948658747786,1924,0.08371005748810662,1924-10-01,,,,,False,3445.6562723883453,,
1924.02,1924,2,138.40948658747786,0.9980000000000001,138.40948658747786,138.40948658747786,1924,0.08371005748810662,1924-10-08,0.0,0.0,0.0,0.0,False,3445.6562723883453,,
1924.03,1924,3,138.27734781886542,0.9981428571428571,138.40948658747786,137.48451520719087,1924,0.08363013996084982,1924-10-15,-0.13213876861243534,0.13213876861243534,-0.0009556067620383403,0.0009556067620383403,False,3445.6562723883453,,
1924.04,1924,4,134.7946624223184,0.999,142.60018411583582,130.2268076635365,1924,0.08152381183301816,1924-10-22,-3.4826853965470264,3.4826853965470264,-0.025836968125901007,0.025836968125901007,False,3445.6562723883453,,
1924.05,1924,5,133.0096678290041,0.9998571428571429,137.38841384379842,130.2268076635365,1924,0.08044424710298168,1924-10-29,-1.784994593314309,1.784994593314309,-0.013420036471402066,0.013420036471402066,False,3445.6562723883453,,True
1924.06,1924,6,139.48025403523596,0.9982857142857144,144.8748591915465,137.81244205250002,1924,0.08435765764051069,1924-11-05,6.4705862062318715,6.4705862062318715,0.04639069702724553,0.04639069702724553,False,3445.6562723883453,,
1924.07,1924,7,143.47477324929417,0.9965714285714287,144.8748591915465,142.42470879260492,1924,0.08677354286117313,1924-11-12,3.994519214058215,3.994519214058215,0.027841265217527472,0.027841265217527472,False,3445.6562723883453,,
1924.08,1924,8,164.26096010459648,0.989857142857143,172.9381240234228,156.0701097231717,1924,0.09934502867125991,1924-11-19,20.786186855302304,20.786186855302304,0.12654368294247326,0.12654368294247326,False,3445.6562723883453,,
1924.09,1924,9,189.99283017114573,0.974,198.0470466931377,178.54218611427262,1924,0.11490766368750893,1924-11-26,25.73187006654925,25.73187006654925,0.13543600589227475,0.13543600589227475,False,3445.6562723883453,,
1924.1,1924,10,233.2097686202872,0.9047142857142857,250.88887595387317,202.36918649496658,1924,0.1410452680615497,1924-12-03,43.21693844914148,43.21693844914148,0.1853135857250792,0.1853135857250792,False,3445.6562723883453,,
1924.11,1924,11,264.1108498519339,0.8465714285714286,269.41446232359925,250.88887595387317,1924,0.1597342419904496,1924-12-10,30.901081231646685,30.901081231646685,0.11700042330320955,0.11700042330320955,False,3445.6562723883453,,
1924.12,1924,12,280.07251271857604,0.8171428571428573,282.51762710592186,271.95622573366694,1924,0.16938785569219478,1924-12-17,15.961662866642143,15.961662866642143,0.056991179575986546,0.056991179575986546,False,3445.6562723883453,,
1924.13,1924,13,326.5686888209753,0.7482857142857142,379.8741828472745,282.51762710592186,1924,0.1975087429989259,1924-12-24,46.49617610239926,46.49617610239926,0.1423779366915621,0.1423779366915621,False,3445.6562723883453,,
1924.14,1924,14,507.98204297137636,0.557,571.4510551263401,418.5545619886849,1924,0.3072275395890885,1924-12-31,181.41335415040106,181.41335415040106,0.3571255257159224,0.3571255257159224,False,3445.6562723883453,,
1924.15,1924,15,551.6028815025195,0.522,592.2327021454178,518.5349271931262,1925,0.33360942273272387,1925-01-07,43.620838531143136,43.620838531143136,0.07908014985767237,0.07908014985767237,False,3445.6562723883453,,
1924.16,1924,16,617.5468254261048,0.4818571428571429,648.3065373349955,599.7991584370069,1925,0.37349232001770816,1925-01-14,65.94394392358527,65.94394392358527,0.1067837145435639,0.1067837145435639,False,3445.6562723883453,,
1924.17,1924,17,850.9364212776521,0.3912857142857143,1153.2379391330107,626.1437153766773,1925,0.514646347588724,1925-01-21,233.38959585154737,233.38959585154737,0.27427383528973975,0.27427383528973975,False,3445.6562723883453,,
1924.18,1924,18,1154.6646804604202,0.292,1242.8871543274495,1111.5840397330935,1925,0.6983411987424621,1925-01-28,303.72825918276806,303.72825918276806,0.2630445568506149,0.2630445568506149,False,3445.6562723883453,,
1924.19,1924,19,1168.7760033327415,0.2874285714285714,1199.7694668641395,1147.3272276843495,1925,0.706875726815642,1925-02-04,14.111322872321352,14.111322872321352,0.012073590518699218,0.012073590518699218,False,3445.6562723883453,,
1924.2,1924,20,1167.1843587513808,0.2871428571428572,1194.35798357705,1153.2379391330107,1925,0.7059131001728352,1925-02-11,-1.591644581360697,1.591644581360697,-0.0013636616781460224,0.0013636616781460224,False,3445.6562723883453,,
1924.21,1924,21,1204.991453650992,0.278,1248.1416263717376,1153.2379391330107,1925,0.72877883116812,1925-02-18,37.80709489961123,37.80709489961123,0.03137540501640893,0.03137540501640893,False,3445.6562723883453,,
