Exceedance,Mean,Max,Min,Median,MeanQ3070
0.0,2338.954021173079,9912.101075056224,339.73414629451247,1111.5840397330935,1265.831035558907
0.001,2321.176525275192,9835.756758395342,339.3552842106596,1104.1591445722192,1258.3148624708572
0.002,2303.3990293773018,9759.412441734452,338.9764221268066,1096.734249411344,1250.7986893828063
0.003,2285.6215334794147,9683.06812507357,338.59756004295366,1089.3093542504698,1243.2825162947565
0.004,2267.8440375815244,9606.72380841268,338.2186979591007,1081.8844590895947,1235.7663432067056
0.005,2250.0665416836373,9530.379491751799,337.8398358752478,1074.4595639287204,1228.2501701186557
0.006,2232.2890457857497,9454.035175090918,337.46097379139485,1067.0346687678461,1220.7339970306061
0.007,2214.5115498878595,9377.690858430027,337.0821117075419,1059.609773606971,1213.217823942555
0.008,2196.7340539899724,9301.346541769146,336.703249623689,1052.1848784460967,1205.7016508545053
0.009000000000000001,2178.9565580920826,9225.002225108256,336.324387539836,1044.7599832852216,1198.1854777664544
0.01,2161.179062194195,9148.657908447374,335.9455254559831,1037.3350881243473,1190.6693046784046
0.011,2153.014837021816,9087.967954387881,335.8283516156162,1028.7241531911475,1186.5042115210176
0.012,2149.155061428023,9034.287416418554,335.8283516156162,1019.5821556733229,1183.8396019146733
0.013000000000000001,2145.29528583423,8980.606878449235,335.8283516156162,1010.4401581554996,1181.1749923083294
0.014,2141.435510240437,8926.92634047991,335.8283516156162,1001.298160637675,1178.5103827019852
0.015,2137.5757346466444,8873.24580251059,335.8283516156162,992.1561631198517,1175.845773095641
0.016,2133.7159590528518,8819.56526454127,335.8283516156162,983.0141656020285,1173.1811634892974
0.017,2129.8561834590587,8765.884726571945,335.8283516156162,973.8721680842038,1170.516553882953
0.018000000000000002,2125.996407865266,8712.204188602625,335.8283516156162,964.7301705663805,1167.8519442766092
0.019,2122.136632271473,8658.5236506333,335.82835161561627,955.588173048556,1165.187334670265
0.02,2118.2768566776804,8604.84311266398,335.8283516156162,946.4461755307326,1162.5227250639211
0.021,2107.7312638577428,8514.765877961423,335.26163860009393,939.5550072763517,1160.3706237823521
0.022,2086.3438052656834,8365.666972880681,333.77593150534676,936.3138324221501,1159.0496170815002
0.023,2064.956346673621,8216.568067799917,332.2902244105993,933.072657567948,1157.728610380648
0.024,2043.5688880815615,8067.469162719177,330.80451731585214,929.8314827137463,1156.407603679796
0.025,2022.181429489502,7918.370257638435,329.3188102211049,926.5903078595445,1155.0865969789438
0.026000000000000002,2000.7939708974366,7769.271352557649,327.8331031263573,923.3491330053419,1153.7655902780916
0.027,1979.4065123053804,7620.172447476931,326.3473960316103,920.1079581511407,1152.4445835772397
0.028,1958.0190537133178,7471.073542396167,324.86168893686283,916.8667832969386,1151.1235768763875
0.029,1936.6315951212584,7321.974637315425,323.3759818421156,913.6256084427368,1149.8025701755355
0.03,1915.244136529199,7172.875732234684,321.89027474736844,910.3844335885351,1148.4815634746833
0.031,1895.2097176963528,7029.734955510004,320.4472894287092,907.3143742325736,1146.7026397080572
0.032,1892.5715243391369,6963.19868622077,319.5535840883284,906.4443712825655,1139.0362108100753
0.033,1889.9333309819206,6896.662416931527,318.65987874794746,905.5743683325571,1131.3697819120923
0.034,1887.295137624704,6830.126147642275,317.7661734075664,904.7043653825488,1123.703353014108
0.035,1884.6569442674877,6763.589878353032,316.8724680671854,903.8343624325404,1116.036924116125
0.036000000000000004,1882.0187509102711,6697.05360906378,315.97876272680435,902.9643594825319,1108.3704952181406
0.037,1879.3805575530548,6630.517339774537,315.08505738642344,902.0943565325235,1100.7040663201576
0.038,1876.7423641958385,6563.9810704852935,314.1913520460425,901.2243535825153,1093.0376374221744
0.039,1874.104170838622,6497.444801196041,313.2976467056614,900.3543506325068,1085.3712085241903
0.04,1871.4659774814054,6430.908531906789,312.4039413652804,899.4843476824983,1077.704779626206
0.041,1868.827784124189,6364.372262617547,311.5102360248994,898.6143447324899,1070.038350728223
0.042,1861.80488591251,6334.3478780543155,309.70071652353886,897.2715380441116,1067.9390721159348
0.043000000000000003,1853.4191740298493,6315.6717819870055,307.6065520802522,895.7817788424561,1067.570123997849
0.044,1845.0334621471877,6296.995685919692,305.5123876369653,894.2920196408005,1067.201175879763
0.045,1836.6477502645262,6278.31958985238,303.4182231936784,892.8022604391449,1066.8322277616774
0.046,1828.2620383818655,6259.64349378507,301.3240587503917,891.3125012374894,1066.4632796435915
0.047,1819.8763264992049,6240.96739771776,299.22989430710516,889.8227420358339,1066.0943315255056
0.048,1811.4906146165422,6222.291301650444,297.1357298638179,888.332982834178,1065.7253834074197
0.049,1803.1049027338827,6203.615205583137,295.0415654205316,886.8432236325228,1065.356435289334
0.05,1794.719190851221,6184.939109515824,292.9474009772446,885.3534644308671,1064.987487171248
0.051000000000000004,1786.3334789685605,6166.263013448513,290.853236533958,883.8637052292116,1064.6185390531623
0.052000000000000005,1780.2887146154246,6156.058548586994,289.7090023536055,883.046019172714,1063.879131472845
0.053,1777.0637279683078,6156.058548586994,289.7090023536055,883.0378757683378,1062.6934886312042
0.054,1773.8387413211917,6156.058548586994,289.7090023536055,883.0297323639618,1061.5078457895634
0.055,1770.613754674075,6156.058548586994,289.7090023536055,883.0215889595858,1060.3222029479225
0.056,1767.3887680269586,6156.058548586994,289.7090023536055,883.0134455552097,1059.1365601062814
0.057,1764.1637813798418,6156.058548586994,289.7090023536055,883.0053021508337,1057.9509172646403
0.058,1760.938794732725,6156.058548586994,289.7090023536055,882.9971587464577,1056.7652744229995
0.059000000000000004,1757.7138080856091,6156.058548586994,289.7090023536055,882.9890153420816,1055.5796315813586
0.06,1754.4888214384923,6156.058548586994,289.7090023536055,882.9808719377056,1054.3939887397178
0.061,1751.2638347913758,6156.058548586994,289.7090023536055,882.9727285333295,1053.208345898077
0.062,1748.0795890376587,6155.407572879226,289.60832310013785,882.9657604656676,1051.9073614742435
0.063,1745.1368785805275,6150.897241189692,288.9107597011127,882.9657604656676,1049.9225662417011
0.064,1742.1941681233952,6146.386909500158,288.21319630208734,882.9657604656675,1047.937771009158
0.065,1739.2514576662638,6141.876577810624,287.51563290306206,882.9657604656675,1045.9529757766152
0.066,1736.3087472091315,6137.36624612109,286.81806950403666,882.9657604656676,1043.968180544072
0.067,1733.3660367520001,6132.855914431557,286.1205061050115,882.9657604656676,1041.9833853115294
0.068,1730.4233262948676,6128.345582742022,285.42294270598603,882.9657604656676,1039.9985900789861
0.069,1727.480615837736,6123.835251052487,284.72537930696075,882.9657604656676,1038.013794846443
0.07,1724.5379053806041,6119.324919362953,284.0278159079355,882.9657604656676,1036.0289996139004
0.07100000000000001,1721.5951949234723,6114.814587673419,283.3302525089101,882.9657604656676,1034.0442043813573
0.07200000000000001,1718.65248446634,6110.304255983884,282.6326891098847,882.9657604656676,1032.059409148814
0.073,1717.400694373913,6091.644301872893,282.51762710592186,882.5599103969487,1031.1162671755103
0.074,1716.482913242415,6070.189360616918,282.51762710592186,882.0738924134209,1030.3788838706978
0.075,1715.5651321109171,6048.734419360946,282.51762710592186,881.5878744298933,1029.6415005658855
0.076,1714.6473509794191,6027.279478104971,282.51762710592186,881.1018564463657,1028.904117261073
0.077,1713.7295698479213,6005.824536849002,282.51762710592186,880.6158384628382,1028.166733956261
0.078,1712.811788716423,5984.369595593023,282.51762710592186,880.1298204793104,1027.4293506514482
0.079,1711.8940075849255,5962.914654337051,282.51762710592186,879.6438024957828,1026.691967346636
0.08,1710.9762264534272,5941.459713081079,282.51762710592186,879.1577845122551,1025.9545840418236
0.081,1710.0584453219294,5920.0047718251035,282.51762710592186,878.6717665287275,1025.2172007370111
0.082,1709.1406641904314,5898.549830569128,282.51762710592186,878.1857485451997,1024.4798174321986
0.083,1708.0795178029884,5883.976285749095,282.51762710592186,877.6127224515723,1023.4884690855516
0.084,1706.88906157685,5875.609490655594,282.51762710592186,876.9612184547176,1022.2680542305831
0.085,1705.6986053507114,5867.242695562093,282.51762710592186,876.3097144578629,1021.0476393756145
0.08600000000000001,1704.508149124573,5858.875900468591,282.51762710592186,875.6582104610081,1019.8272245206458
0.08700000000000001,1703.3176928984344,5850.5091053750875,282.51762710592186,875.0067064641532,1018.606809665677
0.088,1702.127236672296,5842.142310281587,282.51762710592186,874.3552024672986,1017.3863948107085
0.089,1700.9367804461576,5833.775515188086,282.51762710592186,873.7036984704439,1016.1659799557399
0.09,1699.746324220019,5825.408720094583,282.51762710592186,873.0521944735892,1014.9455651007713
