,0,upper,lower
0,1.0,1.0,1.0
1,0.45734306423413895,0.6553293248555214,0.2593568036127564
2,0.29030078663510317,0.5260894859825707,0.05451208728763565
3,0.2450135129214686,0.49441919126540607,-0.004392165422468841
4,0.22348726978712924,0.4821559740270872,-0.03518143445282873
5,0.13448267753465767,0.40061265504860966,-0.13164729997929434
6,0.12142543897164122,0.3902060616415922,-0.1473551836983098
7,0.09358938660204359,0.36451173894801653,-0.17733296574392937
8,0.15701047367723922,0.4291971729660541,-0.11517622561157562
9,0.09776215237515577,0.3734762573583933,-0.17795195260808172
10,0.07202528260313924,0.3490948466537221,-0.20504428144744363
11,-0.0533494541632378,0.22445306464659,-0.33115197297306564
12,-0.10394580558490221,0.17425802353078937,-0.3821496347005938
13,-0.03791880568341199,0.24180325328768432,-0.3176408646545083
14,-0.16120574357774864,0.1187177325026963,-0.44112921965819357
15,-0.16914275242334958,0.11439645343764343,-0.4526819582843426
16,-0.2224150819879799,0.0650520737944302,-0.50988223777039
17,-0.2435276777804206,0.050607582041162474,-0.5376629376020037
18,-0.26715586245458145,0.034779477341684906,-0.5690912022508479
19,-0.20225913424504058,0.1088040885235266,-0.5133223570136077
20,-0.15637920514224407,0.15979710211600145,-0.4725555124004896
21,-0.17648946171837823,0.14270423519279532,-0.4956831586295518
22,-0.2697967992446032,0.053199440922385155,-0.5927930394115916
23,-0.0595342487230076,0.27217815979950805,-0.39124665724552327
24,-0.042327629342945323,0.2898033493005784,-0.374458607986469
25,-0.1530719678993197,0.179270393926526,-0.4854143297251654
26,-0.17006570621700845,0.1650288632690078,-0.5051602757030247
27,-0.048085057577032984,0.2903758692240656,-0.38654598437813154
28,-0.1553786484554123,0.18334995478582275,-0.4941072516966474
29,-0.14022837018981255,0.20128264135549706,-0.48173938173512215
30,-0.19765616740091177,0.1461044638845663,-0.5414167986863898
31,-0.18489951389482157,0.16328748638360646,-0.5330865141732496
32,-0.08982169816707537,0.26219309491875825,-0.44183649125290897
33,0.01981838415130193,0.37273043778907206,-0.3330936694864682
34,0.1049121643997942,0.4578678408095228,-0.24804351200993438
35,0.04276836662377781,0.3969443006977486,-0.311407567450193
36,-0.01844232385384657,0.33593599242503036,-0.37282064013272354
37,0.0011841188065065654,0.3556000544281039,-0.3532318168150908
38,0.01637506564595759,0.37079115634453247,-0.3380410250526173
39,-0.027193991920845834,0.3272517542336787,-0.3816397380753703
40,0.029804491919910223,0.3843320122493726,-0.3247230284095521
