,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0.51,549.3647530038922,492.43279217112854,571.4510551263394,497.238535431987,386.2738414141663,571.4510551263394,518.5349271931256,641.6581496004989,393.3411261652541,572.9390114822494,571.4510551263394,467.2651984550963,584.9035764245518,514.2911869687464,500.09512555763547,739.1856820484668,504.51743951998014,422.1876062689911,455.6421958794713,523.4188053025672,497.238535431987,484.9787566721094,604.4135870401536,749.3954367513534,402.2604704528844,545.8976755681982,622.0857645628687,618.7252444957824,641.6581496004989,662.9001704044082,778.2258349864567,834.5853599077999,641.6581496004989,787.247801837039,732.6288110618622,571.4510551263394,705.986932242927,886.1693877933799,1081.606567562748,814.2965068478957,571.4510551263394,584.9035764245518,578.9392185375357,839.7302835674668,877.955265790124,854.6593358595118,700.4402069369013,631.321207861756,449.14832161888665,748.0006433585816,732.6288110618622,715.8477772314176,679.0415809418461,1005.7793498305705,858.2099646784968,854.6593358595118,669.2087291654523,451.46263598319877,520.2931233125245,441.96648383669736,483.6483472350611,430.231220483495,592.2327021454171,455.0152618950304,631.7289116972523,437.7121544241339,418.5545619886844,436.9141820329361,399.3322124637376,322.62396726977863,266.7235504300746,271.5749612221563,354.7154553765656,502.9138017124143,506.03763899225964,441.9731596507689,586.5838380110348,528.3863360524398,575.4563231415169,592.8280758942336,439.6125293143871,568.6838155407422,677.3871003137084,810.6590289756531,718.3131892990889,840.6877186147224,898.320577973019,689.8929253319506,663.5209623170772,817.7098609793812,532.2187862945486,478.5826646840949,545.6719717293647,781.4639707007634,445.41602697548666,584.4240361227747,741.5222904817056,681.5473335622803
0.52,523.4188053025672,474.6352503668669,571.4510551263394,476.1694860750019,382.5475267308729,549.4833192010916,509.8358228922183,641.6581496004989,386.2738414141663,558.8982083770672,559.8981151808364,449.4056550070631,559.8981151808364,495.1360227553614,481.24222795353296,739.1856820484668,488.6947986914138,413.14774947243217,441.96648383669736,504.51743951998014,487.6510844366768,480.1584989161531,587.3599757650378,705.6688476657057,402.26047045288436,528.7538593650295,617.7910447927056,577.4481290657818,619.803167230102,624.3683618956356,739.1856820484668,800.5179310203087,617.7910447927056,761.4614892678974,726.5834105809247,566.3580580018,688.3842348466451,841.2342028962329,1026.3251487344805,801.672094108986,559.8981151808364,578.6015237526551,559.8981151808364,800.5179310203087,849.6800437947479,836.8761499139267,688.3842348466451,614.0542459803979,441.96648383669736,712.8480112925143,705.1343274496202,700.4402069369013,665.0018727544846,983.0817773558224,821.6042165397484,821.6042165397483,655.2172462405819,446.20010972232734,511.9040830925332,432.3923384828148,478.505711214652,421.1943408360317,577.7566919252167,443.1424910271501,597.6805506753611,432.39233848281486,400.9793575826327,419.0825177581538,396.18394336500864,314.8815555688068,262.6513991364098,266.57985225311245,345.86609329971895,489.7098478957289,487.101276794304,434.1397186049583,570.047558363407,522.4355785574072,561.5531129574008,573.9051192870204,425.9314428295974,564.4579853340128,654.0079387867702,744.5095702831459,702.5484295220713,802.4596317171124,865.4761635934958,654.9708189604288,632.5432978174176,798.9304113096916,511.3338692106834,464.3286943491519,513.393514295626,739.3649210823149,433.10347956865485,571.4098769922955,709.3220359643177,659.3819450960746
0.53,505.6388385338315,470.6594949650395,565.594108433119,464.9573556469072,376.30858776658806,531.7472769574434,497.8208477590263,626.1437153766765,382.5475267308729,538.0564336165095,545.9943721271444,440.05203560104377,559.8981151808364,486.32962635888333,478.505711214652,728.0112371807247,482.60463298032414,402.65781059299144,432.39233848281486,490.5190874959865,478.505711214652,463.13654620018457,575.5842672260894,680.9127468525168,402.26047045288436,511.9040830925332,599.7991584370061,559.8981151808364,599.7991584370061,600.8245870154832,726.5834105809247,775.2395965222393,592.8380186487441,733.1533607407904,700.4402069369013,559.8981151808364,658.6933139934406,789.4266220373074,984.9721986693498,782.0959416673193,552.2721531377864,571.4510551263394,559.8981151808364,782.0959416673193,816.1028782931778,801.6202170865154,668.0833920908881,580.7098872852437,429.28573135879253,669.810687351534,700.4402069369013,680.9127468525168,641.6581496004989,956.1144284990465,806.9293672944314,814.2965068478957,641.6581496004989,438.05250077713896,497.4670626420388,430.87280238954304,470.31377710401114,413.14774947243217,571.4510551263394,435.3182372505403,576.3298119619662,423.9534114831411,390.8976592517356,402.9332525175022,390.8976592517356,306.2439421137449,262.6513991364098,262.6513991364098,342.0943021549459,487.10127679430406,475.8380193914094,424.68500952069775,562.9712650966587,513.393514295626,539.4499349904622,562.7465624904373,422.12553739027214,555.7462282278256,623.7277859805082,686.2329643147348,674.8150284845508,781.9234753440761,829.7183617462513,621.0784727749956,594.4784075633573,787.2077787421739,498.1294165202907,450.55614965531356,490.57624378473855,710.9343069273206,410.4163441146677,564.024155266152,689.9036318884445,614.0322408892282
0.54,468.60657306061887,458.49975960029474,544.1041210703473,450.5130207685487,372.95203746965217,514.8216544967938,489.7295615868958,602.52900905494,375.9977814358057,514.8216544967938,529.6965388685044,423.95341148314105,539.7216677412556,472.21522533966765,464.39321629379435,700.4402069369014,472.21522533966765,390.8976592517356,422.40833192075985,466.75234449772097,468.60657306061887,436.60496243852316,564.9814087568577,647.6416985615451,399.698244712381,493.0335100787359,599.7991584370061,555.9215328215593,584.5992422454704,584.9035764245518,690.5789038526077,749.9960105574056,581.3744269282897,709.848245353611,688.3842348466451,559.5410056080617,619.803167230102,762.389410456298,967.1985463855954,749.3403234587452,537.6863815887882,559.8981151808364,554.0562943165198,755.3200301580011,793.7666994654384,787.3995966557356,632.9700664351583,570.2957611317892,422.40833192075985,615.7789223553092,671.7809281930273,640.1067061781167,635.8694622268029,942.6980448199297,788.4621603866118,800.5179310203087,618.5687635398019,432.39233848281486,487.6600357959318,428.2334665315931,455.6421958794713,399.698244712381,557.8983015732981,432.05466379542116,554.0562943165198,404.44584122347374,381.0504541560574,382.5475267308729,382.5475267308729,301.8753632770107,261.0754653463963,256.6659042898363,333.4418968564978,467.35521747172106,469.41023879604074,414.8802212090072,542.7300472925776,499.0726086895321,516.6619333048409,544.1139793810024,407.82189334618334,536.8132440807265,598.6775304658413,649.3391953397036,651.205406175513,749.7576873478811,788.3726762680569,605.2094994252608,565.959000674544,783.991246238984,482.63026986269807,438.28467475017237,474.47778695990917,695.5749118121587,395.80546437843384,547.3307244526981,658.087111671181,583.8932905276029
0.55,439.3763053911332,446.6705125985083,503.6329767275111,433.7222924681445,361.85607652804566,504.51743951998014,486.0339798173171,599.7991584370061,361.85607652804566,495.7367406629686,510.42675437802245,419.21450670052116,511.9040830925332,460.8377662809684,441.1156179541846,688.3842348466451,462.13665888134284,382.012857954153,418.5545619886843,451.46263598319877,467.2651984550963,423.9534114831411,552.2721531377864,621.3883042667454,382.012857954153,476.86732439252376,575.5842672260894,544.8020622359252,571.4510551263394,571.4510551263394,677.5894503920822,728.0947607011589,571.4510551263394,699.026589339742,665.790442599615,552.2721531377864,610.6600776924307,729.1794589441977,914.7185342017483,715.8477772314176,518.5349271931256,552.2721531377864,536.314825793339,730.0417969736137,784.5785991593109,784.5785991593109,602.225692319614,553.2858697166121,413.14774947243217,599.7991584370061,655.985102785647,612.617015667972,618.3659369176759,929.161362348136,783.9588219758892,769.3949455539819,598.2858671786881,423.9534114831411,477.73161904509493,414.4994526014951,447.8465197889612,396.61283593067543,550.9074181354729,421.88410849780894,537.6863815887882,392.0386600695524,371.70438637265363,373.71366210734936,379.0990534819073,298.0655493432797,258.928656488806,256.6659042898363,319.66443360995476,449.35772368188776,456.6589378565515,400.19915200249824,526.8734167052655,479.0186569899617,500.0158008587734,527.4630895558247,395.80546437843384,500.2332758969642,586.5838380110348,605.2094994252608,615.7080894521198,731.9869984918455,740.1846902590337,587.6303102163477,547.4366132675192,767.0527867932021,470.04510500706635,426.4624851351951,466.89581654886194,666.2670573151768,387.4128012639275,539.1751519143796,625.3253400999416,556.1270905443572
0.56,414.01283947503237,437.7121544241339,479.1138260455143,421.1943408360317,350.0559631693824,500.0951255576354,475.8626389333747,599.7991584370061,345.86609329971895,486.0339798173171,490.93099740211017,405.240521503688,498.40316008606567,448.4250983800391,429.0155916088776,684.6471732847255,449.09382796344255,373.43947723777836,403.0551507330985,432.39233848281486,456.68130995977054,418.9769266042599,537.6863815887882,595.2055919322943,373.43947723777836,457.5018762915709,560.7279861472089,531.9793510742998,571.4510551263394,566.1034081455729,648.3065373349947,693.3721189511057,560.7279861472089,680.5364055666136,620.8176549335537,542.3120319353051,588.9420357704571,704.6231195199441,861.6591309817019,691.3769653093213,511.9040830925332,542.8138633258512,511.9040830925332,722.2891572411218,763.6716856876753,753.193082572416,586.07623653989,537.6863815887882,407.2272222042238,576.0670282703398,626.972114174289,592.2327021454171,601.8500155939603,908.8454332008408,757.0410964283412,729.1794589441977,588.3152421752268,418.5545619886844,471.0052128260679,394.9701041075998,441.9664838366973,390.8976592517356,542.3120319353051,410.77953856514875,530.8286026115426,377.0463745341103,357.7399631594896,363.14236195571954,375.9985360204415,298.0655493432797,257.0279446416714,250.88887595387268,306.0382720146439,441.9731596507689,438.8748323342677,397.8324849901002,513.393514295626,467.11933471890944,486.9847672620966,510.9466652596284,387.71044726082124,481.2889363538542,571.6159508565245,572.1738815594541,595.4115459861313,705.9488971317893,712.3048604295695,579.2935112427551,544.7896676089908,759.3331453532179,462.70276115603554,417.46909728448566,453.32325298261964,634.7606468787558,380.9947278825969,525.0809769191483,602.8261270195562,528.6085596585514
0.5700000000000001,386.88959564172137,429.0155916088776,464.80349945969454,413.14774947243217,341.99444031358274,493.6342279863431,467.2651984550963,599.7991584370061,340.90949918442874,472.5609432006961,486.0339798173171,402.0317002974822,487.955682337498,437.7121544241339,421.1943408360317,640.5654004819788,430.77149998332493,354.7924495390838,397.6850673448427,420.79201126785165,445.02410253187446,407.2272222042238,521.0745438100352,584.4376109646286,363.14236195571954,441.96648383669736,542.3120319353051,517.8340528094682,558.1839892315178,559.8981151808364,607.920364526673,688.3842348466451,559.8981151808364,667.7618672124413,590.3523213597257,523.4188053025672,573.6003254182093,688.3842348466451,818.0965158876589,666.4566813318438,498.7239622973241,527.2718999032343,497.238535431987,688.3842348466451,739.1856820484668,726.5834105809247,581.8785911420413,511.9040830925332,407.2272222042238,556.2376534001722,607.920364526673,578.6015237526551,586.6776426149028,890.9957538175884,745.431649631409,705.1343274496202,577.1532406199035,404.8431813635808,459.01931664044434,390.6664683598571,437.7121544241339,386.2738414141663,530.8286026115426,407.2272222042238,518.5349271931256,360.05527692930247,350.0559631693824,350.0559631693824,372.95203746965217,293.64296274079703,247.8171997443627,246.96925452950876,295.9427077740879,426.22053183485536,438.28467475017237,395.80546437843384,488.3911568914979,454.86614760578107,473.69387726013616,492.3679596951934,383.98607193350404,451.5366799972075,562.7465624904373,538.6487654135152,587.8387091631828,672.5194004600111,676.23461532435,565.5553450682056,523.5805783439149,753.6113986124063,454.86614760578107,403.04204782876894,441.9731596507689,611.7283946743954,367.91147034512767,506.58722036186646,581.4838247824302,505.1275228693022
0.58,366.2852115811871,421.1943408360317,451.02870203989033,409.0033803846865,341.99444031358274,489.72956158689584,455.14064869191867,594.5026390328941,329.7701254556014,467.2651984550963,474.11667357532434,390.8976592517356,474.11667357532434,432.39233848281486,413.14774947243217,599.7991584370061,423.62232300548806,345.86609329971895,386.2738414141663,399.0576882772554,437.07377651117577,397.68506734484276,504.51743951998014,571.4510551263394,363.14236195571954,431.9871288579425,522.8327399294343,499.4222066583852,545.4484781262191,552.2721531377864,578.2394529694673,671.7809281930273,556.3270194530895,647.5087308068554,575.0882817741195,504.51743951998014,564.462405495886,667.7618672124413,798.8435463162205,621.7053316740746,482.30642890754217,517.7392259010546,485.5866737081442,676.7619201891133,726.5834105809247,704.571032988094,571.4510551263394,501.421819746339,397.04172849634256,530.8286026115426,598.8911836820156,572.6910187562646,575.0882817741195,875.1597541984511,728.867933140605,683.3407423446245,570.6871055576587,401.71142207991943,451.02870203989033,369.4992081953948,428.4081299937894,379.87418284727386,522.8327399294343,402.26047045288436,511.017685863827,352.3951152094386,345.86609329971895,340.4122345002333,366.7137819846599,293.37170302506905,244.46260450067592,244.46260450067592,285.9517742421789,414.2979763706152,418.6772394530425,381.61005379242306,474.9864093208461,441.53054146269744,462.70276115603554,475.55286143892266,380.6079050669756,437.6629313283904,559.3947476158121,504.3959118445347,578.4587609387987,646.4017294507844,650.6289649685457,559.0573860989649,479.11733584500763,742.234113200831,441.53054146269744,395.80546437843384,425.9420514058045,590.7697268322868,353.7469003020521,496.09184303586414,569.1072929938568,478.9639713480244
0.59,347.509612624817,413.14774947243217,437.7121544241339,391.8247224162118,330.3047290055915,486.0339798173171,448.7143876755781,570.0941140102505,323.39814298639317,448.7143876755781,467.99685733083584,386.2738414141663,467.99685733083584,429.0155916088776,395.9007051372585,571.4510551263394,413.14774947243217,339.73414629451196,380.51578537933756,389.27932300858623,423.07144102151454,387.38355769518284,497.238535431987,552.5195299886847,363.14236195571954,423.07144102151454,506.29023397739275,484.72933699889586,530.8286026115426,547.0861601289952,571.4510551263394,645.979601627921,553.2453210534591,626.1437153766765,561.1429216303952,488.4361079675432,557.1840824277488,621.3248987852797,769.1660151593298,589.6675081431141,474.6352503668669,498.9854724131052,474.6352503668669,652.2184360565759,726.5834105809247,689.5813270317155,562.6708207677569,493.31694096685226,386.2738414141663,506.29023397739275,592.2327021454171,559.8981151808364,565.0848087206653,825.2694805495507,718.4243292352991,667.7618672124413,557.1840824277488,397.6850673448427,433.66909430873136,360.89136245729037,421.85651779133786,372.95203746965217,502.92927536601064,392.32391027400666,500.0951255576354,346.8716620684381,341.99444031358274,333.4418968564978,351.6531563648947,289.709002353605,239.9658619926756,240.4008627802319,282.52119930879826,410.0281808890731,404.8730483938108,357.5184719221228,463.7090944503138,433.10347956865485,443.7454550182373,469.454613421153,376.7161521950492,422.66485609051813,540.4138639149088,484.3068974620501,563.4206703091016,619.748539459791,619.748539459791,531.3667160515263,470.8324271216175,731.9869984918455,422.12553739027214,385.8772625041661,414.8802212090071,578.4587609387987,343.8816538536332,484.9511485263588,555.7174157662138,468.43072985385174
0.6,334.87376971196846,392.32391027400666,422.8497832242973,379.87418284727386,325.84969942233937,478.505711214652,445.4945054080556,545.4484781262191,310.2907276727253,429.0155916088777,455.6421958794713,379.87418284727386,450.0161895055037,421.1943408360317,390.8976592517356,571.4510551263394,402.26047045288436,333.4418968564978,375.9985360204415,379.87418284727386,420.1384292970928,378.3239241165409,488.2513288790643,542.3120319353051,363.14236195571954,413.14774947243217,489.72956158689584,478.505711214652,508.9494256635119,537.6863815887882,559.8981151808364,626.1437153766765,552.2721531377864,607.4898727755856,551.9756029223413,478.505711214652,525.9111324441758,612.617015667972,732.6288110618622,571.4510551263394,467.2651984550963,494.23494589395045,465.2137826255949,626.1437153766765,700.4402069369013,676.1373198423184,552.2721531377864,482.30642890754217,378.3239241165409,478.505711214652,582.382755355793,552.2721531377864,556.8477303636164,782.5924731657176,715.8477772314176,657.9047441483102,552.2721531377864,397.6850673448427,422.8497832242973,350.0559631693824,416.39183698218346,372.95203746965217,497.238535431987,390.8976592517356,484.5429594534071,341.09032270595446,334.87376971196846,330.3047290055915,338.17182842295335,285.9517742421789,235.73657489665533,239.2898600651323,271.9562257336665,410.0281808890731,394.2101245921108,346.8041771907562,446.4038980694402,426.4624851351951,428.8314189276817,457.9844930180189,368.8891562534963,397.8324849901002,520.8217393165692,475.55286143892266,544.7896676089908,605.2094994252608,590.7697268322869,528.3863360524398,458.2363286925043,690.1288160690685,412.93940508103356,380.6079050669756,403.2451118163597,564.4318320370983,334.6018135584666,475.55286143892266,544.565529855224,449.0922838896221
0.61,320.143245343837,386.1247888268346,418.3382894880343,364.39235896584864,322.62396726977863,474.6352503668669,428.8131044038482,514.2248785277404,308.77932941501274,423.9534114831411,447.8465197889612,372.95203746965217,429.0155916088776,407.2272222042238,386.1247888268346,556.3270194530895,402.26047045288436,330.3047290055915,372.95203746965217,372.95203746965217,413.14774947243217,362.8851048701848,482.15440019982657,514.2248785277404,363.14236195571954,402.26047045288436,482.30642890754217,474.6352503668669,497.238535431987,523.4188053025672,537.4120704296984,600.8607670106471,552.2721531377864,584.9035764245518,530.8286026115426,471.8262927460106,504.3405469614864,599.4965001853426,726.1539852469444,571.4510551263394,461.87688036126804,482.30642890754217,455.4750134836204,619.803167230102,688.3842348466451,667.7618672124413,542.1270059214445,478.505711214652,372.95203746965217,469.98669237510444,575.1642888858726,537.6863815887882,545.3230202785826,755.5948882905674,704.9465626291114,634.9391374703159,542.3120319353051,392.32391027400666,418.3382894880343,345.86609329971895,407.2272222042238,366.5709251835023,485.88487778092616,390.8976592517356,478.35089278074065,335.8283516156156,330.12652782226144,322.62396726977863,330.3047290055915,285.9517742421789,235.11966066501256,239.19066032867656,267.29773499165174,399.04869735710014,387.3482281881599,338.91586033045917,431.94721279483184,422.01727670226006,420.1776541386364,444.5577570616605,365.6828083503974,390.85628787094055,505.81772529290345,468.2736302493264,528.083752183005,579.8500114453929,578.1223128357831,511.2120741057679,433.10347956865485,615.3764482206428,399.04869735710014,367.56520658591376,390.7445815130712,544.5593621514076,326.2219360443055,465.9086683810597,531.3730903486546,431.68331231763466
0.62,300.4497466232366,375.16712399049106,407.2272222042237,347.6375063126424,316.2750335356538,474.6352503668669,419.3992912198355,480.0050753453395,303.04042009817374,421.1943408360317,441.96648383669736,363.14236195571954,423.9534114831411,402.26047045288436,379.87418284727386,547.8964216730868,393.06962984152983,325.84969942233937,364.28521636498044,363.14236195571954,413.14774947243217,350.0559631693824,468.24074362274905,497.238535431987,363.14236195571954,391.3540595788623,467.2651984550963,469.39920350933664,487.2165659835823,509.00303557538655,520.0977681881468,577.6963467946854,552.2721531377864,573.7392050867604,514.0259532047228,460.1883199807813,486.0339798173171,572.7736829982593,688.3842348466451,555.1105595584986,452.8000951500059,475.8737978381581,447.8465197889612,601.922375584288,667.7618672124413,648.3065373349947,530.8286026115426,467.2651984550963,364.28521636498044,451.46263598319877,557.4697700859685,518.5349271931256,533.0230918842611,721.2177080571597,700.4402069369013,617.6473217614629,539.1665896996735,391.3540595788623,409.1217909300504,338.562407890843,394.0394805366742,363.14236195571954,475.8737978381581,389.5105139004648,468.24074362274905,330.3047290055915,317.6307935653742,316.2750335356538,323.656201558598,282.9105200031262,228.01195590968172,238.44236417436883,262.6513991364098,385.5400622327723,381.1777715735204,331.0473197002763,423.51336066864746,419.19501466813807,403.2451118163597,425.54543323514883,353.4248955913852,383.91288421025024,493.033447282983,450.8829931026116,502.2991061032024,572.7391431875322,562.7465624904373,495.4568271510401,422.12553739027214,583.3443203691988,388.5233946803087,353.1410152947445,380.6079050669756,529.3400576521475,319.5676178736248,457.60514874257353,521.6129786424411,421.5853702048713
0.63,285.9517742421789,361.0843052714416,390.8976592517356,333.5612195944537,311.29832651120034,473.2523789227531,407.2272222042237,455.9669190295649,292.3840954168956,407.2272222042237,431.31177948315496,350.0559631693824,411.2531807466055,389.41803754371347,370.95579571445467,530.8286026115426,385.0814207155124,322.62396726977863,354.581343890001,352.91393270411425,402.26047045288436,341.99444031358274,455.6421958794713,482.49280645303094,356.71093481735085,379.87418284727386,454.30473671266407,467.2651984550963,477.2671637433608,494.83566380155787,494.83566380155787,565.403121040949,545.4484781262191,563.4250667879201,500.09512555763547,442.2604856343106,482.30642890754217,567.7541143437785,664.6075878319194,542.3120319353051,441.96648383669736,470.31377710401114,436.00981332291184,585.0741597120856,664.6075878319194,627.6354348596267,518.5349271931256,455.6421958794713,361.0843052714416,447.8465197889612,544.4448153451267,518.5349271931256,521.855964307546,696.5822958680194,691.7759960376784,599.9508168046691,528.4574674726705,386.2738414141663,400.7963414583111,330.4615873981369,381.6920566881212,355.43194463183954,462.1366588813428,386.2738414141663,460.05843072074396,322.62396726977863,311.29832651120034,311.29832651120034,316.2750335356538,279.0063881119896,222.55334659422903,234.59126661895192,250.88887595387268,368.62529989960285,368.2373656479173,326.32699629595817,419.19501466813807,414.79594026578275,394.2304055981731,415.0959608819638,349.3298597345532,374.10391733992213,475.5528614389227,433.36253932773076,489.7098478957289,562.7465624904373,542.9472239483248,479.11733584500763,413.32756830662834,546.58959065679,382.25190203336655,350.78479582188226,363.8654822306013,500.53979650835197,305.6117985053638,445.142019385585,511.47259663476274,414.89856868816037
0.64,282.51762710592146,352.714090487628,379.98111660261776,322.62396726977863,311.29832651120034,467.3871416010529,397.8680834691644,447.84651978896113,289.709002353605,402.4591405229379,424.15589868817057,343.54310150803724,402.26047045288436,386.2738414141663,352.714090487628,526.3827242261574,379.87418284727386,322.62396726977863,342.1493064330282,347.54204124758434,392.32391027400666,339.8245580552748,447.9911644367306,474.6352503668669,350.1622882621122,363.5347489762768,442.2016852747879,458.23998108021993,467.5600005315671,482.4555309439331,478.6577399223676,556.3270194530895,542.3120319353051,556.4698632821993,486.18180308810025,432.39233848281486,467.3871416010529,559.8981151808364,619.803167230102,520.4884784369023,441.96648383669736,462.34180046429293,429.0155916088776,575.5842672260894,631.7346855313056,599.9204851311365,500.56748385903126,447.84651978896113,356.71093481735085,429.3634541214878,537.6863815887882,500.09512555763547,512.1693168565569,672.07135430298,679.415287098038,586.2682427248218,518.5349271931256,386.2738414141663,390.95470929262643,322.62396726977863,375.9985360204415,346.03368809450546,451.62981837904965,380.9435204007135,442.2016852747879,316.4445035393688,305.6466923860198,306.8214312718922,305.6466923860198,269.51613286000145,217.05158088230354,232.0496699741265,247.06573241471176,357.5184719221228,357.89182546968027,322.2178805738341,399.3462832546171,410.0281808890731,382.58520470878386,404.8943623666766,342.95875174717344,364.2702192795416,466.89581654886194,422.12553739027214,489.7098478957289,531.9036341138248,521.124323186004,470.83242712161757,410.0281808890731,531.3667160515263,376.71992185746006,341.66906257573964,346.9634019360012,489.7098478957289,298.2769719378688,433.68019505806217,490.0037956099013,403.98529019227203
0.65,280.8790272711299,339.73414629451196,375.9985360204415,310.6685772371534,306.82143127189215,464.1880747108442,390.8976592517356,429.0155916088776,285.9517742421789,388.12336854919397,423.9534114831411,339.73414629451196,388.12336854919397,373.04727988314494,351.1192140966806,500.0951255576354,369.2090841786568,309.78692825348776,334.3964787601449,341.99444031358274,384.0380526041903,333.4418968564978,437.7121544241339,460.51304313087485,343.54310150803724,363.14236195571954,430.3662903584525,454.59730590540306,458.2399810802199,470.2132192198045,470.2132192198045,537.6863815887882,514.55642073277,545.4484781262191,472.04236640915343,423.26364382136376,462.1366588813429,539.5366417273949,599.7991584370061,503.4118610293939,437.7121544241339,451.46263598319877,421.1943408360317,568.5628201399635,619.803167230102,584.9035764245518,483.79744927145214,440.90290148355643,352.714090487628,422.29796909487544,514.55642073277,487.87377841705734,504.51743951998014,648.3065373349947,641.6581496004989,577.8472096210137,507.4720969490013,379.87418284727386,380.94352040071345,320.5117836285301,352.714090487628,339.73414629451196,444.31849821760284,372.95203746965217,425.9782835334357,309.78692825348776,301.8753632770107,305.5161658431452,296.9359229552824,267.2983431379234,209.44053617901523,229.70776964890598,242.54552887936688,347.1215317865723,350.78479582188226,316.4567730674377,395.80546437843384,410.0281808890731,369.9713788488791,399.1838320645445,341.66906257573964,355.3826998287513,440.9720386870508,414.5718879118815,476.9786512013566,516.3648043040032,502.73893350191497,465.8475527006553,403.2451118163597,508.97998911360617,368.8891562534963,331.0473197002763,336.9714761305935,470.83242712161746,281.6409885067879,421.2441308824913,478.55649074326317,388.2083454021753
0.66,278.73755490213875,335.25560247342736,363.14236195571954,301.8753632770107,301.8753632770107,450.5947680965818,385.3795258901759,421.4702479007427,280.8790272711299,378.9440276088341,407.2272222042238,330.6184457906822,382.5475267308729,363.14236195571954,339.73414629451196,483.7996395599868,361.59881944251106,307.1223775418923,325.84969942233937,335.8283516156156,366.7137819846599,325.07552370572483,423.95341148314117,438.1375873653903,341.99444031358274,355.7516921782174,423.2912345278349,432.92432007694686,446.4353111604179,462.13665888134284,462.13665888134284,537.6863815887882,497.238535431987,530.8286026115426,462.13665888134284,418.8185398734191,451.46263598319877,537.6863815887882,575.5842672260894,490.480458971405,436.4353985982174,441.96648383669736,407.2272222042238,556.6841290258643,602.1043656254836,574.5922963221494,474.6352503668669,437.7121544241339,345.86609329971895,407.2272222042238,504.51743951998014,471.13297051507527,495.4363817091651,631.321207861756,622.8973074465875,559.8981151808364,485.13936759897115,375.2673763682521,375.9985360204415,316.2750335356538,344.9368965830463,332.68897657228035,429.0155916088777,363.14236195571954,419.2631589087679,301.8753632770107,298.0655493432797,298.44653073665285,293.27433674639883,262.6513991364098,209.35312898019916,223.76778044668652,238.92859932696842,338.9177581917767,341.52180559919424,306.99309847326754,387.4128012639275,403.2451118163597,354.10475039055615,382.39499595722634,334.31568030818886,349.31750168523706,431.98697250704214,403.92341872363113,461.55957903572005,499.91100172885774,485.18513096647297,451.5366799972075,395.80546437843384,487.16764500355583,357.5184719221228,318.8792302252456,331.0473197002763,461.55957903572005,270.2754044958471,411.3031909605789,470.7696103811793,375.40759767586303
0.67,269.71947393280675,326.38430297232946,356.71093481735085,291.4792845278413,289.709002353605,430.5696986762155,382.5475267308729,407.2272222042238,271.9562257336665,372.95203746965217,402.26047045288436,327.85446273480267,373.3176172957468,363.1423619557196,335.8283516156156,478.505711214652,352.714090487628,298.5227270153273,316.78344354679876,330.3047290055915,353.1937118071946,316.2750335356538,414.1133404360638,426.2313925397223,336.297046977083,342.45903867191896,413.79656697438224,423.9534114831411,432.39233848281486,448.28045373226956,456.4215314396956,520.732672342374,478.9617973377987,512.6997843846041,448.28045373226956,404.4955087409869,442.67208815096876,511.9040830925332,571.4510551263394,483.98382681694073,424.5608730982293,432.39233848281486,398.2341157178075,543.7234327212163,588.7853373716495,561.2844679742963,470.31377710401114,426.2313925397223,341.99444031358274,407.2272222042238,500.6258032331166,464.4445016895317,482.753735016715,620.5640330076906,600.1631385193971,548.5191318814242,478.9617973377987,363.1423619557196,367.46237264285867,311.29832651120034,333.72827142759184,325.84969942233937,421.5254293136847,350.0559631693824,402.26047045288436,289.709002353605,290.1810776000679,291.4792845278413,289.709002353605,262.6513991364098,208.90489430231705,219.11865300258492,234.88686372654277,334.52754855871035,333.75069830679826,293.0988981652269,379.6774043363927,396.210868500767,341.1703619841558,368.8891562534963,327.8326998256029,341.0672076290704,423.77246622839283,399.1838320645445,449.619198439726,480.0754087589229,471.39887923969394,438.28467475017237,387.4128012639275,470.83242712161746,354.5549414340807,312.95888165736983,323.70049000464076,451.5366799972075,260.0476092228019,401.798491658099,464.20840025392613,370.19308618449884
