,1,2,3,4,5,6,7,8,9,10,11,12
0.0,478.50571121465276,667.7618672124422,1147.3272276843495,3908.4893007119,9912.101075056224,9500.24131513754,8571.63865618811,5693.5190498526235,3969.5873284923023,1861.266119584296,916.5538782645327,559.8981151808371
0.01,423.9534114831418,552.2721531377871,898.4080553732097,2185.294843907804,5316.706998119473,8001.138178595555,6293.6463137072815,5287.2360757137285,2842.7532688130286,1384.1938788753305,722.6112262416093,486.03397981731797
0.02,392.32391027400735,501.0680346293513,826.8598156245694,1783.0957436655067,4687.581028619189,6915.664408754579,5977.788550211733,4673.03346336621,2559.3566176021554,1228.05076131358,657.9047441483109,462.1366588813438
0.03,375.998536020442,470.313777104012,787.1370428473549,1547.6620333157211,4441.8306299330325,6445.957375792995,5655.412804720664,4388.550843428142,2378.906442820501,1179.8333969152582,615.7080894521205,441.96648383669816
0.04,363.14236195572005,441.96648383669816,742.2341132008321,1410.793338690557,3965.4447172610717,6002.962570707409,5537.063002227241,4162.299828174088,2294.7932635446464,1124.7606968921189,592.2327021454178,432.3923384828158
0.05,352.7140904876285,423.9534114831418,715.8477772314186,1230.8698541391682,3551.6568986649736,5750.597239311375,5461.037923581306,4008.8030324431675,2217.001802881083,1093.9514471511056,575.7754998683545,421.1943408360323
0.06,339.73414629451247,413.1477494724328,693.3721189511066,1160.7152979085868,3345.7074668016407,5616.470719623456,5361.991203595437,3877.0924849046523,2151.242137827093,1050.388049690345,571.4510551263401,407.2272222042244
0.07,333.4418968564982,402.260470452885,671.7809281930281,1126.3820015157135,3178.5167689416294,5361.991203595437,5256.888969216422,3757.8649013471977,2109.0659898847352,1012.3881652246155,559.8981151808371,402.260470452885
0.08,325.8496994223399,392.32391027400735,641.6581496004998,1098.6992543957588,2913.3070623553967,5134.132089986533,5152.493411313258,3637.225342826438,2069.137752051738,995.6407772993666,552.2721531377871,395.4449666875332
0.09,322.6239672697792,386.2738414141669,626.1437153766773,1042.6730544067316,2723.4532292141116,4968.121076690244,5016.415705474284,3544.094497887434,2016.21989591943,967.1985463855963,542.3120319353056,390.8976592517362
0.1,316.2750335356542,382.54752673087347,607.4170586651952,1015.7994747954358,2563.8807488261405,4837.078533945364,4893.878603043307,3466.122490374596,1972.9945886716464,949.4572903709698,530.9900366435386,383.1486038502149
0.11,308.7793294150132,379.8741828472745,599.7991584370069,1002.0618911714223,2410.50984602302,4674.891494557653,4760.4191347302585,3419.9005276636103,1938.363286248882,935.5236627902723,523.4188053025679,382.5475267308734
0.12,301.93113844226355,370.18927824266746,588.3152421752274,977.2600169191296,2272.243478504044,4536.490341256198,4657.464915781209,3398.6474445108142,1898.7540479665972,916.5538782645327,513.3935142956268,379.8741828472745
0.13,298.06554934328017,363.14236195572005,578.485885873432,967.0869179908012,2216.568856327651,4458.846567917367,4532.390455966037,3345.707466801641,1878.6814546696178,900.7722713547257,504.51743951998105,376.51876549950066
0.14,293.64296274079743,352.7140904876285,571.4510551263401,955.1505921610872,2125.311197804529,4359.2457801432865,4476.342208292831,3263.9849280268336,1831.693353838979,883.0497130881009,500.0951255576363,372.9520374696528
0.15,289.7090023536055,345.86609329971947,562.7465624904379,940.7913317052744,2015.8932390368886,4260.087170221277,4412.540855456064,3179.9623465516356,1794.2212989814334,856.6558645832117,497.2385354319877,368.2080808734606
0.16,289.7090023536055,341.99444031358325,559.8981151808371,931.9556564484893,1942.0227354720273,4110.595295502984,4350.6449474688425,3127.4658310388104,1769.3102693715232,842.9290012782417,487.101276794305,363.14236195572005
0.17,285.9517742421793,339.73414629451247,552.2721531377871,921.9049170304786,1861.2661195842961,3991.5320508711084,4288.861996046126,3088.176467521282,1734.8542044148987,817.7098609793824,482.3064289075432,356.71093481735153
0.18,282.51762710592186,335.8283516156162,547.4366132675199,907.3771579506156,1768.9391864837398,3908.4893007119,4210.612535415034,3028.75119345009,1708.8902294195252,803.7615307309507,479.1173358450085,352.7140904876285
0.19,282.51762710592186,333.4418968564982,542.3120319353056,900.7722713547256,1683.4305970646828,3827.9474471427307,4136.732185891418,2972.0150145948683,1668.856618335525,787.5952945111352,474.6352503668677,350.05596316938284
0.2,282.51762710592186,330.304729005592,537.686381588789,883.0161320391276,1609.5090905277323,3764.249434869952,4044.040757350338,2937.696890581419,1650.0169117872456,780.5715483568789,470.83242712161825,345.8660932997194
0.21,280.87902727113044,325.8496994223399,530.8286026115434,877.9552657901249,1536.231300991999,3699.386632187946,4018.548210501158,2918.976914876528,1624.189810121089,764.8932183247468,467.2651984550972,341.99444031358325
0.22,279.3120898448384,323.7004900046412,520.5015856192881,864.5221936900273,1489.069184313008,3633.7532148215028,3969.153554217171,2891.117890135456,1593.032437611127,755.778127045612,467.2651984550972,340.80926979478426
0.23,275.0270298988171,322.6239672697792,511.90408309253394,854.6593358595128,1443.9134076440844,3556.284105035198,3899.073659819831,2851.0349296246977,1585.9479244323388,742.2341132008321,462.13665888134386,339.73414629451247
0.24,271.95622573366694,320.5117836285307,504.51743951998105,836.8761499139279,1416.1217548195655,3474.1501662886303,3825.6459193409846,2829.799901902463,1552.8856878026322,732.6288110618632,456.26073049242797,335.8283516156162
0.25,270.27540449584757,316.2750335356542,497.2385354319877,823.3405630364207,1382.8780394653745,3410.9023030930184,3764.249434869952,2796.440324959156,1536.231300991999,726.5834105809257,451.5366799972082,333.4418968564982
0.26,269.41446232359925,311.29832651120086,489.7295615868966,814.2965068478966,1338.5432815744448,3341.2438651410203,3741.099861372896,2767.095916118246,1520.9751731139752,715.8477772314186,449.43128374040805,330.943357003021
