Exceedance,Flow
0.0,9912.101075056224
0.001,8759.321491853902
0.002,7711.304088144379
0.003,6867.96339731113
0.004,6348.595621445872
0.005,6117.665591240456
0.006,5914.205541346333
0.007,5773.590787741867
0.008,5674.464041460988
0.009000000000000001,5617.413979628223
0.01,5537.063002227241
0.011,5461.037923581306
0.012,5390.8183966334
0.013000000000000001,5324.653074436762
0.014,5256.888969216423
0.015,5182.528229699604
0.016,5108.050331969236
0.017,5016.415705474284
0.018000000000000002,4954.626018140619
0.019,4893.878603043307
0.02,4818.711802514914
0.021,4760.4191347302585
0.022,4697.468696317771
0.023,4647.033383496309
0.024,4590.209855894936
0.025,4532.390455966037
0.026000000000000002,4501.32750237501
0.027,4476.342208292831
0.028,4441.8306299330325
0.029,4404.034538613209
0.03,4359.2457801432865
0.031,4321.4688137136545
0.032,4284.997445112652
0.033,4251.614419978151
0.034,4187.9334126730355
0.035,4156.1324265218345
0.036000000000000004,4108.012686900387
0.037,4070.2283315072204
0.038,4025.7273286907453
0.039,3998.4109019957555
0.04,3969.5873284923027
0.041,3935.809403737716
0.042,3908.4893007119
0.043000000000000003,3879.7630520343687
0.044,3848.3987201958935
0.045,3825.6459193409846
0.046,3786.4159877147913
0.047,3764.249434869952
0.048,3749.765986323987
0.049,3722.2609733027575
0.05,3700.58479112856
0.051000000000000004,3672.4581895156643
0.052000000000000005,3636.51361567394
0.053,3616.369161032348
0.054,3592.728675538064
0.055,3561.3428219124244
0.056,3542.0462400251404
0.057,3523.9046589868176
0.058,3499.206317992135
0.059000000000000004,3482.678716691737
0.06,3466.122490374596
0.061,3456.670467956612
0.062,3428.5991453471465
0.063,3419.9005276636103
0.064,3410.2855387523305
0.065,3398.6474445108142
0.066,3388.268214229829
0.067,3373.2020563394635
0.068,3345.7074668016407
0.069,3323.6105519973225
0.07,3303.454729422824
0.07100000000000001,3283.774797836415
0.07200000000000001,3263.9849280268336
0.073,3243.1581659911158
0.074,3224.521897186546
0.075,3205.736936928592
0.076,3177.743128695898
0.077,3161.1606073167786
0.078,3141.2121785854492
0.079,3128.8142458726097
0.08,3116.6940889423554
0.081,3102.3986077628033
0.082,3088.3326902337435
0.083,3076.0242642515136
0.084,3062.382301132312
0.085,3049.2167576401143
0.08600000000000001,3041.728189843241
0.08700000000000001,3026.242973486972
0.088,3010.5011147800296
0.089,2997.40144933621
0.09,2983.091137353513
0.091,2971.0135930152464
0.092,2961.8866977679468
0.093,2944.254691421916
0.094,2934.544067640429
0.095,2919.602346408779
0.096,2914.494793725859
0.097,2907.1291099888244
0.098,2891.117890135456
0.099,2876.1207449269996
0.1,2860.071249515924
0.101,2851.0349296246977
0.10200000000000001,2847.638740492026
0.10300000000000001,2829.799901902463
0.10400000000000001,2815.488657291132
0.105,2799.7520826810887
0.106,2782.8298748911047
0.107,2767.095916118246
0.108,2758.9368686024773
0.109,2758.9368686024773
0.11,2729.319367170409
0.111,2718.0191594541047
0.112,2708.8949918462617
0.113,2688.6948527990803
0.114,2677.0269596508538
0.115,2677.0269596508538
0.116,2646.8420534241463
0.117,2639.7464211249912
0.11800000000000001,2627.351615078718
0.11900000000000001,2611.680527624073
0.12,2599.526898715373
0.121,2588.130878115855
0.122,2577.392004833604
0.123,2561.479877462897
0.124,2549.262847794455
0.125,2549.262847794455
0.126,2514.979259928104
