ExceedanceRnd,LowHeadShutoff,EWRTotal,FlowSpill,FlowAvailableForGeneration,FlowCanal,Power,Energy,LevelHeadpond,LevelTailwater,HeadTurbine1,Flow,GenerationVol,MaxGenerationFlow,MaxFlowFromStore,MorningMaxVolFromStore,EveningMaxVolFromStore,NightMaxVolToStore,StandardMaxVolToStore,NightStoreVol,StandardStoreVol,NightExtraFlow,NightFlowCanal,MorningExtraFlow,MorningFlowCanal,StandardExtraFlow,StandardFlowCanal,EveningExtraFlow,EveningFlowCanal,NightTotalFlow,MorningTotalFlow,StandardTotalFlow,EveningTotalFlow,NightVol,MorningVol,StandardVol,EveningVol,NightEnergy,MorningEnergy,StandardEnergy,EveningEnergy,MorningEnergyTransfer,EveningEnergyTransfer,NightPower,MorningPower,StandardPower,EveningPower,NightHeadpondChange,StandardHeadpondChange,NightTailwaterLevel,MorningTailwaterLevel,StandardTailwaterLevel,EveningTailwaterLevel,NightTailwaterChange,StandardTailwaterChange,NightSupplyLimit,StandardSupplyLimit
0.0,1.0,276.63235294117646,8588.543600025814,8588.543600025814,0.0,0.0,0.0,990.5276422287125,981.7643863364171,6.82635389918011,8865.17595296699,0.0,1100.0,1100.0,11.88,11.88,304.6875696009293,243.75005568074346,0.0,11.88,0.0,0.0,0.0,0.0,412.50000000000006,-412.50000000000006,1100.0,1100.0,8865.17595296699,8865.17595296699,8452.67595296699,9965.17595296699,0.0,0.0,-11.880000000000003,11.88,,,,,,,,,,,0.0,1.1880000000000002,981.7929477730147,981.7929477730147,981.5180715171302,982.3898945401135,0.0,0.8718230229832216,False,False
0.005,1.0,324.51724137931035,6154.272847717582,6154.272847717582,0.0,0.0,0.0,990.1282092954167,979.4843504475292,8.706956854773324,6478.790089096893,0.0,1100.0,1100.0,11.88,11.88,217.05382251783297,173.64305801426636,0.0,11.88,0.0,0.0,0.0,0.0,412.50000000000006,-412.50000000000006,1100.0,1100.0,6478.790089096893,6478.790089096893,6066.290089096893,7578.790089096893,0.0,0.0,-11.880000000000003,11.88,,,,,,,,,,,0.0,1.1880000000000002,979.6467426569465,979.6467426569465,978.8921361890859,980.8193606729399,0.0,1.9272244838539336,False,False
0.01,0.5621301775147929,321.1656804733728,4741.890221884257,5223.5470266179855,481.6568047337278,38.47113052576644,923.3071326183943,990.050823956075,978.1489154858583,9.96500647710247,5544.712707091359,41.615147928994084,1100.0,618.3431952662722,6.678106508875739,6.678106508875739,183.5476929582475,146.838154366598,6.678106508875739,6.678106508875739,185.50295857988166,296.1538461538462,618.3431952662721,1100.0,231.87869822485206,249.77810650887577,618.3431952662721,1100.0,5359.2097485114755,6163.05590235763,5312.834008866505,6163.05590235763,10.661538461538465,11.88,7.193609467455622,11.88,236.54546471923962,263.5792321157241,159.6032036677067,263.5792321157241,148.16584053842476,148.16584053842476,23.65454647192396,87.8597440385747,19.95040045846334,87.8597440385747,0.667810650887574,0.667810650887574,977.8750127488926,979.0247432368622,977.80510259344,979.0247432368622,1.1497304879695776,1.2196406434221672,False,False
0.015,0.0,305.94767441860466,3785.016337998179,4885.016337998177,1100.0,91.54833804300591,2197.160113032143,990.0220617109582,977.618190681106,10.466969036737755,5190.96401241678,95.04,1100.0,0.0,0.0,0.0,171.36058816793437,137.0884705343475,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,5190.964012416784,5190.964012416784,5190.964012416784,5190.964012416784,39.6,11.88,31.68,11.88,915.4833804300595,274.64501412901785,732.3867043440475,274.64501412901785,0.0,0.0,91.54833804300594,91.54833804300596,91.54833804300594,91.54833804300596,0.0,0.0,977.619348675368,977.619348675368,977.619348675368,977.619348675368,0.0,0.0,False,False
0.02,0.0,302.5232558139535,3375.069914800552,4475.069914800553,1100.0,98.867100506941,2372.810412166583,990.0,976.9641953923117,11.098902614574543,4777.593170614507,95.04,1100.0,0.0,0.0,0.0,156.60251693281992,125.28201354625593,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,4777.593170614506,4777.593170614506,4777.593170614506,4777.593170614506,39.6,11.88,31.68,11.88,988.6710050694095,296.60130152082286,790.9368040555275,296.60130152082286,0.0,0.0,98.86710050694094,98.86710050694096,98.86710050694094,98.86710050694096,0.0,0.0,976.965961896903,976.965961896903,976.965961896903,976.965961896903,0.0,0.0,False,False
0.025,0.0,283.1058823529412,3105.5861320696736,4205.586132069675,1100.0,104.44286396582336,2506.6287351797646,990.0,976.4857998306688,11.577298176216143,4488.692014422615,95.04,1100.0,0.0,0.0,0.0,146.9011007545083,117.52088060360664,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,4488.692014422615,4488.692014422615,4488.692014422615,4488.692014422615,39.6,11.88,31.68,11.88,1044.4286396582352,313.3285918974706,835.5429117265882,313.3285918974706,0.0,0.0,104.44286396582352,104.44286396582352,104.44286396582352,104.44286396582352,0.0,0.0,976.4859968606067,976.4859968606067,976.4859968606067,976.4859968606067,0.0,0.0,False,False
0.03,0.0,285.3878787878788,2923.0960092753985,4023.0960092753976,1100.0,108.074453639896,2593.786887357505,990.0,976.175404232633,11.887693774252517,4308.483888063276,95.04,1100.0,0.0,0.0,0.0,140.3314563339143,112.26516506713145,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,4308.483888063278,4308.483888063278,4308.483888063278,4308.483888063278,39.6,11.88,31.68,11.88,1080.7445363989602,324.2233609196881,864.5956291191682,324.2233609196881,0.0,0.0,108.07445363989602,108.07445363989603,108.07445363989602,108.07445363989603,0.0,0.0,976.1759175578336,976.1759175578336,976.1759175578336,976.1759175578336,0.0,0.0,False,False
0.035,0.0,290.5780346820809,2682.4449865167667,3782.4449865167685,1100.0,112.97977932775069,2711.514703866019,990.0,975.7568870952141,12.30621091166959,4073.0230211988496,95.04,1100.0,0.0,0.0,0.0,131.66801951460366,105.33441561168294,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,4073.0230211988473,4073.0230211988473,4073.0230211988473,4073.0230211988473,39.6,11.88,31.68,11.88,1129.7977932775077,338.93933798325236,903.8382346220062,338.93933798325236,0.0,0.0,112.97977932775078,112.97977932775079,112.97977932775078,112.97977932775079,0.0,0.0,975.7573472946784,975.7573472946784,975.7573472946784,975.7573472946784,0.0,0.0,False,False
0.04,0.0,283.9230769230769,2536.3449875211872,3636.3449875211904,1100.0,116.26423382535458,2790.34161180851,990.0,975.4768973273009,12.586200679584273,3920.268064444269,95.04,1100.0,0.0,0.0,0.0,126.40841955076286,101.12673564061028,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3920.2680644442644,3920.2680644442644,3920.2680644442644,3920.2680644442644,39.6,11.88,31.68,11.88,1162.6423382535459,348.79270147606377,930.1138706028366,348.79270147606377,0.0,0.0,116.26423382535458,116.2642338253546,116.26423382535458,116.2642338253546,0.0,0.0,975.4770976707741,975.4770976707741,975.4770976707741,975.4770976707741,0.0,0.0,False,False
0.045,0.0,281.4689265536723,2417.578363179719,3517.5783631797217,1100.0,118.93362588673207,2854.407021281566,990.0,975.2493394132492,12.813758593637395,3799.047289733395,95.04,1100.0,0.0,0.0,0.0,122.13282107446999,97.70625685957599,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3799.047289733391,3799.047289733391,3799.047289733391,3799.047289733391,39.6,11.88,31.68,11.88,1189.3362588673192,356.80087766019574,951.4690070938552,356.80087766019574,0.0,0.0,118.93362588673192,118.93362588673192,118.9336258867319,118.93362588673192,0.0,0.0,975.2495113622284,975.2495113622284,975.2495113622284,975.2495113622284,0.0,0.0,False,False
0.05,0.0,281.0989010989011,2252.67258539473,3352.672585394732,1100.0,122.66521388899088,2943.9651333357797,990.0,974.9310198692673,13.132078137617295,3633.771486493632,95.04,1100.0,0.0,0.0,0.0,116.19621307421035,92.95697045936828,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3633.771486493631,3633.771486493631,3633.771486493631,3633.771486493631,39.6,11.88,31.68,11.88,1226.6521388899082,367.99564166697246,981.3217111119264,367.99564166697246,0.0,0.0,122.66521388899082,122.66521388899082,122.6652138889908,122.66521388899082,0.0,0.0,974.9313841124671,974.9313841124671,974.9313841124671,974.9313841124671,0.0,0.0,False,False
0.055,0.0,275.74375,2140.460505555779,3240.460505555776,1100.0,125.37973747497844,3009.1136993994796,990.0,974.6991988953484,13.36389911153719,3516.204255555778,95.04,1100.0,0.0,0.0,0.0,112.15657820000793,89.72526256000636,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3516.204255555779,3516.204255555779,3516.204255555779,3516.204255555779,39.6,11.88,31.68,11.88,1253.797374749783,376.13921242493495,1003.0378997998264,376.13921242493495,0.0,0.0,125.37973747497831,125.37973747497831,125.3797374749783,125.37973747497831,0.0,0.0,974.6992871161056,974.6992871161056,974.6992871161056,974.6992871161056,0.0,0.0,False,False
0.06,0.0,278.5029239766082,2078.056710181977,3178.0567101819793,1100.0,126.77900504562771,3042.696121095057,990.0,974.5795659668179,13.483532040065406,3456.5596341585865,95.04,1100.0,0.0,0.0,0.0,109.91004156655126,87.928033253241,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3456.559634158585,3456.559634158585,3456.559634158585,3456.559634158585,39.6,11.88,31.68,11.88,1267.790050456274,380.3370151368822,1014.2320403650191,380.3370151368822,0.0,0.0,126.7790050456274,126.7790050456274,126.77900504562739,126.7790050456274,0.0,0.0,974.579607718495,974.579607718495,974.579607718495,974.579607718495,0.0,0.0,False,False
0.065,0.0,268.0,2014.079146927033,3114.079146927033,1100.0,128.54866059570915,3085.1678542970208,990.0,974.4280922125362,13.635005794348617,3382.079146927032,95.04,1100.0,0.0,0.0,0.0,107.60684928937319,86.08547943149854,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3382.079146927033,3382.079146927033,3382.079146927033,3382.079146927033,39.6,11.88,31.68,11.88,1285.4866059570918,385.64598178712754,1028.3892847656734,385.64598178712754,0.0,0.0,128.54866059570918,128.54866059570918,128.54866059570918,128.54866059570918,0.0,0.0,974.4282695271702,974.4282695271702,974.4282695271702,974.4282695271702,0.0,0.0,False,False
0.07,0.0,259.5891891891892,1902.4494526528024,3002.4494526528047,1100.0,131.44801485245722,3154.7523564589733,990.0,974.1794754612267,13.883622545659742,3262.0386418419935,95.04,1100.0,0.0,0.0,0.0,103.58818029550096,82.87054423640078,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3262.0386418419916,3262.0386418419916,3262.0386418419916,3262.0386418419916,39.6,11.88,31.68,11.88,1314.480148524572,394.34404455737166,1051.5841188196578,394.34404455737166,0.0,0.0,131.44801485245722,131.44801485245722,131.44801485245722,131.44801485245722,0.0,0.0,974.1797766826911,974.1797766826911,974.1797766826911,974.1797766826911,0.0,0.0,False,False
0.075,0.0,258.780487804878,1795.88509717608,2895.8850971760785,1100.0,134.0899732709893,3218.1593585037463,990.0,973.9523830524748,14.110714954411215,3154.665584980957,95.04,1100.0,0.0,0.0,0.0,99.75186349833882,79.80149079867107,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3154.665584980958,3154.665584980958,3154.665584980958,3154.665584980958,39.6,11.88,31.68,11.88,1340.8997327098944,402.2699198129683,1072.7197861679153,402.2699198129683,0.0,0.0,134.08997327098945,134.08997327098942,134.08997327098942,134.08997327098942,0.0,0.0,973.9525019031657,973.9525019031657,973.9525019031657,973.9525019031657,0.0,0.0,False,False
0.08,0.0,252.21290322580646,1732.9673525199096,2832.9673525199087,1100.0,135.82701498493427,3259.8483596384185,990.0,973.8027130004011,14.260385006484187,3085.1802557457154,95.04,1100.0,0.0,0.0,0.0,97.48682469071672,77.98945975257337,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3085.180255745716,3085.180255745716,3085.180255745716,3085.180255745716,39.6,11.88,31.68,11.88,1358.2701498493411,407.4810449548023,1086.6161198794728,407.4810449548023,0.0,0.0,135.82701498493412,135.8270149849341,135.8270149849341,135.8270149849341,0.0,0.0,973.8027916848872,973.8027916848872,973.8027916848872,973.8027916848872,0.0,0.0,False,False
0.085,0.0,249.05494505494505,1674.08407867542,2774.0840786754147,1100.0,137.39616172125753,3297.5078813101863,990.0,973.6672362160966,14.395861790790372,3023.1390237303603,95.04,1100.0,0.0,0.0,0.0,95.36702683231492,76.29362146585194,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3023.139023730365,3023.139023730365,3023.139023730365,3023.139023730365,39.6,11.88,31.68,11.88,1373.9616172125777,412.18848516377335,1099.169293770062,412.18848516377335,0.0,0.0,137.39616172125778,137.39616172125778,137.39616172125776,137.39616172125778,0.0,0.0,973.667308397185,973.667308397185,973.667308397185,973.667308397185,0.0,0.0,False,False
0.09,0.0,249.7826086956522,1603.478939645985,2703.4789396459782,1100.0,139.18385867736882,3340.4126082568514,990.0,973.5125527355569,14.55054527132821,2953.2615483416303,95.04,1100.0,0.0,0.0,0.0,92.82524182725523,74.26019346180416,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2953.2615483416375,2953.2615483416375,2953.2615483416375,2953.2615483416375,39.6,11.88,31.68,11.88,1391.8385867736881,417.5515760321064,1113.4708694189505,417.5515760321064,0.0,0.0,139.18385867736882,139.18385867736882,139.18385867736882,139.18385867736882,0.0,0.0,973.5126012308889,973.5126012308889,973.5126012308889,973.5126012308889,0.0,0.0,False,False
0.095,0.0,261.4259259259259,1532.5337009368814,2632.5337009368855,1100.0,140.71902615691107,3377.2566277658652,990.0,973.3793917366816,14.68370627020513,2893.9596268628115,95.04,1100.0,0.0,0.0,0.0,90.27121323372788,72.2169705869823,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2893.9596268628075,2893.9596268628075,2893.9596268628075,2893.9596268628075,39.6,11.88,31.68,11.88,1407.1902615691106,422.15707847073315,1125.7522092552883,422.15707847073315,0.0,0.0,140.71902615691107,140.71902615691104,140.71902615691104,140.71902615691104,0.0,0.0,973.3795000276232,973.3795000276232,973.3795000276232,973.3795000276232,0.0,0.0,False,False
