ExceedanceRnd,LowHeadShutoff,EWRTotal,FlowSpill,FlowAvailableForGeneration,FlowCanal,Power,Energy,LevelHeadpond,LevelTailwater,HeadTurbine1,Flow,GenerationVol,MaxGenerationFlow,MaxFlowFromStore,MorningMaxVolFromStore,EveningMaxVolFromStore,NightMaxVolToStore,StandardMaxVolToStore,NightStoreVol,StandardStoreVol,NightExtraFlow,NightFlowCanal,MorningExtraFlow,MorningFlowCanal,StandardExtraFlow,StandardFlowCanal,EveningExtraFlow,EveningFlowCanal,NightTotalFlow,MorningTotalFlow,StandardTotalFlow,EveningTotalFlow,NightVol,MorningVol,StandardVol,EveningVol,NightEnergy,MorningEnergy,StandardEnergy,EveningEnergy,MorningEnergyTransfer,EveningEnergyTransfer,NightPower,MorningPower,StandardPower,EveningPower,NightHeadpondChange,StandardHeadpondChange,NightTailwaterLevel,MorningTailwaterLevel,StandardTailwaterLevel,EveningTailwaterLevel,NightTailwaterChange,StandardTailwaterChange,NightSupplyLimit,StandardSupplyLimit
0.05,0.0,281.0989010989011,2252.67258539473,3352.672585394732,1100.0,122.66521388899088,2943.9651333357797,990.0,974.9310198692673,13.132078137617295,3633.771486493632,95.04,1100.0,0.0,0.0,0.0,118.89621307421035,95.11697045936828,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3633.771486493631,3633.771486493631,3633.771486493631,3633.771486493631,39.6,11.88,31.68,11.88,1226.6521388899082,367.99564166697246,981.3217111119264,367.99564166697246,0.0,0.0,122.66521388899082,122.66521388899082,122.6652138889908,122.66521388899082,0.0,0.0,974.9313841124671,974.9313841124671,974.9313841124671,974.9313841124671,0.0,0.0,False,False
0.055,0.0,275.74375,2140.460505555779,3240.460505555776,1100.0,125.37973747497844,3009.1136993994796,990.0,974.6991988953484,13.36389911153719,3516.204255555778,95.04,1100.0,0.0,0.0,0.0,114.85657820000793,91.88526256000635,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3516.204255555779,3516.204255555779,3516.204255555779,3516.204255555779,39.6,11.88,31.68,11.88,1253.797374749783,376.13921242493495,1003.0378997998264,376.13921242493495,0.0,0.0,125.37973747497831,125.37973747497831,125.3797374749783,125.37973747497831,0.0,0.0,974.6992871161056,974.6992871161056,974.6992871161056,974.6992871161056,0.0,0.0,False,False
0.06,0.0,278.5029239766082,2078.056710181977,3178.0567101819793,1100.0,126.77900504562771,3042.696121095057,990.0,974.5795659668179,13.483532040065406,3456.5596341585865,95.04,1100.0,0.0,0.0,0.0,112.61004156655126,90.08803325324101,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3456.559634158585,3456.559634158585,3456.559634158585,3456.559634158585,39.6,11.88,31.68,11.88,1267.790050456274,380.3370151368822,1014.2320403650191,380.3370151368822,0.0,0.0,126.7790050456274,126.7790050456274,126.77900504562739,126.7790050456274,0.0,0.0,974.579607718495,974.579607718495,974.579607718495,974.579607718495,0.0,0.0,False,False
0.065,0.0,268.0,2014.079146927033,3114.079146927033,1100.0,128.54866059570915,3085.1678542970208,990.0,974.4280922125362,13.635005794348617,3382.079146927032,95.04,1100.0,0.0,0.0,0.0,110.30684928937319,88.24547943149854,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3382.079146927033,3382.079146927033,3382.079146927033,3382.079146927033,39.6,11.88,31.68,11.88,1285.4866059570918,385.64598178712754,1028.3892847656734,385.64598178712754,0.0,0.0,128.54866059570918,128.54866059570918,128.54866059570918,128.54866059570918,0.0,0.0,974.4282695271702,974.4282695271702,974.4282695271702,974.4282695271702,0.0,0.0,False,False
0.07,0.0,259.5891891891892,1902.4494526528024,3002.4494526528047,1100.0,131.44801485245722,3154.7523564589733,990.0,974.1794754612267,13.883622545659742,3262.0386418419935,95.04,1100.0,0.0,0.0,0.0,106.28818029550096,85.03054423640077,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3262.0386418419916,3262.0386418419916,3262.0386418419916,3262.0386418419916,39.6,11.88,31.68,11.88,1314.480148524572,394.34404455737166,1051.5841188196578,394.34404455737166,0.0,0.0,131.44801485245722,131.44801485245722,131.44801485245722,131.44801485245722,0.0,0.0,974.1797766826911,974.1797766826911,974.1797766826911,974.1797766826911,0.0,0.0,False,False
0.075,0.0,258.780487804878,1795.88509717608,2895.8850971760785,1100.0,134.0899732709893,3218.1593585037463,990.0,973.9523830524748,14.110714954411215,3154.665584980957,95.04,1100.0,0.0,0.0,0.0,102.45186349833882,81.96149079867106,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3154.665584980958,3154.665584980958,3154.665584980958,3154.665584980958,39.6,11.88,31.68,11.88,1340.8997327098944,402.2699198129683,1072.7197861679153,402.2699198129683,0.0,0.0,134.08997327098945,134.08997327098942,134.08997327098942,134.08997327098942,0.0,0.0,973.9525019031657,973.9525019031657,973.9525019031657,973.9525019031657,0.0,0.0,False,False
0.08,0.0,252.21290322580646,1732.9673525199096,2832.9673525199087,1100.0,135.82701498493427,3259.8483596384185,990.0,973.8027130004011,14.260385006484187,3085.1802557457154,95.04,1100.0,0.0,0.0,0.0,100.18682469071672,80.14945975257336,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3085.180255745716,3085.180255745716,3085.180255745716,3085.180255745716,39.6,11.88,31.68,11.88,1358.2701498493411,407.4810449548023,1086.6161198794728,407.4810449548023,0.0,0.0,135.82701498493412,135.8270149849341,135.8270149849341,135.8270149849341,0.0,0.0,973.8027916848872,973.8027916848872,973.8027916848872,973.8027916848872,0.0,0.0,False,False
0.085,0.0,249.05494505494505,1674.08407867542,2774.0840786754147,1100.0,137.39616172125753,3297.5078813101863,990.0,973.6672362160966,14.395861790790372,3023.1390237303603,95.04,1100.0,0.0,0.0,0.0,98.06702683231492,78.45362146585195,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3023.139023730365,3023.139023730365,3023.139023730365,3023.139023730365,39.6,11.88,31.68,11.88,1373.9616172125777,412.18848516377335,1099.169293770062,412.18848516377335,0.0,0.0,137.39616172125778,137.39616172125778,137.39616172125776,137.39616172125778,0.0,0.0,973.667308397185,973.667308397185,973.667308397185,973.667308397185,0.0,0.0,False,False
0.09,0.0,249.7826086956522,1603.478939645985,2703.4789396459782,1100.0,139.18385867736882,3340.4126082568514,990.0,973.5125527355569,14.55054527132821,2953.2615483416303,95.04,1100.0,0.0,0.0,0.0,95.52524182725521,76.42019346180416,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2953.2615483416375,2953.2615483416375,2953.2615483416375,2953.2615483416375,39.6,11.88,31.68,11.88,1391.8385867736881,417.5515760321064,1113.4708694189505,417.5515760321064,0.0,0.0,139.18385867736882,139.18385867736882,139.18385867736882,139.18385867736882,0.0,0.0,973.5126012308889,973.5126012308889,973.5126012308889,973.5126012308889,0.0,0.0,False,False
0.095,0.0,261.4259259259259,1532.5337009368814,2632.5337009368855,1100.0,140.71902615691107,3377.2566277658652,990.0,973.3793917366816,14.68370627020513,2893.9596268628115,95.04,1100.0,0.0,0.0,0.0,92.97121323372787,74.3769705869823,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2893.9596268628075,2893.9596268628075,2893.9596268628075,2893.9596268628075,39.6,11.88,31.68,11.88,1407.1902615691106,422.15707847073315,1125.7522092552883,422.15707847073315,0.0,0.0,140.71902615691107,140.71902615691104,140.71902615691104,140.71902615691104,0.0,0.0,973.3795000276232,973.3795000276232,973.3795000276232,973.3795000276232,0.0,0.0,False,False
0.1,0.0,256.50555555555553,1459.2500686324468,2559.2500686324447,1100.0,142.7674125462813,3426.417901110756,990.0,973.2012360974826,14.86186190940246,2815.7556241879993,95.04,1100.0,0.0,0.0,0.0,90.33300247076801,72.2664019766144,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2815.755624188002,2815.755624188002,2815.755624188002,2815.755624188002,39.6,11.88,31.68,11.88,1427.6741254628148,428.3022376388445,1142.139300370252,428.3022376388445,0.0,0.0,142.7674125462815,142.7674125462815,142.7674125462815,142.7674125462815,0.0,0.0,973.201350198335,973.201350198335,973.201350198335,973.201350198335,0.0,0.0,False,False
0.105,0.0,254.87912087912088,1388.9507715488924,2488.9507715488867,1100.0,144.67620195835275,3472.2288470004605,990.0,973.0346791686445,15.028418838241787,2743.829892428007,95.04,1100.0,0.0,0.0,0.0,87.80222777575992,70.24178222060793,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2743.8298924280134,2743.8298924280134,2743.8298924280134,2743.8298924280134,39.6,11.88,31.68,11.88,1446.7620195835252,434.02860587505756,1157.4096156668202,434.02860587505756,0.0,0.0,144.67620195835252,144.67620195835252,144.67620195835252,144.67620195835252,0.0,0.0,973.0347766890175,973.0347766890175,973.0347766890175,973.0347766890175,0.0,0.0,False,False
0.11,0.0,243.25641025641025,1342.9664802094012,2442.9664802094026,1100.0,146.2222711567653,3509.3345077623662,990.0,972.8993621690438,15.163735837840717,2686.2228904658123,95.04,1100.0,0.0,0.0,0.0,86.1467932875385,68.9174346300308,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2686.2228904658114,2686.2228904658114,2686.2228904658114,2686.2228904658114,39.6,11.88,31.68,11.88,1462.2227115676526,438.6668134702958,1169.778169254122,438.6668134702958,0.0,0.0,146.22227115676526,146.22227115676526,146.22227115676526,146.22227115676526,0.0,0.0,972.8994147662524,972.8994147662524,972.8994147662524,972.8994147662524,0.0,0.0,False,False
0.115,0.0,249.8187134502924,1272.94986599965,2372.9498659996493,1100.0,147.94457446898124,3550.669787255551,990.0,972.7481224791634,15.314975527722716,2622.7685794499416,95.04,1100.0,0.0,0.0,0.0,83.62619517598738,66.9009561407899,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2622.768579449942,2622.768579449942,2622.768579449942,2622.768579449942,39.6,11.88,31.68,11.88,1479.445744689813,443.8337234069439,1183.5565957518504,443.8337234069439,0.0,0.0,147.9445744689813,147.9445744689813,147.9445744689813,147.9445744689813,0.0,0.0,972.7482401978194,972.7482401978194,972.7482401978194,972.7482401978194,0.0,0.0,False,False
0.12,0.0,250.90963855421685,1209.1298544718538,2309.1298544718557,1100.0,149.66517839098438,3591.9642813836253,990.0,972.5965329170939,15.466565089792727,2560.039493026071,95.04,1100.0,0.0,0.0,0.0,81.3286747609868,65.06293980878944,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2560.039493026071,2560.039493026071,2560.039493026071,2560.039493026071,39.6,11.88,31.68,11.88,1496.6517839098437,448.99553517295317,1197.321427127875,448.99553517295317,0.0,0.0,149.66517839098438,149.66517839098438,149.66517839098438,149.66517839098438,0.0,0.0,972.5965892054305,972.5965892054305,972.5965892054305,972.5965892054305,0.0,0.0,False,False
0.125,0.0,253.35955056179776,1140.225444600072,2240.225444600077,1100.0,151.50980763721483,3636.23538329315,990.0,972.4333619140177,15.629736092867343,2493.584995161874,95.04,1100.0,0.0,0.0,0.0,78.84811600560278,63.078492804482224,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2493.5849951618698,2493.5849951618698,2493.5849951618698,2493.5849951618698,39.6,11.88,31.68,11.88,1515.0980763721457,454.52942291164374,1212.0784610977164,454.52942291164374,0.0,0.0,151.50980763721458,151.50980763721458,151.50980763721455,151.50980763721458,0.0,0.0,972.4334597025107,972.4334597025107,972.4334597025107,972.4334597025107,0.0,0.0,False,False
