Month,Year,WaterYear,WaterMonth,Days,LowHeadShutoff,Flow,EWRTotal,FlowSpill,FlowAvailableForGeneration,FlowCanal,Power,Energy,LevelHeadpond,LevelTailwater,HeadTurbine1,GenerationVol,MaxGenerationFlow,MaxFlowFromStore,MorningMaxVolFromStore,EveningMaxVolFromStore,NightMaxVolToStore,StandardMaxVolToStore,NightStoreVol,StandardStoreVol,NightExtraFlow,NightFlowCanal,MorningExtraFlow,MorningFlowCanal,StandardExtraFlow,StandardFlowCanal,EveningExtraFlow,EveningFlowCanal,NightTotalFlow,MorningTotalFlow,StandardTotalFlow,EveningTotalFlow,NightVol,MorningVol,StandardVol,EveningVol,NightEnergy,MorningEnergy,StandardEnergy,EveningEnergy,MorningEnergyTransfer,EveningEnergyTransfer,NightPower,MorningPower,StandardPower,EveningPower,NightHeadpondChange,StandardHeadpondChange,NightTailwaterLevel,MorningTailwaterLevel,StandardTailwaterLevel,EveningTailwaterLevel,NightTailwaterChange,StandardTailwaterChange,NightSupplyLimit,StandardSupplyLimit
4.0,1926.0,1925.0,7.0,30,0.0,3961.5091643656074,295.0,2566.509164365606,3666.5091643656074,1100.0,115.54079951235478,83189.37564889544,990.0,975.538630769846,12.524467237038856,95.04,1100.0,0.0,0.0,0.0,127.49432991716186,114.74489692544567,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3961.509164365606,3961.509164365606,3961.509164365606,3961.509164365606,39.6,11.88,35.64,7.92,34662.23985370643,10398.67195611193,31196.015868335788,6932.447970741287,0.0,0.0,3466.223985370643,3466.2239853706433,3466.2239853706433,3466.2239853706433,0.0,0.0,975.5534640976208,975.5534640976208,975.5534640976208,975.5534640976208,0.0,0.0,False,False
5.0,1926.0,1925.0,8.0,31,0.0,2508.135583789632,305.03225806451616,1103.1033257251165,2203.1033257251165,1100.0,151.81998541947559,112954.06915208984,990.0,972.3829369518032,15.680161055081625,95.04,1100.0,0.0,0.0,0.0,74.8117197261042,67.33054775349378,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2508.1355837896326,2508.1355837896326,2508.1355837896326,2508.1355837896326,39.6,11.88,35.64,7.92,47064.19548003743,14119.258644011228,42357.775932033685,9412.839096007485,0.0,0.0,4706.419548003743,4706.419548003742,4706.419548003742,4706.419548003742,0.0,0.0,972.4693997289971,972.4693997289971,972.4693997289971,972.4693997289971,0.0,0.0,False,False
6.0,1926.0,1925.0,9.0,30,0.0,1195.553563114999,210.0,57.40483399427934,985.5535631149987,928.1487291207196,165.85858121880605,119418.17847754028,990.0,968.5268582709532,20.083327551928587,80.19205019603017,1019.3260429508764,91.17731383015678,0.9847149893656931,0.6564766595771289,30.979928272139954,27.88193544492596,0.9847149893656931,0.6564766595771289,27.353194149047035,900.7955349716726,91.17731383015676,1019.3260429508764,20.2616252955904,907.8871038251292,91.17731383015679,1019.3260429508764,1168.2003689659518,1286.7308769451556,1175.2919378194085,1286.7308769451556,32.428639258980205,11.008721263869464,29.415542163934187,7.33914750924631,48291.183743851645,16393.662931482657,43804.22318121752,10929.10862098844,1466.390621790124,977.5937478600828,4829.118374385164,5464.554310494219,4867.135909024169,5464.55431049422,0.09847149893656931,0.06564766595771289,968.4631706185828,968.8904385810197,968.4892532674207,968.8904385810197,0.42726796243687204,0.40118531359894405,False,False
7.0,1926.0,1925.0,10.0,31,0.0,549.6698659381594,186.0,0.0,363.6698659381597,363.6698659381597,75.88579976349544,56459.035024040626,990.0,965.9195404283321,23.513178388691593,31.421076417057,870.6376681358912,506.9678021977315,5.4752522637355,3.6501681758236666,8.59211517377375,7.732903656396375,5.4752522637355,3.6501681758236666,152.09034065931945,211.57952527884026,506.9678021977315,870.6376681358912,112.65951159949589,251.01035433866383,506.9678021977315,870.6376681358912,397.57952527884026,1056.637668135891,437.01035433866383,1056.637668135891,7.6168629100382494,9.402886815867625,8.132735480572707,6.268591210578418,13686.378025474549,16895.59927921412,14613.324866542536,11263.732852809415,9838.219901209044,6558.813267472695,1368.6378025474548,5631.8664264047065,1623.7027629491706,5631.866426404707,0.5475252263735501,0.36501681758236665,965.256937131014,968.0437566876107,965.4237182921361,968.0437566876107,2.786819556596697,2.6200383954745803,False,False
8.0,1926.0,1925.0,11.0,31,0.0,334.51015036970716,140.80645161290326,0.0,193.70369875680402,193.70369875680402,42.28010895448857,31456.401062139525,990.0,965.0173273853434,24.576691177217807,16.735999572587865,832.9623648349533,639.2586660781493,6.903993593644013,4.6026623957626756,2.4733331552449447,2.2259998397204503,2.4733331552449447,2.2259998397204503,68.70369875680403,124.99999999999999,229.01232918934673,422.71602794615075,68.70369875680403,124.99999999999999,309.1666444056181,502.87034316242216,265.80645161290323,563.522479559054,265.80645161290323,643.6767947753254,4.499999999999999,4.565333101818428,4.049999999999999,3.62066647076944,8458.04304461628,8580.84086404263,7612.238740154652,6805.278413325965,4648.790731275189,4183.91165814767,845.8043044616281,2860.28028801421,845.804304461628,3402.6392066629824,0.24733331552449447,0.22259998397204503,964.7933611732251,965.981372443579,964.7933611732251,966.3364886872633,1.1880112703538543,1.5431275140382468,True,True
9.0,1926.0,1925.0,12.0,30,0.0,234.7043602098471,91.0,0.0,143.70436020984727,143.70436020984727,31.261933215367407,22508.591915064528,990.0,964.7386502410408,25.004139032016038,12.416056722130804,818.7228033159398,675.0184431060925,7.2901991855457995,4.860132790363866,0.6733569675545016,0.6060212707990514,0.6733569675545016,0.6060212707990514,18.704360209847266,125.0,62.34786736615755,206.0522275760048,18.704360209847266,125.0,84.1696209443127,227.87398115415996,216.0,297.05222757600484,216.0,318.87398115416,4.5,2.225364057820852,4.05,1.6406926643099518,8157.8770043189315,4034.2769496743545,7342.089303887038,2974.3486571842036,1220.7029602912883,1098.6326642621596,815.7877004318932,1344.7589832247847,815.7877004318931,1487.1743285921018,0.06733569675545016,0.060602127079905144,964.7103754518072,964.8814258852359,964.7103754518072,964.9534883321343,0.17105043342871795,0.24311288032708944,True,True
10.0,1926.0,1926.0,1.0,31,0.0,198.8547124104684,81.51612903225806,0.0,117.33858337821036,117.33858337821036,25.352667286936235,18862.38446148056,990.0,964.5598375085817,25.246391830456442,10.138053603877374,810.8667147476324,693.528131369422,7.490103818789758,4.993402545859839,0.0,0.0,0.0,0.0,0.0,117.33858337821036,0.0,117.33858337821036,0.0,117.33858337821036,0.0,117.33858337821036,198.85471241046844,198.85471241046844,198.85471241046844,198.85471241046844,4.2241890016155725,1.2672567004846715,3.8017701014540157,0.8448378003231146,7859.326858950233,2357.7980576850696,7073.394173055211,1571.8653717900468,0.0,0.0,785.9326858950233,785.9326858950232,785.9326858950234,785.9326858950234,0.0,0.0,964.3990574587067,964.3990574587067,964.3990574587067,964.3990574587067,0.0,0.0,True,True
11.0,1926.0,1926.0,2.0,30,0.0,217.7473065448164,75.66666666666667,0.0,142.08063987814967,142.08063987814967,30.853625225377137,22214.61016227154,990.0,964.7063361095767,25.03731455231661,12.275767285472133,817.6379603338703,675.5573204557206,7.2960190609217825,4.864012707281188,0.6149030356133881,0.5534127320520492,0.6149030356133881,0.5534127320520492,17.08063987814967,125.0,56.9354662604989,199.01610613864858,17.080639878149668,125.0,76.8628794516735,218.94351932982318,200.66666666666669,274.68277280531527,200.66666666666669,294.61018599648986,4.5,2.149373946297404,4.05,1.576393339174727,8143.33991558534,3889.5739223117407,7329.005924026806,2852.6904003476475,1112.7476520277994,1001.4728868250194,814.3339915585341,1296.5246407705802,814.333991558534,1426.3452001738237,0.06149030356133881,0.05534127320520492,964.7064202660808,964.8162222242336,964.7064202660808,964.873838861872,0.10980195815272964,0.16741859579110496,True,True
12.0,1926.0,1926.0,3.0,31,0.0,426.7247887535583,95.29032258064517,0.0,331.4344661729132,331.4344661729132,70.67017884670572,52578.61306194908,990.0,965.3899277966548,24.14901753719462,28.6359378773397,847.7139399672589,516.2794737943457,5.575818316978934,3.7172122113192887,7.431640782224874,6.688476704002387,5.575818316978934,3.7172122113192887,154.88384213830372,176.55062403460946,516.2794737943457,847.7139399672589,114.72877195429903,216.70569421861416,516.2794737943457,847.7139399672589,271.8409466152546,943.004262547904,311.99601679925934,943.004262547904,6.355822465245939,9.155310551646394,7.021264492683098,6.103540367764263,11669.962811137904,16810.11926408451,12891.78481067032,11206.74617605634,10237.792631340877,6825.195087560584,1166.9962811137905,5603.37308802817,1432.4205345189246,5603.37308802817,0.5575818316978933,0.37172122113192885,964.8086969401136,967.5983425566378,964.9300033460781,967.5983425566378,2.78964561652424,2.6683392105596795,False,False
1.0,1927.0,1926.0,4.0,31,0.0,644.5129003351055,126.12903225806451,0.0,518.383868077041,518.383868077041,106.49961693256869,79235.7149978311,990.0,966.3345993792303,22.985546554138608,44.78836620185635,890.623103286954,372.239235209913,4.02018374026706,2.6801224935113734,14.161819250773476,12.74563732569613,4.02018374026706,2.6801224935113734,111.6717705629739,406.7120975140671,372.239235209913,890.623103286954,82.71983004664733,435.6640380303937,372.239235209913,890.623103286954,532.8411297721316,1016.7521355450185,561.7930702884582,1016.7521355450185,14.641635510506418,9.618729515499101,14.115514832184758,6.412486343666068,25902.7188708778,17016.626752947377,24971.951538707668,11344.417835298253,7112.162378218494,4741.441585478996,2590.27188708778,5672.208917649125,2774.66128207863,5672.208917649126,0.40201837402670604,0.2680122493511373,965.8449108088612,967.889551818275,965.9736800914133,967.889551818275,2.0446410094137946,1.9158717268617238,False,False
2.0,1927.0,1926.0,5.0,28,0.0,1221.0048586824155,162.0,58.465822684820225,1059.0048586824153,1000.5390359975952,177.7348474672594,119437.81749799832,990.0,968.6369480193848,19.831650093263494,86.44657271019221,1032.2620007171022,31.72296471950699,0.3426080189706755,0.22840534598045034,33.62417491256695,30.261757421310254,0.3426080189706755,0.22840534598045034,9.516889415852098,991.0221465817431,31.72296471950699,1032.2620007171022,7.049547715445999,993.4894882821492,31.722964719506994,1032.2620007171022,1211.4879692665634,1252.7278234019225,1213.9553109669694,1252.7278234019225,35.67679727694275,11.148429607744704,32.18905942034163,7.432286405163135,49292.39724010681,15403.087237975618,44473.60819459882,10268.724825317076,473.36005072582475,315.57336715054987,4929.239724010681,5134.362412658539,4941.512021622091,5134.362412658538,0.03426080189706755,0.022840534598045033,968.6213359825588,968.7697281334353,968.6302764497059,968.7697281334353,0.14839215087647517,0.13945168372936223,False,False
3.0,1927.0,1926.0,6.0,31,0.0,1787.448796736322,183.0,504.4487967363218,1604.448796736322,1100.0,172.79232482775558,128557.48967185015,990.0,970.4741042368744,17.59282468819002,95.04,1100.0,0.0,0.0,0.0,53.2601566825076,47.93414101425684,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,1787.4487967363218,1787.4487967363218,1787.4487967363218,1787.4487967363218,39.6,11.88,35.64,7.92,53565.62069660423,16069.68620898127,48209.058626943806,10713.124139320846,0.0,0.0,5356.562069660423,5356.562069660423,5356.562069660423,5356.562069660423,0.0,0.0,970.5158009409689,970.5158009409689,970.5158009409689,970.5158009409689,0.0,0.0,False,False
4.0,1927.0,1926.0,7.0,30,0.0,2844.328922702065,217.0,1527.3289227020664,2627.328922702065,1100.0,142.2295480181999,102405.27457310396,990.0,973.2434057970153,14.819692209870164,95.04,1100.0,0.0,0.0,0.0,90.08384121727434,81.0754570955469,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2844.3289227020664,2844.3289227020664,2844.3289227020664,2844.3289227020664,39.6,11.88,35.64,7.92,42668.86440545998,12800.659321637995,38401.97796491398,8533.772881091996,0.0,0.0,4266.886440545998,4266.886440545998,4266.886440545998,4266.886440545998,0.0,0.0,973.2667926705099,973.2667926705099,973.2667926705099,973.2667926705099,0.0,0.0,False,False
