Month,Year,WaterYear,WaterMonth,Days,LowHeadShutoff,Flow,EWRTotal,FlowSpill,FlowAvailableForGeneration,FlowCanal,Power,Energy,LevelHeadpond,LevelTailwater,HeadTurbine1,GenerationVol,MaxGenerationFlow,MaxFlowFromStore,MorningMaxVolFromStore,EveningMaxVolFromStore,NightMaxVolToStore,StandardMaxVolToStore,NightStoreVol,StandardStoreVol,NightExtraFlow,NightFlowCanal,MorningExtraFlow,MorningFlowCanal,StandardExtraFlow,StandardFlowCanal,EveningExtraFlow,EveningFlowCanal,NightTotalFlow,MorningTotalFlow,StandardTotalFlow,EveningTotalFlow,NightVol,MorningVol,StandardVol,EveningVol,NightEnergy,MorningEnergy,StandardEnergy,EveningEnergy,MorningEnergyTransfer,EveningEnergyTransfer,NightPower,MorningPower,StandardPower,EveningPower,NightHeadpondChange,StandardHeadpondChange,NightTailwaterLevel,MorningTailwaterLevel,StandardTailwaterLevel,EveningTailwaterLevel,NightTailwaterChange,StandardTailwaterChange,NightSupplyLimit,StandardSupplyLimit
10.0,1924.0,1924.0,1.0,31,0.0,116.38241501778091,66.51612903225806,4.647574078628571,49.86628598552289,45.21871190689431,8.962658732981449,6668.218097338202,990.0,964.5005512526452,25.39429406191521,3.9068967087556685,806.1440397941798,760.9253278872854,8.217993541182683,5.478662360788455,0.0,0.0,0.0,0.0,0.0,45.21871190689431,0.0,45.21871190689431,0.0,45.21871190689431,0.0,45.21871190689431,116.38241501778094,116.38241501778094,116.38241501778094,116.38241501778094,1.6278736286481954,0.4883620885944585,1.4650862657833759,0.3255747257296391,2778.424207224251,833.5272621672751,2500.581786501826,555.6848414448502,0.0,0.0,277.8424207224251,277.84242072242506,277.8424207224251,277.8424207224251,0.0,0.0,964.5023242519653,964.5023242519653,964.5023242519653,964.5023242519653,0.0,0.0,True,True
11.0,1924.0,1924.0,2.0,30,0.0,153.98009223196553,50.0,0.0,103.98009223196553,103.98009223196553,22.150326369551827,15948.234986077317,990.0,964.478750921186,25.35630968328791,8.983879968841821,807.3516634909304,703.3715712589649,7.5964129695968206,5.064275313064547,0.0,0.0,0.0,0.0,0.0,103.98009223196553,0.0,103.98009223196553,0.0,103.98009223196553,0.0,103.98009223196553,153.98009223196553,153.98009223196553,153.98009223196553,153.98009223196553,3.7432833203507587,1.1229849961052278,3.368954988315683,0.7486566640701519,6645.097910865548,1993.529373259665,5980.588119778994,1329.01958217311,0.0,0.0,664.5097910865549,664.509791086555,664.5097910865549,664.509791086555,0.0,0.0,964.4845870383867,964.4845870383867,964.4845870383867,964.4845870383867,0.0,0.0,True,True
12.0,1924.0,1924.0,3.0,31,0.0,275.6771981874483,59.0,0.0,216.67719818744823,216.67719818744823,47.651313579145004,35452.57730288388,990.0,964.8182743508363,24.76182537276261,18.720909923395524,826.7346407067298,610.0574425192816,6.588620379208241,4.392413586138828,3.300379134748136,2.9703412212733227,3.300379134748136,2.9703412212733227,91.67719818744823,125.0,305.5906606248274,522.2678588122757,91.67719818744824,124.99999999999999,412.54739184351706,629.2245900309653,184.0,581.2678588122757,184.0,688.2245900309653,4.5,5.640492875172578,4.049999999999999,4.530417048222951,8521.839938111372,10681.63943428407,7669.6559443002325,8579.441986188216,6250.067271423582,5625.060544281224,852.1839938111373,3560.54647809469,852.1839938111369,4289.720993094108,0.3300379134748136,0.29703412212733227,964.4320190694324,966.0602679731506,964.4320190694324,966.5316543019654,1.6282489037182586,2.0996352325330463,True,True
1.0,1925.0,1924.0,4.0,31,0.0,692.7386733693181,104.83870967741936,0.0,587.8999636918991,587.8999636918991,117.82325154671469,87660.49915075574,990.0,966.5207752729697,22.65868985099165,50.79455686298008,903.4705420930484,315.5705784011493,3.408162246732412,2.2721081644882752,16.664398692908367,14.997958823617529,3.408162246732412,2.2721081644882752,94.6711735203448,493.2287901715543,315.57057840114925,903.4705420930484,70.12679520025542,517.7731684916437,315.57057840114936,903.4705420930484,598.0674998489736,1008.3092517704678,622.6118781690631,1008.3092517704678,17.75623644617595,9.757481854604922,16.77585065912925,6.5049879030699485,30643.451701122,16839.318672204023,28951.516329293696,11226.212448136015,5881.756278359553,3921.170852239703,3064.3451701122003,5613.106224068008,3216.8351476992993,5613.106224068008,0.34081622467324124,0.2272108164488275,966.1348578269965,967.8566157903626,966.2435537861967,967.8566157903626,1.7217579633661444,1.613062004165954,False,False
2.0,1925.0,1924.0,5.0,28,0.0,1193.6784517725655,162.0,20.57158386485827,1031.6784517725653,1011.106867907707,181.86228250077656,122211.45384052186,990.0,968.5510425773517,19.95119534754444,87.3596333872259,1026.076806235736,14.969938328029002,0.16167533394271322,0.10778355596180882,32.64042426381235,29.376381837431115,0.16167533394271322,0.10778355596180882,4.490981498408701,1006.6158864092984,14.969938328029,1026.076806235736,3.326652961784223,1007.7802149459228,14.969938328029002,1026.076806235736,1189.1874702741566,1208.6483901005943,1190.351798810781,1208.6483901005943,36.23817191073474,11.08162950734595,32.6520789642479,7.3877530048972995,50695.2639567881,15502.606873494577,45678.51176124279,10335.071248996384,226.17514342934547,150.78342895289697,5069.526395678809,5167.535624498192,5075.390195693643,5167.535624498192,0.016167533394271322,0.010778355596180882,968.540165315863,968.6110368032718,968.544419615,968.6110368032718,0.07087148740879456,0.0666171882717208,False,False
3.0,1925.0,1924.0,6.0,31,0.0,1926.2693316142318,183.0,643.269331614232,1743.2693316142318,1100.0,169.8048875421636,126334.83633136973,990.0,970.7297647732564,17.363292552479678,95.04,1100.0,0.0,0.0,0.0,58.25769593811234,52.43192634430111,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,1926.269331614232,1926.269331614232,1926.269331614232,1926.269331614232,39.6,11.88,35.64,7.92,52639.515138070725,15791.854541421217,47375.56362426365,10527.903027614144,0.0,0.0,5263.951513807073,5263.951513807072,5263.951513807072,5263.951513807072,0.0,0.0,970.9228385374879,970.9228385374879,970.9228385374879,970.9228385374879,0.0,0.0,False,False
4.0,1925.0,1924.0,7.0,30,0.0,3198.6022827788183,217.0,1881.6022827788174,2981.6022827788183,1100.0,133.04059649378172,95789.22947552286,990.0,974.0421865323441,14.020911474541386,95.04,1100.0,0.0,0.0,0.0,102.83768218003745,92.55391396203372,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,3198.6022827788174,3198.6022827788174,3198.6022827788174,3198.6022827788174,39.6,11.88,35.64,7.92,39912.178948134526,11973.653684440358,35920.96105332107,7982.435789626905,0.0,0.0,3991.2178948134524,3991.217894813453,3991.2178948134524,3991.2178948134524,0.0,0.0,974.0460887671754,974.0460887671754,974.0460887671754,974.0460887671754,0.0,0.0,False,False
5.0,1925.0,1924.0,8.0,31,0.0,2213.8872116781877,290.51612903225805,823.3710826459301,1923.3710826459296,1100.0,159.96296072675483,119012.44278070555,990.0,971.6564124469119,16.407149660709127,95.04,1100.0,0.0,0.0,0.0,64.74135897525346,58.267223077728126,0.0,0.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,2213.887211678188,2213.887211678188,2213.887211678188,2213.887211678188,39.6,11.88,35.64,7.92,49588.51782529397,14876.555347588193,44629.66604276458,9917.703565058795,0.0,0.0,4958.8517825293975,4958.8517825293975,4958.8517825293975,4958.8517825293975,0.0,0.0,971.7168433117268,971.7168433117268,971.7168433117268,971.7168433117268,0.0,0.0,False,False
6.0,1925.0,1924.0,9.0,30,0.0,1178.2975581315973,210.0,39.6660285872349,968.2975581315973,928.6315295443624,166.8711966590744,120147.26159453351,990.0,968.4730095210733,20.14641465326997,80.2337641526329,1016.1340940866097,87.50256454224734,0.9450276970562712,0.6300184647041809,30.358712092737502,27.32284088346375,0.9450276970562712,0.6300184647041809,26.250769362674202,902.3807601816882,87.50256454224733,1016.1340940866097,19.445014342721635,909.1865152016408,87.50256454224734,1016.1340940866097,1152.046788768923,1265.8001226738447,1158.8525437888757,1265.8001226738447,32.48570736654077,10.974248216135384,29.45764309253316,7.316165477423589,48646.2130036206,16433.553693418395,44111.792435215604,10955.70246227893,1415.1459941017044,943.4306627344698,4864.62130036206,5477.851231139465,4901.310270579512,5477.851231139465,0.09450276970562713,0.0630018464704181,968.4035046495624,968.8163082543807,968.428685921209,968.8163082543807,0.4128036048183503,0.3876223331717483,False,False
7.0,1925.0,1924.0,10.0,31,0.0,520.6242109287423,186.0,0.0,334.62421092874234,334.62421092874234,69.85145121029608,51969.47970046028,990.0,965.7949636769897,23.67329267464772,28.911531824243337,864.74911133579,530.1249004070476,5.725348924396114,3.8168992829307427,7.546471593434724,6.791824434091252,5.725348924396114,3.8168992829307427,159.03747012211429,175.58674080662806,530.1249004070476,864.7491113357898,117.80553342378836,216.818677504954,530.1249004070476,864.7491113357898,361.5867408066281,1050.7491113357898,402.818677504954,1050.7491113357898,6.321122669038609,9.33929040242653,7.0249251511605095,6.226193601617687,11362.436906828227,16787.697930921087,12627.546242096902,11191.798620614058,10291.512968363555,6861.008645575704,1136.2436906828227,5595.899310307029,1403.0606935663225,5595.899310307029,0.5725348924396114,0.38168992829307424,965.1117139111656,968.021134033054,965.2787134125821,968.021134033054,2.909420121888388,2.7424206204718757,False,False
8.0,1925.0,1924.0,11.0,31,0.0,276.69754816113704,115.0,0.0,161.69754816113692,161.69754816113692,35.26044161832112,26233.768564030917,990.0,964.8359126254074,24.851097733322693,13.97066816112223,823.7647697688468,662.0672216077098,7.150325993363266,4.766883995575511,1.3211117338009293,1.1890005604208362,1.3211117338009293,1.1890005604208362,36.69754816113693,125.0,122.32516053712307,284.02270869826,36.69754816113692,125.0,165.13896672511615,326.8365148862531,240.0,399.02270869826,240.0,441.8365148862531,4.5,3.067445253941208,4.05,2.353222907181022,8449.986584511094,5759.971387672319,7604.987926059985,4418.822665787518,2480.7503171684543,2232.675285451609,844.9986584511095,1919.9904625574397,844.9986584511093,2209.411332893759,0.13211117338009293,0.11890005604208362,964.7392617408931,965.2629219048549,964.7392617408931,965.4445170601292,0.5236601639618357,0.7052553192361302,True,True
9.0,1925.0,1924.0,12.0,30,0.0,202.41789316391984,72.0,0.0,130.41789316391987,130.41789316391987,28.426903855736093,20467.370776129974,990.0,964.590969674329,25.18684674347135,11.268105969362676,812.7837125185215,682.3658193546016,7.3695508490296975,4.913033899353132,0.19504415390111535,0.17553973851100382,0.19504415390111535,0.17553973851100382,5.417893163919871,125.0,18.059643879732903,148.47753704365277,5.417893163919872,125.0,24.38051923763942,154.7984124015593,197.0,220.47753704365277,197.0,226.7984124015593,4.5,1.60355740007145,4.05,1.1145485692912267,8173.793248218293,2912.6992555187776,7356.413923396463,2024.4643489964417,354.2779085025303,318.8501176522773,817.3793248218293,970.8997518395926,817.3793248218293,1012.2321744982208,0.019504415390111534,0.01755397385110038,964.403359522144,964.7138566833765,964.403359522144,964.7203508588914,0.3104971612325471,0.3169913367473782,True,True
10.0,1925.0,1925.0,1.0,31,0.0,171.35740350983508,52.0,0.0,119.35740350983505,119.35740350983505,25.947424988299737,19304.884191295,990.0,964.4561467153347,25.350073761198725,10.312479663249748,807.550265756136,688.1928622463009,7.43248291226005,4.954988608173367,0.0,0.0,0.0,0.0,0.0,119.35740350983505,0.0,119.35740350983505,0.0,119.35740350983505,0.0,119.35740350983505,171.35740350983505,171.35740350983505,171.35740350983505,171.35740350983505,4.296866526354062,1.2890599579062185,3.867179873718656,0.8593733052708125,8043.701746372918,2413.110523911875,7239.331571735625,1608.7403492745837,0.0,0.0,804.3701746372918,804.3701746372917,804.3701746372917,804.3701746372918,0.0,0.0,964.4568798794161,964.4568798794161,964.4568798794161,964.4568798794161,0.0,0.0,True,True
11.0,1925.0,1925.0,2.0,30,0.0,199.70096414459329,50.0,0.0,149.70096414459326,149.70096414459326,32.892333175292336,23682.479886210487,990.0,964.5464379045752,25.18026961152545,12.934163302092857,812.9960130936618,663.2950489490685,7.163586528649939,4.7757243524332935,0.8892347092053572,0.8003112382848215,0.8892347092053572,0.8003112382848215,24.700964144593257,125.0,82.33654714864419,232.03751129323746,24.700964144593257,125.0,111.15433865066966,260.8553027952629,175.0,282.03751129323746,175.0,310.8553027952629,4.5,2.5060051219669646,4.05,1.8781581801258929,8239.509352004476,4588.500586359538,7415.558416804028,3438.9115310424445,1628.1906005832268,1465.3715405249043,823.9509352004476,1529.5001954531792,823.9509352004475,1719.4557655212222,0.08892347092053572,0.08003112382848215,964.4500674398752,964.8365404760937,964.4500674398752,964.9261732507413,0.38647303621849005,0.4761058108661018,True,True
12.0,1925.0,1925.0,3.0,31,0.0,333.0714594477426,77.0,0.0,256.07145944774254,256.07145944774254,55.82058796181904,41530.517443593366,990.0,965.0168707754952,24.512166575610582,22.124574096284956,835.1550133133733,579.0835538656307,6.254102381748813,4.1694015878325414,4.718572540118732,4.246715286106858,4.718572540118732,4.1694015878325414,131.07145944774257,124.99999999999997,436.9048648258085,692.976324273551,128.6852341923624,127.38622525538014,579.0835538656307,835.1550133133733,201.99999999999997,769.976324273551,204.38622525538014,912.1550133133733,4.499999999999999,7.484144302154351,4.127313698274317,6.0131160958562875,8447.047508478423,14048.649440134646,7747.469975937098,11287.350519043193,8857.334759685476,7826.474065410413,844.7047508478423,4682.883146711549,860.8299973263443,5643.675259521597,0.4718572540118732,0.41694015878325413,964.706229425903,966.8837797402591,964.7061566552809,967.4741555286023,2.1775503143561536,2.767998873321403,True,False
1.0,1926.0,1925.0,4.0,31,0.0,495.095897850458,91.0,0.0,404.095897850458,404.095897850458,85.63533043253011,63712.68584180242,990.0,965.6788729945903,23.785912890979624,34.91388557427957,860.6547453790228,456.55884752856474,4.930835553308499,3.2872237022056665,10.047452322616488,9.04270709035484,4.930835553308499,3.2872237022056665,136.9676542585694,267.1282435918886,456.5588475285647,860.6547453790226,101.4575216730144,302.6383761774436,456.5588475285648,860.6547453790229,358.1282435918886,951.6547453790226,393.6383761774436,951.6547453790229,9.616616769307988,9.295071250093445,9.805483388149172,6.196714166728965,17548.905628976863,16962.13253533278,17893.559320604254,11308.088356888526,8998.04680510748,5998.6978700716545,1754.8905628976863,5654.04417844426,1988.173257844917,5654.044178444263,0.49308355533084985,0.32872237022056666,965.0982426205147,967.632913883871,965.2406488341599,967.632913883871,2.5346712633562447,2.3922650497111135,False,False
2.0,1926.0,1925.0,5.0,28,0.0,732.9875159639713,105.0,0.0,627.9875159639713,627.9875159639713,125.96903618245463,84651.19231460949,990.0,966.7162841091753,22.47389571661119,54.258121379287125,910.8994302070449,282.9119142430736,3.055448673825195,2.03696578255013,18.107550574702966,16.29679551723267,3.055448673825195,2.03696578255013,84.87357427292208,543.1139416910493,282.91191424307357,910.8994302070448,62.86931427623858,565.1182016877327,282.9119142430736,910.8994302070449,648.1139416910493,1015.8994302070448,670.1182016877327,1015.8994302070449,19.552101900877773,9.837713846236083,18.30982973468254,6.558475897490724,30504.350244567795,15348.378925845678,28566.210526965562,10232.252617230455,4766.979886519495,3177.9865910129965,3050.4350244567795,5116.126308615226,3174.0233918850627,5116.126308615228,0.3055448673825195,0.203696578255013,966.3560161327367,967.8862300714972,966.452576151092,967.8862300714972,1.5302139387604257,1.4336539204051633,False,False
3.0,1926.0,1925.0,6.0,31,0.0,2626.424242939329,165.58064516129033,1377.6297174208755,2460.843597778039,1083.2138803571636,149.65839784315614,111345.84799530817,990.0,972.2949280164779,15.850990074028498,93.58967926285892,1100.0,16.78611964283641,0.18129009214263325,0.12086006142842216,84.09036952000942,75.68133256800847,0.18129009214263325,0.12086006142842216,5.035835892850924,1078.1780444643127,16.78611964283641,1100.0,3.730248809519203,1079.4836315476443,16.78611964283641,1100.0,2621.3884070464783,2643.2103625821655,2622.69399412981,2643.2103625821655,38.81440960071526,11.88,34.975269662143674,7.92,46178.41823445576,14133.91609633617,41610.90293362547,9422.61073089078,215.68509692264573,143.79006461509715,4617.841823445577,4711.30536544539,4623.433659291719,4711.30536544539,0.018129009214263324,0.012086006142842217,972.744927398211,972.7971823791091,972.7480611993236,972.7971823791091,0.05225498089816938,0.04912117978551578,False,False
