,year,month,node,cat,flow_sum,value
543,2017,10,RSA,off,-53075,-1599618.0000000005
544,2017,10,RSA,standard,-28696,-1775696.6099999999
545,2017,10,ZAMC,morning,295,18410.64
546,2017,10,ZAMC,off,10359,307951.75000000006
547,2017,10,ZAMC,standard,3497,217252.47000000012
548,2017,10,ZAMZ,evening,1571,135256.53999999998
549,2017,10,ZAMZ,morning,-450,-31471.5
550,2017,10,ZAMZ,off,-13063,-382226.47000000003
551,2017,10,ZAMZ,standard,-2397,-148395.85000000003
552,2017,10,ZIM,evening,0,-2.7500000000027285
553,2017,10,ZIM,morning,-1,-61.31999999999965
554,2017,10,ZIM,off,-2,-57.91000000000008
555,2017,10,ZIM,standard,1,60.71000000000035
556,2017,11,BOT,evening,320,27856.14
557,2017,11,BOT,morning,1755,123718.61000000004
558,2017,11,BOT,off,-7121,-187144.71
559,2017,11,BOT,standard,2931,182776.50000000006
560,2017,11,LES,morning,-530,-35752.8
561,2017,11,LES,off,-4785,-133421.24999999994
562,2017,11,LES,standard,-570,-34318.2
563,2017,11,MOZ,evening,-2498,-213711.06
564,2017,11,MOZ,morning,-11374,-787810.5099999998
565,2017,11,MOZ,off,-30231,-883664.8199999994
566,2017,11,MOZ,standard,-24913,-1534115.3999999987
567,2017,11,NAM,evening,4785,410001.66999999987
568,2017,11,NAM,morning,13931,960616.19
569,2017,11,NAM,off,77233,2219378.01
570,2017,11,NAM,standard,49134,3048023.1900000004
571,2017,11,RSA,evening,-3148,-270763.9000000001
572,2017,11,RSA,morning,-3919,-265232.3800000001
573,2017,11,RSA,off,-37288,-1076496.2999999998
574,2017,11,RSA,standard,-26608,-1661121.3399999996
575,2017,11,ZAMC,evening,77,6663.7699999999995
576,2017,11,ZAMC,morning,1227,82813.01
577,2017,11,ZAMC,off,15650,446071.1799999999
578,2017,11,ZAMC,standard,6774,420454.7800000001
579,2017,11,ZAMZ,evening,464,39953.37999999999
580,2017,11,ZAMZ,morning,-1090,-78352.12
581,2017,11,ZAMZ,off,-13457,-384693.29000000015
582,2017,11,ZAMZ,standard,-6748,-421698.47
583,2017,11,ZIM,off,-1,-28.819999999999936
584,2017,11,ZIM,standard,0,-1.0600000000004002
585,2017,12,BOT,evening,1503,129270.39000000001
586,2017,12,BOT,morning,4981,328340.65
587,2017,12,BOT,off,6088,213666.63000000003
588,2017,12,BOT,standard,11232,716093.45
589,2017,12,LES,evening,-90,-6836.700000000001
590,2017,12,LES,morning,-530,-32055.000000000015
591,2017,12,LES,off,-5120,-154178.19999999992
592,2017,12,LES,standard,-1320,-76194.80000000005
593,2017,12,MOZ,evening,-2195,-188921.74000000005
594,2017,12,MOZ,morning,-10436,-688104.02
595,2017,12,MOZ,off,-35600,-1105765.64
596,2017,12,MOZ,standard,-21787,-1351398.4099999992
597,2017,12,NAM,evening,1259,92216.28000000003
598,2017,12,NAM,morning,6723,428690.91
599,2017,12,NAM,off,77160,2343038.9100000015
600,2017,12,NAM,standard,25624,1519373.5500000007
601,2017,12,RSA,evening,-673,-36258.53
602,2017,12,RSA,morning,-1047,-52896.83
603,2017,12,RSA,off,-41138,-1246806.5599999998
604,2017,12,RSA,standard,-13161,-753024.0600000003
605,2017,12,ZAMC,evening,146,6280.300000000001
606,2017,12,ZAMC,morning,1193,74540.26000000001
607,2017,12,ZAMC,off,15120,455474.5900000004
608,2017,12,ZAMC,standard,5868,352491.68000000046
609,2017,12,ZAMZ,evening,50,4250.0
610,2017,12,ZAMZ,morning,-884,-58515.969999999994
611,2017,12,ZAMZ,off,-16509,-505399.97
612,2017,12,ZAMZ,standard,-6456,-407341.4100000001
613,2017,12,ZIM,off,-1,-29.759999999999764
614,2018,1,BOT,evening,1960,150991.13
615,2018,1,BOT,morning,7247,497809.3099999998
616,2018,1,BOT,off,27219,894492.6599999998
617,2018,1,BOT,standard,15492,1047791.6900000002
618,2018,1,LES,evening,-500,-37873.4
619,2018,1,LES,morning,-635,-41711.499999999985
620,2018,1,LES,off,-6240,-202464.65000000014
621,2018,1,LES,standard,-3155,-208832.89999999988
622,2018,1,MOZ,evening,-353,-21708.92999999998
623,2018,1,MOZ,morning,-9360,-615373.7099999998
624,2018,1,MOZ,off,-19519,-640226.6699999999
625,2018,1,MOZ,standard,-14172,-926843.6900000002
626,2018,1,NAM,evening,1237,77191.87
627,2018,1,NAM,morning,3562,216839.07999999996
628,2018,1,NAM,off,57948,1870989.8500000006
629,2018,1,NAM,standard,18365,1119455.4199999995
630,2018,1,RSA,evening,-2808,-199063.4
631,2018,1,RSA,morning,-532,-33962.479999999996
632,2018,1,RSA,off,-54413,-1752249.8800000006
633,2018,1,RSA,standard,-11023,-654884.4599999996
634,2018,1,ZAMC,evening,464,30462.729999999996
635,2018,1,ZAMC,morning,798,51726.8
636,2018,1,ZAMC,off,10640,338445.82999999984
637,2018,1,ZAMC,standard,3654,232704.45
638,2018,1,ZAMZ,morning,-1080,-75327.5
639,2018,1,ZAMZ,off,-15635,-508987.14000000013
640,2018,1,ZAMZ,standard,-9161,-609390.5100000001
641,2018,2,BOT,evening,4199,321360.04
642,2018,2,BOT,morning,8024,550856.2499999999
643,2018,2,BOT,off,13906,482979.63999999996
644,2018,2,BOT,standard,24405,1605596.7900000005
645,2018,2,LES,evening,-730,-57612.29999999999
646,2018,2,LES,morning,-660,-43381.44999999999
647,2018,2,LES,off,-4460,-140995.90999999992
648,2018,2,LES,standard,-3230,-209478.6500000002
649,2018,2,MOZ,evening,592,48295.829999999994
650,2018,2,MOZ,morning,-4758,-327848.83999999997
651,2018,2,MOZ,off,-10938,-355559.82999999984
652,2018,2,MOZ,standard,-9843,-634639.4599999998
653,2018,2,NAM,evening,-1791,-140639.43000000002
654,2018,2,NAM,morning,-4028,-264069.12
655,2018,2,NAM,off,2830,117319.54999999999
656,2018,2,NAM,standard,-9985,-653807.8599999998
657,2018,2,RSA,evening,-2660,-201590.25000000003
658,2018,2,RSA,morning,310,13303.080000000007
659,2018,2,RSA,off,-12981,-453387.43
660,2018,2,RSA,standard,-5340,-365422.1099999998
661,2018,2,ZAMC,evening,295,21160.159999999996
662,2018,2,ZAMC,morning,1112,71140.07999999999
663,2018,2,ZAMC,off,11643,349643.9799999997
664,2018,2,ZAMC,standard,3960,255440.29999999996
665,2018,2,ZIM,evening,95,9025.95
666,2018,2,ZIM,standard,33,2310.99
667,2018,3,BOT,evening,4713,381846.6199999999
668,2018,3,BOT,morning,8449,511511.1500000001
669,2018,3,BOT,off,833,72542.37999999998
670,2018,3,BOT,standard,22233,1333918.999999999
671,2018,3,LES,evening,-855,-68982.65
672,2018,3,LES,morning,-1005,-55822.400000000016
673,2018,3,LES,off,-4698,-123280.27999999998
674,2018,3,LES,standard,-3685,-199462.79999999993
675,2018,3,MOZ,evening,-1103,-89266.2
676,2018,3,MOZ,morning,-5321,-322792.05
677,2018,3,MOZ,off,-5116,-145399.69000000003
678,2018,3,MOZ,standard,-10513,-625402.6500000004
679,2018,3,NAM,evening,-1605,-129252.45000000001
680,2018,3,NAM,morning,-3786,-212876.76999999996
681,2018,3,NAM,off,-4942,-134555.90999999995
682,2018,3,NAM,standard,-11939,-681342.2599999994
683,2018,3,RSA,evening,-2143,-168426.21000000002
684,2018,3,RSA,morning,121,4770.199999999999
685,2018,3,RSA,off,7035,161610.7700000001
686,2018,3,RSA,standard,-97,-23002.0
687,2018,3,ZAMC,evening,993,74080.89
688,2018,3,ZAMC,morning,1928,99160.83999999998
689,2018,3,ZAMC,off,11404,281487.9600000002
690,2018,3,ZAMC,standard,6173,312786.2600000002
691,2018,3,ZAMZ,morning,-386,-23950.97
692,2018,3,ZAMZ,off,-4516,-112405.23000000001
693,2018,3,ZAMZ,standard,-2172,-117495.54999999997
694,2018,4,BOT,evening,5564,522194.36
695,2018,4,BOT,morning,10417,583926.11
696,2018,4,BOT,off,20104,468020.8200000003
697,2018,4,BOT,standard,27439,1412383.22
698,2018,4,LES,evening,-820,-73826.70000000001
699,2018,4,LES,morning,-1290,-67271.00000000001
700,2018,4,LES,off,-4352,-93167.37999999996
701,2018,4,LES,standard,-3960,-188961.5000000002
702,2018,4,MOZ,evening,-1453,-136556.55
703,2018,4,MOZ,morning,-5491,-303651.94
704,2018,4,MOZ,off,-8809,-201409.3500000001
705,2018,4,MOZ,standard,-9730,-502736.91
706,2018,4,NAM,evening,-2758,-249365.16999999995
707,2018,4,NAM,morning,-4861,-270553.52
708,2018,4,NAM,off,-7109,-173672.81000000003
709,2018,4,NAM,standard,-17094,-852095.32
710,2018,4,RSA,evening,-1594,-157754.60999999996
711,2018,4,RSA,morning,523,24926.58
712,2018,4,RSA,off,4782,89356.40999999996
713,2018,4,RSA,standard,1577,54329.43000000001
714,2018,4,ZAMC,evening,708,61964.18999999997
715,2018,4,ZAMC,morning,1447,74805.64999999998
716,2018,4,ZAMC,off,3031,64989.93999999998
717,2018,4,ZAMC,standard,4119,198708.20000000004
718,2018,4,ZAMZ,morning,-745,-42181.88
719,2018,4,ZAMZ,off,-7647,-154117.6299999999
720,2018,4,ZAMZ,standard,-2506,-130154.41999999997
721,2018,4,ZIM,evening,353,33344.48
722,2018,4,ZIM,standard,155,8527.3
723,2018,5,BOT,evening,397,53584.44
724,2018,5,BOT,morning,1954,172967.53000000003
725,2018,5,BOT,off,-6179,-63731.93000000004
726,2018,5,BOT,standard,910,177295.44000000006
727,2018,5,LES,evening,-895,-69400.19999999998
728,2018,5,LES,morning,-1414,-71182.11999999998
729,2018,5,LES,off,-3383,-77945.61
730,2018,5,LES,standard,-4374,-184093.68000000002
731,2018,5,MOZ,evening,188,8403.340000000006
732,2018,5,MOZ,morning,-3366,-220104.09000000003
733,2018,5,MOZ,off,-3603,-86337.1
734,2018,5,MOZ,standard,-3205,-183152.57999999996
735,2018,5,NAM,evening,-948,-61149.810000000005
736,2018,5,NAM,morning,-780,-23310.76000000001
737,2018,5,NAM,off,-4838,-50321.34999999999
738,2018,5,NAM,standard,-3639,-91642.00000000006
739,2018,5,RSA,evening,-350,-60877.69000000002
740,2018,5,RSA,morning,2110,70504.09999999999
741,2018,5,RSA,off,7622,103499.74000000003
742,2018,5,RSA,standard,6575,157803.36999999994
743,2018,5,ZAMC,evening,1524,121392.48000000001
744,2018,5,ZAMC,morning,2644,137100.37
745,2018,5,ZAMC,off,10572,184998.07000000004
746,2018,5,ZAMC,standard,7878,317596.7300000001
747,2018,5,ZAMZ,morning,-1050,-59531.799999999996
748,2018,5,ZAMZ,off,-191,-10161.82
749,2018,5,ZAMZ,standard,-4126,-198625.28
750,2018,5,ZIM,evening,84,8047.4400000000005
751,2018,5,ZIM,morning,-98,-6443.2300000000005
752,2018,5,ZIM,standard,-19,4817.999999999998
753,2018,6,BOT,evening,2045,254278.43000000005
754,2018,6,BOT,morning,3865,373544.0699999999
755,2018,6,BOT,off,-11933,-241932.30999999997
756,2018,6,BOT,standard,5352,353181.5799999999
757,2018,6,LES,evening,-1165,-132366.24000000002
758,2018,6,LES,morning,-1415,-137584.95
759,2018,6,LES,off,-6465,-164421.3999999999
760,2018,6,LES,standard,-3965,-250132.6599999999
761,2018,6,MOZ,evening,-1455,-154029.24
762,2018,6,MOZ,morning,-5675,-566770.4099999999
763,2018,6,MOZ,off,-21390,-568022.7499999999
764,2018,6,MOZ,standard,-12460,-776386.3099999995
765,2018,6,NAM,evening,3561,356166.35000000003
766,2018,6,NAM,morning,3512,342545.29000000004
767,2018,6,NAM,off,32219,807135.0699999994
768,2018,6,NAM,standard,15355,983478.03
769,2018,6,RSA,evening,-6628,-779577.6699999999
770,2018,6,RSA,morning,-2004,-219151.31
771,2018,6,RSA,off,366,-2985.140000000002
772,2018,6,RSA,standard,-1626,-141104.14
773,2018,6,ZAMC,evening,1243,131328.47
774,2018,6,ZAMC,morning,2042,177570.03999999998
775,2018,6,ZAMC,off,8432,218478.85000000012
776,2018,6,ZAMC,standard,6238,388561.3699999998
777,2018,6,ZAMZ,morning,-2071,-187472.59
778,2018,6,ZAMZ,off,-1230,-48290.03
779,2018,6,ZAMZ,standard,-8893,-557511.2799999999
780,2018,6,ZIM,evening,2399,324199.89999999997
781,2018,6,ZIM,morning,1746,217319.86000000002
782,2018,6,ZIM,off,1,37.71000000000049
783,2018,6,ZIM,standard,-1,-86.59000000000015
784,2018,7,BOT,evening,3807,546794.4900000002
785,2018,7,BOT,morning,6518,915368.1900000001
786,2018,7,BOT,off,-2909,-28361.139999999996
787,2018,7,BOT,standard,10736,750766.65
788,2018,7,LES,evening,-1125,-151935.29999999996
789,2018,7,LES,morning,-1440,-191923.84999999998
790,2018,7,LES,off,-7935,-240753.15000000005
791,2018,7,LES,standard,-4325,-314351.7000000001
792,2018,7,MOZ,evening,-2220,-249454.71000000002
793,2018,7,MOZ,morning,-5501,-645412.0099999999
794,2018,7,MOZ,off,-37003,-1162958.58
795,2018,7,MOZ,standard,-22546,-1537673.3
796,2018,7,NAM,evening,5971,681371.86
797,2018,7,NAM,morning,6532,722922.6500000003
798,2018,7,NAM,off,58353,1798432.29
799,2018,7,NAM,standard,26388,1934960.0100000005
800,2018,7,RSA,evening,-7805,-997578.2500000001
801,2018,7,RSA,morning,-5736,-757761.71
802,2018,7,RSA,off,-10127,-355039.58000000013
803,2018,7,RSA,standard,-6833,-565805.0900000001
804,2018,7,ZAMC,evening,1372,170801.91000000003
805,2018,7,ZAMC,morning,1627,198894.23000000004
806,2018,7,ZAMC,off,9810,307739.4499999999
807,2018,7,ZAMC,standard,5780,412343.4299999999
808,2018,7,ZAMZ,morning,-2000,-242087.5
809,2018,7,ZAMZ,off,-10191,-319128.55
810,2018,7,ZAMZ,standard,-9200,-680240.0
811,2018,7,ZIM,off,2,69.26000000000022
812,2018,8,BOT,evening,5813,739316.65
813,2018,8,BOT,morning,6869,910519.69
814,2018,8,BOT,off,-5041,-91262.6800000001
815,2018,8,BOT,standard,12405,782650.0099999997
816,2018,8,LES,evening,-610,-83105.05
817,2018,8,LES,morning,-730,-100469.04999999999
818,2018,8,LES,off,-6710,-181353.24999999997
819,2018,8,LES,standard,-3920,-237970.7499999999
820,2018,8,MOZ,evening,-5897,-732268.8699999999
821,2018,8,MOZ,morning,-7888,-966160.9099999998
822,2018,8,MOZ,off,-34944,-965274.0499999993
823,2018,8,MOZ,standard,-24426,-1493932.2200000004
824,2018,8,NAM,evening,5814,712864.01
825,2018,8,NAM,morning,7615,956454.25
826,2018,8,NAM,off,58059,1593680.5800000003
827,2018,8,NAM,standard,24968,1568785.24
828,2018,8,RSA,evening,-5531,-681622.9
829,2018,8,RSA,morning,-4568,-642504.67
830,2018,8,RSA,off,-4667,-162630.18999999994
831,2018,8,RSA,standard,-4208,-331139.50999999995
832,2018,8,ZAMC,evening,603,68858.12999999999
833,2018,8,ZAMC,morning,1077,130265.17
834,2018,8,ZAMC,off,4278,116597.43
835,2018,8,ZAMC,standard,2911,166569.67999999996
836,2018,8,ZAMZ,evening,-192,-24041.969999999998
837,2018,8,ZAMZ,morning,-2230,-266563.77999999997
838,2018,8,ZAMZ,off,-6937,-194442.6899999999
839,2018,8,ZAMZ,standard,-7463,-440709.14999999997
840,2018,8,ZIM,morning,-145,-21540.7
841,2018,8,ZIM,off,-4038,-115315.14999999997
842,2018,8,ZIM,standard,-267,-14253.300000000003
843,2018,9,BOT,evening,4956,442517.3400000001
844,2018,9,BOT,morning,9242,709875.48
845,2018,9,BOT,off,38577,1129118.1
846,2018,9,BOT,standard,26327,1509245.4999999998
847,2018,9,LES,evening,-300,-26846.200000000008
848,2018,9,LES,morning,-325,-21747.499999999996
849,2018,9,LES,off,-6298,-180301.93999999994
850,2018,9,LES,standard,-2925,-168653.50000000003
851,2018,9,MOZ,evening,-3180,-283947.93
852,2018,9,MOZ,morning,-10318,-805845.14
853,2018,9,MOZ,off,-54264,-1573537.55
854,2018,9,MOZ,standard,-31547,-1813507.1700000004
855,2018,9,NAM,evening,3700,330364.8700000001
856,2018,9,NAM,morning,11364,910169.5299999999
857,2018,9,NAM,off,59638,1736812.2399999995
858,2018,9,NAM,standard,23901,1375797.0199999996
859,2018,9,RSA,evening,-8269,-738945.81
860,2018,9,RSA,morning,-11632,-936738.0700000004
861,2018,9,RSA,off,-25292,-766315.6100000001
862,2018,9,RSA,standard,-19740,-1131316.6500000001
863,2018,9,ZAMC,evening,1754,156874.75999999995
864,2018,9,ZAMC,morning,3518,281095.87000000005
865,2018,9,ZAMC,off,12527,365011.82999999996
866,2018,9,ZAMC,standard,10798,624415.9600000002
867,2018,9,ZAMZ,evening,100,8737.5
868,2018,9,ZAMZ,morning,-1353,-96122.36999999998
869,2018,9,ZAMZ,off,-7543,-222297.06999999995
870,2018,9,ZAMZ,standard,-4972,-290563.11999999976
871,2018,9,ZIM,evening,1239,111245.47000000002
872,2018,9,ZIM,morning,-496,-40687.8
873,2018,9,ZIM,off,-17345,-488489.99999999994
874,2018,9,ZIM,standard,-1842,-105418.03999999998
875,2018,10,BOT,evening,736,66216.01999999999
876,2018,10,BOT,morning,9132,698267.5099999998
877,2018,10,BOT,off,88602,2785876.5199999996
878,2018,10,BOT,standard,37923,2308093.6500000004
879,2018,10,LES,evening,-597,-65609.44
880,2018,10,LES,morning,-805,-61862.57000000001
881,2018,10,LES,off,-7476,-235917.18000000002
882,2018,10,LES,standard,-4162,-256067.47000000026
883,2018,10,MOZ,evening,-2342,-247733.27999999997
884,2018,10,MOZ,morning,-11327,-913428.5999999996
885,2018,10,MOZ,off,-52230,-1659913.22
886,2018,10,MOZ,standard,-29172,-1787390.6099999992
887,2018,10,NAM,evening,1272,132316.82
888,2018,10,NAM,morning,13563,1071394.2500000005
889,2018,10,NAM,off,70972,2224094.239999999
890,2018,10,NAM,standard,36401,2238507.270000001
891,2018,10,RSA,evening,-1456,-139732.18
892,2018,10,RSA,morning,-11331,-882447.5700000002
893,2018,10,RSA,off,-59472,-1897939.1999999995
894,2018,10,RSA,standard,-44108,-2711055.860000001
895,2018,10,ZAMC,evening,1181,121900.57999999999
896,2018,10,ZAMC,morning,3705,302793.0300000001
897,2018,10,ZAMC,off,13339,423692.90999999974
898,2018,10,ZAMC,standard,9968,609873.6199999999
899,2018,10,ZAMZ,evening,71,7250.68
900,2018,10,ZAMZ,morning,-1225,-78731.79000000001
901,2018,10,ZAMZ,off,-13723,-418144.38000000006
902,2018,10,ZAMZ,standard,-2461,-147819.14
903,2018,10,ZIM,evening,1135,125390.8
904,2018,10,ZIM,morning,-1712,-135984.26
905,2018,10,ZIM,off,-40012,-1221749.6900000002
906,2018,10,ZIM,standard,-4389,-254141.46000000002
907,2018,11,BOT,morning,10192,815352.2900000003
908,2018,11,BOT,off,53948,1749972.729999999
909,2018,11,BOT,standard,26827,1685032.1200000008
910,2018,11,LES,evening,-700,-98359.15
911,2018,11,LES,morning,-955,-75413.6
912,2018,11,LES,off,-6890,-224219.94999999992
913,2018,11,LES,standard,-4335,-289423.20000000007
914,2018,11,MOZ,evening,-2408,-328978.3599999999
915,2018,11,MOZ,morning,-12194,-1017687.1600000004
916,2018,11,MOZ,off,-37043,-1243052.0199999998
917,2018,11,MOZ,standard,-32028,-2098776.2999999993
918,2018,11,NAM,evening,2166,298004.02999999985
919,2018,11,NAM,morning,5276,428595.7499999999
920,2018,11,NAM,off,54667,1755812.7100000011
921,2018,11,NAM,standard,25100,1674865.1500000001
922,2018,11,RSA,evening,-37,-4810.51
923,2018,11,RSA,morning,-1324,-87413.24
924,2018,11,RSA,off,-18904,-635025.0600000003
925,2018,11,RSA,standard,-13662,-877008.1500000004
926,2018,11,ZAMC,evening,124,14422.64
927,2018,11,ZAMC,morning,1439,122451.11999999998
928,2018,11,ZAMC,off,9772,321631.68000000005
929,2018,11,ZAMC,standard,4361,280593.9499999998
930,2018,11,ZAMZ,morning,-825,-53166.83999999999
931,2018,11,ZAMZ,off,-12590,-395185.01000000007
932,2018,11,ZAMZ,standard,-1430,-93342.1
933,2018,11,ZIM,evening,855,119721.35000000002
934,2018,11,ZIM,morning,-1609,-132718.32
935,2018,11,ZIM,off,-42960,-1329935.08
936,2018,11,ZIM,standard,-4833,-281941.4699999999
937,2018,12,BOT,evening,263,23469.41
938,2018,12,BOT,morning,2894,223434.66999999998
939,2018,12,BOT,off,9040,330341.97000000026
940,2018,12,BOT,standard,4044,257110.61999999997
941,2018,12,LES,evening,-150,-26301.2
942,2018,12,LES,morning,-150,-11580.799999999997
943,2018,12,LES,off,-1880,-62835.149999999994
944,2018,12,LES,standard,-1025,-74843.60000000002
945,2018,12,MOZ,evening,-2778,-295656.04
946,2018,12,MOZ,morning,-7784,-575968.3299999998
947,2018,12,MOZ,off,-42174,-1282820.82
948,2018,12,MOZ,standard,-25307,-1558030.8399999999
949,2018,12,NAM,evening,2341,257460.93999999997
950,2018,12,NAM,morning,6178,458078.1000000001
951,2018,12,NAM,off,85046,2485827.8099999996
952,2018,12,NAM,standard,27096,1658125.4399999985
953,2018,12,RSA,evening,-81,-12630.309999999998
954,2018,12,RSA,morning,-131,-11423.309999999998
955,2018,12,RSA,off,-12023,-373278.0000000004
956,2018,12,RSA,standard,-2874,-174267.13999999998
957,2018,12,ZAMC,evening,119,6801.2300000000005
958,2018,12,ZAMC,morning,415,18509.56
959,2018,12,ZAMC,off,8566,257150.73000000027
960,2018,12,ZAMC,standard,2928,170969.21
961,2018,12,ZAMZ,evening,56,6162.240000000001
962,2018,12,ZAMZ,morning,-629,-39846.439999999995
963,2018,12,ZAMZ,off,-5353,-163010.33000000002
964,2018,12,ZAMZ,standard,-1234,-86854.62
965,2018,12,ZIM,evening,230,40693.729999999996
966,2018,12,ZIM,morning,-793,-61203.450000000004
967,2018,12,ZIM,off,-41222,-1191376.2099999995
968,2018,12,ZIM,standard,-3628,-192209.06999999995
969,2019,1,BOT,evening,851,58537.00000000001
970,2019,1,BOT,morning,3870,228705.33999999994
971,2019,1,BOT,off,597,46961.58000000004
972,2019,1,BOT,standard,14671,844592.2799999997
973,2019,1,MOZ,evening,-2810,-204669.83999999997
974,2019,1,MOZ,morning,-6461,-331558.90999999986
975,2019,1,MOZ,off,-29723,-782977.5299999996
976,2019,1,MOZ,standard,-21472,-1194396.2100000007
977,2019,1,NAM,evening,1507,100423.17999999998
978,2019,1,NAM,morning,1994,80028.83
979,2019,1,NAM,off,49450,1252583.5899999992
980,2019,1,NAM,standard,10413,517515.01000000007
981,2019,1,RSA,evening,-396,-30862.910000000007
982,2019,1,RSA,morning,-130,-18450.2
983,2019,1,RSA,off,-4422,-132504.85
984,2019,1,RSA,standard,-3926,-230624.52999999994
985,2019,1,ZAMC,evening,343,23265.65
986,2019,1,ZAMC,morning,1803,92302.31999999999
987,2019,1,ZAMC,off,10477,262368.3299999998
988,2019,1,ZAMC,standard,4887,260627.35000000012
989,2019,1,ZAMZ,morning,-245,-10555.96
990,2019,1,ZAMZ,off,-1292,-36270.63
991,2019,1,ZAMZ,standard,-1045,-54294.48999999999
992,2019,1,ZIM,evening,505,53306.91999999999
993,2019,1,ZIM,morning,-831,-40471.42
994,2019,1,ZIM,off,-25087,-610160.4900000002
995,2019,1,ZIM,standard,-3528,-143419.41
996,2019,2,BOT,evening,508,37806.54
997,2019,2,BOT,morning,5547,368903.9199999999
998,2019,2,BOT,off,13032,391097.17000000033
999,2019,2,BOT,standard,12917,796366.1499999996
1000,2019,2,LES,evening,-285,-29007.100000000002
1001,2019,2,LES,morning,-425,-23970.800000000003
1002,2019,2,LES,off,-3200,-76883.55
1003,2019,2,LES,standard,-1735,-106904.29999999997
1004,2019,2,MOZ,evening,-680,-83010.19999999998
1005,2019,2,MOZ,morning,-6581,-435326.63999999996
1006,2019,2,MOZ,off,-27140,-733740.9500000001
1007,2019,2,MOZ,standard,-14140,-924182.8099999999
1008,2019,2,NAM,evening,547,77242.55
1009,2019,2,NAM,morning,2450,174395.79000000007
1010,2019,2,NAM,off,53295,1329388.6199999996
1011,2019,2,NAM,standard,9543,621682.7300000001
1012,2019,2,RSA,evening,-97,-12394.779999999999
1013,2019,2,RSA,morning,-1080,-88124.58000000005
1014,2019,2,RSA,off,-9801,-294533.95000000007
1015,2019,2,RSA,standard,-7139,-467146.2299999998
1016,2019,2,ZAMC,evening,187,23037.750000000004
1017,2019,2,ZAMC,morning,2128,134875.01000000004
1018,2019,2,ZAMC,off,11768,298103.60999999975
1019,2019,2,ZAMC,standard,5524,344077.39000000013
1020,2019,2,ZAMZ,morning,-655,-40141.24999999999
1021,2019,2,ZAMZ,off,-2110,-60444.77
1022,2019,2,ZAMZ,standard,-1120,-67157.3
1023,2019,2,ZIM,evening,-180,-13674.759999999997
1024,2019,2,ZIM,morning,-1384,-90611.44999999998
1025,2019,2,ZIM,off,-35844,-852986.1799999992
1026,2019,2,ZIM,standard,-3850,-196735.6300000001
1027,2019,3,BOT,evening,749,57794.68000000001
1028,2019,3,BOT,morning,4308,273494.1400000001
1029,2019,3,BOT,off,5092,147750.9
1030,2019,3,BOT,standard,10547,630120.7499999997
1031,2019,3,LES,evening,-225,-19348.35
1032,2019,3,LES,morning,-295,-15287.449999999999
1033,2019,3,LES,off,-2555,-55737.64999999999
1034,2019,3,LES,standard,-1265,-72097.79999999999
1035,2019,3,MOZ,evening,-1192,-105064.52000000002
1036,2019,3,MOZ,morning,-6718,-445314.53
1037,2019,3,MOZ,off,-28137,-757694.1700000004
1038,2019,3,MOZ,standard,-17421,-1086656.5700000008
1039,2019,3,NAM,evening,384,36660.22
1040,2019,3,NAM,morning,1212,93480.90999999999
1041,2019,3,NAM,off,25282,708280.8199999998
1042,2019,3,NAM,standard,2502,163114.02
1043,2019,3,RSA,evening,-133,-9873.429999999998
1044,2019,3,RSA,morning,-199,-15906.279999999995
1045,2019,3,RSA,off,-8888,-257776.74
1046,2019,3,RSA,standard,-623,-34339.490000000005
1047,2019,3,ZAMC,evening,456,44091.17999999999
1048,2019,3,ZAMC,morning,2606,173643.40000000002
1049,2019,3,ZAMC,off,13291,326932.34
1050,2019,3,ZAMC,standard,6899,424156.9500000001
1051,2019,3,ZAMZ,evening,-133,-14170.039999999997
1052,2019,3,ZAMZ,morning,-757,-55775.63
1053,2019,3,ZAMZ,off,-3882,-106672.58
1054,2019,3,ZAMZ,standard,-756,-43797.61999999999
1055,2019,3,ZIM,evening,94,9910.260000000002
1056,2019,3,ZIM,morning,-157,-8334.56
1057,2019,3,ZIM,off,-203,-5082.92
1058,2019,3,ZIM,standard,117,19499.760000000002
1059,2019,4,BOT,evening,462,45677.01000000001
1060,2019,4,BOT,morning,5681,490323.85
1061,2019,4,BOT,off,28291,902606.8000000002
1062,2019,4,BOT,standard,10573,733629.6000000002
1063,2019,4,MOZ,evening,-1417,-140257.50999999998
1064,2019,4,MOZ,morning,-7913,-674828.05
1065,2019,4,MOZ,off,-44149,-1419007.2100000007
1066,2019,4,MOZ,standard,-20825,-1475669.8800000004
1067,2019,4,NAM,evening,316,33460.37
1068,2019,4,NAM,morning,1542,141692.49000000002
1069,2019,4,NAM,off,14081,484621.7199999999
1070,2019,4,NAM,standard,6168,477191.0300000002
1071,2019,4,RSA,morning,-508,-45331.89
1072,2019,4,RSA,off,-11888,-398450.0699999997
1073,2019,4,RSA,standard,-2529,-190721.25999999998
1074,2019,4,ZAMC,evening,1184,118479.04999999996
1075,2019,4,ZAMC,morning,2663,224704.47
1076,2019,4,ZAMC,off,13656,429958.12999999983
1077,2019,4,ZAMC,standard,7034,485802.9800000004
1078,2019,4,ZAMZ,evening,-545,-57358.92
1079,2019,4,ZAMZ,morning,-1465,-136560.86999999994
1080,2019,4,ZAMZ,off,9,270.6300000000001
1081,2019,4,ZAMZ,standard,-421,-30232.469999999994
1082,2019,5,BOT,evening,52,3354.16
1083,2019,5,BOT,morning,1852,157820.11999999997
