year,month,volume_mean,value_mean,price_max,price_min,price_mean,power_max,power_min,power_mean,price_morning_max,price_evening_max,price_standard,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_mean,standard_hour_mean,morning_hour_mean,evening_hour_mean,off_value,standard_value,morning_value,evening_value,standard_price_max,off_price_max,morning_price_max,evening_price_max,standard_price_min,off_price_min,morning_price_min,evening_price_min,volume,morning_volume,evening_volume,standard_volume,off_volume,value,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,price_weight_mean,off_price_weight_mean,standard_price_weight_mean,morning_price_weight_mean,evening_price_weight_mean,off_power,morning_power,standard_power,evening_power,evening_days,morning_days,days
2018,5,2008.409677419355,67738.85606451612,51.07333333333333,12.651666666666667,32.452620967741936,131.6451612903226,49.75806451612903,83.68373655913977,45.25548387096775,69.60709677419354,33.81,16.840228494623652,40.18243867243868,49.40579710144928,77.21152173913043,11.225806451612904,10.407407407407407,3.0,2.0,465010.93600000005,1014794.8270000002,344302.6070000001,275796.168,59.135714285714286,23.89916666666667,74.93,95.915,15.95909090909091,10.17625,14.923333333333332,37.28,62260.700000000004,6610.2,3566.3999999999996,25665.2,26418.899999999998,62260.700000000004,348,281.0,69.0,46.0,1.0,17.601449568301483,39.53972020479093,52.08656424919066,77.33181022880217,75.91637931034482,95.8,91.33523131672598,77.5304347826087,23,23,31
2018,6,3510.599999999999,186942.41643333336,72.17625,24.901250000000005,53.38591666666667,242.47666666666666,62.239999999999995,146.275,88.42900000000003,107.38366666666668,49.80233333333333,24.169993055555555,66.35610576923078,98.1152380952381,113.94174603174604,11.466666666666667,9.615384615384615,3.0,3.0,1332801.4050000003,2203832.212,882448.4850000001,1189190.3909999998,75.595,27.598125,128.36333333333334,130.69333333333333,55.03499999999999,21.29,64.48,83.43333333333334,105317.99999999997,8769.6,10156.300000000001,32028.300000000003,54363.8,105317.99999999997,344,250.0,63.0,63.0,1.0,24.516340009344457,68.80890375074543,100.62585351669404,117.08893898368497,158.0343023255814,139.20000000000002,128.1132,161.21111111111114,21,21,30
2018,7,4879.580645161292,303179.1287419355,80.2125,25.68875,64.52106182795698,321.23225806451615,96.94193548387098,203.31586021505373,120.04580645161292,126.15645161290321,57.67967741935484,28.5449126344086,79.21235576923078,128.78484848484848,133.6931818181818,11.612903225806452,9.692307692307692,3.0,3.0,2331709.0659999996,3797067.267,1587109.4349999998,1682667.223,86.65700000000002,34.74041666666667,138.35,141.87,32.452000000000005,24.9625,32.45333333333334,93.39333333333332,151267.00000000003,12864.8,13085.2,48358.7,76958.3,151267.00000000003,360,252.0,66.0,66.0,1.0,30.298344246169673,78.51880358653149,123.368372224986,128.59316044080333,213.77305555555557,194.9212121212121,191.89960317460316,198.26060606060608,22,22,31
2018,8,5062.441935483871,307817.7705806451,80.47749999999998,25.80125000000001,59.71615591397849,329.26774193548385,136.7483870967742,210.93508064516124,119.4725806451613,126.78935483870968,48.96290322580645,26.867883064516136,67.97087962962964,122.3527536231884,127.8331884057971,11.096774193548388,9.703703703703704,3.0,3.0,2040749.309,3712274.4630000005,1746742.288,2042584.8279999995,87.14399999999999,29.181875,137.33,140.21666666666667,56.66375,25.55125,108.96666666666664,118.08,156935.7,14075.0,15933.499999999998,51846.5,75080.7,156935.7,344,262.0,69.0,69.0,1.0,27.18074430579363,71.60125491595383,124.10247161634102,128.19435955690838,218.25784883720928,203.9855072463768,197.88740458015266,230.92028985507244,23,23,31
2018,9,6983.119999999999,325623.4662,55.0675,26.067916666666665,46.99031944444445,427.70666666666665,204.03333333333333,290.96333333333325,71.68566666666666,75.82200000000002,48.007083333333334,28.04566421568627,58.362062337662344,85.16716666666669,89.4555,12.166666666666666,10.2,3.0,2.0,3126590.5230000005,4028064.9359999998,1561081.527,1052967.0,61.35857142857144,30.49,86.57666666666668,90.015,54.76181818181818,25.99625,81.98,87.375,209493.59999999998,18298.3,11785.1,69020.6,110389.6,209493.59999999998,365,255.0,60.0,40.0,1.0,28.323234462304423,58.36032917708625,85.31292671996853,89.34731143562634,302.43726027397264,304.97166666666664,270.66901960784315,294.6275,20,20,30
2018,10,9356.196774193548,426302.6706774193,60.44958333333334,30.82083333333334,52.469126344086035,597.8774193548387,128.1709677419355,389.84153225806455,76.40677419354839,95.08193548387098,53.440322580645166,30.829920936116384,61.98935064935067,86.80710144927538,106.96869565217392,11.225806451612904,10.407407407407407,3.0,2.0,5331420.580000001,5881327.9229999995,1549536.2150000003,453098.073,67.02285714285715,31.90458333333334,88.13,120.855,59.25272727272727,30.02125,84.96666666666665,89.96,290042.1,17892.100000000002,4395.099999999999,95042.3,172712.60000000006,290042.1,348,281.0,69.0,46.0,1.0,30.868741365713902,61.881161577529156,86.60449108824565,103.0916413733476,496.3005747126439,259.3057971014493,338.2288256227758,95.54565217391303,23,23,31
2018,11,6566.9833333333345,313473.9595666667,69.22583333333337,32.095,57.1590138888889,455.95333333333343,79.89333333333335,273.6243055555555,79.21166666666667,126.75633333333334,56.836083333333335,31.970327614379077,67.33195804195805,90.21772727272727,138.91272727272727,11.333333333333334,10.384615384615385,3.0,2.0,3800505.1519999993,4185939.5829999996,983374.3420000001,434399.71,82.88428571428572,36.18875000000001,92.97666666666667,175.25,61.43454545454546,30.0925,87.28000000000002,104.8,197009.50000000003,10943.5,3159.2,63983.29999999998,118923.5,197009.50000000003,340,270.0,66.0,44.0,1.0,31.957562231182226,65.42237713590892,89.85921706949331,137.50307356292734,349.775,165.81060606060606,236.97518518518513,71.8,22,22,30
2018,12,5126.183870967742,210057.061451613,71.69708333333334,24.45875000000001,49.77668010752687,392.14516129032256,62.60645161290323,213.59099462365592,65.66000000000001,115.54741935483871,51.0541935483871,29.27485373181531,61.362772227772226,71.10317460317461,120.76976190476188,12.03225806451613,10.23076923076923,3.0,2.0,3201704.249,2395262.174,553330.5539999999,361471.928,93.51142857142858,37.09541666666666,96.13666666666668,197.945,23.18,22.605,21.926666666666666,33.045,158911.7,7145.7,3409.5,39452.0,108904.5,158911.7,373,266.0,63.0,42.0,1.0,29.3991914842821,60.71332692892629,77.43545824761743,106.01904326147529,291.9691689008043,113.42380952380952,148.31578947368422,81.17857142857143,21,21,31
2019,1,3930.1838709677418,143135.16564516132,56.61625,23.008750000000006,42.526881720430104,285.00967741935483,41.65806451612904,163.75766129032257,58.859354838709685,83.82193548387099,47.93758064516128,24.544099462365594,53.378008658008646,58.27333333333333,81.90652173913044,11.225806451612904,10.407407407407407,3.0,2.0,1887113.7130000005,1901430.7749999997,406332.3010000001,242313.34600000005,64.54818181818183,28.675,76.42666666666666,112.5,27.58636363636364,21.559999999999995,25.536666666666665,39.225,121835.7,7303.8,3294.8,35761.8,75475.3,121835.7,348,281.0,69.0,46.0,1.0,25.003063426047998,53.169325229714374,55.632999397573876,73.54417445671969,216.8830459770115,105.85217391304349,127.26619217081851,71.62608695652175,23,23,31
2019,2,4732.682142857143,181287.7384285714,65.70083333333334,21.74958333333333,49.19279761904762,351.4535714285715,29.24285714285714,197.19508928571426,69.04678571428572,110.78071428571427,53.95714285714288,24.91301733193277,63.52748376623378,69.03166666666667,116.77374999999999,11.571428571428571,10.333333333333334,3.0,2.0,2263872.5900000003,2101994.7239999995,546895.453,163293.909,74.66909090909091,30.79333333333333,89.42999999999998,178.86,40.784285714285716,19.37125,49.74666666666667,80.02,132515.1,7684.7,1440.9,33008.59999999999,90380.90000000001,132515.1,324,248.0,60.0,40.0,1.0,25.048130633795417,63.680214368376724,71.1667928481268,113.32771809285863,278.95339506172843,128.07833333333332,133.09919354838706,36.0225,20,20,28
2019,3,2916.983870967742,118200.51577419354,70.53666666666669,18.3575,47.52462365591398,231.81290322580645,35.0516129032258,121.54099462365592,64.5151612903226,105.37032258064517,51.35298387096776,25.101932321315626,62.40552447552447,72.26047619047621,109.14309523809523,12.03225806451613,10.23076923076923,3.0,2.0,1423768.6179999996,1558355.145,494826.32399999996,187265.902,79.27,34.17294117647059,88.94333333333331,164.81,34.93,16.936249999999998,42.62666666666667,75.82499999999997,90426.5,6988.9,2149.7999999999997,25876.7,55411.1,90426.5,373,266.0,63.0,42.0,1.0,25.69464634342216,60.22232916098266,70.80174619754182,87.10852265327009,148.55522788203754,110.93492063492063,97.28082706766918,51.185714285714276,21,21,31
2019,4,4233.383333333333,233699.2693,72.38708333333331,27.394583333333344,55.56730555555556,268.3966666666667,101.54333333333334,176.39097222222225,79.949,93.09133333333334,60.31699999999999,30.922946895424836,70.77638861138861,89.93909090909091,101.3475,11.333333333333334,10.384615384615385,3.0,2.0,2133459.801,3096075.687,1203803.994,577638.597,81.55272727272728,35.04875,101.01666666666664,135.16,41.437272727272735,27.038823529411758,42.26,44.205,127001.49999999999,12808.1,5527.3,42268.7,66397.4,127001.49999999999,340,270.0,66.0,44.0,1.0,32.13167685782877,73.2474783232037,93.98771043324146,104.50646735295713,195.2864705882353,194.0621212121212,156.55074074074074,125.62045454545455,22,22,30
2019,5,4376.903225806452,248547.24632258064,83.235,42.66708333333333,70.30533602150538,362.28064516129024,59.05161290322581,182.37096774193552,92.19645161290323,156.6287096774194,73.21709677419356,40.07945683111955,86.99510341510342,101.31869565217391,142.83847826086955,11.225806451612904,10.407407407407407,3.0,2.0,3481322.4239999996,2723815.443000001,990333.1849999999,509493.58400000003,103.3442857142857,50.949411764705886,112.29333333333334,158.78,38.26,34.8825,39.96,97.09,135684.0,9778.6,3587.0999999999995,32855.1,89463.20000000001,135684.0,348,281.0,69.0,46.0,1.0,38.91345742159904,82.90388533287073,101.275559384779,142.03495414122833,257.07816091954027,141.71884057971016,116.92206405693949,77.98043478260868,23,23,31
2019,6,4737.2333333333345,357432.5922666667,118.70375,48.45250000000001,91.05850000000002,403.7366666666667,58.88,197.3847222222222,152.24999999999994,176.42499999999998,82.58275,46.16090972222223,107.28006999999998,184.72716666666668,191.0203333333333,12.0,9.6,3.0,3.0,4549995.236000001,3330438.9200000004,1616808.154,1225735.4579999996,120.729,58.09291666666667,207.42666666666668,206.96666666666667,95.44625,38.56875,136.53,158.84,142117.00000000003,8541.4,6364.9,30478.6,96732.1,142117.00000000003,360,240.0,60.0,60.0,1.0,47.03707699925879,109.2713877934026,189.29076661905543,192.57733161557914,268.7002777777778,142.35666666666665,126.99416666666666,106.08166666666666,20,20,30
2019,7,6041.57741935484,519322.63419354847,118.06624999999998,55.21458333333333,102.71702956989249,485.3806451612903,77.30322580645162,251.7323924731183,194.10483870967738,190.50741935483873,93.56524193548388,55.56853494623657,116.95680555555555,180.01217391304345,191.67623188405796,11.096774193548388,9.703703703703704,3.0,3.0,6751074.297999999,4911624.319999999,2458558.78,1977744.262,125.595,105.27749999999996,187.16333333333333,221.00333333333333,97.20375,48.42125,172.52333333333337,180.63666666666663,187288.90000000002,13075.1,9919.300000000001,40669.799999999996,123624.69999999997,187288.90000000002,344,262.0,69.0,69.0,1.0,54.6094291674722,120.76834211134552,188.03365022064838,199.383450646719,359.37412790697664,189.49420289855072,155.22824427480916,143.75797101449277,23,23,31
2019,8,5960.283870967742,454513.4852258065,116.51333333333334,53.21833333333331,96.98899193548385,508.12580645161296,42.96774193548386,248.34516129032266,171.5383870967742,194.67064516129025,86.90983870967742,52.77997311827957,110.70977777777779,170.3959090909091,201.63287878787878,11.35483870967742,9.62962962962963,3.0,3.0,6910182.786,4013779.643,1884865.59,1281090.0229999996,125.1075,58.30500000000001,183.55,227.5233333333333,91.64,49.81125,165.00666666666666,176.6233333333333,184768.8,10727.4,6156.300000000001,36465.09999999999,131420.0,184768.8,352,260.0,66.0,66.0,1.0,52.58090690914625,110.07181230820706,175.70572459309807,208.094151194711,373.35227272727275,162.53636363636363,140.25038461538458,93.27727272727275,22,22,31
2019,9,7258.61,409861.1725333335,91.34291666666668,31.51625000000001,68.36252777777779,565.0333333333333,84.39,302.44208333333336,91.72100000000002,151.2833333333333,67.60341666666665,37.8094885620915,81.25279480519481,106.14603174603177,184.1809523809524,11.866666666666667,10.36,3.0,2.0,5544748.98,4539520.642,1389272.9349999998,822292.619,97.04545454545452,45.93958333333333,152.82666666666668,219.585,62.32857142857142,30.34,97.92666666666668,150.8,217758.3,13172.400000000001,4465.700000000001,54770.100000000006,145350.1,217758.3,356,259.0,63.0,42.0,1.0,38.147541556558956,82.88319068250742,105.46847461358595,184.13521262064174,408.286797752809,209.08571428571432,211.46756756756758,106.32619047619049,21,21,30
