month,hour_ref,price_mean,hours,power,volume_mean
1,weekend_17,40.349714285714285,35,185.4457142857143,1622.65
1,weekend_18,64.99657142857143,35,119.91714285714286,1049.275
1,weekend_19,68.70714285714287,35,102.30571428571427,895.1749999999998
1,weekend_2,34.460571428571434,35,288.0628571428572,2520.55
1,weekend_20,44.68800000000001,35,205.18857142857144,1795.4
1,weekend_21,37.06857142857143,35,233.58,2043.825
1,weekend_22,35.31342857142856,35,308.86,2702.525
1,weekend_23,34.72942857142856,35,295.98,2589.8250000000003
1,weekend_3,34.466857142857144,35,292.5,2559.375
1,weekend_4,34.42942857142858,35,292.2542857142857,2557.225
1,weekend_5,34.849428571428575,35,265.8028571428571,2325.7749999999996
1,weekend_6,36.09542857142857,35,210.6085714285714,1842.8249999999998
1,weekend_7,50.408857142857144,35,143.78857142857143,1258.15
1,weekend_8,55.45142857142857,35,136.49714285714285,1194.35
1,weekend_9,56.175714285714285,35,136.17428571428573,1191.525
2,weekday_0,34.03518518518518,81,238.09259259259264,4821.375000000001
2,weekday_1,33.65530864197529,81,235.15185185185183,4761.825
2,weekday_10,77.84925925925926,81,90.77037037037037,1838.1
2,weekday_11,76.47456790123455,81,96.63086419753088,1956.7750000000003
2,weekday_12,76.43975308641976,81,100.96666666666667,2044.575
2,weekday_13,75.51641975308638,81,100.84444444444445,2042.1000000000001
2,weekday_14,76.00493827160494,81,102.5358024691358,2076.35
2,weekday_15,76.12666666666668,81,104.2530864197531,2111.1250000000005
2,weekday_16,79.25913580246912,81,106.46790123456789,2155.975
2,weekday_17,83.42555555555552,81,95.19135802469134,1927.6249999999995
2,weekday_18,98.77283950617283,81,80.04444444444444,1620.8999999999999
2,weekday_19,111.48629629629629,81,51.14444444444445,1035.6750000000002
2,weekday_2,33.14567901234569,81,231.87654320987653,4695.5
2,weekday_20,99.97160493827161,81,90.10864197530864,1824.7
2,weekday_21,71.0141975308642,81,140.0148148148148,2835.2999999999997
2,weekday_22,35.08518518518519,81,245.45555555555558,4970.475
2,weekday_23,34.366296296296284,81,241.45802469135802,4889.525
2,weekday_3,33.11888888888888,81,236.837037037037,4795.949999999999
2,weekday_4,33.74777777777778,81,242.88765432098768,4918.475
2,weekday_5,36.223209876543216,81,250.7345679012346,5077.375000000001
2,weekday_6,68.22703703703705,81,139.22962962962964,2819.4
2,weekday_7,80.42456790123457,81,100.61234567901235,2037.4
2,weekday_8,79.17728395061725,81,84.11358024691359,1703.3000000000002
2,weekday_9,82.69395061728392,81,80.91728395061729,1638.575
2,weekend_0,33.73468749999999,32,243.490625,1947.925
2,weekend_1,33.059374999999996,32,241.44375,1931.55
2,weekend_10,55.87187500000002,32,117.99999999999999,943.9999999999999
2,weekend_11,55.1765625,32,118.75625000000001,950.0500000000001
2,weekend_12,40.20843750000001,32,150.96562500000002,1207.7250000000001
2,weekend_13,39.016875,32,152.0375,1216.3
2,weekend_14,38.8846875,32,156.5,1252.0
2,weekend_15,38.228125,32,156.240625,1249.925
2,weekend_16,38.27250000000001,32,158.5375,1268.3
2,weekend_17,42.59125000000001,32,158.71875,1269.75
2,weekend_18,62.818750000000016,32,113.02499999999999,904.1999999999999
2,weekend_19,73.644375,32,86.74062500000001,693.9250000000001
2,weekend_2,32.5515625,32,242.0,1936.0
2,weekend_20,48.794062499999995,32,151.73125000000002,1213.8500000000001
2,weekend_21,36.29874999999999,32,190.40937499999998,1523.2749999999999
2,weekend_22,34.53156249999999,32,239.465625,1915.725
2,weekend_23,33.7259375,32,241.0375,1928.3
2,weekend_3,32.545312499999994,32,244.6625,1957.3
2,weekend_4,32.245937500000004,32,245.53125,1964.25
2,weekend_5,32.494687500000005,32,231.615625,1852.925
2,weekend_6,35.4646875,32,178.95,1431.6
2,weekend_7,47.90156250000002,32,152.82187499999998,1222.5749999999998
2,weekend_8,53.57218750000001,32,129.971875,1039.775
2,weekend_9,54.68156250000001,32,122.80312500000001,982.4250000000001
3,weekday_0,30.820112359550563,89,155.7078651685393,3464.5
3,weekday_1,30.42011235955055,89,153.87303370786518,3423.675
3,weekday_10,69.55112359550562,89,72.04831460674157,1603.075
3,weekday_11,69.40820224719099,89,74.97415730337079,1668.175
3,weekday_12,68.95292134831456,89,81.01910112359552,1802.6750000000002
3,weekday_13,68.60808988764045,89,82.01573033707865,1824.8500000000001
3,weekday_14,69.21662921348312,89,82.59438202247192,1837.7250000000001
3,weekday_15,68.97707865168539,89,83.03483146067416,1847.525
3,weekday_16,69.04685393258423,89,78.86179775280898,1754.675
3,weekday_17,71.09865168539321,89,76.00449438202247,1691.1
3,weekday_18,93.84426966292135,89,73.14269662921348,1627.425
3,weekday_19,110.64247191011228,89,56.73370786516854,1262.325
3,weekday_2,30.175056179775254,89,154.63595505617977,3440.65
3,weekday_20,89.18011235955055,89,75.2505617977528,1674.3249999999998
3,weekday_21,59.83112359550563,89,107.33370786516855,2388.175
3,weekday_22,32.34460674157303,89,166.39550561797753,3702.3
3,weekday_23,31.522921348314608,89,159.2494382022472,3543.3
3,weekday_3,30.222247191011224,89,158.91573033707866,3535.875
3,weekday_4,31.084044943820203,89,168.44831460674158,3747.9750000000004
3,weekday_5,34.22887640449437,89,161.31797752808987,3589.3249999999994
3,weekday_6,62.10235955056177,89,108.54157303370785,2415.0499999999997
3,weekday_7,76.68213483146063,89,97.90449438202248,2178.375
3,weekday_8,76.52191011235952,89,91.89550561797752,2044.675
3,weekday_9,77.42449438202243,89,89.20337078651684,1984.7749999999999
3,weekend_0,28.999714285714276,35,131.9914285714286,1154.9250000000002
3,weekend_1,28.35057142857142,35,131.59142857142857,1151.425
3,weekend_10,45.96428571428573,35,100.81142857142856,882.0999999999999
3,weekend_11,45.45028571428573,35,98.35428571428571,860.5999999999999
3,weekend_12,33.55600000000001,35,110.95714285714286,970.875
3,weekend_13,33.07571428571429,35,108.52571428571427,949.5999999999999
3,weekend_14,32.72885714285715,35,106.18285714285713,929.0999999999999
3,weekend_15,32.522000000000006,35,103.03714285714287,901.575
3,weekend_16,33.00114285714287,35,103.11714285714285,902.275
3,weekend_17,35.021428571428565,35,100.67142857142858,880.875
3,weekend_18,52.37142857142857,35,95.60285714285715,836.525
3,weekend_19,66.21371428571432,35,76.19142857142856,666.675
3,weekend_2,28.063428571428574,35,131.38857142857145,1149.65
3,weekend_20,42.25428571428572,35,92.65142857142858,810.7
3,weekend_21,32.56971428571429,35,124.84285714285714,1092.375
3,weekend_22,29.72114285714285,35,139.88,1223.95
3,weekend_23,28.522,35,134.68,1178.45
3,weekend_3,28.028285714285726,35,134.39142857142858,1175.925
3,weekend_4,28.031428571428574,35,138.36285714285714,1210.675
3,weekend_5,28.569428571428578,35,135.7342857142857,1187.675
3,weekend_6,31.711714285714294,35,113.96,997.15
3,weekend_7,43.43828571428573,35,112.9,987.875
3,weekend_8,46.16142857142859,35,109.38857142857142,957.15
3,weekend_9,46.90371428571431,35,106.54,932.225
4,weekday_0,29.65273809523809,84,139.29880952380952,2925.275
4,weekday_1,29.17964285714285,84,133.9202380952381,2812.325
4,weekday_10,68.9990476190476,84,104.30000000000001,2190.3
4,weekday_11,69.5578571428571,84,115.86785714285713,2433.225
4,weekday_12,69.35333333333331,84,118.1,2480.1
4,weekday_13,69.2172619047619,84,117.91547619047617,2476.2249999999995
4,weekday_14,69.37321428571425,84,116.91666666666667,2455.25
4,weekday_15,69.36476190476186,84,117.30476190476189,2463.3999999999996
4,weekday_16,72.09083333333331,84,113.88928571428575,2391.6750000000006
4,weekday_17,76.41023809523806,84,102.48095238095237,2152.1
4,weekday_18,104.40107142857144,84,100.92380952380955,2119.4000000000005
4,weekday_19,105.72392857142856,84,97.75833333333334,2052.925
4,weekday_2,29.03,84,131.71428571428572,2766.0
4,weekday_20,82.08785714285713,84,88.96785714285718,1868.3250000000007
4,weekday_21,61.45880952380952,84,128.6154761904762,2700.9249999999997
4,weekday_22,31.47154761904762,84,166.62738095238097,3499.1750000000006
4,weekday_23,30.900714285714283,84,151.25,3176.25
4,weekday_3,29.110595238095225,84,136.68928571428572,2870.475
4,weekday_4,29.674047619047624,84,162.11428571428573,3404.4000000000005
4,weekday_5,32.65809523809524,84,183.18928571428572,3846.975
4,weekday_6,65.93785714285711,84,123.82738095238093,2600.3749999999995
4,weekday_7,78.54261904761903,84,128.85714285714286,2706.0
4,weekday_8,77.3122619047619,84,130.89523809523808,2748.7999999999997
4,weekday_9,77.84130952380954,84,129.98095238095235,2729.5999999999995
4,weekend_0,28.36722222222222,36,136.77499999999998,1230.975
4,weekend_1,27.633611111111108,36,132.44722222222222,1192.025
4,weekend_10,46.59388888888891,36,122.125,1099.125
4,weekend_11,46.265833333333354,36,122.16388888888888,1099.475
4,weekend_12,34.02250000000002,36,132.3361111111111,1191.025
4,weekend_13,35.69416666666669,36,135.6222222222222,1220.6
4,weekend_14,35.54777777777778,36,132.65277777777777,1193.875
4,weekend_15,35.46027777777779,36,126.68888888888887,1140.1999999999998
4,weekend_16,36.073055555555555,36,125.73611111111111,1131.625
4,weekend_17,39.327222222222225,36,134.02222222222224,1206.2
4,weekend_18,63.12666666666665,36,97.99444444444447,881.9500000000002
4,weekend_19,66.12638888888888,36,105.40555555555555,948.65
4,weekend_2,27.05777777777778,36,129.56666666666666,1166.1
4,weekend_20,44.72277777777779,36,136.11666666666667,1225.0500000000002
4,weekend_21,34.405833333333334,36,153.08055555555555,1377.725
4,weekend_22,30.24027777777778,36,159.00555555555556,1431.05
4,weekend_23,28.93027777777778,36,142.71666666666664,1284.4499999999998
4,weekend_3,27.531388888888895,36,129.65555555555557,1166.9
4,weekend_4,27.66777777777778,36,134.8638888888889,1213.775
4,weekend_5,27.95111111111112,36,136.11666666666667,1225.05
4,weekend_6,34.01972222222222,36,112.1111111111111,1008.9999999999999
4,weekend_7,45.33833333333334,36,118.78055555555557,1069.025
4,weekend_8,47.49666666666669,36,117.86111111111111,1060.75
4,weekend_9,49.22194444444446,36,123.6138888888889,1112.525
5,weekday_0,30.928791208791225,91,159.28681318681316,3623.7749999999996
5,weekday_1,30.432197802197795,91,159.17252747252755,3621.1750000000015
5,weekday_10,75.80615384615385,91,69.02637362637361,1570.3499999999997
5,weekday_11,72.65417582417581,91,71.44175824175825,1625.3000000000002
5,weekday_12,72.01747252747252,91,77.17252747252748,1755.675
5,weekday_13,71.701978021978,91,79.69670329670329,1813.1
5,weekday_14,71.78999999999995,91,78.8923076923077,1794.8000000000002
5,weekday_15,71.85978021978023,91,77.09340659340658,1753.8749999999998
5,weekday_16,75.41043956043956,91,71.80769230769232,1633.6250000000002
5,weekday_17,82.8783516483516,91,62.582417582417584,1423.75
5,weekday_18,108.58857142857147,91,53.786813186813184,1223.6499999999999
5,weekday_19,116.6864835164835,91,53.11868131868133,1208.4500000000003
5,weekday_2,30.437692307692302,91,158.43296703296704,3604.3500000000004
5,weekday_20,81.68186813186811,91,66.23516483516484,1506.8500000000001
5,weekday_21,60.17868131868133,91,80.81978021978023,1838.6500000000003
5,weekday_22,32.94483516483518,91,165.28901098901102,3760.3250000000007
5,weekday_23,31.98483516483518,91,170.532967032967,3879.6249999999995
5,weekday_3,30.850219780219785,91,161.3164835164835,3669.9499999999994
5,weekday_4,31.310219780219786,91,164.52197802197807,3742.875000000001
5,weekday_5,34.742637362637375,91,146.70549450549453,3337.5500000000006
5,weekday_6,70.36043956043952,91,78.32197802197801,1781.8249999999998
5,weekday_7,85.15230769230766,91,80.14505494505492,1823.2999999999995
5,weekday_8,83.55384615384612,91,80.81648351648352,1838.575
5,weekday_9,83.38626373626369,91,82.48461538461538,1876.5249999999999
5,weekend_0,29.29060606060606,33,152.55757575757573,1258.6
5,weekend_1,28.622121212121204,33,153.5515151515151,1266.7999999999997
5,weekend_10,48.56121212121213,33,92.83030303030303,765.85
5,weekend_11,48.18999999999999,33,94.17575757575757,776.9499999999999
5,weekend_12,37.09030303030303,33,114.42424242424242,944.0
5,weekend_13,34.988484848484845,33,122.20909090909092,1008.225
5,weekend_14,34.555151515151515,33,120.75454545454545,996.225
5,weekend_15,34.356969696969706,33,120.77272727272727,996.375
5,weekend_16,35.74696969696969,33,113.32727272727273,934.95
5,weekend_17,37.44757575757576,33,93.47878787878787,771.1999999999999
5,weekend_18,73.14939393939396,33,57.25151515151515,472.325
5,weekend_19,85.61212121212124,33,57.330303030303035,472.975
5,weekend_2,28.574242424242417,33,151.23939393939392,1247.725
5,weekend_20,51.579393939393924,33,97.24242424242425,802.25
5,weekend_21,34.773636363636356,33,110.82424242424241,914.3
5,weekend_22,32.227575757575764,33,166.54242424242423,1373.975
5,weekend_23,29.929393939393936,33,166.3666666666667,1372.5250000000003
5,weekend_3,28.55939393939394,33,153.90909090909088,1269.7499999999998
5,weekend_4,28.916969696969687,33,160.1818181818182,1321.5
5,weekend_5,30.070909090909087,33,135.85454545454547,1120.8000000000002
5,weekend_6,32.85727272727274,33,115.77575757575755,955.1499999999999
5,weekend_7,47.78969696969698,33,96.3030303030303,794.5
5,weekend_8,47.321515151515165,33,98.82121212121213,815.2750000000001
5,weekend_9,49.35515151515152,33,99.4090909090909,820.125
6,weekday_0,37.731647058823526,85,241.21294117647048,5125.774999999998
6,weekday_1,37.434000000000005,85,246.1682352941176,5231.074999999999
6,weekday_10,85.4338823529411,85,83.91529411764704,1783.1999999999996
6,weekday_11,84.90035294117645,85,86.93882352941178,1847.4500000000003
6,weekday_12,84.8463529411764,85,90.12352941176472,1915.1250000000002
6,weekday_13,84.51470588235291,85,95.65176470588236,2032.6000000000001
6,weekday_14,84.50258823529408,85,92.27882352941177,1960.925
6,weekday_15,84.4962352941176,85,94.10117647058826,1999.6500000000003
6,weekday_16,87.88741176470586,85,88.83294117647058,1887.6999999999998
6,weekday_17,139.55952941176466,85,76.70352941176469,1629.9499999999998
6,weekday_18,149.382,85,78.14470588235294,1660.5749999999998
6,weekday_19,129.26176470588234,85,100.59529411764706,2137.65
6,weekday_2,37.423764705882334,85,245.66352941176473,5220.35
6,weekday_20,98.88788235294119,85,91.26235294117646,1939.3249999999998
6,weekday_21,76.572,85,104.89529411764707,2229.025
6,weekday_22,38.80047058823529,85,244.07176470588243,5186.5250000000015
6,weekday_23,38.22117647058822,85,255.19529411764714,5422.9000000000015
6,weekday_3,37.52882352941175,85,247.06235294117647,5250.075
6,weekday_4,38.294117647058805,85,236.98705882352942,5035.975
6,weekday_5,41.816941176470586,85,191.41529411764705,4067.575
6,weekday_6,121.39129411764702,85,121.90235294117643,2590.4249999999993
6,weekday_7,129.19176470588235,85,99.68352941176471,2118.275
6,weekday_8,125.06494117647053,85,104.32000000000001,2216.8
6,weekday_9,110.89858823529408,85,104.45411764705882,2219.65
6,weekend_0,37.36628571428571,35,236.18857142857144,2066.65
6,weekend_1,37.05257142857142,35,244.81428571428572,2142.125
6,weekend_10,61.40228571428571,35,118.51714285714287,1037.025
6,weekend_11,60.152285714285725,35,127.71142857142858,1117.4750000000001
6,weekend_12,42.04057142857145,35,135.6942857142857,1187.325
6,weekend_13,41.99857142857144,35,147.89142857142858,1294.05
6,weekend_14,41.77314285714286,35,147.85999999999999,1293.7749999999999
6,weekend_15,42.201714285714296,35,147.81428571428572,1293.375
6,weekend_16,45.568,35,120.54285714285714,1054.75
6,weekend_17,58.604285714285716,35,74.39428571428572,650.95
6,weekend_18,88.64771428571429,35,69.73714285714286,610.2
6,weekend_19,99.61428571428573,35,80.0657142857143,700.575
6,weekend_2,36.796857142857135,35,247.45714285714286,2165.25
6,weekend_20,52.29771428571428,35,99.26857142857142,868.5999999999999
6,weekend_21,41.07628571428572,35,138.1257142857143,1208.6000000000001
6,weekend_22,38.52742857142857,35,256.08285714285716,2240.7250000000004
6,weekend_23,37.44342857142857,35,265.26000000000005,2321.0250000000005
6,weekend_3,36.831999999999994,35,247.14285714285714,2162.5
6,weekend_4,36.943999999999996,35,252.8628571428571,2212.5499999999997
6,weekend_5,38.311428571428564,35,219.55999999999995,1921.1499999999996
6,weekend_6,41.01428571428572,35,158.43142857142857,1386.2749999999999
6,weekend_7,64.85714285714288,35,126.2657142857143,1104.825
6,weekend_8,63.760285714285715,35,108.03714285714287,945.325
6,weekend_9,64.3802857142857,35,112.93428571428572,988.1750000000001
7,weekday_0,40.4548275862069,87,287.835632183908,6260.424999999999
7,weekday_1,40.33781609195403,87,298.8770114942529,6500.575
7,weekday_10,91.82977011494252,87,123.29885057471265,2681.75
7,weekday_11,90.06471264367816,87,125.68620689655171,2733.6749999999997
7,weekday_12,89.02402298850573,87,130.14827586206897,2830.725
7,weekday_13,88.31609195402301,87,138.53333333333333,3013.1
7,weekday_14,88.27551724137929,87,136.45402298850576,2967.875
7,weekday_15,88.46287356321841,87,136.7712643678161,2974.7749999999996
7,weekday_16,91.24114942528735,87,135.28505747126437,2942.45
7,weekday_17,156.19413793103445,87,106.47471264367817,2315.8250000000003
7,weekday_18,165.9588505747126,87,100.35977011494252,2182.825
7,weekday_19,117.54827586206898,87,113.58390804597698,2470.4499999999994
7,weekday_2,40.289310344827584,87,299.67126436781615,6517.850000000001
7,weekday_20,102.12068965517237,87,122.0183908045977,2653.9
7,weekday_21,85.01620689655172,87,140.54137931034487,3056.7750000000005
7,weekday_22,41.37057471264367,87,300.05287356321844,6526.150000000001
7,weekday_23,40.972988505747125,87,295.2551724137931,6421.8
7,weekday_3,40.38206896551724,87,295.8540229885058,6434.825000000001
7,weekday_4,40.75919540229885,87,278.6712643678161,6061.099999999999
7,weekday_5,44.91045977011494,87,250.32183908045982,5444.500000000001
7,weekday_6,144.8127586206896,87,148.11149425287357,3221.425
7,weekday_7,149.21379310344824,87,136.65862068965515,2972.325
7,weekday_8,148.19057471264367,87,137.80344827586208,2997.2250000000004
7,weekday_9,99.4819540229885,87,137.4022988505747,2988.5
7,weekend_0,41.812972972972965,37,270.5459459459459,2502.5499999999997
7,weekend_1,41.178378378378376,37,275.6162162162162,2549.45
7,weekend_10,74.70135135135135,37,143.1810810810811,1324.425
7,weekend_11,65.42999999999999,37,147.52162162162162,1364.575
7,weekend_12,45.18675675675675,37,179.48108108108107,1660.2
7,weekend_13,45.06648648648649,37,190.2972972972973,1760.25
7,weekend_14,44.65108108108109,37,187.94324324324322,1738.4749999999997
7,weekend_15,44.6564864864865,37,184.12432432432433,1703.15
7,weekend_16,46.03864864864866,37,164.07567567567565,1517.6999999999998
7,weekend_17,59.53378378378378,37,99.03243243243243,916.05
7,weekend_18,85.6154054054054,37,85.47567567567569,790.6500000000001
7,weekend_19,86.27567567567567,37,96.04054054054055,888.375
7,weekend_2,40.947837837837845,37,278.05405405405406,2572.0
7,weekend_20,55.13459459459461,37,130.72162162162158,1209.1749999999997
7,weekend_21,44.43783783783783,37,176.7054054054054,1634.5249999999999
7,weekend_22,42.0981081081081,37,273.3297297297297,2528.2999999999997
7,weekend_23,41.60297297297297,37,275.6540540540541,2549.8
7,weekend_3,40.98486486486487,37,279.072972972973,2581.425
7,weekend_4,40.81972972972974,37,284.427027027027,2630.95
7,weekend_5,42.618648648648644,37,247.54864864864862,2289.825
7,weekend_6,46.74054054054055,37,175.9027027027027,1627.1
7,weekend_7,70.0489189189189,37,135.5918918918919,1254.225
7,weekend_8,78.4327027027027,37,122.3027027027027,1131.3
7,weekend_9,78.87972972972972,37,127.70000000000002,1181.2250000000001
8,weekday_0,38.1632967032967,91,341.4516483516483,7768.024999999999
8,weekday_1,37.77175824175825,91,341.01208791208796,7758.025000000001
8,weekday_10,86.95483516483519,91,149.2945054945055,3396.4500000000003
8,weekday_11,86.13395604395608,91,153.96043956043957,3502.6
8,weekday_12,85.47483516483514,91,157.59010989010991,3585.1750000000006
8,weekday_13,84.91131868131869,91,153.18021978021977,3484.85
8,weekday_14,84.82791208791207,91,151.9934065934066,3457.8500000000004
8,weekday_15,84.81604395604394,91,156.50439560439557,3560.474999999999
8,weekday_16,86.90439560439559,91,147.73406593406594,3360.9500000000003
8,weekday_17,155.73186813186808,91,105.67032967032966,2404.0
8,weekday_18,167.7548351648351,91,128.00659340659342,2912.1500000000005
8,weekday_19,124.9502197802198,91,135.00329670329668,3071.3249999999994
8,weekday_2,37.730549450549454,91,338.85934065934066,7709.05
8,weekday_20,103.0069230769231,91,157.5120879120879,3583.3999999999996
8,weekday_21,82.4325274725275,91,177.59120879120877,4040.2
8,weekday_22,39.478021978021985,91,360.8186813186814,8208.625000000002
8,weekday_23,38.80989010989012,91,359.13736263736257,8170.374999999999
8,weekday_3,37.86527472527473,91,341.023076923077,7758.2750000000015
8,weekday_4,38.71725274725276,91,342.66153846153856,7795.550000000002
8,weekday_5,44.53164835164835,91,282.69450549450556,6431.300000000002
8,weekday_6,150.10901098901095,91,155.2362637362637,3531.6249999999995
8,weekday_7,150.40450549450546,91,142.23956043956048,3235.9500000000007
8,weekday_8,147.96219780219778,91,140.42967032967036,3194.7750000000005
8,weekday_9,91.27879120879122,91,153.1175824175824,3483.425
8,weekend_0,36.709393939393934,33,331.90000000000003,2738.175
8,weekend_1,36.37272727272727,33,325.8424242424242,2688.2
8,weekend_10,62.70787878787879,33,158.2090909090909,1305.225
8,weekend_11,61.61636363636364,33,170.5090909090909,1406.7
8,weekend_12,45.20363636363637,33,202.14242424242425,1667.6750000000002
8,weekend_13,45.08484848484851,33,203.76666666666668,1681.075
8,weekend_14,44.46393939393939,33,201.27878787878788,1660.55
8,weekend_15,44.55454545454547,33,194.82424242424244,1607.3000000000002
8,weekend_16,45.13939393939395,33,195.69393939393942,1614.4750000000001
8,weekend_17,58.5430303030303,33,147.44545454545454,1216.425
8,weekend_18,86.08424242424245,33,135.2151515151515,1115.5249999999999
8,weekend_19,85.3621212121212,33,145.4030303030303,1199.575
8,weekend_2,36.30848484848485,33,325.1727272727273,2682.675
8,weekend_20,53.202424242424236,33,203.09090909090907,1675.4999999999998
8,weekend_21,44.25242424242425,33,230.60606060606057,1902.4999999999998
8,weekend_22,38.14969696969697,33,354.1000000000001,2921.3250000000007
8,weekend_23,36.78515151515151,33,342.51212121212126,2825.7250000000004
8,weekend_3,36.32606060606061,33,327.07878787878786,2698.4
8,weekend_4,37.0669696969697,33,326.54545454545456,2694.0
8,weekend_5,40.164242424242424,33,290.32424242424247,2395.175
8,weekend_6,47.341212121212116,33,202.87878787878788,1673.75
8,weekend_7,65.32787878787879,33,164.4727272727273,1356.9
8,weekend_8,67.53030303030303,33,154.0181818181818,1270.6499999999999
8,weekend_9,64.1248484848485,33,160.74848484848485,1326.175
9,weekday_0,34.27904761904762,84,374.625,7867.125
9,weekday_1,34.10309523809523,84,371.06904761904764,7792.45
9,weekday_10,77.36797619047618,84,187.4821428571428,3937.124999999999
9,weekday_11,77.00904761904759,84,189.58809523809524,3981.35
9,weekday_12,76.75785714285715,84,195.25476190476192,4100.35
9,weekday_13,76.60952380952378,84,189.40595238095236,3977.5249999999996
9,weekday_14,76.63452380952377,84,189.68214285714288,3983.3250000000003
9,weekday_15,76.84083333333331,84,193.74880952380954,4068.7250000000004
9,weekday_16,78.44999999999997,84,194.39642857142857,4082.325
9,weekday_17,86.50178571428572,84,169.125,3551.625
9,weekday_18,136.4058333333333,84,123.55595238095239,2594.675
9,weekday_19,135.86583333333334,84,161.27261904761903,3386.7249999999995
9,weekday_2,34.063928571428576,84,369.55595238095236,7760.674999999999
9,weekday_20,89.06809523809521,84,176.96428571428572,3716.2500000000005
9,weekday_21,74.9817857142857,84,221.54642857142863,4652.475000000001
9,weekday_22,35.62904761904762,84,425.53095238095256,8936.150000000003
9,weekday_23,35.070952380952406,84,398.1952380952382,8362.100000000002
9,weekday_3,34.123928571428564,84,373.2369047619048,7837.975
9,weekday_4,34.88511904761906,84,390.16785714285714,8193.525
9,weekday_5,40.7817857142857,84,387.647619047619,8140.5999999999985
9,weekday_6,81.62261904761903,84,214.63571428571436,4507.350000000001
9,weekday_7,102.61630952380946,84,188.51547619047616,3958.8249999999994
9,weekday_8,98.97619047619045,84,182.40952380952382,3830.6
9,weekday_9,92.31119047619045,84,183.84761904761905,3860.8
9,weekend_0,33.80861111111111,36,371.84444444444443,3346.6
9,weekend_1,33.27027777777778,36,363.65555555555557,3272.9
9,weekend_10,56.27722222222221,36,233.16111111111115,2098.4500000000003
9,weekend_11,56.01749999999999,36,234.15277777777777,2107.375
9,weekend_12,42.861111111111114,36,252.99166666666667,2276.925
9,weekend_13,42.92527777777777,36,255.69444444444446,2301.25
9,weekend_14,41.86472222222223,36,246.45833333333334,2218.125
9,weekend_15,42.1025,36,241.14166666666668,2170.275
9,weekend_16,42.9088888888889,36,242.68888888888893,2184.2000000000003
9,weekend_17,47.07250000000002,36,257.1333333333333,2314.2
9,weekend_18,72.73888888888888,36,180.90277777777777,1628.125
9,weekend_19,74.86722222222221,36,188.5111111111111,1696.6
9,weekend_2,33.05388888888889,36,359.3555555555556,3234.2000000000003
9,weekend_20,52.922222222222224,36,292.1555555555556,2629.4000000000005
9,weekend_21,40.233055555555566,36,297.13888888888886,2674.2499999999995
9,weekend_22,34.57638888888889,36,410.52777777777777,3694.75
9,weekend_23,33.978611111111114,36,389.6194444444444,3506.575
9,weekend_3,33.06111111111111,36,360.05833333333334,3240.525
9,weekend_4,33.2425,36,365.4222222222222,3288.8
9,weekend_5,36.45916666666667,36,341.94722222222225,3077.525
9,weekend_6,43.33361111111111,36,299.2055555555555,2692.8499999999995
9,weekend_7,55.878055555555555,36,239.21111111111108,2152.8999999999996
9,weekend_8,57.70666666666664,36,233.63888888888889,2102.75
9,weekend_9,56.95166666666666,36,234.74166666666667,2112.675
