,month_no,node,cat,year,month,hour,flow_sum,value
0,2016.01,BOT,off,2016,1,0,-71,-3460.9700000000003
1,2016.01,MOZ,off,2016,1,0,1319,65858.37
2,2016.01,NAM,off,2016,1,0,50,2409.8
3,2016.01,RSA,off,2016,1,0,-104,-5100.52
4,2016.01,ZAMC,off,2016,1,0,1391,65631.17
5,2016.01,ZAMZ,off,2016,1,0,765,37991.45
6,2016.01,ZIM,off,2016,1,0,-3350,-163329.30000000002
7,2016.01,BOT,off,2016,1,0,-20,-896.2
8,2016.01,MOZ,off,2016,1,0,510,24916.22
9,2016.01,RSA,off,2016,1,0,-299,-14245.61
10,2016.01,ZAMC,off,2016,1,0,574,26531.14
11,2016.01,ZAMZ,off,2016,1,0,411,19820.71
12,2016.01,ZIM,off,2016,1,0,-1176,-56126.26000000001
13,2016.01,BOT,off,2016,1,1,-80,-3847.3999999999996
14,2016.01,MOZ,off,2016,1,1,1234,61510.24000000001
15,2016.01,NAM,off,2016,1,1,80,3847.3999999999996
16,2016.01,RSA,off,2016,1,1,-73,-3575.27
17,2016.01,ZAMC,off,2016,1,1,1345,63346.56000000001
18,2016.01,ZAMZ,off,2016,1,1,658,32691.989999999998
19,2016.01,ZIM,off,2016,1,1,-3164,-153973.52
20,2016.01,BOT,off,2016,1,1,-20,-888.8
21,2016.01,MOZ,off,2016,1,1,531,25839.97
22,2016.01,RSA,off,2016,1,1,-342,-16280.34
23,2016.01,ZAMC,off,2016,1,1,568,26124.230000000007
24,2016.01,ZAMZ,off,2016,1,1,417,20055.52
25,2016.01,ZIM,off,2016,1,1,-1154,-54850.58
26,2016.01,BOT,off,2016,1,2,-80,-3847.3999999999996
27,2016.01,MOZ,off,2016,1,2,1218,60615.77
28,2016.01,NAM,off,2016,1,2,80,3847.3999999999996
29,2016.01,RSA,off,2016,1,2,-85,-4157.0
30,2016.01,ZAMC,off,2016,1,2,1350,63487.23000000001
31,2016.01,ZAMZ,off,2016,1,2,635,31566.319999999996
32,2016.01,ZIM,off,2016,1,2,-3118,-151512.32
33,2016.01,BOT,off,2016,1,2,-20,-881.2
34,2016.01,MOZ,off,2016,1,2,533,25850.23
35,2016.01,RSA,off,2016,1,2,-366,-17411.46
36,2016.01,ZAMC,off,2016,1,2,558,25530.969999999998
37,2016.01,ZAMZ,off,2016,1,2,417,20017.079999999998
38,2016.01,ZIM,off,2016,1,2,-1122,-53105.62
39,2016.01,BOT,off,2016,1,3,-80,-3848.0
40,2016.01,MOZ,off,2016,1,3,1218,60721.35
41,2016.01,NAM,off,2016,1,3,80,3848.0
42,2016.01,RSA,off,2016,1,3,-137,-6678.31
43,2016.01,ZAMC,off,2016,1,3,1440,67997.84999999998
44,2016.01,ZAMZ,off,2016,1,3,543,27095.050000000003
45,2016.01,ZIM,off,2016,1,3,-3064,-149135.94
46,2016.01,BOT,off,2016,1,3,-20,-888.8
47,2016.01,MOZ,off,2016,1,3,532,25825.839999999997
48,2016.01,RSA,off,2016,1,3,-367,-17478.84
49,2016.01,ZAMC,off,2016,1,3,601,27636.449999999997
50,2016.01,ZAMZ,off,2016,1,3,374,18018.750000000004
51,2016.01,ZIM,off,2016,1,3,-1120,-53113.399999999994
52,2016.01,BOT,off,2016,1,4,-63,-3045.29
53,2016.01,MOZ,off,2016,1,4,1305,65552.23
54,2016.01,NAM,off,2016,1,4,59,2842.77
55,2016.01,RSA,off,2016,1,4,-60,-2932.2
56,2016.01,ZAMC,off,2016,1,4,1486,70542.44000000002
57,2016.01,ZAMZ,off,2016,1,4,583,29342.510000000002
58,2016.01,ZIM,off,2016,1,4,-3310,-162302.46000000002
59,2016.01,BOT,off,2016,1,4,-20,-888.8
60,2016.01,MOZ,off,2016,1,4,536,25966.86
61,2016.01,RSA,off,2016,1,4,-384,-18310.799999999996
62,2016.01,ZAMC,off,2016,1,4,608,27914.479999999996
63,2016.01,ZAMZ,off,2016,1,4,372,17876.420000000002
64,2016.01,ZIM,off,2016,1,4,-1112,-52558.16
65,2016.01,BOT,off,2016,1,5,-197,-8152.33
66,2016.01,MOZ,off,2016,1,5,2767,139540.85
67,2016.01,RSA,off,2016,1,5,-648,-32974.770000000004
68,2016.01,ZAMC,off,2016,1,5,1348,65807.72000000002
69,2016.01,ZAMZ,off,2016,1,5,2906,141927.19
70,2016.01,ZIM,off,2016,1,5,-6176,-306148.66
71,2016.01,MOZ,off,2016,1,5,488,24090.24
72,2016.01,RSA,off,2016,1,5,-481,-23793.97
73,2016.01,ZAMC,off,2016,1,5,458,21182.61
74,2016.01,ZAMZ,off,2016,1,5,489,24190.6
75,2016.01,ZIM,off,2016,1,5,-954,-45669.48
76,2016.01,BOT,off,2016,1,6,-115,-4036.5
77,2016.01,BOT,standard,2016,1,6,-65,-4259.7
78,2016.01,MOZ,off,2016,1,6,23,1595.05
79,2016.01,MOZ,standard,2016,1,6,121,9691.97
80,2016.01,RSA,standard,2016,1,6,-865,-93081.44
81,2016.01,ZAMC,off,2016,1,6,86,3806.3500000000004
82,2016.01,ZAMC,standard,2016,1,6,970,90225.73
83,2016.01,ZAMZ,off,2016,1,6,317,11126.7
84,2016.01,ZAMZ,standard,2016,1,6,32,3842.5599999999995
85,2016.01,ZIM,off,2016,1,6,-311,-12491.6
86,2016.01,ZIM,standard,2016,1,6,-193,-6419.119999999996
87,2016.01,BOT,off,2016,1,6,-145,-6164.8
88,2016.01,MOZ,off,2016,1,6,439,23672.339999999997
89,2016.01,MOZ,standard,2016,1,6,46,3657.46
90,2016.01,RSA,off,2016,1,6,-123,-6976.879999999999
91,2016.01,RSA,standard,2016,1,6,-167,-12247.04
92,2016.01,ZAMC,off,2016,1,6,293,14216.51
93,2016.01,ZAMC,standard,2016,1,6,83,5568.2
94,2016.01,ZAMZ,off,2016,1,6,910,43404.23
95,2016.01,ZAMZ,standard,2016,1,6,130,10336.300000000001
96,2016.01,ZIM,off,2016,1,6,-1374,-68151.4
97,2016.01,ZIM,standard,2016,1,6,-92,-7314.919999999999
98,2016.01,BOT,off,2016,1,7,-100,-4803.0
99,2016.01,BOT,standard,2016,1,7,-35,-2800.7
100,2016.01,RSA,morning,2016,1,7,-295,-43723.67999999999
101,2016.01,ZAMC,morning,2016,1,7,342,49274.94
102,2016.01,ZAMC,off,2016,1,7,63,3025.89
103,2016.01,ZAMC,standard,2016,1,7,323,25851.66
104,2016.01,ZAMZ,off,2016,1,7,287,13784.61
105,2016.01,ZIM,morning,2016,1,7,-47,-5551.259999999999
106,2016.01,ZIM,off,2016,1,7,-250,-12007.5
107,2016.01,ZIM,standard,2016,1,7,-288,-23050.96
108,2016.01,BOT,off,2016,1,7,-25,-1252.0
109,2016.01,BOT,standard,2016,1,7,-65,-3380.0
110,2016.01,MOZ,standard,2016,1,7,176,17519.64
111,2016.01,RSA,standard,2016,1,7,-196,-17410.67
112,2016.01,ZAMC,off,2016,1,7,63,3155.04
113,2016.01,ZAMC,standard,2016,1,7,310,27692.149999999998
114,2016.01,ZAMZ,off,2016,1,7,212,10616.96
115,2016.01,ZAMZ,standard,2016,1,7,299,18884.0
116,2016.01,ZIM,off,2016,1,7,-250,-12520.0
117,2016.01,ZIM,standard,2016,1,7,-524,-43305.12
118,2016.01,BOT,off,2016,1,8,-80,-3608.0
119,2016.01,RSA,standard,2016,1,8,-30,-3393.0600000000004
120,2016.01,ZAMC,morning,2016,1,8,18,1945.2599999999998
121,2016.01,ZAMC,off,2016,1,8,23,1037.3
122,2016.01,ZAMC,standard,2016,1,8,175,15052.059999999998
123,2016.01,ZAMZ,off,2016,1,8,300,13530.000000000002
124,2016.01,ZAMZ,standard,2016,1,8,17,1971.5300000000002
125,2016.01,ZIM,morning,2016,1,8,-18,-1945.2599999999998
126,2016.01,ZIM,off,2016,1,8,-243,-10959.300000000001
127,2016.01,ZIM,standard,2016,1,8,-162,-13630.529999999999
128,2016.01,BOT,off,2016,1,8,-10,-520.1
129,2016.01,BOT,standard,2016,1,8,-65,-3386.5
130,2016.01,MOZ,standard,2016,1,8,243,26123.78
131,2016.01,RSA,standard,2016,1,8,-49,-5212.0199999999995
132,2016.01,ZAMC,off,2016,1,8,63,3276.6299999999997
133,2016.01,ZAMC,standard,2016,1,8,244,22897.82
134,2016.01,ZAMZ,off,2016,1,8,197,10245.970000000001
135,2016.01,ZAMZ,standard,2016,1,8,235,16691.64
136,2016.01,ZIM,off,2016,1,8,-250,-13002.5
137,2016.01,ZIM,standard,2016,1,8,-608,-57114.719999999994
138,2016.01,BOT,off,2016,1,9,-70,-3360.7
139,2016.01,RSA,standard,2016,1,9,-30,-3393.0600000000004
140,2016.01,ZAMC,morning,2016,1,9,18,1945.2599999999998
141,2016.01,ZAMC,off,2016,1,9,23,1104.23
142,2016.01,ZAMC,standard,2016,1,9,175,15052.749999999998
143,2016.01,ZAMZ,off,2016,1,9,297,14258.97
144,2016.01,ZAMZ,standard,2016,1,9,17,1971.5300000000002
145,2016.01,ZIM,morning,2016,1,9,-18,-1945.2599999999998
146,2016.01,ZIM,off,2016,1,9,-250,-12002.5
147,2016.01,ZIM,standard,2016,1,9,-162,-13631.22
148,2016.01,BOT,standard,2016,1,9,-45,-2520.45
149,2016.01,MOZ,standard,2016,1,9,242,26210.14
150,2016.01,RSA,standard,2016,1,9,-25,-2710.59
151,2016.01,ZAMC,standard,2016,1,9,312,27360.25
152,2016.01,ZAMZ,standard,2016,1,9,350,23684.43
153,2016.01,ZIM,standard,2016,1,9,-834,-72023.78
154,2016.01,BOT,off,2016,1,10,-70,-3360.7
155,2016.01,MOZ,standard,2016,1,10,14,1120.14
156,2016.01,RSA,standard,2016,1,10,-330,-35860.649999999994
157,2016.01,ZAMC,off,2016,1,10,23,1104.23
158,2016.01,ZAMC,standard,2016,1,10,264,24783.5
159,2016.01,ZAMZ,off,2016,1,10,297,14258.97
160,2016.01,ZAMZ,standard,2016,1,10,205,22866.95
161,2016.01,ZIM,off,2016,1,10,-250,-12002.5
162,2016.01,ZIM,standard,2016,1,10,-153,-12909.94
163,2016.01,BOT,standard,2016,1,10,-40,-2242.0
164,2016.01,MOZ,off,2016,1,10,223,12198.25
165,2016.01,MOZ,standard,2016,1,10,175,18630.85
166,2016.01,RSA,off,2016,1,10,-6,-336.48
167,2016.01,RSA,standard,2016,1,10,-13,-1401.52
168,2016.01,ZAMC,off,2016,1,10,108,5752.68
169,2016.01,ZAMC,standard,2016,1,10,170,14940.279999999999
170,2016.01,ZAMZ,off,2016,1,10,321,17036.05
171,2016.01,ZAMZ,standard,2016,1,10,158,12939.09
172,2016.01,ZIM,off,2016,1,10,-646,-34650.5
173,2016.01,ZIM,standard,2016,1,10,-450,-42866.7
174,2016.01,BOT,off,2016,1,11,-65,-3121.3
175,2016.01,MOZ,standard,2016,1,11,14,1120.14
176,2016.01,RSA,standard,2016,1,11,-384,-41378.2
177,2016.01,ZAMC,off,2016,1,11,23,1104.46
178,2016.01,ZAMC,standard,2016,1,11,318,30301.05
179,2016.01,ZAMZ,off,2016,1,11,292,14021.84
180,2016.01,ZAMZ,standard,2016,1,11,205,22866.95
181,2016.01,ZIM,off,2016,1,11,-250,-12005.0
182,2016.01,ZIM,standard,2016,1,11,-153,-12909.94
183,2016.01,BOT,standard,2016,1,11,-45,-2520.45
184,2016.01,MOZ,off,2016,1,11,240,13149.93
185,2016.01,MOZ,standard,2016,1,11,180,19215.65
186,2016.01,RSA,off,2016,1,11,-40,-2241.84
187,2016.01,RSA,standard,2016,1,11,-13,-1404.52
188,2016.01,ZAMC,off,2016,1,11,108,5752.37
189,2016.01,ZAMC,standard,2016,1,11,175,15495.56
190,2016.01,ZAMZ,off,2016,1,11,338,17988.04
191,2016.01,ZAMZ,standard,2016,1,11,213,16046.56
192,2016.01,ZIM,off,2016,1,11,-646,-34648.5
193,2016.01,ZIM,standard,2016,1,11,-510,-46832.8
194,2016.01,BOT,off,2016,1,12,-60,-2881.8
195,2016.01,MOZ,standard,2016,1,12,14,1120.14
196,2016.01,RSA,standard,2016,1,12,-382,-41154.42
197,2016.01,ZAMC,off,2016,1,12,23,1104.69
198,2016.01,ZAMC,standard,2016,1,12,339,31918.419999999995
199,2016.01,ZAMZ,off,2016,1,12,287,13784.61
200,2016.01,ZAMZ,standard,2016,1,12,205,22866.95
201,2016.01,ZIM,off,2016,1,12,-250,-12007.5
202,2016.01,ZIM,standard,2016,1,12,-176,-14751.09
203,2016.01,BOT,off,2016,1,12,-45,-2252.7000000000003
204,2016.01,MOZ,off,2016,1,12,474,26078.289999999997
205,2016.01,MOZ,standard,2016,1,12,200,17719.0
206,2016.01,RSA,off,2016,1,12,-91,-5100.82
207,2016.01,RSA,standard,2016,1,12,-131,-11625.25
208,2016.01,ZAMC,off,2016,1,12,332,17932.870000000003
209,2016.01,ZAMC,standard,2016,1,12,137,12169.689999999999
210,2016.01,ZAMZ,off,2016,1,12,646,33971.66
211,2016.01,ZAMZ,standard,2016,1,12,194,17174.559999999998
212,2016.01,ZIM,off,2016,1,12,-1316,-70629.29999999999
213,2016.01,ZIM,standard,2016,1,12,-400,-35438.0
214,2016.01,BOT,off,2016,1,13,-75,-3382.5
215,2016.01,MOZ,standard,2016,1,13,14,1120.14
216,2016.01,RSA,standard,2016,1,13,-382,-41131.28
217,2016.01,ZAMC,off,2016,1,13,23,1037.3
218,2016.01,ZAMC,standard,2016,1,13,339,31894.739999999994
219,2016.01,ZAMZ,off,2016,1,13,300,13530.000000000002
220,2016.01,ZAMZ,standard,2016,1,13,205,22866.95
221,2016.01,ZIM,off,2016,1,13,-248,-11184.800000000001
222,2016.01,ZIM,standard,2016,1,13,-176,-14750.55
223,2016.01,BOT,off,2016,1,13,-50,-2502.5
224,2016.01,MOZ,off,2016,1,13,465,25577.019999999997
225,2016.01,MOZ,standard,2016,1,13,200,16719.0
226,2016.01,RSA,off,2016,1,13,-77,-4316.0599999999995
227,2016.01,RSA,standard,2016,1,13,-76,-6593.18
228,2016.01,ZAMC,off,2016,1,13,332,17854.12
229,2016.01,ZAMC,standard,2016,1,13,102,8655.24
230,2016.01,ZAMZ,off,2016,1,13,682,35489.84
231,2016.01,ZAMZ,standard,2016,1,13,174,14656.94
232,2016.01,ZIM,off,2016,1,13,-1352,-72102.42
233,2016.01,ZIM,standard,2016,1,13,-400,-33438.0
234,2016.01,BOT,off,2016,1,14,-90,-4058.1000000000004
235,2016.01,MOZ,standard,2016,1,14,14,1120.14
236,2016.01,RSA,standard,2016,1,14,-382,-41131.28
237,2016.01,ZAMC,off,2016,1,14,23,1037.0700000000002
238,2016.01,ZAMC,standard,2016,1,14,339,31894.739999999994
239,2016.01,ZAMZ,off,2016,1,14,300,13527.000000000002
240,2016.01,ZAMZ,standard,2016,1,14,205,22866.95
241,2016.01,ZIM,off,2016,1,14,-233,-10505.970000000001
242,2016.01,ZIM,standard,2016,1,14,-176,-14750.55
243,2016.01,BOT,off,2016,1,14,-20,-1006.2
244,2016.01,MOZ,off,2016,1,14,483,26556.88
245,2016.01,MOZ,standard,2016,1,14,200,16862.0
246,2016.01,RSA,off,2016,1,14,-85,-4764.38
247,2016.01,RSA,standard,2016,1,14,-61,-5273.45
248,2016.01,ZAMC,off,2016,1,14,378,20454.780000000002
249,2016.01,ZAMC,standard,2016,1,14,107,9053.27
250,2016.01,ZAMZ,off,2016,1,14,624,32424.74
251,2016.01,ZAMZ,standard,2016,1,14,154,13082.18
252,2016.01,ZIM,off,2016,1,14,-1380,-73665.81999999999
253,2016.01,ZIM,standard,2016,1,14,-400,-33724.0
254,2016.01,BOT,off,2016,1,15,-90,-4058.1000000000004
255,2016.01,RSA,standard,2016,1,15,-382,-41131.28
256,2016.01,ZAMC,off,2016,1,15,23,1037.0700000000002
257,2016.01,ZAMC,standard,2016,1,15,339,31895.01
258,2016.01,ZAMZ,off,2016,1,15,300,13527.000000000002
259,2016.01,ZAMZ,standard,2016,1,15,205,22866.95
260,2016.01,ZIM,off,2016,1,15,-233,-10505.970000000001
261,2016.01,ZIM,standard,2016,1,15,-162,-13630.68
262,2016.01,BOT,off,2016,1,15,-15,-757.35
263,2016.01,MOZ,off,2016,1,15,475,26301.289999999997
264,2016.01,MOZ,standard,2016,1,15,200,17006.0
265,2016.01,RSA,off,2016,1,15,-56,-3139.1000000000004
266,2016.01,RSA,standard,2016,1,15,-66,-5611.9800000000005
267,2016.01,ZAMC,off,2016,1,15,368,19972.300000000003
268,2016.01,ZAMC,standard,2016,1,15,112,9523.36
269,2016.01,ZAMZ,off,2016,1,15,602,31638.64
270,2016.01,ZAMZ,standard,2016,1,15,154,13094.619999999999
271,2016.01,ZIM,off,2016,1,15,-1374,-74015.78
272,2016.01,ZIM,standard,2016,1,15,-400,-34012.0
273,2016.01,BOT,off,2016,1,16,-100,-5608.0
274,2016.01,RSA,evening,2016,1,16,-211,-30887.739999999998
275,2016.01,RSA,standard,2016,1,16,-503,-54015.670000000006
276,2016.01,ZAMC,off,2016,1,16,63,3533.04
277,2016.01,ZAMC,standard,2016,1,16,829,83576.23
278,2016.01,ZAMZ,off,2016,1,16,37,2074.96
279,2016.01,ZIM,evening,2016,1,16,211,30887.739999999998
280,2016.01,ZIM,standard,2016,1,16,-326,-29560.559999999998
281,2016.01,BOT,standard,2016,1,16,-15,-841.05
282,2016.01,MOZ,off,2016,1,16,358,20075.37
283,2016.01,MOZ,standard,2016,1,16,400,28076.0
284,2016.01,RSA,off,2016,1,16,-67,-3756.02
285,2016.01,RSA,standard,2016,1,16,-82,-6356.9400000000005
286,2016.01,ZAMC,off,2016,1,16,252,14133.67
287,2016.01,ZAMC,standard,2016,1,16,233,16089.470000000001
288,2016.01,ZAMZ,off,2016,1,16,173,9697.72
289,2016.01,ZAMZ,standard,2016,1,16,264,19184.52
290,2016.01,ZIM,off,2016,1,16,-716,-40150.74
291,2016.01,ZIM,standard,2016,1,16,-800,-56152.0
292,2016.01,BOT,off,2016,1,17,-80,-4487.200000000001
293,2016.01,MOZ,evening,2016,1,17,67,7065.150000000001
294,2016.01,RSA,evening,2016,1,17,-211,-30900.22
295,2016.01,RSA,standard,2016,1,17,-308,-34311.869999999995
296,2016.01,ZAMC,evening,2016,1,17,199,26125.32
297,2016.01,ZAMC,off,2016,1,17,63,3533.67
298,2016.01,ZAMC,standard,2016,1,17,408,45049.869999999995
299,2016.01,ZAMZ,off,2016,1,17,17,953.5300000000007
300,2016.01,ZIM,evening,2016,1,17,-55,-2290.250000000001
301,2016.01,ZIM,standard,2016,1,17,-100,-10738.0
302,2016.01,BOT,standard,2016,1,17,-20,-1121.2
303,2016.01,MOZ,off,2016,1,17,358,20075.37
304,2016.01,MOZ,standard,2016,1,17,380,27960.6
305,2016.01,RSA,off,2016,1,17,-67,-3756.02
306,2016.01,RSA,standard,2016,1,17,-111,-9972.06
307,2016.01,ZAMC,off,2016,1,17,248,13909.429999999998
308,2016.01,ZAMC,standard,2016,1,17,193,13518.29
309,2016.01,ZAMZ,off,2016,1,17,177,9921.96
310,2016.01,ZAMZ,standard,2016,1,17,318,25535.570000000003
311,2016.01,ZIM,off,2016,1,17,-716,-40150.74
312,2016.01,ZIM,standard,2016,1,17,-760,-55921.200000000004
313,2016.01,BOT,off,2016,1,18,-35,-2100.7000000000003
314,2016.01,MOZ,evening,2016,1,18,43,5083.89
315,2016.01,RSA,evening,2016,1,18,-348,-56797.700000000004
316,2016.01,RSA,standard,2016,1,18,-17,-1933.5700000000002
317,2016.01,ZAMC,evening,2016,1,18,329,52824.759999999995
318,2016.01,ZAMC,off,2016,1,18,45,2700.9
319,2016.01,ZAMC,standard,2016,1,18,17,1933.5700000000002
320,2016.01,ZIM,evening,2016,1,18,-24,-1110.9500000000007
321,2016.01,ZIM,off,2016,1,18,-10,-600.1999999999998
322,2016.01,BOT,standard,2016,1,18,-15,-1699.2
323,2016.01,MOZ,off,2016,1,18,13,842.01
324,2016.01,MOZ,standard,2016,1,18,358,40470.759999999995
325,2016.01,ZAMC,off,2016,1,18,13,842.01
326,2016.01,ZAMC,standard,2016,1,18,302,33947.75
327,2016.01,ZAMZ,standard,2016,1,18,116,12976.01
328,2016.01,ZIM,off,2016,1,18,-26,-1684.02
329,2016.01,ZIM,standard,2016,1,18,-761,-85695.32
330,2016.01,BOT,off,2016,1,19,-15,-901.1999999999999
331,2016.01,MOZ,evening,2016,1,19,43,5083.89
332,2016.01,RSA,evening,2016,1,19,-484,-78604.94
333,2016.01,ZAMC,evening,2016,1,19,518,82337.93
334,2016.01,ZAMC,off,2016,1,19,45,2703.6
335,2016.01,ZIM,evening,2016,1,19,-77,-8816.880000000001
336,2016.01,ZIM,off,2016,1,19,-30,-1802.4
337,2016.01,MOZ,off,2016,1,19,13,842.01
338,2016.01,MOZ,standard,2016,1,19,450,51305.56
339,2016.01,ZAMC,off,2016,1,19,13,842.01
340,2016.01,ZAMC,standard,2016,1,19,269,30952.93
341,2016.01,ZAMZ,standard,2016,1,19,181,20352.63
342,2016.01,ZIM,off,2016,1,19,-26,-1684.02
343,2016.01,ZIM,standard,2016,1,19,-900,-102611.12
344,2016.01,BOT,off,2016,1,20,-10,-600.2
345,2016.01,MOZ,standard,2016,1,20,14,1120.7
346,2016.01,RSA,evening,2016,1,20,-480,-72510.85999999999
347,2016.01,RSA,standard,2016,1,20,-229,-31854.309999999994
348,2016.01,ZAMC,evening,2016,1,20,412,62441.40000000001
349,2016.01,ZAMC,off,2016,1,20,45,2700.9
350,2016.01,ZAMC,standard,2016,1,20,409,48999.75999999999
351,2016.01,ZIM,evening,2016,1,20,68,10069.46
352,2016.01,ZIM,off,2016,1,20,-35,-2100.7
353,2016.01,ZIM,standard,2016,1,20,-194,-18266.15
354,2016.01,MOZ,off,2016,1,20,781,40546.4
355,2016.01,MOZ,standard,2016,1,20,195,21371.57
356,2016.01,RSA,standard,2016,1,20,-45,-4952.26
357,2016.01,ZAMC,off,2016,1,20,176,9165.85
358,2016.01,ZAMC,standard,2016,1,20,156,14937.54
359,2016.01,ZAMZ,off,2016,1,20,605,31380.55
360,2016.01,ZAMZ,standard,2016,1,20,130,14197.299999999997
361,2016.01,ZIM,off,2016,1,20,-1562,-81092.8
362,2016.01,ZIM,standard,2016,1,20,-436,-45554.149999999994
363,2016.01,BOT,off,2016,1,21,-60,-2405.4
364,2016.01,MOZ,off,2016,1,21,676,43078.48
365,2016.01,MOZ,standard,2016,1,21,725,64036.899999999994
366,2016.01,ZAMC,off,2016,1,21,975,58696.76
367,2016.01,ZAMC,standard,2016,1,21,264,23274.48
368,2016.01,ZAMZ,off,2016,1,21,961,48232.619999999995
369,2016.01,ZAMZ,standard,2016,1,21,193,16637.8
370,2016.01,ZIM,off,2016,1,21,-2552,-147602.45999999996
371,2016.01,ZIM,standard,2016,1,21,-1182,-103949.18
372,2016.01,BOT,off,2016,1,21,-10,-426.5
373,2016.01,MOZ,off,2016,1,21,1172,59501.08
374,2016.01,RSA,off,2016,1,21,-120,-6037.12
375,2016.01,ZAMC,off,2016,1,21,386,19077.65
376,2016.01,ZAMZ,off,2016,1,21,1366,67555.55
377,2016.01,ZIM,off,2016,1,21,-2794,-139670.66
378,2016.01,BOT,off,2016,1,22,-36,-1577.52
379,2016.01,MOZ,off,2016,1,22,1820,91390.96
380,2016.01,RSA,off,2016,1,22,-204,-10245.799999999997
381,2016.01,ZAMC,off,2016,1,22,1548,74022.83
382,2016.01,ZAMZ,off,2016,1,22,1292,64059.450000000004
383,2016.01,ZIM,off,2016,1,22,-4420,-217649.92
384,2016.01,BOT,off,2016,1,22,-28,-1251.7799999999997
385,2016.01,MOZ,off,2016,1,22,823,40674.78999999999
386,2016.01,RSA,off,2016,1,22,-422,-20490.22
387,2016.01,ZAMC,off,2016,1,22,825,39386.06999999999
388,2016.01,ZAMZ,off,2016,1,22,614,29675.28
389,2016.01,ZIM,off,2016,1,22,-1812,-87994.14
390,2016.01,BOT,off,2016,1,23,-125,-5678.250000000001
391,2016.01,MOZ,off,2016,1,23,1669,83132.09000000001
392,2016.01,RSA,off,2016,1,23,-149,-7206.889999999999
393,2016.01,ZAMC,off,2016,1,23,1406,65990.36
394,2016.01,ZAMZ,off,2016,1,23,1234,60690.54000000001
395,2016.01,ZIM,off,2016,1,23,-4035,-196927.84999999998
396,2016.01,BOT,off,2016,1,23,-40,-1777.8000000000002
397,2016.01,MOZ,off,2016,1,23,501,24537.93
398,2016.01,RSA,off,2016,1,23,-250,-11997.64
399,2016.01,ZAMC,off,2016,1,23,536,24846.519999999997
400,2016.01,ZAMZ,off,2016,1,23,479,22978.63
401,2016.01,ZIM,off,2016,1,23,-1226,-58587.64
402,2016.02,BOT,off,2016,2,0,133,6866.7
403,2016.02,MOZ,off,2016,2,0,1769,91185.35999999999
404,2016.02,NAM,off,2016,2,0,177,9256.83
405,2016.02,RSA,off,2016,2,0,-678,-35292.19
406,2016.02,ZAMC,off,2016,2,0,1443,74242.84000000001
407,2016.02,ZAMZ,off,2016,2,0,52,2668.46
408,2016.02,ZIM,off,2016,2,0,-2896,-148928.0
409,2016.02,BOT,off,2016,2,0,145,7530.65
410,2016.02,MOZ,off,2016,2,0,465,23777.4
411,2016.02,RSA,off,2016,2,0,-310,-16060.900000000001
412,2016.02,ZAMC,off,2016,2,0,250,12748.150000000001
413,2016.02,ZAMZ,off,2016,2,0,90,4498.2
414,2016.02,ZIM,off,2016,2,0,-640,-32493.5
415,2016.02,BOT,off,2016,2,1,113,5821.12
416,2016.02,MOZ,off,2016,2,1,1751,90094.16
417,2016.02,NAM,off,2016,2,1,260,13532.509999999998
418,2016.02,RSA,off,2016,2,1,-836,-43367.22
419,2016.02,ZAMC,off,2016,2,1,1357,69672.14
420,2016.02,ZAMZ,off,2016,2,1,43,2195.51
421,2016.02,ZIM,off,2016,2,1,-2688,-137948.22
422,2016.02,BOT,off,2016,2,1,110,5693.1
423,2016.02,MOZ,off,2016,2,1,450,22931.65
424,2016.02,RSA,off,2016,2,1,-290,-14905.8
425,2016.02,ZAMC,off,2016,2,1,270,13739.949999999999
426,2016.02,ZAMZ,off,2016,2,1,80,3998.3999999999996
427,2016.02,ZIM,off,2016,2,1,-620,-31457.299999999996
428,2016.02,BOT,off,2016,2,2,97,4989.1900000000005
429,2016.02,MOZ,off,2016,2,2,1792,91951.51
430,2016.02,NAM,off,2016,2,2,312,16198.149999999998
431,2016.02,RSA,off,2016,2,2,-974,-50396.96
432,2016.02,ZAMC,off,2016,2,2,1337,68426.24
433,2016.02,ZAMZ,off,2016,2,2,73,3709.4100000000008
434,2016.02,ZIM,off,2016,2,2,-2637,-134877.54
435,2016.02,BOT,off,2016,2,2,100,5163.65
436,2016.02,MOZ,off,2016,2,2,485,24619.299999999996
437,2016.02,RSA,off,2016,2,2,-360,-18356.1
438,2016.02,ZAMC,off,2016,2,2,290,14702.55
439,2016.02,ZAMZ,off,2016,2,2,70,3498.6
440,2016.02,ZIM,off,2016,2,2,-585,-29627.999999999996
441,2016.02,BOT,off,2016,2,3,102,5256.79
442,2016.02,MOZ,off,2016,2,3,1802,92604.29000000002
443,2016.02,NAM,off,2016,2,3,319,16586.27
444,2016.02,RSA,off,2016,2,3,-1041,-53952.369999999995
445,2016.02,ZAMC,off,2016,2,3,1354,69392.87
446,2016.02,ZAMZ,off,2016,2,3,51,2587.33
447,2016.02,ZIM,off,2016,2,3,-2587,-132475.18000000002
448,2016.02,BOT,off,2016,2,3,90,4636.3
449,2016.02,MOZ,off,2016,2,3,470,23856.749999999996
450,2016.02,RSA,off,2016,2,3,-330,-16798.1
451,2016.02,ZAMC,off,2016,2,3,290,14718.45
452,2016.02,ZAMZ,off,2016,2,3,70,3498.6
453,2016.02,ZIM,off,2016,2,3,-590,-29911.999999999996
454,2016.02,BOT,off,2016,2,4,163,8428.2
