month_no,hour_ref,year,month,hour,hourlyid,market,price_mean,volume,day_of_week,volume_sum,price_stdv,price_max,price_min,price_coefvar,price_range,hours,power
2019.11,weekday_23,2019,11,23,60322.28571428572,1.0,34.441428571428574,289.1333333333333,2.0952380952380953,6071.799999999999,3.7589869455935676,43.14,30.93,10.914143522815118,12.21,21,289.1333333333333
2019.11,weekend_23,2019,11,23,60301.333333333336,1.0,35.196666666666665,339.9333333333333,5.444444444444445,3059.3999999999996,3.4643722375056645,42.4,29.99,9.84289867650061,12.41,9,339.9333333333333
2019.12,weekday_0,2019,12,0,61023.90909090909,1.0,43.01500000000001,188.96818181818182,1.8636363636363635,4157.3,4.998757702812628,47.27,30.0,11.620964088835585,17.270000000000003,22,188.96818181818182
2019.12,weekend_0,2019,12,0,61027.666666666664,1.0,47.27222222222222,147.9888888888889,5.555555555555555,1331.9,5.404629445618309,60.03,41.0,11.432992128467454,19.03,9,147.9888888888889
2019.12,weekday_1,2019,12,1,61024.90909090909,1.0,42.055,195.89090909090908,1.8636363636363635,4309.599999999999,4.76687453759199,46.36,29.99,11.334858013534634,16.37,22,195.89090909090908
2019.12,weekend_1,2019,12,1,61028.666666666664,1.0,44.39222222222222,157.97777777777776,5.555555555555555,1421.8,3.435461314648217,48.04,37.95,7.738881143301867,10.089999999999996,9,157.97777777777776
2019.12,weekday_2,2019,12,2,61025.90909090909,1.0,41.48681818181819,201.01818181818183,1.8636363636363635,4422.400000000001,5.217570485857548,46.26,29.98,12.576453713541655,16.279999999999998,22,201.01818181818183
2019.12,weekend_2,2019,12,2,61029.666666666664,1.0,43.489999999999995,164.2888888888889,5.555555555555555,1478.6,3.743223877889218,48.02,37.96,8.607091004573968,10.060000000000002,9,164.2888888888889
2019.12,weekday_3,2019,12,3,61026.90909090909,1.0,41.45227272727272,204.80454545454543,1.8636363636363635,4505.7,5.198606893809496,46.17,29.98,12.541186651001581,16.19,22,204.80454545454543
2019.12,weekend_3,2019,12,3,61030.666666666664,1.0,41.885555555555555,167.66666666666666,5.555555555555555,1509.0,4.0532089482011395,48.0,36.96,9.676865674671792,11.04,9,167.66666666666666
2019.12,weekday_4,2019,12,4,61027.90909090909,1.0,41.49409090909091,200.5363636363636,1.8636363636363635,4411.799999999999,5.221096089165027,46.31,29.98,12.582746060406254,16.330000000000002,22,200.5363636363636
2019.12,weekend_4,2019,12,4,61031.666666666664,1.0,41.14666666666667,171.55555555555554,5.555555555555555,1544.0,3.9016759219596895,45.68,36.95,9.482362091606504,8.729999999999997,9,171.55555555555554
2019.12,weekday_5,2019,12,5,61028.90909090909,1.0,41.72181818181818,217.06363636363633,1.8636363636363635,4775.4,5.438326630204967,46.53,29.98,13.034730668988242,16.55,22,217.06363636363633
2019.12,weekend_5,2019,12,5,61032.666666666664,1.0,40.785555555555554,195.97777777777776,5.555555555555555,1763.8,3.7826581629560168,44.75,36.0,9.27450444509335,8.75,9,195.97777777777776
2019.12,weekday_6,2019,12,6,61029.90909090909,1.0,83.14045454545455,248.37272727272727,1.8636363636363635,5464.2,16.826348803863056,105.0,48.08,20.238461403484095,56.92,22,248.37272727272727
2019.12,weekend_6,2019,12,6,61033.666666666664,1.0,43.809999999999995,260.1111111111111,5.555555555555555,2341.0,6.221430703624369,52.96,35.97,14.20093746547448,16.990000000000002,9,260.1111111111111
2019.12,weekday_7,2019,12,7,61030.90909090909,1.0,93.46454545454547,225.03181818181818,1.8636363636363635,4950.7,12.00588297352702,105.02,64.94,12.845387430216338,40.08,22,225.03181818181818
2019.12,weekend_7,2019,12,7,61034.666666666664,1.0,57.41111111111112,267.22222222222223,5.555555555555555,2405.0,14.0743733825386,72.67,35.97,24.515068790951688,36.7,9,267.22222222222223
2019.12,weekday_8,2019,12,8,61031.90909090909,1.0,99.68681818181817,199.95454545454547,1.8636363636363635,4399.0,20.745184498339125,170.17,64.94,20.810358758268432,105.22999999999999,22,199.95454545454547
2019.12,weekend_8,2019,12,8,61035.666666666664,1.0,72.11444444444444,224.9,5.555555555555555,2024.1000000000001,25.941102092582298,105.01,35.97,35.97213053837891,69.04,9,224.9
2019.12,weekday_9,2019,12,9,61032.90909090909,1.0,102.40954545454547,185.58636363636364,1.8636363636363635,4082.9,25.258252112597777,171.54,64.94,24.663962719967998,106.6,22,185.58636363636364
2019.12,weekend_9,2019,12,9,61036.666666666664,1.0,77.06555555555556,221.91111111111113,5.555555555555555,1997.2,28.12583425923181,105.02,35.97,36.49598586096776,69.05,9,221.91111111111113
2019.12,weekday_10,2019,12,10,61033.90909090909,1.0,93.71363636363635,170.07272727272726,1.8636363636363635,3741.6,13.462324693275907,114.79,64.94,14.365385034295484,49.85000000000001,22,170.07272727272726
2019.12,weekend_10,2019,12,10,61037.666666666664,1.0,76.90666666666667,219.1222222222222,5.555555555555555,1972.1,28.04401050135305,105.03,35.98,36.46499285023368,69.05000000000001,9,219.1222222222222
2019.12,weekday_11,2019,12,11,61034.90909090909,1.0,93.6568181818182,170.52272727272728,1.8636363636363635,3751.5,13.387773166076592,113.78,64.94,14.294499243062681,48.84,22,170.52272727272728
2019.12,weekend_11,2019,12,11,61038.666666666664,1.0,82.45777777777778,218.7888888888889,5.555555555555555,1969.1,28.338712381554053,105.03,35.98,34.36754317819039,69.05000000000001,9,218.7888888888889
2019.12,weekday_12,2019,12,12,61035.90909090909,1.0,92.10636363636364,179.23181818181817,1.8636363636363635,3943.1,14.947831677586947,109.76,48.09,16.228880489301538,61.67,22,179.23181818181817
2019.12,weekend_12,2019,12,12,61039.666666666664,1.0,77.01111111111112,213.77777777777777,5.555555555555555,1924.0,27.95395296037952,105.04,35.97,36.29859712067749,69.07000000000001,9,213.77777777777777
2019.12,weekday_13,2019,12,13,61036.90909090909,1.0,92.49,181.4090909090909,1.8636363636363635,3991.0,14.971896530309234,105.04,48.09,16.187584095912243,56.95,22,181.4090909090909
