Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,Flow_difference,Flow_difference_pct
1935-10-01,1935-10-12,268.2,0.9529275784967148,255.5751765528189,0.867,1935,10,1,1935.1,1935,1,1,1,0.022081695254163553,0.0,0.0
1935-10-02,1935-10-13,268.2,0.9529275784967148,255.5751765528189,0.867,1935,10,2,1935.1,1935,1,2,1,0.022081695254163553,0.0,0.0
1935-10-03,1935-10-14,264.7,0.9455100563905162,250.27651192656964,0.875,1935,10,3,1935.1,1935,1,3,1,0.021623890630455618,5.298664626249263,0.021171242101231915
1935-10-04,1935-10-15,261.2,0.943854661473154,246.53483757678785,0.881,1935,10,4,1935.1,1935,1,4,1,0.021300609966634472,3.741674349781789,0.01517706132958339
1935-10-05,1935-10-16,254.3,0.9438400547515322,240.01852592331463,0.889,1935,10,5,1935.1,1935,1,5,1,0.020737600639774385,6.516311653473224,0.027149202872594803
1935-10-06,1935-10-17,250.9,0.9452587983369438,237.1654325027392,0.897,1935,10,6,1935.1,1935,1,6,1,0.02049109336823667,2.8530934205754193,0.01202997161292663
1935-10-07,1935-10-18,250.9,0.9452587983369438,237.1654325027392,0.897,1935,10,7,1935.1,1935,1,7,1,0.02049109336823667,0.0,0.0
1935-10-08,1935-10-19,250.9,0.9452587983369438,237.1654325027392,0.897,1935,10,8,1935.1,1935,1,8,2,0.02049109336823667,0.0,0.0
1935-10-09,1935-10-20,250.9,0.9452587983369438,237.1654325027392,0.897,1935,10,9,1935.1,1935,1,9,2,0.02049109336823667,0.0,0.0
1935-10-10,1935-10-21,250.9,0.9452587983369438,237.1654325027392,0.897,1935,10,10,1935.1,1935,1,10,2,0.02049109336823667,0.0,0.0
1935-10-11,1935-10-22,247.5,0.9479813894225944,234.6253938820921,0.9,1935,10,11,1935.1,1935,1,11,2,0.020271634031412758,2.5400386206470955,0.010825932260015974
1935-10-12,1935-10-23,247.5,0.9479813894225944,234.6253938820921,0.9,1935,10,12,1935.1,1935,1,12,2,0.020271634031412758,0.0,0.0
1935-10-13,1935-10-24,244.2,0.9503253272895628,232.06944492411125,0.905,1935,10,13,1935.1,1935,1,13,2,0.02005080004144321,2.55594895798086,0.011013724615132671
1935-10-14,1935-10-25,234.3,0.963803353662024,225.8191257630122,0.915,1935,10,14,1935.1,1935,1,14,2,0.019510772465924257,6.250319161099043,0.027678431310811526
1935-10-15,1935-10-26,231.0,0.9669015280452232,223.3542529784466,0.919,1935,10,15,1935.1,1935,1,15,3,0.019297807457337782,2.464872784565614,0.011035710095941047
1935-10-16,1935-10-27,231.0,0.9669015280452232,223.3542529784466,0.919,1935,10,16,1935.1,1935,1,16,3,0.019297807457337782,0.0,0.0
1935-10-17,1935-10-28,231.0,0.9669015280452232,223.3542529784466,0.919,1935,10,17,1935.1,1935,1,17,3,0.019297807457337782,0.0,0.0
1935-10-18,1935-10-29,227.8,0.9731531915938556,221.68429704508029,0.923,1935,10,18,1935.1,1935,1,18,3,0.01915352326469494,1.6699559333663103,0.0075330366454720915
