MonthId,Year,Month,Days,DateStart,WaterYear,WaterMonth,Flow_min,Flow_mean,Flow_median,Flow_max,Flow_range,Volume
1982.06,1982,6,30,1982-06-01,1981,9,200.0,247.83333333333334,243.5,311.0,111.0,0.6423840000000001
1982.07,1982,7,31,1982-07-01,1981,10,132.0,161.19354838709677,160.0,192.0,60.0,0.4317407999999999
1982.08,1982,8,31,1982-08-01,1981,11,91.0,107.38709677419355,107.0,129.0,38.0,0.28762560000000004
1982.09,1982,9,30,1982-09-01,1981,12,61.0,74.1,77.0,89.0,28.0,0.19206720000000008
1982.1,1982,10,31,1982-10-01,1982,1,55.0,65.38709677419355,59.0,86.0,31.0,0.1751328
1982.11,1982,11,30,1982-11-01,1982,2,85.0,100.96666666666667,97.0,142.0,57.0,0.2617056
1982.12,1982,12,31,1982-12-01,1982,3,151.0,278.0,307.0,378.0,227.0,0.7445952
1983.01,1983,1,31,1983-01-01,1982,4,351.0,390.258064516129,385.0,438.0,87.0,1.0452671999999998
1983.02,1983,2,28,1983-02-01,1982,5,438.0,607.6428571428571,619.0,733.0,295.0,1.4700096
1983.03,1983,3,31,1983-03-01,1982,6,606.0,644.8709677419355,641.0,715.0,109.0,1.7272224
1983.04,1983,4,30,1983-04-01,1982,7,449.0,558.8666666666667,568.0,657.0,208.0,1.4485824
1983.05,1983,5,31,1983-05-01,1982,8,235.0,331.258064516129,330.0,443.0,208.0,0.8872415999999999
1983.06,1983,6,30,1983-06-01,1982,9,147.0,182.36666666666667,177.0,230.0,83.0,0.47269439999999996
1983.07,1983,7,31,1983-07-01,1982,10,128.0,160.80645161290323,160.0,190.0,62.0,0.4307039999999999
1983.08,1983,8,31,1983-08-01,1982,11,66.0,80.3225806451613,81.0,101.0,35.0,0.21513600000000002
1983.09,1983,9,30,1983-09-01,1982,12,43.0,52.266666666666666,50.0,65.0,22.0,0.13547520000000005
1983.1,1983,10,31,1983-10-01,1983,1,37.0,42.064516129032256,39.0,55.0,18.0,0.11266560000000003
1983.11,1983,11,30,1983-11-01,1983,2,55.0,63.6,63.0,74.0,19.0,0.16485119999999998
1983.12,1983,12,31,1983-12-01,1983,3,74.0,123.16129032258064,99.0,201.0,127.0,0.32987520000000004
1984.01,1984,1,31,1984-01-01,1983,4,201.0,405.9032258064516,357.0,664.0,463.0,1.0871711999999998
1984.02,1984,2,29,1984-02-01,1983,5,702.0,1388.5862068965516,1305.0,2086.0,1384.0,3.479241600000001
1984.03,1984,3,31,1984-03-01,1983,6,1255.0,1589.5806451612902,1590.0,1940.0,685.0,4.257532799999999
1984.04,1984,4,30,1984-04-01,1983,7,657.0,952.6666666666666,936.0,1278.0,621.0,2.469311999999999
1984.05,1984,5,31,1984-05-01,1983,8,262.0,431.61290322580646,415.0,641.0,379.0,1.1560320000000002
1984.06,1984,6,30,1984-06-01,1983,9,138.0,188.16666666666666,186.5,260.0,122.0,0.487728
1984.07,1984,7,31,1984-07-01,1983,10,74.0,99.09677419354838,98.0,135.0,61.0,0.26542079999999996
1984.08,1984,8,31,1984-08-01,1983,11,47.0,57.61290322580645,55.0,72.0,25.0,0.1543104000000001
1984.09,1984,9,30,1984-09-01,1983,12,33.0,39.166666666666664,38.0,45.0,12.0,0.10152
1984.1,1984,10,31,1984-10-01,1984,1,33.0,50.83870967741935,38.0,101.0,68.0,0.13616639999999997
1984.11,1984,11,30,1984-11-01,1984,2,38.0,59.96666666666667,60.0,79.0,41.0,0.1554336
1984.12,1984,12,31,1984-12-01,1984,3,81.0,147.38709677419354,135.0,223.0,142.0,0.3947616
1985.01,1985,1,31,1985-01-01,1984,4,223.0,296.19354838709677,299.0,365.0,142.0,0.7933248
1985.02,1985,2,28,1985-02-01,1984,5,366.0,649.4250000000001,667.0,920.7,554.7,1.5710889600000002
1985.03,1985,3,31,1985-03-01,1984,6,939.5999999999999,1439.8419354838709,1566.0,1815.0,875.4000000000001,3.8564726400000002
1985.04,1985,4,30,1985-04-01,1984,7,962.0,1416.3666666666666,1449.0,1670.0,708.0,3.6712224
1985.05,1985,5,31,1985-05-01,1984,8,364.0,587.0967741935484,550.0,931.0,567.0,1.5724799999999997
1985.06,1985,6,30,1985-06-01,1984,9,167.0,235.06666666666666,222.5,351.0,184.0,0.6092928000000001
1985.07,1985,7,31,1985-07-01,1984,10,96.0,128.25806451612902,129.0,163.0,67.0,0.3435264
1985.08,1985,8,31,1985-08-01,1984,11,53.0,71.54838709677419,70.0,94.0,41.0,0.1916352000000001
1985.09,1985,9,30,1985-09-01,1984,12,36.0,43.233333333333334,43.0,53.0,17.0,0.11206080000000002
1985.1,1985,10,31,1985-10-01,1985,1,26.0,29.774193548387096,28.0,35.0,9.0,0.07974719999999995
1985.11,1985,11,30,1985-11-01,1985,2,28.0,42.333333333333336,43.0,54.0,26.0,0.10972800000000006
1985.12,1985,12,31,1985-12-01,1985,3,49.0,72.48387096774194,74.0,99.0,50.0,0.1941408
1986.01,1986,1,31,1986-01-01,1985,4,99.0,181.58064516129033,170.0,328.0,229.0,0.48634560000000004
1986.02,1986,2,28,1986-02-01,1985,5,364.0,590.8214285714286,645.5,726.0,362.0,1.4293151999999996
1986.03,1986,3,31,1986-03-01,1985,6,673.0,1595.8709677419354,1138.0,4323.0,3650.0,4.2743808
1986.04,1986,4,30,1986-04-01,1985,7,890.0,2244.366666666667,1706.0,4407.0,3517.0,5.817398399999999
1986.05,1986,5,31,1986-05-01,1985,8,338.0,606.4193548387096,606.0,870.0,532.0,1.6242335999999997
1986.06,1986,6,30,1986-06-01,1985,9,147.0,207.9,198.5,321.0,174.0,0.5388768
1986.07,1986,7,31,1986-07-01,1985,10,91.0,113.74193548387096,113.0,144.0,53.0,0.30464640000000004
1986.08,1986,8,31,1986-08-01,1985,11,72.0,86.51612903225806,84.0,104.0,32.0,0.2317247999999999
1986.09,1986,9,30,1986-09-01,1985,12,45.0,58.36666666666667,56.0,72.0,27.0,0.15128640000000004
1986.1,1986,10,31,1986-10-01,1986,1,45.0,70.45161290322581,63.0,115.0,70.0,0.1886976
1986.11,1986,11,30,1986-11-01,1986,2,115.0,199.93333333333334,206.5,290.0,175.0,0.5182271999999999
1986.12,1986,12,31,1986-12-01,1986,3,293.0,461.06451612903226,500.0,560.0,267.0,1.2349152000000003
1987.01,1987,1,31,1987-01-01,1986,4,561.0,678.516129032258,677.0,771.0,210.0,1.8173376
1987.02,1987,2,28,1987-02-01,1986,5,752.0,1195.5357142857142,1149.0,1627.0,875.0,2.89224
1987.03,1987,3,31,1987-03-01,1986,6,1347.0,1787.8387096774193,1711.0,2433.0,1086.0,4.7885472
1987.04,1987,4,30,1987-04-01,1986,7,764.0,1098.4333333333334,1124.5,1344.0,580.0,2.8471392
1987.05,1987,5,31,1987-05-01,1986,8,349.0,495.3225806451613,465.0,742.0,393.0,1.3266719999999999
1987.06,1987,6,30,1987-06-01,1986,9,215.0,274.4,270.5,345.0,130.0,0.7112447999999999
1987.07,1987,7,31,1987-07-01,1986,10,151.0,183.7741935483871,190.0,212.0,61.0,0.4922207999999999
1987.08,1987,8,31,1987-08-01,1986,11,80.0,108.0,104.0,147.0,67.0,0.28926719999999995
1987.09,1987,9,30,1987-09-01,1986,12,55.0,64.76666666666667,63.0,86.0,31.0,0.1678752
1987.1,1987,10,31,1987-10-01,1987,1,55.0,61.193548387096776,61.0,67.0,12.0,0.1639008
1987.11,1987,11,30,1987-11-01,1987,2,56.12903225806452,57.999999999999986,58.0,59.87096774193549,3.741935483870968,0.15033600000000003
1987.12,1987,12,31,1987-12-01,1987,3,60.0,97.19354838709677,104.0,115.0,55.0,0.26032320000000003
1988.01,1988,1,31,1988-01-01,1987,4,126.5625,300.0,300.0,473.4375,346.875,0.80352
1988.02,1988,2,29,1988-02-01,1987,5,485.0,797.5172413793103,925.0,1002.0,517.0,1.9982592000000001
1988.03,1988,3,31,1988-03-01,1987,6,875.0,1458.2903225806451,1386.0,2183.0,1308.0,3.9058848000000004
1988.04,1988,4,30,1988-04-01,1987,7,874.0,1124.2333333333333,1020.0,1624.0,750.0,2.9140128
1988.05,1988,5,31,1988-05-01,1987,8,368.0,597.8064516129032,597.0,860.0,492.0,1.6011647999999996
1988.06,1988,6,30,1988-06-01,1987,9,210.0,275.6666666666667,270.0,361.0,151.0,0.714528
1988.07,1988,7,31,1988-07-01,1987,10,125.0,162.51612903225808,162.0,208.0,83.0,0.43528320000000004
1988.08,1988,8,31,1988-08-01,1987,11,81.0,99.93548387096774,99.0,124.0,43.0,0.2676672
1988.09,1988,9,30,1988-09-01,1987,12,63.0,73.53333333333333,76.0,81.0,18.0,0.19059840000000008
1988.1,1988,10,31,1988-10-01,1988,1,51.0,56.67741935483871,55.0,70.0,19.0,0.15180480000000007
1988.11,1988,11,30,1988-11-01,1988,2,70.0,103.8,104.0,134.0,64.0,0.26904959999999994
1988.12,1988,12,31,1988-12-01,1988,3,131.0,200.83870967741936,194.0,282.0,151.0,0.5379263999999999
1989.01,1989,1,31,1989-01-01,1988,4,288.0,623.5483870967741,644.0,963.0,675.0,1.6701119999999996
1989.02,1989,2,28,1989-02-01,1988,5,957.0,1323.4464285714287,1180.0,1930.5,973.5,3.2016816000000006
1989.03,1989,3,31,1989-03-01,1988,6,1595.0,1886.9354838709678,1908.0,2402.0,807.0,5.053967999999999
1989.04,1989,4,30,1989-04-01,1988,7,2219.0,3030.1666666666665,2961.0,3653.0,1434.0,7.8541919999999985
1989.05,1989,5,31,1989-05-01,1988,8,716.0,1260.3548387096773,1122.0,2149.0,1433.0,3.3757344
1989.06,1989,6,30,1989-06-01,1988,9,354.0,489.76666666666665,471.0,681.0,327.0,1.2694751999999998
1989.07,1989,7,31,1989-07-01,1988,10,219.04,281.225806451613,279.64,351.0,131.96,0.7532351999999999
1989.08,1989,8,31,1989-08-01,1988,11,135.0,180.29032258064515,190.0,215.0,80.0,0.4828896
1989.09,1989,9,30,1989-09-01,1988,12,91.0,113.3,113.0,134.0,43.0,0.2936736
1989.1,1989,10,31,1989-10-01,1989,1,86.0,92.61290322580645,92.0,99.0,13.0,0.24805440000000006
1989.11,1989,11,30,1989-11-01,1989,2,84.0,87.5,87.0,94.0,10.0,0.22680000000000006
1989.12,1989,12,31,1989-12-01,1989,3,86.0,113.45161290322581,105.0,175.0,89.0,0.3038688
1990.01,1990,1,31,1990-01-01,1989,4,185.0,266.93548387096774,263.0,385.0,200.0,0.7149599999999999
1990.02,1990,2,28,1990-02-01,1989,5,389.0,497.14285714285717,508.0,559.0,170.0,1.2026879999999998
1990.03,1990,3,31,1990-03-01,1989,6,356.0,415.16129032258067,415.0,489.0,133.0,1.111968
1990.04,1990,4,30,1990-04-01,1989,7,424.0,746.6,816.5,918.0,494.0,1.9351872000000003
1990.05,1990,5,31,1990-05-01,1989,8,377.0,542.9677419354839,513.0,781.0,404.0,1.4542848000000004
1990.06,1990,6,30,1990-06-01,1989,9,214.0,277.3666666666667,272.5,366.0,152.0,0.7189344
1990.07,1990,7,31,1990-07-01,1989,10,140.0,176.16129032258064,177.0,212.0,72.0,0.4718304000000001
1990.08,1990,8,31,1990-08-01,1989,11,91.0,113.7741935483871,112.0,137.0,46.0,0.3047327999999999
1990.09,1990,9,30,1990-09-01,1989,12,52.0,70.3,71.5,90.0,38.0,0.18221759999999998
1990.1,1990,10,31,1990-10-01,1990,1,61.25,65.0,65.0,68.75,7.5,0.174096
1990.11,1990,11,30,1990-11-01,1990,2,49.0,59.53333333333333,56.0,80.0,31.0,0.15431040000000001
1990.12,1990,12,31,1990-12-01,1990,3,84.0,139.93548387096774,140.0,180.0,96.0,0.3748032
1991.01,1991,1,31,1991-01-01,1990,4,182.0,552.4516129032259,440.0,1262.0,1080.0,1.4796864
1991.02,1991,2,28,1991-02-01,1990,5,1314.0,1852.392857142857,1990.0,2173.0,859.0,4.4813088
1991.03,1991,3,31,1991-03-01,1990,6,1125.0,1257.5483870967741,1219.0,1486.0,361.0,3.3682175999999995
1991.04,1991,4,30,1991-04-01,1990,7,714.0,1040.0,1098.5,1302.0,588.0,2.69568
1991.05,1991,5,31,1991-05-01,1990,8,274.0,446.741935483871,428.0,690.0,416.0,1.1965535999999999
1991.06,1991,6,30,1991-06-01,1990,9,157.0,211.23333333333332,208.0,272.0,115.0,0.5475168000000001
1991.07,1991,7,31,1991-07-01,1990,10,102.0,124.54838709677419,121.0,155.0,53.0,0.3335903999999999
1991.08,1991,8,31,1991-08-01,1990,11,63.0,82.2258064516129,81.0,100.0,37.0,0.2202336
1991.09,1991,9,30,1991-09-01,1990,12,43.0,51.2,49.0,63.0,20.0,0.13271040000000003
1991.1,1991,10,31,1991-10-01,1991,1,36.0,42.54838709677419,42.0,57.0,21.0,0.11396160000000005
1991.11,1991,11,30,1991-11-01,1991,2,51.0,74.56666666666666,75.0,103.0,52.0,0.19327679999999997
1991.12,1991,12,31,1991-12-01,1991,3,107.0,165.6451612903226,146.0,295.0,188.0,0.44366400000000006
1992.01,1992,1,31,1992-01-01,1991,4,313.0,504.7741935483871,535.0,588.0,275.0,1.3519872000000002
1992.02,1992,2,29,1992-02-01,1991,5,598.0,830.2068965517242,857.0,953.0,355.0,2.0801664
1992.03,1992,3,31,1992-03-01,1991,6,588.0,635.1290322580645,635.0,711.0,123.0,1.7011295999999996
1992.04,1992,4,30,1992-04-01,1991,7,497.0,643.8333333333334,676.5,703.0,206.0,1.6688159999999999
1992.05,1992,5,31,1992-05-01,1991,8,234.0,331.9032258064516,309.0,479.0,245.0,0.8889695999999999
1992.06,1992,6,30,1992-06-01,1991,9,128.0,179.63333333333333,178.5,229.0,101.0,0.4656096
1992.07,1992,7,31,1992-07-01,1991,10,79.0,99.51612903225806,99.0,124.0,45.0,0.266544
1992.08,1992,8,31,1992-08-01,1991,11,53.5,65.83870967741935,65.83870967741936,78.1774193548387,24.677419354838705,0.1763424
1992.09,1992,9,30,1992-09-01,1991,12,28.82258064516129,40.75,40.75,52.677419354838705,23.854838709677416,0.10562400000000001
1992.1,1992,10,31,1992-10-01,1992,1,24.0,26.967741935483872,26.0,35.0,11.0,0.07223040000000001
1992.11,1992,11,30,1992-11-01,1992,2,36.0,43.733333333333334,42.0,59.0,23.0,0.11335680000000005
1992.12,1992,12,31,1992-12-01,1992,3,61.0,87.54838709677419,88.0,125.0,64.0,0.23448960000000008
1993.01,1993,1,31,1993-01-01,1992,4,128.0,188.67741935483872,160.0,337.0,209.0,0.5053536
1993.02,1993,2,28,1993-02-01,1992,5,348.0,749.8571428571429,729.0,1096.0,748.0,1.8140544
1993.03,1993,3,31,1993-03-01,1992,6,1181.0,1688.258064516129,1587.0,3019.0,1838.0,4.5218304
1993.04,1993,4,30,1993-04-01,1992,7,1256.0,2452.766666666667,2594.5,3436.0,2180.0,6.3575712000000015
1993.05,1993,5,31,1993-05-01,1992,8,404.0,702.9354838709677,671.0,1296.0,892.0,1.8827424
1993.06,1993,6,30,1993-06-01,1992,9,229.90625,284.5473958333333,275.4453125,394.0,164.09375,0.7375468499999998
1993.07,1993,7,31,1993-07-01,1992,10,132.546875,179.65625,179.65625,226.765625,94.21875,0.4811913
1993.08,1993,8,31,1993-08-01,1992,11,63.0,92.24949596774194,88.0,129.40625,66.40625,0.24708105000000005
1993.09,1993,9,30,1993-09-01,1992,12,43.0,51.13333333333333,49.0,63.0,20.0,0.13253760000000003
1993.1,1993,10,31,1993-10-01,1993,1,36.0,39.903225806451616,40.0,45.0,9.0,0.10687680000000001
1993.11,1993,11,30,1993-11-01,1993,2,36.0,60.233333333333334,51.0,101.0,65.0,0.1561248
1993.12,1993,12,31,1993-12-01,1993,3,104.0,123.35483870967742,111.0,180.0,76.0,0.33039359999999995
1994.01,1994,1,31,1994-01-01,1993,4,183.0,390.93548387096774,269.0,774.0,591.0,1.0470816
1994.02,1994,2,28,1994-02-01,1993,5,758.0,929.8214285714286,902.5,1237.0,479.0,2.2494240000000003
1994.03,1994,3,31,1994-03-01,1993,6,827.2631578947369,1266.7436332767404,1243.0,1794.0,966.7368421052631,3.3928461473684215
1994.04,1994,4,30,1994-04-01,1993,7,314.1052631578948,562.1315789473683,562.1315789473684,810.1578947368421,496.0526315789473,1.4570450526315788
1994.05,1994,5,31,1994-05-01,1993,8,171.0,235.48387096774192,241.0,297.0,126.0,0.6307200000000004
1994.06,1994,6,30,1994-06-01,1993,9,105.6923076923077,132.2,129.0,166.0,60.30769230769231,0.34266240000000003
1994.07,1994,7,31,1994-07-01,1993,10,74.0,88.38709677419355,88.0,104.0,30.0,0.23673599999999997
1994.08,1994,8,31,1994-08-01,1993,11,54.0,64.03225806451613,63.0,74.0,20.0,0.17150399999999996
1994.09,1994,9,30,1994-09-01,1993,12,40.0,44.86666666666667,43.0,53.0,13.0,0.11629440000000003
1994.1,1994,10,31,1994-10-01,1994,1,35.0,36.58064516129032,36.0,40.0,5.0,0.0979776
1994.11,1994,11,30,1994-11-01,1994,2,38.0,46.7,47.0,50.0,12.0,0.12104640000000005
1994.12,1994,12,31,1994-12-01,1994,3,51.0,87.29032258064517,90.0,126.0,75.0,0.23379840000000002
1995.01,1995,1,31,1995-01-01,1994,4,129.0,170.80645161290323,170.0,225.0,96.0,0.457488
1995.02,1995,2,28,1995-02-01,1994,5,221.0,656.8928571428571,513.5,1513.0,1292.0,1.5891552
1995.03,1995,3,31,1995-03-01,1994,6,1126.0,1420.5806451612902,1487.0,1672.0,546.0,3.804883200000001
1995.04,1995,4,30,1995-04-01,1994,7,391.0,695.7,675.0,1096.0,705.0,1.8032544
1995.05,1995,5,31,1995-05-01,1994,8,178.0,254.74193548387098,244.0,379.0,201.0,0.6823008000000002
1995.06,1995,6,30,1995-06-01,1994,9,108.0,136.4,133.5,176.0,68.0,0.35354880000000005
1995.07,1995,7,31,1995-07-01,1994,10,74.0,88.87096774193549,89.0,105.0,31.0,0.2380319999999999
1995.08,1995,8,31,1995-08-01,1994,11,49.0,61.70967741935484,61.0,74.0,25.0,0.16528319999999996
1995.09,1995,9,30,1995-09-01,1994,12,35.0,38.56666666666667,36.5,47.0,12.0,0.09996479999999999
1995.1,1995,10,31,1995-10-01,1995,1,27.0,30.64516129032258,30.0,35.0,8.0,0.08207999999999996
1995.11,1995,11,30,1995-11-01,1995,2,33.0,35.7,35.0,44.0,11.0,0.09253439999999999
1995.12,1995,12,31,1995-12-01,1995,3,45.0,66.54838709677419,65.0,93.0,48.0,0.17824319999999996
1996.01,1996,1,31,1996-01-01,1995,4,93.0,131.3548387096774,141.0,153.0,60.0,0.3518208
1996.02,1996,2,29,1996-02-01,1995,5,147.0,257.7241379310345,190.0,526.0,379.0,0.6457536
1996.03,1996,3,31,1996-03-01,1995,6,546.0,727.1612903225806,739.0,830.0,284.0,1.9476287999999995
1996.04,1996,4,30,1996-04-01,1995,7,431.0,630.8333333333334,644.0,800.0,369.0,1.6351199999999997
1996.05,1996,5,31,1996-05-01,1995,8,189.0,276.9032258064516,262.0,418.0,229.0,0.7416575999999999
1996.06,1996,6,30,1996-06-01,1995,9,114.0,147.7,145.5,187.0,73.0,0.3828384
1996.07,1996,7,31,1996-07-01,1995,10,81.0,94.25806451612904,94.0,112.0,31.0,0.25246079999999993
1996.08,1996,8,31,1996-08-01,1995,11,55.0,66.96774193548387,67.0,79.0,24.0,0.1793664
1996.09,1996,9,30,1996-09-01,1995,12,39.0,45.63333333333333,44.0,55.0,16.0,0.11828160000000004
1996.1,1996,10,31,1996-10-01,1996,1,24.0,30.677419354838708,31.0,38.0,14.0,0.08216639999999996
1996.11,1996,11,30,1996-11-01,1996,2,31.0,45.3,46.0,59.0,28.0,0.11741760000000002
1996.12,1996,12,31,1996-12-01,1996,3,60.0,102.35483870967742,100.0,152.0,92.0,0.27414720000000004
1997.01,1997,1,31,1997-01-01,1996,4,153.0,265.06451612903226,244.0,421.0,268.0,0.7099487999999999
1997.02,1997,2,28,1997-02-01,1996,5,430.0,680.0714285714286,753.0,863.0,433.0,1.6452288000000002
1997.03,1997,3,31,1997-03-01,1996,6,882.0,1146.6129032258063,1156.0,1327.0,445.0,3.0710879999999996
1997.04,1997,4,30,1997-04-01,1996,7,852.0,1191.6333333333334,1196.5,1479.0,627.0,3.0887135999999997
1997.05,1997,5,31,1997-05-01,1996,8,318.0,516.483870967742,487.0,817.0,499.0,1.3833504000000003
1997.06,1997,6,30,1997-06-01,1996,9,178.0,237.43333333333334,234.0,310.0,132.0,0.6154272
1997.07,1997,7,31,1997-07-01,1996,10,112.0,139.93548387096774,137.0,175.0,63.0,0.37480319999999995
1997.08,1997,8,31,1997-08-01,1996,11,75.38461538461539,88.36724565756822,84.0,111.0,35.61538461538461,0.2366828307692308
1997.09,1997,9,30,1997-09-01,1996,12,56.92307692307692,65.84615384615384,65.84615384615384,74.76923076923077,17.846153846153854,0.17067323076923072
1997.1,1997,10,31,1997-10-01,1997,1,37.84615384615385,47.07692307692307,47.07692307692307,56.30769230769231,18.46153846153846,0.12609083076923078
1997.11,1997,11,30,1997-11-01,1997,2,36.0,48.76153846153846,44.5,79.0,43.0,0.1263899076923077
1997.12,1997,12,31,1997-12-01,1997,3,81.0,138.7741935483871,128.0,246.0,165.0,0.3716928
1998.01,1998,1,31,1998-01-01,1997,4,261.0,947.9677419354839,580.0,3382.0,3121.0,2.5390368000000003
1998.02,1998,2,28,1998-02-01,1997,5,1877.0,2848.3214285714284,2593.5,4229.0,2352.0,6.890659200000001
1998.03,1998,3,31,1998-03-01,1997,6,2430.0,3683.5806451612902,3869.0,4558.0,2128.0,9.866102399999997
1998.04,1998,4,30,1998-04-01,1997,7,1238.0,2118.766666666667,1943.5,3213.0,1975.0,5.4918432
1998.05,1998,5,31,1998-05-01,1997,8,353.5,674.2741935483871,597.0,1199.0,845.5,1.8059759999999998
1998.06,1998,6,30,1998-06-01,1997,9,242.0,304.9,305.0,353.0,111.0,0.7903008
1998.07,1998,7,31,1998-07-01,1997,10,154.0,193.38709677419354,192.0,236.0,82.0,0.517968
1998.08,1998,8,31,1998-08-01,1997,11,99.0,124.51612903225806,122.0,152.0,53.0,0.33350399999999986
1998.09,1998,9,30,1998-09-01,1997,12,61.0,76.5,74.0,98.0,37.0,0.19828800000000008
1998.1,1998,10,31,1998-10-01,1998,1,42.0,51.29032258064516,52.0,59.0,17.0,0.13737600000000003
1998.11,1998,11,30,1998-11-01,1998,2,43.0,61.0,59.5,89.0,46.0,0.15811199999999995
1998.12,1998,12,31,1998-12-01,1998,3,86.0,136.4516129032258,129.0,206.0,120.0,0.36547199999999996
1999.01,1999,1,31,1999-01-01,1998,4,210.0,554.0322580645161,473.0,1160.0,950.0,1.4839200000000001
1999.02,1999,2,28,1999-02-01,1998,5,1218.0,1630.892857142857,1699.0,1884.0,666.0,3.9454559999999996
1999.03,1999,3,31,1999-03-01,1998,6,1496.0,1866.774193548387,1802.0,2628.0,1132.0,4.999968
1999.04,1999,4,30,1999-04-01,1998,7,1129.0,2481.9666666666667,2775.5,3530.0,2401.0,6.433257600000001
1999.05,1999,5,31,1999-05-01,1998,8,411.0,680.483870967742,651.0,1073.0,662.0,1.8226079999999996
1999.06,1999,6,30,1999-06-01,1998,9,205.0,284.6666666666667,274.5,401.0,196.0,0.7378559999999998
1999.07,1999,7,31,1999-07-01,1998,10,122.0,157.6451612903226,156.0,201.0,79.0,0.42223679999999997
1999.08,1999,8,31,1999-08-01,1998,11,73.0,94.09677419354838,92.0,120.0,47.0,0.25202879999999994
1999.09,1999,9,30,1999-09-01,1998,12,46.0,57.166666666666664,56.5,72.0,26.0,0.14817600000000006
1999.1,1999,10,31,1999-10-01,1999,1,45.0,51.32258064516129,52.0,58.0,13.0,0.13746240000000007
1999.11,1999,11,30,1999-11-01,1999,2,53.0,58.86666666666667,58.5,69.0,16.0,0.15258239999999998
1999.12,1999,12,31,1999-12-01,1999,3,69.0,97.70967741935483,94.0,122.0,53.0,0.2617056
2000.01,2000,1,31,2000-01-01,1999,4,123.0,166.09677419354838,162.0,237.0,114.0,0.4448735999999999
2000.02,2000,2,29,2000-02-01,1999,5,248.0,352.0344827586207,323.0,480.0,232.0,0.8820576
2000.03,2000,3,31,2000-03-01,1999,6,490.0,1539.1612903225807,1673.0,2540.0,2050.0,4.1224896
2000.04,2000,4,30,2000-04-01,1999,7,873.0,1580.5666666666666,1622.5,2117.0,1244.0,4.096828799999999
2000.05,2000,5,31,2000-05-01,1999,8,316.6,529.516129032258,498.0,837.0,520.4,1.4182560000000002
2000.06,2000,6,30,2000-06-01,1999,9,169.0,228.9,225.0,305.0,136.0,0.5933087999999999
2000.07,2000,7,31,2000-07-01,1999,10,101.1875,134.0,134.0,166.8125,65.625,0.3589056
2000.08,2000,8,31,2000-08-01,1999,11,63.0,79.29032258064517,79.0,99.0,36.0,0.21237120000000004
2000.09,2000,9,30,2000-09-01,1999,12,45.0,52.266666666666666,52.0,62.0,17.0,0.13547520000000005
2000.1,2000,10,31,2000-10-01,2000,1,37.39194577,40.8361426448387,40.50735755,46.68935962,9.297413849999998,0.10937552445993602
2000.11,2000,11,30,2000-11-01,2000,2,37.90354891,52.09396425900001,53.05637395,63.37900214,25.47545323,0.135027555359328
2000.12,2000,12,31,2000-12-01,2000,3,62.73692855,181.02757367225803,149.0370115,403.19791569999995,340.46098714999994,0.48486425332377603
2001.01,2001,1,31,2001-01-01,2000,4,422.7843831,705.0523145580645,661.0830735000001,1139.122018,716.3376349,1.88841211931232
2001.02,2001,2,28,2001-02-01,2000,5,1213.656769,1825.075938678571,1892.4465624999998,2062.727882,849.0711130000002,4.4152237108512
2001.03,2001,3,31,2001-03-01,2000,6,1714.866366,1990.7324611612898,1906.340706,2480.469626,765.6032600000001,5.331977823974401
2001.04,2001,4,30,2001-04-01,2000,7,1379.738762,2723.8402414666666,2813.526186,3754.526707,2374.787945,7.060193905881601
2001.05,2001,5,31,2001-05-01,2000,8,502.5156879,837.0359413935483,802.0442013999999,1321.157015,818.6413271,2.2419170654284795
2001.06,2001,6,30,2001-06-01,2000,9,279.7807044,368.66067268333325,358.562916,489.7744505,209.9937461,0.9555684635952001
2001.07,2001,7,31,2001-07-01,2000,10,170.6252876,218.3996144870968,215.3988091,275.6689559,105.04366830000001,0.5849615274422401
2001.08,2001,8,31,2001-08-01,2000,11,112.24333700000001,136.85414648064514,135.2638001,168.30978059999998,56.06644359999997,0.36655014593376
2001.09,2001,9,30,2001-09-01,2000,12,81.07317048,94.31913593233335,93.541799615,110.3193638,29.246193320000003,0.2444752003366079
2001.1,2001,10,31,2001-10-01,2001,1,53.85222294,63.318594798709654,61.03882688,79.64432981,25.792106870000005,0.16959252430886398
2001.11,2001,11,30,2001-11-01,2001,2,58.32328085,104.15782458400002,101.62550733,169.3004345,110.97715364999999,0.26997708132172804
2001.12,2001,12,31,2001-12-01,2001,3,173.62282219999997,230.00514542580646,225.8008141,309.7416536,136.11883140000003,0.6160457815084799
2002.01,2002,1,31,2002-01-01,2001,4,308.44859289999994,392.28401905161286,362.9420417,551.5733074,243.12471450000004,1.0506935166278402
2002.02,2002,2,28,2002-02-01,2001,5,567.2448274000001,1038.0797083857144,962.70995145,1485.585198,918.3403705999999,2.51132243052672
2002.03,2002,3,31,2002-03-01,2001,6,1031.240509,1137.0499730322574,1137.591361,1310.552156,279.311647,3.0454746477696
2002.04,2002,4,30,2002-04-01,2001,7,1176.9058810000001,1376.899322166667,1335.1101275,1659.3508199999999,482.44493899999975,3.568923043056
2002.05,2002,5,31,2002-05-01,2001,8,458.5537766,773.3748666,747.1442481,1160.646317,702.0925404,2.07140724270144
2002.06,2002,6,30,2002-06-01,2001,9,250.383942,334.99232680333336,331.4319852,446.8265135,196.44257149999999,0.8683001110742401
2002.07,2002,7,31,2002-07-01,2001,10,148.4124033,191.69376639354834,188.6071676,245.3000753,96.88767200000001,0.5134325839084799
