Exceedance,Flow
0.0,7416.0
0.001,5938.07100000008
0.002,5713.310000000001
0.003,5498.380999999976
0.004,5434.0
0.005,5317.859999999986
0.006,5211.608980650002
0.007,5098.0
0.008,4987.867190144009
0.009000000000000001,4901.831999999995
0.01,4812.930000000004
0.011,4727.824187500042
0.012,4630.082053516003
0.013000000000000001,4536.241999999998
0.014,4437.353222237994
0.015,4374.395
0.016,4283.184000000008
0.017,4195.0
0.018000000000000002,4127.217550295996
0.019,4053.0312327460033
0.02,3998.3777290999983
0.021,3927.7041988129963
0.022,3867.405374999999
0.023,3804.0
0.024,3754.526707
0.025,3679.7771889999995
0.026000000000000002,3625.55281186592
0.027,3561.436999999998
0.028,3532.2681979999998
0.029,3488.90437097399
0.03,3434.8731250000005
0.031,3393.0439999999944
0.032,3363.7760000000017
0.033,3308.2768040090014
0.034,3276.7780000000057
0.035,3244.4249999999956
0.036000000000000004,3208.8485045400007
0.037,3166.5746133159996
0.038,3115.1807192140004
0.039,3084.6359999999986
0.04,3051.219247
0.041,3020.040392042
0.042,2997.624193705994
0.043000000000000003,2959.6026594110003
0.044,2929.5853527999966
0.045,2893.825156285002
0.046,2861.4747527639993
0.047,2827.228000000003
0.048,2798.2969266639934
0.049,2776.747731164988
0.05,2737.5499999999993
0.051000000000000004,2711.371186302994
0.052000000000000005,2676.856527264
0.053,2648.042986540998
0.054,2618.6219999999994
0.055,2581.5762068349973
0.056,2550.539931024
0.057,2526.0
0.058,2506.0817480619985
0.059000000000000004,2488.000699596
0.06,2455.5686621000004
0.061,2435.024731155003
0.062,2409.277615965991
0.063,2387.353000000003
0.064,2367.367999999995
0.065,2345.091562499999
0.066,2323.120503
0.067,2293.9559108230005
0.068,2282.7118734839987
0.069,2265.871873082
0.07,2239.1636811000017
0.07100000000000001,2227.0
0.07200000000000001,2205.8733603839983
0.073,2183.567641
0.074,2173.0
0.075,2161.7762607750014
0.076,2140.0762138600026
0.077,2119.9740000000093
0.078,2104.5538440779997
0.079,2084.6490000000013
0.08,2065.0
0.081,2049.4911930630074
0.082,2032.9921149999998
0.083,2015.0
0.084,2004.4120000000003
0.085,1988.635000000002
0.08600000000000001,1979.0
0.08700000000000001,1961.7196474259988
0.088,1951.0
0.089,1936.2073741599995
0.09,1928.0
0.091,1923.8722326569996
0.092,1904.0
0.093,1893.0
0.094,1885.262928
0.095,1869.8885768299995
0.096,1852.7632320000016
0.097,1840.0
0.098,1827.5708870100025
0.099,1812.0
0.1,1796.1000000000022
0.101,1786.8727914620008
0.10200000000000001,1773.975348
0.10300000000000001,1759.0
0.10400000000000001,1750.2481385200024
0.105,1738.1971114300009
0.106,1729.5986479759997
0.107,1722.1305041000012
0.108,1709.3701629999998
0.109,1701.1404300000002
0.11,1697.0
0.111,1682.2410000000018
0.112,1670.0
0.113,1662.0
0.114,1653.685387179997
0.115,1646.0
0.116,1641.1284362640001
0.117,1631.1014115689995
0.11800000000000001,1622.0
0.11900000000000001,1613.0
0.12,1608.1470067200003
0.121,1596.0
0.122,1592.0761192300001
0.123,1584.047553741
0.124,1574.498768
0.125,1567.44298
0.126,1559.9892133120027
0.127,1551.3321398700002
0.128,1543.269671871999
0.129,1538.0966143010003
0.13,1525.401677
0.131,1518.8019270850011
0.132,1510.691999999999
0.133,1502.014796200002
0.134,1493.338874
0.135,1487.0567396850004
0.136,1480.4397081840027
0.137,1468.418487
0.138,1462.0
0.139,1457.0
0.14,1451.0
0.14100000000000001,1441.0
0.14200000000000002,1432.0
0.14300000000000002,1426.8329999999987
0.14400000000000002,1419.0
0.145,1409.0282710000001
0.146,1402.0
0.147,1396.0
0.148,1389.750351
0.149,1379.738762
0.15,1375.851836949999
0.151,1366.4809999999961
