,date,market,hour,price,volume,year,month,day,day_of_week,value,cat
9901,2017-03-05,1,19,24.93,12.0,2017,3,5,6,299.15999999999997,off
9902,2017-03-06,1,6,50.37,52.0,2017,3,6,0,2619.24,standard
9903,2017-03-06,1,14,50.65,52.0,2017,3,6,0,2633.7999999999997,standard
9904,2017-03-07,1,1,24.9,42.0,2017,3,7,1,1045.8,off
9905,2017-03-07,1,12,50.8,52.0,2017,3,7,1,2641.6,standard
9906,2017-03-07,1,18,85.47,52.0,2017,3,7,1,4444.44,standard
9907,2017-03-08,1,1,24.91,44.0,2017,3,8,2,1096.04,off
9908,2017-03-08,1,11,50.24,54.0,2017,3,8,2,2712.96,standard
9909,2017-03-08,1,21,33.9,99.3,2017,3,8,2,3366.27,standard
9910,2017-03-09,1,8,54.75,66.0,2017,3,9,3,3613.5,morning
9911,2017-03-09,1,19,91.63,51.0,2017,3,9,3,4673.13,evening
9912,2017-03-10,1,6,43.85,51.0,2017,3,10,4,2236.35,standard
9913,2017-03-10,1,16,60.04,51.0,2017,3,10,4,3062.04,standard
9914,2017-03-11,1,1,22.96,44.4,2017,3,11,5,1019.424,off
9915,2017-03-11,1,11,33.45,109.0,2017,3,11,5,3646.05,standard
9916,2017-03-11,1,22,27.83,52.0,2017,3,11,5,1447.1599999999999,off
9917,2017-03-12,1,6,24.81,103.0,2017,3,12,6,2555.43,off
9918,2017-03-12,1,16,24.85,103.0,2017,3,12,6,2559.55,off
9919,2017-03-13,1,2,23.64,51.0,2017,3,13,0,1205.64,off
9920,2017-03-13,1,10,77.15,87.4,2017,3,13,0,6742.910000000001,standard
9921,2017-03-13,1,21,71.42,104.1,2017,3,13,0,7434.822,standard
9922,2017-03-14,1,5,23.77,85.9,2017,3,14,1,2041.843,off
9923,2017-03-14,1,15,53.85,51.0,2017,3,14,1,2746.35,standard
9924,2017-03-15,1,2,21.93,87.0,2017,3,15,2,1907.91,off
9925,2017-03-15,1,14,49.96,56.0,2017,3,15,2,2797.76,standard
9926,2017-03-16,1,2,20.82,43.0,2017,3,16,3,895.26,off
9927,2017-03-16,1,10,42.1,14.0,2017,3,16,3,589.4,standard
9928,2017-03-16,1,22,23.44,68.0,2017,3,16,3,1593.92,off
9929,2017-03-17,1,8,34.95,126.0,2017,3,17,4,4403.700000000001,morning
9930,2017-03-17,1,16,36.81,51.0,2017,3,17,4,1877.3100000000002,standard
9931,2017-03-18,1,2,14.97,107.0,2017,3,18,5,1601.79,off
9932,2017-03-18,1,13,23.62,81.4,2017,3,18,5,1922.6680000000001,off
9933,2017-03-18,1,23,17.02,108.0,2017,3,18,5,1838.1599999999999,off
9934,2017-03-19,1,10,14.95,95.0,2017,3,19,6,1420.25,off
9935,2017-03-19,1,19,23.63,76.0,2017,3,19,6,1795.8799999999999,off
9936,2017-03-20,1,6,34.68,66.0,2017,3,20,0,2288.88,standard
9937,2017-03-20,1,14,50.02,53.0,2017,3,20,0,2651.06,standard
9938,2017-03-21,1,2,20.07,94.0,2017,3,21,1,1886.58,off
9939,2017-03-21,1,12,40.07,51.0,2017,3,21,1,2043.57,standard
9940,2017-03-21,1,21,34.77,53.0,2017,3,21,1,1842.8100000000002,standard
9941,2017-03-22,1,8,44.03,196.0,2017,3,22,2,8629.880000000001,morning
9942,2017-03-22,1,17,44.02,128.0,2017,3,22,2,5634.56,standard
9943,2017-03-23,1,3,19.58,120.0,2017,3,23,3,2349.6,off
9944,2017-03-23,1,14,43.58,69.0,2017,3,23,3,3007.02,standard
9945,2017-03-23,1,22,20.09,116.0,2017,3,23,3,2330.44,off
9946,2017-03-24,1,6,40.93,51.0,2017,3,24,4,2087.43,standard
9947,2017-03-24,1,15,43.54,112.0,2017,3,24,4,4876.48,standard
9948,2017-03-25,1,2,14.99,144.0,2017,3,25,5,2158.56,off
9949,2017-03-25,1,11,35.01,183.0,2017,3,25,5,6406.83,standard
9950,2017-03-25,1,23,15.6,102.0,2017,3,25,5,1591.2,off
9951,2017-03-26,1,7,13.86,151.0,2017,3,26,6,2092.86,off
9952,2017-03-26,1,17,13.88,143.0,2017,3,26,6,1984.8400000000001,off
9953,2017-03-27,1,4,16.45,146.0,2017,3,27,0,2401.7,off
9954,2017-03-27,1,14,40.09,82.0,2017,3,27,0,3287.38,standard
9955,2017-03-27,1,23,19.95,84.0,2017,3,27,0,1675.8,off
9956,2017-03-28,1,9,44.95,118.0,2017,3,28,1,5304.1,morning
9957,2017-03-28,1,21,40.03,34.0,2017,3,28,1,1361.02,standard
9958,2017-03-29,1,8,40.04,119.0,2017,3,29,2,4764.76,morning
9959,2017-03-29,1,18,55.86,46.0,2017,3,29,2,2569.56,standard
9960,2017-02-08,1,16,80.0,173.0,2017,2,8,2,13840.0,standard
9961,2017-02-09,1,3,23.11,87.0,2017,2,9,3,2010.57,off
9962,2017-02-09,1,14,54.44,87.0,2017,2,9,3,4736.28,standard
9963,2017-02-09,1,23,32.4,72.0,2017,2,9,3,2332.7999999999997,off
9964,2017-02-10,1,9,55.15,120.0,2017,2,10,4,6618.0,morning
9965,2017-02-10,1,19,90.09,43.6,2017,2,10,4,3927.9240000000004,evening
9966,2017-02-11,1,3,20.09,100.0,2017,2,11,5,2009.0,off
9967,2017-02-11,1,15,20.06,88.0,2017,2,11,5,1765.28,off
9968,2017-02-12,1,1,25.1,75.0,2017,2,12,6,1882.5,off
9969,2017-02-12,1,9,14.94,113.0,2017,2,12,6,1688.22,off
9970,2017-02-12,1,18,25.0,132.0,2017,2,12,6,3300.0,off
9971,2017-02-13,1,6,20.07,110.0,2017,2,13,0,2207.7,standard
9972,2017-02-13,1,12,54.73,50.0,2017,2,13,0,2736.5,standard
9973,2017-02-14,1,0,30.99,73.0,2017,2,14,1,2262.27,off
9974,2017-02-14,1,12,75.6,50.0,2017,2,14,1,3779.9999999999995,standard
9975,2017-02-15,1,2,30.47,69.0,2017,2,15,2,2102.43,off
9976,2017-02-15,1,10,75.01,41.0,2017,2,15,2,3075.4100000000003,standard
9977,2017-02-15,1,16,75.21,50.0,2017,2,15,2,3760.4999999999995,standard
9978,2017-02-16,1,2,29.96,93.0,2017,2,16,3,2786.28,off
9979,2017-02-16,1,15,53.68,50.0,2017,2,16,3,2684.0,standard
9980,2017-02-17,1,4,30.72,123.0,2017,2,17,4,3778.56,off
9981,2017-02-17,1,13,53.82,50.0,2017,2,17,4,2691.0,standard
9982,2017-02-17,1,19,75.41,29.0,2017,2,17,4,2186.89,evening
9983,2017-02-18,1,5,29.97,69.0,2017,2,18,5,2067.93,off
9984,2017-02-18,1,12,30.08,23.1,2017,2,18,5,694.848,off
9985,2017-02-18,1,22,30.7,123.0,2017,2,18,5,3776.1,off
9986,2017-02-19,1,8,14.77,112.0,2017,2,19,6,1654.24,off
9987,2017-02-19,1,20,30.57,71.9,2017,2,19,6,2197.983,off
9988,2017-02-20,1,6,34.01,110.0,2017,2,20,0,3741.1,standard
9989,2017-02-20,1,19,94.31,29.0,2017,2,20,0,2734.9900000000002,evening
9990,2017-02-21,1,4,31.25,140.0,2017,2,21,1,4375.0,off
9991,2017-02-21,1,16,70.46,53.0,2017,2,21,1,3734.3799999999997,standard
9992,2017-02-22,1,2,31.16,118.0,2017,2,22,2,3676.88,off
9993,2017-02-22,1,13,69.93,54.0,2017,2,22,2,3776.2200000000003,standard
9994,2017-02-23,1,0,31.28,121.3,2017,2,23,3,3794.264,off
9995,2017-02-23,1,9,56.13,60.0,2017,2,23,3,3367.8,morning
9996,2017-02-23,1,19,89.48,33.0,2017,2,23,3,2952.84,evening
9997,2017-02-24,1,6,49.98,53.0,2017,2,24,4,2648.94,standard
9998,2017-02-24,1,13,70.14,54.0,2017,2,24,4,3787.56,standard
9999,2017-02-24,1,22,30.75,46.8,2017,2,24,4,1439.1,off
10000,2017-02-25,1,6,19.96,60.0,2017,2,25,5,1197.6000000000001,off
10001,2017-02-25,1,17,29.06,13.0,2017,2,25,5,377.78,off
10002,2017-02-26,1,3,28.71,77.0,2017,2,26,6,2210.67,off
10003,2017-02-26,1,13,15.07,111.0,2017,2,26,6,1672.77,off
10004,2017-02-27,1,1,30.08,108.8,2017,2,27,0,3272.7039999999997,off
10005,2017-02-27,1,12,75.1,58.0,2017,2,27,0,4355.799999999999,standard
10006,2017-02-27,1,23,30.05,53.6,2017,2,27,0,1610.68,off
10007,2017-02-28,1,7,55.33,57.0,2017,2,28,1,3153.81,morning
10008,2017-02-28,1,15,70.96,58.0,2017,2,28,1,4115.679999999999,standard
10009,2017-03-01,1,5,29.57,82.4,2017,3,1,2,2436.568,off
10010,2017-03-01,1,16,69.83,54.0,2017,3,1,2,3770.8199999999997,standard
10011,2017-03-02,1,1,28.96,73.0,2017,3,2,3,2114.08,off
10012,2017-03-02,1,11,64.97,54.0,2017,3,2,3,3508.38,standard
10013,2017-03-02,1,20,64.97,55.0,2017,3,2,3,3573.35,evening
10014,2017-03-03,1,6,60.92,52.0,2017,3,3,4,3167.84,standard
10015,2017-03-03,1,15,62.9,52.0,2017,3,3,4,3270.7999999999997,standard
10016,2017-03-03,1,22,29.82,74.0,2017,3,3,4,2206.68,off
10017,2017-03-04,1,8,24.99,120.0,2017,3,4,5,2998.7999999999997,standard
10018,2017-03-04,1,16,22.9,35.4,2017,3,4,5,810.66,off
10019,2017-03-05,1,4,22.9,70.0,2017,3,5,6,1603.0,off
10020,2017-03-05,1,14,22.87,50.0,2017,3,5,6,1143.5,off
10021,2017-03-06,1,2,24.95,42.0,2017,3,6,0,1047.8999999999999,off
10022,2017-03-06,1,13,50.65,52.0,2017,3,6,0,2633.7999999999997,standard
10023,2017-03-06,1,20,75.07,54.0,2017,3,6,0,4053.7799999999997,evening
10024,2017-03-07,1,8,54.56,118.0,2017,3,7,1,6438.08,morning
10025,2017-03-07,1,20,72.26,54.0,2017,3,7,1,3902.0400000000004,evening
10026,2017-03-08,1,6,49.95,54.0,2017,3,8,2,2697.3,standard
10027,2017-03-08,1,18,68.95,54.0,2017,3,8,2,3723.3,standard
10028,2017-03-09,1,5,24.8,41.0,2017,3,9,3,1016.8000000000001,off
10029,2017-03-09,1,15,51.84,51.0,2017,3,9,3,2643.84,standard
10030,2017-03-10,1,2,24.56,41.0,2017,3,10,4,1006.9599999999999,off
10031,2017-03-10,1,12,60.02,51.0,2017,3,10,4,3061.02,standard
10032,2017-03-10,1,22,27.8,43.0,2017,3,10,4,1195.4,off
10033,2017-03-11,1,10,33.45,109.0,2017,3,11,5,3646.05,standard
10034,2017-03-11,1,20,28.87,56.0,2017,3,11,5,1616.72,standard
10035,2017-03-12,1,8,24.83,103.0,2017,3,12,6,2557.49,off
10036,2017-03-12,1,18,24.86,103.0,2017,3,12,6,2560.58,off
10037,2017-03-13,1,1,23.64,51.0,2017,3,13,0,1205.64,off
10038,2017-03-13,1,12,76.96,82.0,2017,3,13,0,6310.719999999999,standard
10039,2017-03-13,1,23,28.04,80.0,2017,3,13,0,2243.2,off
10040,2017-03-14,1,9,52.46,108.0,2017,3,14,1,5665.68,morning
10041,2017-03-14,1,20,71.0,53.0,2017,3,14,1,3763.0,evening
10042,2017-03-15,1,5,23.58,65.0,2017,3,15,2,1532.6999999999998,off
10043,2017-03-15,1,16,49.94,54.0,2017,3,15,2,2696.7599999999998,standard
10044,2017-03-15,1,22,24.07,64.0,2017,3,15,2,1540.48,off
10045,2017-03-16,1,11,42.1,14.0,2017,3,16,3,589.4,standard
10046,2017-03-16,1,18,44.96,38.0,2017,3,16,3,1708.48,standard
10047,2017-03-17,1,3,18.64,107.0,2017,3,17,4,1994.48,off
10048,2017-03-17,1,13,37.39,51.0,2017,3,17,4,1906.89,standard
10049,2017-03-17,1,23,20.91,98.0,2017,3,17,4,2049.18,off
10050,2017-03-18,1,9,29.91,107.0,2017,3,18,5,3200.37,standard
10051,2017-03-18,1,19,48.84,53.0,2017,3,18,5,2588.52,standard
10052,2017-03-19,1,7,14.94,100.0,2017,3,19,6,1494.0,off
10053,2017-03-19,1,16,14.97,104.0,2017,3,19,6,1556.88,off
10054,2017-03-20,1,4,20.07,140.0,2017,3,20,0,2809.8,off
10055,2017-03-20,1,15,44.28,53.0,2017,3,20,0,2346.84,standard
10056,2017-03-21,1,1,20.07,94.0,2017,3,21,1,1886.58,off
10057,2017-03-21,1,11,44.91,51.0,2017,3,21,1,2290.41,standard
10058,2017-03-21,1,22,20.56,115.0,2017,3,21,1,2364.3999999999996,off
10059,2017-03-22,1,7,44.06,169.0,2017,3,22,2,7446.14,morning
10060,2017-03-22,1,18,55.95,102.0,2017,3,22,2,5706.900000000001,standard
10061,2017-03-23,1,4,19.75,123.0,2017,3,23,3,2429.25,off
10062,2017-03-23,1,11,44.93,51.0,2017,3,23,3,2291.43,standard
10063,2017-03-23,1,20,64.27,53.0,2017,3,23,3,3406.31,evening
10064,2017-03-24,1,10,43.53,113.0,2017,3,24,4,4918.89,standard
10065,2017-03-24,1,18,56.39,103.0,2017,3,24,4,5808.17,standard
10066,2017-03-25,1,3,14.98,153.0,2017,3,25,5,2291.94,off
10067,2017-03-25,1,15,15.09,107.0,2017,3,25,5,1614.6299999999999,off
10068,2017-03-26,1,0,15.08,115.0,2017,3,26,6,1734.2,off
10069,2017-03-26,1,10,13.87,144.0,2017,3,26,6,1997.28,off
10070,2017-03-26,1,18,23.92,101.0,2017,3,26,6,2415.92,off
10071,2017-03-27,1,5,23.94,88.4,2017,3,27,0,2116.2960000000003,off
10072,2017-03-27,1,15,40.09,82.0,2017,3,27,0,3287.38,standard
10073,2017-03-28,1,3,18.65,125.0,2017,3,28,1,2331.25,off
10074,2017-03-28,1,14,39.66,32.0,2017,3,28,1,1269.12,standard
10075,2017-03-28,1,22,20.09,89.0,2017,3,28,1,1788.01,off
10076,2017-03-29,1,9,40.08,122.0,2017,3,29,2,4889.76,morning
10077,2017-03-29,1,20,59.44,31.0,2017,3,29,2,1842.6399999999999,evening
10078,2017-03-30,1,5,23.09,68.0,2017,3,30,3,1570.12,off
10079,2017-03-30,1,16,40.01,56.3,2017,3,30,3,2252.5629999999996,standard
10080,2017-02-08,1,19,89.09,46.2,2017,2,8,2,4115.9580000000005,evening
10081,2017-02-09,1,2,23.11,74.0,2017,2,9,3,1710.1399999999999,off
10082,2017-02-09,1,13,54.55,97.0,2017,2,9,3,5291.349999999999,standard
10083,2017-02-09,1,22,32.4,72.0,2017,2,9,3,2332.7999999999997,off
10084,2017-02-10,1,7,55.1,140.3,2017,2,10,4,7730.530000000001,morning
10085,2017-02-10,1,18,90.04,152.4,2017,2,10,4,13722.096000000001,standard
10086,2017-02-11,1,5,30.69,81.0,2017,2,11,5,2485.8900000000003,off
10087,2017-02-11,1,18,77.51,152.0,2017,2,11,5,11781.52,off
10088,2017-02-12,1,2,25.07,99.0,2017,2,12,6,2481.93,off
10089,2017-02-12,1,12,14.95,113.0,2017,2,12,6,1689.35,off
10090,2017-02-12,1,22,31.87,73.0,2017,2,12,6,2326.51,off
10091,2017-02-13,1,4,32.01,95.0,2017,2,13,0,3040.95,off
10092,2017-02-13,1,16,54.32,70.0,2017,2,13,0,3802.4,standard
10093,2017-02-14,1,4,30.97,77.0,2017,2,14,1,2384.69,off
10094,2017-02-14,1,16,76.35,87.2,2017,2,14,1,6657.719999999999,standard
10095,2017-02-15,1,1,30.49,69.0,2017,2,15,2,2103.81,off
10096,2017-02-15,1,11,75.01,41.0,2017,2,15,2,3075.4100000000003,standard
10097,2017-02-15,1,21,75.56,53.0,2017,2,15,2,4004.6800000000003,standard
10098,2017-02-16,1,8,55.25,59.0,2017,2,16,3,3259.75,morning
10099,2017-02-16,1,16,53.29,50.0,2017,2,16,3,2664.5,standard
10100,2017-02-16,1,21,51.98,53.0,2017,2,16,3,2754.94,standard
10101,2017-02-17,1,9,56.25,57.6,2017,2,17,4,3240.0,morning
10102,2017-02-17,1,18,56.23,81.0,2017,2,17,4,4554.63,standard
10103,2017-02-18,1,3,29.98,94.0,2017,2,18,5,2818.12,off
10104,2017-02-18,1,18,49.95,49.0,2017,2,18,5,2447.55,off
10105,2017-02-19,1,4,23.15,123.0,2017,2,19,6,2847.45,off
10106,2017-02-19,1,15,14.77,89.0,2017,2,19,6,1314.53,off
10107,2017-02-20,1,2,23.2,99.0,2017,2,20,0,2296.7999999999997,off
10108,2017-02-20,1,9,56.61,30.0,2017,2,20,0,1698.3,morning
10109,2017-02-20,1,16,72.91,50.0,2017,2,20,0,3645.5,standard
10110,2017-02-21,1,5,31.48,131.0,2017,2,21,1,4123.88,off
10111,2017-02-21,1,13,69.98,53.0,2017,2,21,1,3708.94,standard
10112,2017-02-21,1,21,73.41,55.0,2017,2,21,1,4037.5499999999997,standard
10113,2017-02-22,1,7,54.9,138.0,2017,2,22,2,7576.2,morning
10114,2017-02-22,1,19,87.79,33.0,2017,2,22,2,2897.07,evening
10115,2017-02-23,1,6,62.4,53.0,2017,2,23,3,3307.2,standard
10116,2017-02-23,1,16,47.42,54.0,2017,2,23,3,2560.6800000000003,standard
10117,2017-02-24,1,0,30.67,87.0,2017,2,24,4,2668.29,off
10118,2017-02-24,1,8,55.04,82.0,2017,2,24,4,4513.28,morning
10119,2017-02-24,1,18,55.06,68.0,2017,2,24,4,3744.08,standard
10120,2017-02-25,1,4,28.74,87.0,2017,2,25,5,2500.3799999999997,off
10121,2017-02-25,1,14,29.09,14.0,2017,2,25,5,407.26,off
10122,2017-02-26,1,0,29.18,79.0,2017,2,26,6,2305.22,off
10123,2017-02-26,1,10,15.07,124.0,2017,2,26,6,1868.68,off
10124,2017-02-26,1,23,29.19,64.0,2017,2,26,6,1868.16,off
10125,2017-02-27,1,13,75.1,58.0,2017,2,27,0,4355.799999999999,standard
10126,2017-02-27,1,22,30.1,48.5,2017,2,27,0,1459.8500000000001,off
10127,2017-02-28,1,8,55.68,58.0,2017,2,28,1,3229.44,morning
10128,2017-02-28,1,19,92.1,57.0,2017,2,28,1,5249.7,evening
10129,2017-03-01,1,6,51.0,53.0,2017,3,1,2,2703.0,standard
10130,2017-03-01,1,14,70.16,54.0,2017,3,1,2,3788.64,standard
10131,2017-03-01,1,22,29.92,115.1,2017,3,1,2,3443.792,off
10132,2017-03-02,1,7,65.3,53.0,2017,3,2,3,3460.8999999999996,morning
10133,2017-03-02,1,19,88.33,53.0,2017,3,2,3,4681.49,evening
10134,2017-03-03,1,5,29.81,72.0,2017,3,3,4,2146.3199999999997,off
10135,2017-03-03,1,16,62.9,52.0,2017,3,3,4,3270.7999999999997,standard
10136,2017-03-04,1,3,24.92,59.0,2017,3,4,5,1470.2800000000002,off
10137,2017-03-04,1,12,22.91,29.1,2017,3,4,5,666.681,off
10138,2017-03-04,1,22,27.83,54.0,2017,3,4,5,1502.82,off
10139,2017-03-05,1,7,17.66,74.0,2017,3,5,6,1306.84,off
10140,2017-03-05,1,15,22.87,50.0,2017,3,5,6,1143.5,off
10141,2017-03-06,1,1,24.96,42.0,2017,3,6,0,1048.32,off
10142,2017-03-06,1,12,50.65,52.0,2017,3,6,0,2633.7999999999997,standard
10143,2017-03-06,1,23,27.84,44.0,2017,3,6,0,1224.96,off
10144,2017-03-07,1,7,50.39,132.0,2017,3,7,1,6651.4800000000005,morning
10145,2017-03-07,1,21,33.86,90.0,2017,3,7,1,3047.4,standard
10146,2017-03-08,1,8,50.88,116.0,2017,3,8,2,5902.08,morning
10147,2017-03-08,1,16,50.28,54.0,2017,3,8,2,2715.12,standard
10148,2017-03-09,1,2,24.8,41.0,2017,3,9,3,1016.8000000000001,off
10149,2017-03-09,1,11,53.1,51.0,2017,3,9,3,2708.1,standard
10150,2017-03-09,1,21,69.21,53.0,2017,3,9,3,3668.1299999999997,standard
10151,2017-03-10,1,8,54.02,83.0,2017,3,10,4,4483.66,morning
10152,2017-03-10,1,20,72.3,53.0,2017,3,10,4,3831.8999999999996,evening
10153,2017-03-11,1,4,22.94,58.7,2017,3,11,5,1346.5780000000002,off
10154,2017-03-11,1,16,22.9,47.0,2017,3,11,5,1076.3,off
10155,2017-03-12,1,0,24.88,145.0,2017,3,12,6,3607.6,off
10156,2017-03-12,1,11,24.85,103.0,2017,3,12,6,2559.55,off
10157,2017-03-12,1,22,28.22,45.0,2017,3,12,6,1269.8999999999999,off
10158,2017-03-13,1,7,52.6,114.0,2017,3,13,0,5996.400000000001,morning
10159,2017-03-13,1,17,49.97,51.0,2017,3,13,0,2548.47,standard
10160,2017-03-14,1,4,23.44,130.0,2017,3,14,1,3047.2000000000003,off
10161,2017-03-14,1,11,68.81,51.0,2017,3,14,1,3509.31,standard
10162,2017-03-14,1,23,26.92,65.0,2017,3,14,1,1749.8000000000002,off
10163,2017-03-15,1,10,49.96,54.0,2017,3,15,2,2697.84,standard
10164,2017-03-15,1,18,53.61,69.0,2017,3,15,2,3699.09,standard
10165,2017-03-16,1,5,20.82,43.0,2017,3,16,3,895.26,off
10166,2017-03-16,1,16,45.21,53.0,2017,3,16,3,2396.13,standard
10167,2017-03-17,1,1,15.0,95.0,2017,3,17,4,1425.0,off
10168,2017-03-17,1,12,37.52,51.0,2017,3,17,4,1913.5200000000002,standard
10169,2017-03-17,1,21,27.2,130.0,2017,3,17,4,3536.0,standard
10170,2017-03-18,1,8,29.93,148.0,2017,3,18,5,4429.64,standard
10171,2017-03-18,1,16,23.62,81.4,2017,3,18,5,1922.6680000000001,off
10172,2017-03-19,1,1,17.02,104.0,2017,3,19,6,1770.08,off
10173,2017-03-19,1,12,14.95,103.0,2017,3,19,6,1539.85,off
10174,2017-03-19,1,23,17.06,102.0,2017,3,19,6,1740.12,off
10175,2017-03-20,1,10,50.02,53.0,2017,3,20,0,2651.06,standard
10176,2017-03-20,1,19,90.13,53.0,2017,3,20,0,4776.889999999999,evening
10177,2017-03-21,1,6,26.87,51.0,2017,3,21,1,1370.3700000000001,standard
10178,2017-03-21,1,15,40.07,51.0,2017,3,21,1,2043.57,standard
10179,2017-03-22,1,2,20.0,183.5,2017,3,22,2,3670.0,off
10180,2017-03-22,1,12,44.09,63.0,2017,3,22,2,2777.67,standard
10181,2017-03-22,1,21,40.06,153.0,2017,3,22,2,6129.18,standard
10182,2017-03-23,1,7,55.92,110.0,2017,3,23,3,6151.2,morning
10183,2017-03-23,1,18,55.96,71.0,2017,3,23,3,3973.16,standard
10184,2017-03-24,1,2,20.0,108.0,2017,3,24,4,2160.0,off
10185,2017-03-24,1,11,43.56,88.0,2017,3,24,4,3833.28,standard
10186,2017-03-24,1,21,43.55,100.0,2017,3,24,4,4355.0,standard
10187,2017-03-25,1,7,25.4,186.0,2017,3,25,5,4724.4,standard
10188,2017-03-25,1,17,15.05,126.0,2017,3,25,5,1896.3000000000002,off
10189,2017-03-26,1,5,13.89,149.0,2017,3,26,6,2069.61,off
10190,2017-03-26,1,16,13.9,149.0,2017,3,26,6,2071.1,off
10191,2017-03-27,1,1,14.97,104.0,2017,3,27,0,1556.88,off
10192,2017-03-27,1,12,40.08,82.0,2017,3,27,0,3286.56,standard
10193,2017-03-27,1,22,20.09,92.0,2017,3,27,0,1848.28,off
10194,2017-03-28,1,6,35.68,45.2,2017,3,28,1,1612.736,standard
10195,2017-03-28,1,17,41.99,32.0,2017,3,28,1,1343.68,standard
10196,2017-03-29,1,3,18.71,127.0,2017,3,29,2,2376.17,off
10197,2017-03-29,1,13,34.68,30.0,2017,3,29,2,1040.4,standard
10198,2017-03-29,1,22,20.07,87.0,2017,3,29,2,1746.09,off
10199,2017-03-30,1,9,54.52,110.0,2017,3,30,3,5997.200000000001,morning
10200,2017-02-09,1,0,32.29,72.0,2017,2,9,3,2324.88,off
10201,2017-02-09,1,9,56.01,121.0,2017,2,9,3,6777.21,morning
10202,2017-02-09,1,21,79.82,52.0,2017,2,9,3,4150.639999999999,standard
10203,2017-02-10,1,5,31.82,107.9,2017,2,10,4,3433.378,off
10204,2017-02-10,1,16,74.29,98.0,2017,2,10,4,7280.420000000001,standard
10205,2017-02-11,1,1,31.43,75.0,2017,2,11,5,2357.25,off
10206,2017-02-11,1,10,20.09,77.0,2017,2,11,5,1546.93,standard
10207,2017-02-11,1,20,31.82,15.0,2017,2,11,5,477.3,standard
10208,2017-02-12,1,7,14.93,112.0,2017,2,12,6,1672.1599999999999,off
10209,2017-02-12,1,16,14.95,113.0,2017,2,12,6,1689.35,off
10210,2017-02-13,1,2,20.1,86.0,2017,2,13,0,1728.6000000000001,off
10211,2017-02-13,1,13,53.86,50.0,2017,2,13,0,2693.0,standard
10212,2017-02-13,1,22,32.2,167.9,2017,2,13,0,5406.380000000001,off
10213,2017-02-14,1,9,84.27,30.0,2017,2,14,1,2528.1,morning
10214,2017-02-14,1,21,76.19,53.0,2017,2,14,1,4038.0699999999997,standard
10215,2017-02-15,1,5,32.26,69.0,2017,2,15,2,2225.94,off
10216,2017-02-15,1,15,75.31,50.0,2017,2,15,2,3765.5,standard
10217,2017-02-16,1,1,29.98,95.0,2017,2,16,3,2848.1,off
10218,2017-02-16,1,11,54.22,50.0,2017,2,16,3,2711.0,standard
10219,2017-02-16,1,22,32.01,144.9,2017,2,16,3,4638.249,off
10220,2017-02-17,1,6,34.22,130.0,2017,2,17,4,4448.599999999999,standard
10221,2017-02-17,1,17,49.98,49.0,2017,2,17,4,2449.02,standard
10222,2017-02-18,1,2,29.99,98.7,2017,2,18,5,2960.013,off
10223,2017-02-18,1,14,30.02,25.0,2017,2,18,5,750.5,off
10224,2017-02-19,1,2,29.93,105.0,2017,2,19,6,3142.65,off
10225,2017-02-19,1,10,14.78,99.0,2017,2,19,6,1463.22,off
10226,2017-02-19,1,22,30.7,134.9,2017,2,19,6,4141.43,off
10227,2017-02-20,1,10,71.76,50.0,2017,2,20,0,3588.0000000000005,standard
10228,2017-02-20,1,22,31.23,167.0,2017,2,20,0,5215.41,off
10229,2017-02-21,1,7,56.02,64.9,2017,2,21,1,3635.6980000000003,morning
10230,2017-02-21,1,18,56.04,50.0,2017,2,21,1,2802.0,standard
10231,2017-02-22,1,0,31.48,130.0,2017,2,22,2,4092.4,off
10232,2017-02-22,1,9,54.95,61.0,2017,2,22,2,3351.9500000000003,morning
10233,2017-02-22,1,18,54.96,47.0,2017,2,22,2,2583.12,standard
10234,2017-02-23,1,3,31.09,122.1,2017,2,23,3,3796.089,off
10235,2017-02-23,1,14,47.42,54.0,2017,2,23,3,2560.6800000000003,standard
10236,2017-02-24,1,1,30.08,86.8,2017,2,24,4,2610.944,off
10237,2017-02-24,1,14,70.43,54.0,2017,2,24,4,3803.2200000000003,standard
10238,2017-02-25,1,2,28.79,88.0,2017,2,25,5,2533.52,off
10239,2017-02-25,1,10,54.53,54.0,2017,2,25,5,2944.62,standard
10240,2017-02-25,1,18,49.97,53.0,2017,2,25,5,2648.41,off
10241,2017-02-26,1,2,28.71,73.0,2017,2,26,6,2095.83,off
10242,2017-02-26,1,15,15.06,116.0,2017,2,26,6,1746.96,off
10243,2017-02-27,1,0,30.11,112.0,2017,2,27,0,3372.3199999999997,off
10244,2017-02-27,1,9,87.04,58.0,2017,2,27,0,5048.320000000001,morning
10245,2017-02-28,1,0,30.06,102.3,2017,2,28,1,3075.138,off
10246,2017-02-28,1,10,71.44,58.0,2017,2,28,1,4143.5199999999995,standard
10247,2017-02-28,1,18,87.31,57.0,2017,2,28,1,4976.67,standard
10248,2017-03-01,1,2,29.56,81.6,2017,3,1,2,2412.0959999999995,off
10249,2017-03-01,1,12,69.99,54.0,2017,3,1,2,3779.4599999999996,standard
10250,2017-03-01,1,20,71.57,55.0,2017,3,1,2,3936.3499999999995,evening
10251,2017-03-02,1,5,28.96,73.0,2017,3,2,3,2114.08,off
10252,2017-03-02,1,14,64.97,54.0,2017,3,2,3,3508.38,standard
10253,2017-03-03,1,2,28.48,72.0,2017,3,3,4,2050.56,off
