year,month,day,volume,value,price_weight_av,price_max,price_min,price_mean,power_max,power_min,power_mean,price_morning_max,price_evening_max,price_standard,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,off_volume,standard_volume,morning_volume,evening_volume,off_value,standard_value,morning_value,evening_value
2016,1,25,2645.6,150382.556,56.84251436347143,176.93,51.22,101.77166666666666,316.0,0.0,110.23333333333333,171.37,176.93,98.56,51.56124999999999,112.62636363636362,150.27,170.16500000000002,8,11.0,3.0,2.0,2398.0,189.7,2.2,55.7,123666.73999999999,17092.651,377.01400000000007,9246.151
2016,1,26,2282.3,132996.222,58.272892257810106,140.42,50.84,90.87333333333335,277.0,2.8,95.09583333333335,138.06,140.42,101.97,51.2475,103.11000000000003,118.90666666666668,140.02499999999998,8,11.0,3.0,2.0,2002.0,186.7,26.6,67.0,102597.32,17496.634,3511.5080000000003,9390.759999999998
2016,1,27,3390.600000000001,255601.592,75.38535716392377,170.68,50.08,104.03625,302.0,9.8,141.27500000000003,157.0,170.68,120.03,50.79625000000001,124.77727272727272,132.39333333333335,160.385,8,11.0,3.0,2.0,2238.2999999999997,999.6,52.9,99.8,113739.37999999999,118436.58600000001,7581.864,15843.761999999999
2016,1,28,2860.000000000001,201660.512,70.51066853146851,156.82,49.83,96.97208333333332,263.0,3.7,119.1666666666667,156.82,152.7,103.09,50.09875,114.07,125.66666666666667,147.385,8,11.0,3.0,2.0,1928.7,810.9,41.00000000000001,79.4,96587.214,87379.59199999999,6083.817999999999,11609.887999999999
2016,1,29,2731.9,198258.18000000005,72.57153629342217,156.8,50.15,97.26499999999999,240.0,3.2,113.82916666666667,156.8,151.17,103.88,50.573750000000004,114.50272727272726,125.66000000000001,146.63,8,11.0,3.0,2.0,1765.0,848.6,40.10000000000001,78.2,89325.55,91560.056,5988.736000000001,11383.838
2016,1,30,4159.0,267297.613,64.26968333734071,120.06,49.05,77.90083333333331,313.0,31.3,173.29166666666666,110.1,120.06,84.3125,67.01647058823528,104.3342857142857,,,17,7.0,,,3616.9,542.1,,,221873.284,45424.329000000005,,
2016,1,31,4296.8,310728.72899999993,72.31631190653508,110.05,49.41,78.78458333333333,263.0,101.8,179.03333333333333,104.24,110.05,86.4525,78.78458333333333,,,,24,,,,4296.8,,,,310728.72899999993,,,
2016,2,1,3499.399999999999,231752.02199999994,66.22621649425615,187.81,50.58,105.69791666666664,323.0,0.0,145.8083333333333,171.87,187.81,103.06,50.629999999999995,121.90454545454546,150.37666666666667,169.815,8,11.0,3.0,2.0,2527.0,911.2,4.2,57.0,127943.89999999998,93643.258,721.854,9443.01
2016,2,2,3108.2000000000007,215306.423,69.27045331703235,158.57,51.82,97.67458333333332,289.8,2.6,129.50833333333335,158.57,142.09,105.08,52.0175,114.89363636363636,126.69,142.075,8,11.0,3.0,2.0,2233.7,767.5,38.6,68.4,116188.968,83527.72899999999,5872.137999999999,9717.588
2016,2,3,3218.4,221315.39500000005,68.76565840169029,159.46,51.55,97.54750000000001,305.5,3.0,134.1,159.46,142.09,104.53,51.94499999999999,114.59363636363636,126.96666666666665,142.075,8,11.0,3.0,2.0,2334.8999999999996,773.1,40.5,69.9,121289.499,83929.513,6165.69,9930.693
2016,2,4,3392.0,234823.05100000006,69.22849380896228,145.09,51.67,97.66250000000001,313.0,1.9,141.33333333333334,133.57,145.09,105.76,52.012499999999996,116.58363636363634,118.40333333333332,145.085,8,11.0,3.0,2.0,2442.0,855.3,20.799999999999997,73.9,127002.92000000001,94406.66700000002,2691.806,10721.658000000001
2016,2,5,3122.5,215522.485,69.0224131305044,147.12,50.03,95.19041666666668,368.8,3.6,130.10416666666666,147.12,145.08,104.65,50.59125,111.01999999999998,122.82000000000001,145.08,8,11.0,3.0,2.0,2226.0,738.6999999999999,59.2,98.6,112799.262,79971.271,8447.064,14304.888
2016,2,6,4150.9,268762.45900000003,64.74799657905515,120.02,49.98,77.27166666666666,402.0,50.0,172.95416666666665,120.01,120.02,80.39500000000001,65.76058823529411,105.22714285714285,,,17,7.0,,,3540.8,610.1,,,212406.82799999998,56355.631,,
2016,2,7,4212.0,286937.52,68.12381766381768,109.37,50.36,75.02333333333333,283.0,100.0,175.5,103.0,109.37,73.94,75.02333333333333,,,,24,,,,4212.0,,,,286937.52,,,
2016,2,8,3114.1,195967.843,62.92920683343502,171.76,50.36,96.73291666666667,398.4,0.0,129.75416666666666,171.76,145.02,103.08,50.61874999999999,109.06636363636366,150.6,132.555,8,11.0,3.0,2.0,2333.4,766.0000000000001,2.8,11.9,118285.284,75772.55999999998,480.92799999999994,1429.0710000000001
2016,2,9,3214.7999999999997,217124.76599999995,67.53912094064948,145.08,50.41,93.71500000000002,369.0,2.7,133.95,130.65,145.08,105.01,50.653749999999995,109.35818181818182,116.94333333333334,145.08,8,11.0,3.0,2.0,2319.0,762.0,35.400000000000006,98.4,117594.95000000001,80739.95800000001,4513.986000000001,14275.872000000001
2016,2,10,3464.1,220194.76899999997,63.56478421523627,129.97,50.57,90.52041666666669,389.0,3.5,144.3375,129.97,120.09,104.46,50.918749999999996,106.80090909090909,116.71666666666665,120.09,8,11.0,3.0,2.0,2655.7000000000003,737.8000000000001,37.0,33.6,135309.147,76180.868,4669.73,4035.0240000000003
2016,2,11,3091.0999999999995,199841.85499999998,64.65072466112387,139.69,50.24,91.43541666666665,355.0,0.0,128.79583333333332,139.69,120.1,106.92,50.48,108.1509090909091,120.25,120.1,8,11.0,3.0,2.0,2315.0,710.6999999999999,40.0,25.4,116955.25,74248.46500000001,5587.6,3050.5399999999995
2016,2,12,3608.4999999999995,235203.935,65.18052792018845,142.06,50.63,93.85208333333333,415.1,0.0,150.35416666666666,125.41,142.06,106.99,51.2125,110.19000000000001,115.51666666666665,142.055,8,11.0,3.0,2.0,2761.8,740.3000000000001,20.0,86.4,141628.577,78793.60599999999,2508.2,12273.552000000001
2016,2,13,5124.599999999999,340462.4560000001,66.43688404948682,120.08,51.01,79.77291666666665,414.8,45.0,213.52499999999998,119.53,120.08,79.295,66.48411764705882,112.04571428571428,,,17,7.0,,,4373.9,750.7,,,260227.00999999998,80235.446,,
2016,2,14,4639.2,316919.65200000006,68.31342731505434,108.57,51.02,77.44333333333334,320.0,100.0,193.29999999999998,103.06,108.57,78.15,77.44333333333334,,,,24,,,,4639.2,,,,316919.65200000006,,,
2016,2,15,3662.3999999999996,229970.63400000002,62.79233125819136,171.44,51.14,97.64875,397.1,0.0,152.6,171.44,145.07,103.08,51.43875,110.10454545454546,150.52666666666667,134.665,8,11.0,3.0,2.0,2817.1,828.1999999999999,2.1,15.0,144957.192,82789.518,360.024,1863.9
2016,2,16,3666.4000000000005,221771.10099999994,60.48742663102769,125.65,50.77,90.59083333333332,392.2,0.0,152.76666666666668,125.65,120.09,105.24,51.23125,107.01272727272728,115.67,120.09,8,11.0,3.0,2.0,3033.2,588.6,20.0,24.6,155398.296,60905.591,2513.0,2954.2140000000004
2016,2,17,3703.2999999999997,228473.37699999992,61.69453649447788,120.09,50.99,89.82791666666664,378.5,3.2,154.30416666666665,120.09,120.09,103.3,51.16625,106.00909090909089,113.42333333333333,120.08500000000001,8,11.0,3.0,2.0,2971.5,675.9,22.9,33.0,152048.31,69776.201,2686.061,3962.8050000000003
2016,2,18,4411.9,271363.85599999997,61.50725447086289,120.09,50.92,90.30833333333332,466.0,3.2,183.82916666666665,120.09,120.09,104.86,51.4,106.88727272727273,113.42333333333333,120.08500000000001,8,11.0,3.0,2.0,3581.0,775.0,22.9,33.0,184055.75,80659.23999999999,2686.061,3962.8050000000003
2016,2,19,4295.3,268770.124,62.57307382487836,125.43,51.83,91.22541666666666,465.0,0.9,178.97083333333333,125.43,120.09,106.53,52.0575,107.92181818181817,115.21,120.09,8,11.0,3.0,2.0,3460.5,784.0,22.799999999999997,28.0,180107.074,82468.32,2832.2100000000005,3362.52
2016,2,20,4339.0,273577.71400000004,63.05086748098641,120.03,50.07,77.26791666666664,341.2,29.7,180.79166666666666,114.22,120.03,74.05,64.12117647058824,109.19571428571429,,,17,7.0,,,3760.2,578.8000000000001,,,214910.874,58666.840000000004,,
2016,2,21,4503.5,299695.789,66.54730520706117,110.02,50.17,76.26666666666667,335.0,93.9,187.64583333333334,103.03,110.02,74.05,76.26666666666667,,,,24,,,,4503.5,,,,299695.789,,,
2016,2,22,3288.8999999999996,206345.47300000003,62.73996564200798,173.73,50.98,98.38166666666667,335.0,0.0,137.0375,173.73,146.83,104.54,51.443749999999994,111.39090909090909,152.46333333333334,133.46,8,11.0,3.0,2.0,2541.5,737.3,0.2,9.9,130780.775,74341.06099999999,34.746,1188.891
2016,2,23,4094.1000000000004,283985.965,69.36468698859335,135.05,52.06,92.52708333333332,405.0,25.0,170.5875,120.93,135.05,106.30000000000001,52.442499999999995,108.1809090909091,113.67333333333335,135.05,8,11.0,3.0,2.0,2944.0,851.1,91.0,208.0,154396.362,91093.273,10405.93,28090.4
2016,2,24,3642.7999999999997,254718.19099999993,69.92373750960797,135.09,51.83,93.46791666666665,335.0,29.3,151.78333333333333,121.02,135.09,106.9475,52.118750000000006,108.48818181818183,120.92333333333333,135.07,8,11.0,3.0,2.0,2574.9,770.6,92.9,204.4,134190.924,81685.382,11233.476999999999,27608.408000000003
2016,2,25,4089.8,301138.8290000001,73.63167612108174,136.07,51.82,95.43166666666666,360.0,23.4,170.40833333333333,122.97,136.07,110.07,52.28125,112.44090909090906,121.04,136.07,8,11.0,3.0,2.0,2699.3,1089.6,93.69999999999999,207.2,141179.941,120421.591,11343.593,28193.703999999998
2016,2,26,5013.9,419973.92500000005,83.76192684337543,236.74,52.63,108.25041666666664,436.0,0.7,208.9125,135.35,236.74,110.0475,53.00374999999999,122.40636363636364,121.84666666666665,230.985,8,11.0,3.0,2.0,3405.0,1160.5,98.4,350.0,180433.95,146130.092,12580.983,80828.9
2016,2,27,4804.799999999999,326580.956,67.96972943722945,124.4,51.35,84.17000000000002,350.0,50.0,200.19999999999996,124.4,121.31,87.89,70.10529411764708,118.32714285714283,,,17,7.0,,,4199.2,605.6,,,259481.452,67099.504,,
2016,2,28,5471.1,392612.22699999996,71.7611133044543,117.96,51.72,83.42458333333333,400.0,100.0,227.9625,109.56,117.96,87.89,83.42458333333333,,,,24,,,,5471.1,,,,392612.22699999996,,,
2016,2,29,3591.2000000000003,257741.39299999998,71.77026982624191,179.91,52.05,111.84375,324.9,2.1,149.63333333333335,179.91,179.91,111.07,52.33,124.36636363636363,179.88666666666666,178.95999999999998,8,11.0,3.0,2.0,2467.6,1063.5,8.3,51.800000000000004,129111.419,117912.09999999999,1492.966,9224.908
2016,3,1,3679.2999999999997,258358.93899999993,70.21959041121951,152.73,51.47,101.46416666666666,350.0,40.0,153.30416666666665,145.05,152.73,110.05,51.88000000000001,116.31727272727271,145.05,152.73,8,11.0,3.0,2.0,2702.6,756.7,120.0,100.0,140161.184,85518.755,17406.0,15272.999999999998
2016,3,2,3660.0,242020.54000000007,66.12583060109291,134.72,51.03,94.02541666666669,350.0,12.0,152.5,127.05,134.72,108.69,51.4175,109.53727272727275,127.05,129.605,8,11.0,3.0,2.0,2740.0,785.0,75.0,60.0,140841.5,83771.69,9528.75,7878.6
2016,3,3,3375.7000000000003,211889.06599999996,62.768926741120346,127.66,51.71,92.20041666666668,357.0,5.0,140.65416666666667,127.66,120.09,107.21,51.989999999999995,108.57363636363638,120.8,120.09,8,11.0,3.0,2.0,2709.9,610.2,35.0,20.6,140877.513,64172.498999999996,4365.2,2473.8540000000003
2016,3,4,3534.000000000001,233272.51499999998,66.00806876061118,120.09,51.21,90.46833333333332,371.0,22.9,147.25000000000003,120.05,120.09,104.66,51.485,107.18818181818182,113.37333333333333,120.08500000000001,8,11.0,3.0,2.0,2625.0,720.4999999999999,122.8,65.69999999999999,135149.69,76242.34999999999,13990.989999999998,7889.485
2016,3,5,2187.8,129375.93599999999,59.135175061705816,113.83,49.08,73.69291666666668,226.0,6.0,91.15833333333335,113.83,113.62,70.01,61.46823529411765,103.38142857142859,,,17,7.0,,,1996.0,191.8,,,114928.85,14447.086,,
2016,3,6,1431.0,75951.53999999998,53.07584905660376,79.51,49.38,60.11583333333335,226.0,1.0,59.625,76.32,79.51,58.76,60.11583333333335,,,,24,,,,1431.0,,,,75951.53999999998,,,
2016,3,7,2354.2999999999997,148816.45000000004,63.2104871936457,117.56,49.27,77.05250000000001,300.0,3.7,98.09583333333332,117.56,114.71,80.01,49.53125,84.11999999999999,114.31333333333333,92.375,8,11.0,3.0,2.0,1025.0,978.4000000000001,37.0,313.9,50795.15,71123.55099999999,4291.28,22606.469000000005
2016,3,8,3622.3999999999996,242860.977,67.04421847393994,120.08,51.95,91.83333333333331,350.0,25.0,150.9333333333333,120.08,120.05,109.935,52.06249999999999,109.74727272727274,113.39666666666666,120.045,8,11.0,3.0,2.0,2699.2,685.3,85.3,152.6,140509.38400000002,74341.35200000001,9691.423999999999,18318.817
2016,3,9,3225.5,196800.10299999994,61.013828243683136,138.32,51.99,94.82875,350.0,0.0,134.39583333333334,121.88,138.32,110.01,52.098749999999995,112.0381818181818,116.67999999999999,138.32,8,11.0,3.0,2.0,2716.6,472.3,10.0,26.6,141503.048,50398.943,1218.8,3679.312
2016,3,10,2921.7000000000003,185122.37500000003,63.36118526885033,155.6,51.43,96.10458333333334,300.0,0.0,121.73750000000001,123.27,155.6,109.93,51.56625,111.90454545454548,117.27666666666666,155.6,8,11.0,3.0,2.0,2344.9,511.8,15.0,50.0,120902.743,54590.58200000001,1849.05,7780.0
2016,3,11,2718.7,172767.51500000004,63.54784087983229,159.31,51.34,96.14625000000001,276.0,0.0,113.27916666666665,125.69,159.31,110.01,51.477500000000006,111.11999999999999,118.25,159.31,8,11.0,3.0,2.0,2179.1,465.59999999999997,20.0,54.0,112157.78600000001,49493.18899999999,2513.8,8602.74
2016,3,12,3699.0,226790.06999999992,61.31118410381182,120.07,51.98,78.15916666666665,291.0,25.0,154.125,120.05,120.07,75.25750000000001,65.2064705882353,109.61571428571429,,,17,7.0,,,3335.0,364.0,,,194496.47799999994,32293.591999999997,,
2016,3,13,4035.8,274252.37,67.95489617919618,113.56,52.06,77.71583333333332,291.0,76.0,168.15833333333333,103.06,113.56,74.63,77.71583333333332,,,,24,,,,4035.8,,,,274252.37,,,
2016,3,14,2814.3,174977.153,62.17430728778026,179.85,52.03,101.44499999999998,286.8,0.0,117.2625,179.85,165.85,106.58,52.08125,112.88818181818182,157.85,151.35500000000002,8,11.0,3.0,2.0,2248.8999999999996,547.5,0.0,17.9,117125.77399999999,55401.58500000001,0.0,2449.794
2016,3,15,2555.9,155590.462,60.87501936695489,126.66,51.73,93.94416666666667,279.0,0.0,106.49583333333334,126.66,126.66,110.04,51.813750000000006,111.9190909090909,118.57333333333334,126.66,8,11.0,3.0,2.0,2142.4,383.5,20.0,10.0,110993.212,40797.45,2533.2,1266.6
2016,3,16,2447.8999999999996,158380.873,64.70071203889049,172.85,51.49,98.85958333333332,250.0,0.0,101.99583333333332,124.74,172.85,110.04,51.61750000000001,115.99636363636363,123.45333333333333,156.685,8,11.0,3.0,2.0,1966.9,397.0,35.0,49.0,101511.48300000001,44525.060000000005,4327.299999999999,8017.030000000001
2016,3,17,2451.1000000000004,162324.114,66.22500673167148,170.93,50.97,97.80708333333335,235.0,0.0,102.12916666666668,123.36,170.93,109.9,51.05624999999999,114.93545454545456,121.58,154.945,8,11.0,3.0,2.0,1875.0,496.09999999999997,31.0,49.0,95727.45,54884.194,3784.48,7927.99
2016,3,18,2294.8,151832.796,66.16384695834059,139.9,50.35,94.95666666666666,220.0,0.0,95.61666666666667,122.85,139.9,110.02,50.51875,113.13727272727273,117.33666666666666,139.14499999999998,8,11.0,3.0,2.0,1690.0,560.8000000000001,15.0,29.0,85384.7,60569.38599999999,1842.75,4035.96
2016,3,19,3606.1,231477.14399999994,64.19043953301349,120.05,50.73,76.68833333333333,284.0,20.0,150.25416666666666,117.84,120.05,72.52499999999999,64.64000000000001,105.94857142857143,,,17,7.0,,,3097.4,508.70000000000005,,,188955.15099999998,42521.992999999995,,
2016,3,20,3737.7999999999997,260676.16999999998,69.74053453903366,110.14,50.73,74.75416666666668,220.0,98.6,155.74166666666665,103.04,110.14,71.22,74.75416666666668,,,,24,,,,3737.7999999999997,,,,260676.16999999998,,,
2016,3,21,2271.8,145628.85599999997,64.10285060304602,176.84,50.77,100.68208333333332,210.0,0.0,94.65833333333335,176.84,176.84,105.74,50.8075,112.7409090909091,156.17333333333332,150.62,8,11.0,3.0,2.0,1680.0,581.8,0.0,10.0,85356.59999999999,59028.256,0.0,1244.0
2016,3,22,3329.2000000000003,216167.252,64.93068965517242,120.07,50.9,83.85083333333333,283.0,0.0,138.71666666666667,120.05,120.07,103.01,50.93875,98.51090909090908,114.20333333333333,89.34,8,11.0,3.0,2.0,1871.0,1109.3,36.6,312.3,95307.23,96361.51100000001,4393.83,20104.681
2016,3,23,3035.4,183658.542,60.505548527376945,123.44,51.56,92.90916666666664,328.0,0.0,126.47500000000001,121.83,123.44,109.86,51.655,110.9209090909091,116.52333333333333,123.44,8,11.0,3.0,2.0,2548.8,468.0,11.0,7.6,131642.308,49737.96,1340.1299999999999,938.1439999999999
2016,3,24,3018.2,183110.46000000002,60.66876283877809,134.17,51.59,93.07958333333335,328.0,0.0,125.75833333333333,121.92,134.17,109.81,51.68625,110.58272727272725,116.58,127.13499999999999,8,11.0,3.0,2.0,2529.1,465.7,11.0,12.4,130696.22500000002,49431.918999999994,1341.1200000000001,1641.1960000000001
2016,3,25,3777.5,258214.86400000006,68.35601958967573,110.1,50.78,74.76208333333335,276.9,100.0,157.39583333333334,99.93,110.1,73.94,51.03875,79.00818181818181,98.91000000000001,110.08,8,11.0,3.0,2.0,1851.9,1372.4,340.0,213.2,94569.588,106628.64399999999,33547.8,23468.832
2016,3,26,3410.7999999999997,211067.13900000002,61.882003928697095,120.06,50.95,74.87875,285.0,30.0,142.11666666666665,119.07,120.06,67.77000000000001,62.221764705882364,105.61714285714285,,,17,7.0,,,2982.1,428.7,,,171939.967,39127.172,,
2016,3,27,3715.8,243528.12699999998,65.53854540072123,112.69,50.85,71.30624999999999,250.0,100.0,154.82500000000002,99.69,112.69,66.54,71.30624999999999,,,,24,,,,3715.8,,,,243528.12699999998,,,
2016,3,28,2460.5,160826.65,65.36340174761227,121.71,50.8,91.43291666666666,253.2,0.0,102.52083333333333,121.71,120.1,109.47,50.980000000000004,108.78545454545456,116.57,120.1,8,11.0,3.0,2.0,1828.2,616.5,10.0,5.8,93232.092,65680.878,1217.1,696.5799999999999
2016,3,29,2399.6,149852.184,62.44881813635607,177.15,51.24,99.08291666666666,285.0,0.0,99.98333333333333,177.15,150.2,105.86,51.31125,111.7872727272727,155.85,135.14499999999998,8,11.0,3.0,2.0,1860.0,533.0,0.0,6.6,95468.85,53590.740000000005,0.0,792.5939999999999
2016,3,30,2822.1,172001.373,60.948007866482406,125.69,51.46,92.90291666666667,300.0,0.0,117.58749999999999,125.69,121.11,110.01,51.63125000000001,110.9590909090909,117.94999999999999,121.11,8,11.0,3.0,2.0,2350.4,447.7,20.0,4.0,121330.84,47672.293000000005,2513.8,484.44
2016,3,31,2537.9,160178.351,63.11452421293195,139.9,50.71,93.93500000000002,250.0,0.0,105.74583333333334,124.74,139.9,109.51,50.833749999999995,110.46090909090908,117.63333333333333,139.9,8,11.0,3.0,2.0,2000.0,487.9,20.0,30.0,101667.5,51819.05100000001,2494.7999999999997,4197.0
2016,4,1,2747.2,168871.23,61.470307949912645,125.43,50.99,92.685,280.0,0.0,114.46666666666665,125.43,120.86,110.0,51.0825,110.97363636363637,117.78333333333332,120.86,8,11.0,3.0,2.0,2240.0,483.19999999999993,20.0,4.0,114424.79999999999,51454.39,2508.6000000000004,483.44
2016,4,2,4041.9999999999995,280307.56999999995,69.3487308263236,120.08,52.11,80.44499999999998,300.0,20.0,168.41666666666666,119.76,120.08,84.38000000000001,66.49764705882352,114.31714285714285,,,17,7.0,,,3836.0,206.0,,,256484.78399999996,23822.786,,
2016,4,3,3678.5,247602.34300000002,67.3106817996466,114.92,52.08,73.6525,237.9,93.1,153.27083333333334,103.01,114.92,68.92,73.6525,,,,24,,,,3678.5,,,,247602.34300000002,,,
2016,4,4,2380.0,151585.2,63.691260504201686,178.94,52.2,103.15125,230.0,0.0,99.16666666666667,178.94,178.94,107.85,52.224999999999994,111.54818181818183,157.64000000000001,178.94,8,11.0,3.0,2.0,1840.0,540.0,0.0,0.0,96094.0,55491.2,0.0,0.0
