WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units
2017,3101.845171164811,252.3795964069715,0.5244914370425116,0.07289787842358328,24.983853516491088,14.224207688240723,973.8388903186444,964.7626930627038,189.275282941688,28.016322797163514,835446.7640226018,0.5298368620133193,0.2684931506849315,0.14794520547945206,0.1917808219178082,0.3917808219178082,0.0,0
2018,4971.885496035755,242.3085528049272,0.4751241751371447,0.039622795045677235,25.02738984741221,10.785386250064066,977.2777117568213,964.7432414301126,191.31140920526693,28.67382376835361,869294.0492044248,0.5513026694599346,0.4383561643835616,0.08493150684931507,0.2219178082191781,0.2547945205479452,0.0,0
2019,7611.126166838258,260.9264091342826,0.41508559602896655,0.03816916937482695,24.933252215918372,7.44134346465701,980.8484248222694,964.7816376722476,191.3324369227408,0.0,779244.4822103367,0.49419360870772244,0.2821917808219178,0.1178082191780822,0.2958904109589041,0.1726027397260274,0.13424657534246576,49
2020,4244.602643926269,317.27341742291287,0.466248168810482,0.04641188269575559,24.69548889975388,11.999193689087136,976.063904317798,964.9479647529097,192.97987810936715,39.17934903576682,959346.0896717523,0.6084132988785846,0.410958904109589,0.13150684931506848,0.29863013698630136,0.1589041095890411,0.0,0
2021,2680.7041871619917,300.36170962829493,0.5073443209421463,0.08233695746199925,24.76906492812481,15.176743884314265,972.886354122571,964.8918727917385,189.75659780060926,36.32134987812114,925585.5476748836,0.5870025035989875,0.3424657534246575,0.12602739726027398,0.1917808219178082,0.33972602739726027,0.0,0
2022,1694.8203703066656,258.263442077141,0.5425981478981788,0.09843495019635863,24.95630523641616,17.82848985177857,970.2346081551068,964.7755112338682,192.93701840765064,31.032583352432862,852975.3139241224,0.5409533954364043,0.21095890410958903,0.2136986301369863,0.18904109589041096,0.3863013698630137,0.0,0
2023,1084.9075245970303,215.71786287294887,0.6102723638517185,0.1397235322407847,25.13243303833528,20.698270331252647,968.1516777193086,964.710188815372,170.8810429315934,20.35313938980198,691403.2595590332,0.43848507075027476,0.10136986301369863,0.1863013698630137,0.25205479452054796,0.46301369863013697,0.0,0
2024,2515.480249686963,195.04385051264802,0.5925505568749233,0.06440122120623287,25.43591675134573,15.575604539262555,972.4874934676227,964.4078432715712,190.0822708471295,20.66762945658724,895829.7452401039,0.5681314974886503,0.3780821917808219,0.12054794520547946,0.10410958904109589,0.3972602739726027,0.0,0
2025,4708.7112037819925,205.0933611233791,0.5154617972642572,0.05468570617959506,25.11855863601658,11.209740425209546,976.8533575816756,964.7061999009244,190.6049594832659,22.757470228210316,851587.1999447759,0.5400730593257077,0.41643835616438357,0.07123287671232877,0.20273972602739726,0.3095890410958904,0.0,0
2026,4705.181384167997,218.0735773229142,0.4811479683749745,0.06777748337995894,25.077573462727013,11.21554095099664,976.8475570558887,964.7118675123261,189.22833058826998,27.160215837721942,828070.1794108792,0.525158662741552,0.3698630136986301,0.08493150684931507,0.22465753424657534,0.32054794520547947,0.0,0
2027,2508.6985425906496,313.16387540501097,0.4644611648666828,0.09388207765253707,24.72160924651395,15.592310289504054,972.4707877173813,964.9339441501613,191.80436252461152,38.32171820170961,935798.7469817713,0.5934796721091903,0.34794520547945207,0.11506849315068493,0.2219178082191781,0.3178082191780822,0.0,0
2028,5450.194965742695,247.75681589846863,0.4278388855442793,0.05535306291862537,24.995061769426158,10.095277875110312,978.0109591338547,964.7533563929694,190.5166334772257,30.68176208478043,942186.4332207416,0.5975307161470964,0.4767123287671233,0.10684931506849316,0.20821917808219179,0.20821917808219179,0.0,0
2029,4553.987469000474,314.63856878378965,0.4413269410945981,0.06477839519939384,24.71228581514216,11.466826996317382,976.596271010568,964.9389481910713,192.2308841306412,38.62977206822321,988029.8092970388,0.6266043945313539,0.4054794520547945,0.13424657534246576,0.2876712328767123,0.1726027397260274,0.0,0
2030,2611.870177395957,293.8119401498348,0.4823674845010686,0.07404093098023537,24.838098023942734,15.341045968684128,972.7220520382012,964.8713818493187,190.12125514423832,33.88033072504183,978259.5896195762,0.6204081618591935,0.4191780821917808,0.1095890410958904,0.18904109589041096,0.2821917808219178,0.0,0
2031,3017.2650858075067,260.35211518947733,0.5126898506134331,0.09733750872825217,24.968745484968732,14.408707355036723,973.6543906518484,964.780299894158,189.92998613118286,28.360160179594235,887761.9022891426,0.5630149050539971,0.3315068493150685,0.11506849315068493,0.2191780821917808,0.336986301369863,0.0,0
2032,1213.0053092028709,220.3449044292433,0.5327277096618217,0.12201100760000674,25.10697144786755,19.695708377701546,968.6268350436413,964.7137398230684,189.55983184557897,22.511182248452574,678079.3016690834,0.4300350720884598,0.08767123287671233,0.13972602739726028,0.273972602739726,0.4986301369863014,0.0,0
2033,937.4753100671144,205.16705789118285,0.5751410641302134,0.13563261206859936,25.153941300290054,21.35476352734768,967.5761885064624,964.7062060865672,153.79764784076602,17.964615395868496,696921.528931727,0.44198473422864476,0.0,0.3095890410958904,0.24383561643835616,0.4465753424657534,0.0,0
2034,1512.8976141168762,193.39092168287786,0.5015747334772025,0.13201794934388114,25.436353331139433,18.405203546670986,969.6578944602144,964.4014141351047,190.90088639052456,20.318483037699085,704033.1807320251,0.44649491421361304,0.16712328767123288,0.10136986301369863,0.23013698630136986,0.5013698630136987,0.0,0
