WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Energy_stdev,Energy_coefvar
1,Oct,10,0.5706764704440159,0.4727806823889726,0.4842779851605444,0.3171517204269373,120.0,93.74462365591394,101.19354838709677,52.0,258.72747979175216,109.16746610140288,91.1929958261629,50.68046207117262,25.439436321630744,25.20639073445569,25.37067395126158,24.229032305082132,965.1802694039775,964.6013349294558,964.4951072757237,964.4204917491373,990.0,990.0,990.0,990.0,0.9811827956989249,56.728873658158534,22.96751396615685,19.073717788564792,5.391667605384843,42206.28200166994,17087.830390820694,14190.846034692204,4011.400698406322,9704.098076017843,11450.561893961363,13420.979341061011,20146.735801143535,26448.28991071934,32171.66860137417,7750.875408363909,0.45359037578741146
2,Nov,11,0.494188694958899,0.41344414304711335,0.4302029219281232,0.2486395263678562,114.0,89.47222222222224,95.16666666666666,50.0,347.46694184381215,135.63657170252668,123.38336357017732,79.39414295517324,25.40770136229567,25.090757151113742,25.17405174361606,24.037581474803527,965.531277347951,964.673708131359,964.6223126636196,964.4417972842676,990.0,990.0,990.0,990.0,1.0435185185185185,73.4461562909902,29.05806240629651,26.52706273591116,14.455443402504105,52881.232529512956,20921.804932533487,19099.485169856034,10407.919249802955,12350.918639493711,13424.390674707865,14984.375493563268,21131.203162325048,35518.77742410399,38801.96935389037,9330.28387867895,0.44595979690883764
3,Dec,12,0.39652974002854185,0.33039321894407503,0.3367324032864323,0.2125641110436586,126.0,100.47222222222223,108.51612903225806,59.0,474.614633631101,219.62126505998242,199.20581209799724,118.65527653804,25.33004814189548,24.608726995264806,24.64437975201747,23.19976100113662,966.1447586514549,965.0016651137697,964.9263792736747,964.4630059077587,990.0,990.0,990.0,990.0,1.2204301075268815,98.51023163447563,47.44545916111428,43.82820714970133,25.571648597957232,73291.61233604986,35299.42161586901,32608.186119377777,19025.306556880183,20169.241340502063,24104.69108222711,26101.508932909142,39506.09092643428,50386.88148997186,58123.11594094709,13071.220938431225,0.3702956122248473
4,Jan,1,0.27816276425620556,0.23638883137538416,0.23864200289055393,0.1413593233255801,150.0,118.27777777777777,120.0,73.0,869.8762166615692,414.06002038810885,345.6744558659175,199.13078387012214,24.77135276139494,23.524520466465596,23.92545930928802,20.24648420740297,968.4554959615244,965.8717114448866,965.5524663873737,964.8138761035999,990.0,990.0,990.0,990.0,2.0017921146953404,154.34551306434847,84.87171777017825,73.47450663042835,43.91959055796961,114833.06171987527,63144.55802101263,54665.0329330387,32676.175375129387,40952.33922902727,42211.67975559569,51266.510819653726,73017.00920425936,100771.1897958614,109165.36888257787,21597.019279267468,0.342025028856495
5,Feb,2,0.2296926637224363,0.17370275103186733,0.18184044894579754,0.07504366595914351,197.0,139.30384510125887,140.8793103448276,85.0,1100.0,667.391844830335,607.7274262257522,286.2738729902148,24.381581081185118,21.65659427551864,22.3795666775366,15.353378837508615,972.7172752416216,967.3658969947212,966.8288415724081,965.1515716342312,990.0,990.0,990.0,990.0,2.8175629447181176,176.58601453180103,124.2672105449348,121.79073817358415,61.91466799775441,121724.99503280524,84237.82522981659,81843.37605264856,41606.65689449097,58012.34931502239,63649.44595932854,69227.0147556088,97467.08895327148,113577.74281547699,116606.36354581555,20257.03278519768,0.24047430866042296
6,Mar,3,0.235074326820963,0.14440837617811905,0.15567311344095275,0.08638944317970092,315.0,195.83333333333337,183.0,107.0,1100.0,889.739393778941,953.8400884934782,350.86657895039656,24.04924123589778,18.99820278735066,19.919908266092023,13.480808683227224,974.5822893236581,969.5823284988987,968.6290821979571,965.515432914481,990.0,990.0,990.0,990.0,3.482974910394265,175.16317700801972,143.699358086632,142.74835474617436,74.32077774899868,130321.40369396673,106912.32241645422,106204.77593115374,55294.65864525502,80511.00108403788,84908.45374369586,98576.88739435464,120548.49746467701,127708.43098326155,128270.66311116079,17552.7466700405,0.16417889232325816
7,Apr,4,0.21033077574872622,0.1232084848608933,0.11278491843097632,0.07085983410580284,364.0,233.52777777777777,217.0,125.0,1100.0,1007.8953794519837,1100.0,471.4553984805851,23.186826868029687,17.22764464143457,16.310111310538808,10.536068925045308,977.5480276200075,971.0833127344187,971.7535406804957,966.1273941797376,990.0209985381676,990.0005832927268,990.0,990.0,3.776851851851851,185.5175381720843,149.4847697623812,153.0752954708578,92.35505761426462,133572.62748390067,107629.03422891445,110214.21273901762,66495.64148227051,78169.94277775925,81968.94571216153,96422.51714951743,117543.41820295661,130210.68244318846,132241.65353609002,17603.44414525297,0.16355664873673856
8,May,5,0.28976207247216945,0.17019297665462757,0.15917625790765544,0.08788070506941849,340.0,266.19444444444446,276.0,147.0,1100.0,960.1204006622534,1100.0,414.3497740226452,23.40777846557206,18.14365259335357,17.245586224339373,12.549565117926313,975.5135328889589,970.2611131327479,970.8184949414779,965.9738663081943,990.0,990.0,990.0,990.0,3.64336917562724,180.74901220416433,149.47043735799645,156.03282992296658,86.65153674673348,134477.26507989824,111206.0053943493,116088.42546268718,64468.74333956971,67793.64325442983,79365.30590048723,105723.47968490346,123959.2982155741,129842.2469591012,133233.98786373535,19487.43207608409,0.17523722758478205
9,Jun,6,0.4549502002626307,0.2547184889517411,0.23842161393729483,0.141379084022246,293.0,213.94444444444443,210.0,119.0,1100.0,702.4610642994207,766.6463487632213,146.23534979762178,24.923821350617494,21.22172429659078,21.082773401904547,16.576962392311163,971.4869736209131,967.6933758389156,967.7911992922179,964.804609691526,990.0,990.0,990.0,990.0,2.906481481481481,172.7175897141772,126.45711013210436,141.25012461512966,31.68634898831642,124356.66459420757,91049.11929511516,101700.08972289338,22814.171271587813,26962.191809342974,43351.21338206695,66844.24665063141,116810.12650185928,122036.1875111664,122714.66072321877,31725.404299160036,0.34844273667633513
10,Jul,7,0.5420774443930039,0.42255580244837865,0.43029000677392915,0.25001349565620584,256.0,187.72222222222223,186.0,108.0,798.3466744655708,294.4035992307925,231.83779702329184,92.00949759627527,25.300516033083305,23.86706428771241,24.225785411719198,20.80899719005171,968.0431542580823,965.6492191465394,965.3489590957768,964.5500882611627,990.0,990.0,990.0,990.0,1.4999999999999998,147.51267998748776,60.732788615777885,49.65569765393997,19.220904814090307,109749.43391069092,45185.19473013873,36943.83905453134,14300.35318168319,18388.013577305777,25303.38811976222,32465.619428090937,54363.16083249035,70658.37280891516,85597.4943442374,21600.320174964738,0.47803977174313744
