MonthId,Year,Month,WaterYear,WaterMonth,WaterDay,WaterWeek,CC_Factor,SampleCC_Factor,SampleFlowUnadjusted,SampleFlow,Impact_2070,Flow,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,PerfMwPerCumec,Power_max,Power_min,Turbines_max,Turbines_min,Energy,Days,CapFactor
2017.1,2017.0,10.0,2017.0,1.0,16.0,2.7419354838709675,0.3375000000000002,0.0,228.5539440309352,228.5539440309352,-0.16000000000000006,216.21203105326478,32.935483870967744,4.32258064516129,3.0,2.0,38.483870967741936,80.74193548387096,0.37218549152353697,135.47009556939375,0.0,0.0,0.0,0.0,0.0,0.0,32.935483870967744,4.32258064516129,3.0,2.0,38.483870967741936,175.7281600855228,1.0,135.47009556939375,,,,964.7132938560286,990.0,0.09979369093824639,0.003547009556939378,989.896659299505,0.13000916830852188,,,,25.05335627516732,,,,0.91,,,,0.5418803822775752,,,,0.9699999999999995,,,,29.388728311854486,,,,29.388728311854486,0.13620064819430788,31.56264557642261,26.48507808105535,1,1,21865.21386401973,31,0.16327071284363598
2017.11,2017.0,11.0,2017.0,2.0,46.5,7.066666666666666,0.3375000000000002,0.0,255.34893579250186,255.34893579250186,-0.2000000000000001,238.112882626508,29.0,4.0,2.0,2.0,30.0,67.0,0.28459506642432897,171.11288262650802,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,2.0,2.0,30.0,206.11288262650802,1.0,171.11288262650802,,,,964.7276276451285,990.0,0.11013047765082477,0.007357052422955926,989.8825124699265,0.21187582073286532,,,,24.943009004064827,,,,0.9250000000000002,,,,0.6844515305060319,,,,0.9709999999999998,,,,37.63927306284208,,,,37.63927306284208,0.15726017100328246,49.82830545273592,28.730442195309802,1,1,27100.276605246294,30,0.20910707257134487
2017.12,2017.0,12.0,2017.0,3.0,77.0,11.419354838709678,0.3375000000000002,0.0,474.5866905728761,474.5866905728761,-0.16999999999999996,447.35727920125726,38.0,5.0,4.0,3.0,54.0,104.0,0.2453106367628385,343.35727920125726,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,4.0,3.0,54.0,390.35727920125726,1.7096774193548387,203.89978358550366,196.50828927674377,,,965.4838100651637,990.0,0.17351765419400791,0.03907001751498471,989.7874123282911,0.3040624020957986,0.28451561436136596,,,23.999539861031938,23.785999565833038,,,0.9338709677419358,0.9304545454545454,,,0.8155991343420146,0.7860331571069753,,,0.9745161290322583,0.9740909090909092,,,43.70723575187883,41.5070866240279,,,73.16387787215672,0.16144986480354134,109.78378490892956,44.371070304694,2,1,54433.925136884565,31,0.4064659881786482
2018.01,2018.0,1.0,2017.0,4.0,108.0,15.870967741935484,0.3499999999999998,0.0,918.3403164180206,918.3403164180206,-0.17999999999999997,860.4848764836854,46.0,7.0,6.0,4.0,76.0,139.0,0.16599041193452574,721.4848764836854,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7.0,6.0,4.0,76.0,780.4848764836854,3.032258064516129,241.09935870490455,241.09935870490455,235.26688366594473,221.43321541343636,967.2496110350478,990.0,0.3883314746960593,0.1659110777245258,989.4457574475794,0.4148400352842289,0.4148400352842289,0.39502178695536694,0.3476998124552093,21.781306377247603,21.781306377247603,21.492593839180007,20.955048615073913,0.9400000000000004,0.9400000000000004,0.9387500000000001,0.9387499999999998,0.964397434819618,0.964397434819618,0.9410675346637789,0.8857328616537453,0.9787096774193551,0.9787096774193551,0.9783333333333335,0.9775,47.44426583869702,47.44426583869702,45.540525141317545,41.7559729582503,140.9214473889303,0.16376603291246364,177.61083914163257,102.15873159831386,4,2,104845.55685736412,31,0.7828969299385015
2018.02,2018.0,2.0,2017.0,5.0,137.5,20.071428571428573,0.3499999999999998,0.0,1997.931324240976,1997.931324240976,-0.16000000000000006,1886.0471700834808,49.0,8.0,7.0,5.0,93.0,162.0,0.0915140006340825,1093.6126624684803,630.4345076150006,41.175609017347156,7.977650451811781,13.434306569228351,19.457855173302487,548.3890864033108,90.17560901734716,15.977650451811781,20.434306569228347,24.457855173302487,641.3890864033109,1220.2002285068677,4.0,273.40316561712007,273.40316561712007,273.40316561712007,273.40316561712007,970.7184984890454,990.0,0.8837711950595614,0.472080713849424,988.6441480910911,0.5289849853654396,0.5289849853654396,0.5289849853654396,0.5289849853654396,17.396664616680066,17.396664616680066,17.396664616680066,17.396664616680066,0.9272572849731048,0.9272572849731048,0.9272572849731048,0.9272572849731048,1.0936126624684808,1.0936126624684808,1.0936126624684808,1.0936126624684808,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,42.3847346189206,42.3847346189206,42.3847346189206,42.3847346189206,169.5389384756824,0.09768967719858465,191.88683261407533,150.7231388467658,4,4,113930.16665565848,28,0.9418829915315682
2018.03,2018.0,3.0,2017.0,6.0,167.0,24.258064516129032,0.3499999999999998,0.0,2971.6047584967523,2971.6047584967523,-0.4100000000000001,2545.1794756524673,59.0,11.0,12.0,13.0,144.0,239.0,0.09492965184145274,1100.0,1206.179475652468,40.999999999999986,7.0,13.0,59.60946101450795,1085.57001463796,100.0,18.0,25.0,72.60946101450794,1229.5700146379602,1243.0,4.0,275.0,275.0,275.0,275.0,972.5386872150134,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,15.524410791871771,15.524410791871771,15.524410791871771,15.524410791871771,0.9149611704628532,0.9149611704628532,0.9149611704628532,0.9149611704628532,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,37.56584500413376,37.56584500413376,37.56584500413376,37.56584500413376,150.26338001653502,0.05997843281156122,157.1223030234946,133.52009963873576,4,4,111795.95473230208,31,0.834796555647417
2018.04,2018.0,4.0,2017.0,7.0,197.5,28.666666666666668,0.3499999999999998,0.0,3314.4033600452863,3314.4033600452863,-0.2899999999999999,2977.991419000689,59.333333333333336,13.333333333333334,15.333333333333334,21.0,134.0,243.0,0.0821457905214386,1100.0,1634.9914190006896,40.666666666666664,4.666666666666667,9.666666666666666,59.0,1520.9914190006896,100.0,18.0,25.0,80.0,1654.9914190006898,1243.0,4.0,275.0,275.0,275.0,275.0,973.5509937034145,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,14.512104303470851,14.512104303470851,14.512104303470851,14.512104303470851,0.9035052982935604,0.9035052982935604,0.9035052982935604,0.9035052982935604,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,34.67668940208469,34.67668940208469,34.67668940208469,34.67668940208469,138.70675760833876,0.047167647535919066,150.81988371048627,127.71257320399805,4,4,99868.86547800392,30,0.7705930978241043
2018.05,2018.0,5.0,2017.0,8.0,228.0,33.0,0.3499999999999998,0.0,2350.9750551201987,2350.9750551201987,-0.24000000000000016,2153.493150490102,61.774193548387096,13.67741935483871,15.709677419354838,21.06451612903226,194.25806451612902,306.48387096774195,0.14427638303242696,1100.0,747.0092795223601,38.225806451612904,4.322580645161289,9.290322580645162,49.38257712571301,645.7879927192275,100.0,18.0,25.0,70.44709325474525,840.0460572353564,1243.0,4.0,275.0,275.0,275.0,275.0,971.5409295320367,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,16.522168474848026,16.522168474848026,16.522168474848026,16.522168474848026,0.9235977114334518,0.9235977114334518,0.9235977114334518,0.9235977114334518,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,40.34929440850917,40.34929440850917,40.34929440850917,40.34929440850917,161.39717763403667,0.0758379355570675,170.9734070416527,150.3143878626461,4,4,120079.50015972325,31,0.8966509868557591
2018.06,2018.0,6.0,2017.0,9.0,258.5,37.333333333333336,0.3499999999999998,0.0,1491.0331096783011,1491.0331096783011,-0.24000000000000016,1365.786328465324,62.0,12.0,14.0,16.0,153.0,257.0,0.1946812661008692,996.7242822165442,112.06204624877942,15.823703668121484,2.5768390622559227,4.269205397961377,6.976625447394828,82.41567267304585,77.82370366812148,14.576839062255923,18.269205397961382,22.97662544739483,235.41567267304578,1107.3940303448833,3.8333333333333335,259.7634252939217,259.7634252939217,259.7634252939217,260.92080760173474,969.1289116311732,990.0,0.7356361787472273,0.3772871814912374,988.8870766397615,0.48035254593772364,0.48035254593772364,0.48035254593772364,0.4850019235186926,19.277812462650726,19.277812462650726,19.277812462650726,18.925053276381693,0.9349218137441004,0.9349218137441004,0.9349218137441004,0.9339061764929203,1.0390537011756869,1.0390537011756869,1.0390537011756869,1.043683230406939,0.9793333333333335,0.9793333333333335,0.9793333333333335,0.9792000000000002,44.817750643272966,44.817750643272966,44.817750643272966,44.1260280416177,171.2249419645003,0.12811657628765136,187.1158052662016,139.6091733301819,4,3,123281.9582144402,30,0.951249677580557
2018.07,2018.0,7.0,2017.0,10.0,289.0,41.74193548387097,0.3499999999999998,0.0,729.1459985995423,729.1459985995423,-0.16999999999999996,685.7618116828695,58.0,11.0,11.0,11.0,136.0,227.0,0.34647592578263064,458.7618116828695,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,11.0,11.0,136.0,538.7618116828696,2.2580645161290325,201.6515283596683,199.40787894421703,220.90915718808048,,966.5082850519664,990.0,0.24201810388482398,0.07042845441288134,989.6875534417022,0.29857306740090683,0.2914675086473013,0.348673335720888,,22.880695322334795,22.855876440449382,21.78891338210785,,0.9309677419354839,0.9303333333333335,0.9355555555555554,,0.8066061134386735,0.7976315157768685,0.883636628752322,,0.973870967741935,0.9736666666666662,0.9755555555555555,,40.92854369443385,40.358352282523434,43.05160274816017,,92.48386605601915,0.13256540060813035,146.9124004167789,58.03428605174635,3,1,68807.99634567827,31,0.5137992558667732
2018.08,2018.0,8.0,2017.0,11.0,320.0,46.12903225806452,0.3499999999999998,0.0,449.5609952773027,449.5609952773027,-0.16999999999999996,422.8121160583032,54.0,9.0,8.0,6.0,107.0,184.0,0.4385358633096774,238.81211605830313,0.0,0.0,0.0,0.0,0.0,0.0,54.0,9.0,8.0,6.0,107.0,309.8121160583032,1.1612903225806452,214.94456320485847,147.97882769135677,,,965.3655482057583,990.0,0.14484535219648445,0.01801536264811091,989.8371392851553,0.3382014650735018,0.1550905422427267,,,24.133389614323534,24.041036444141636,,,0.9361290322580647,0.916,,,0.8597782528194339,0.5919153107654271,,,0.9754838709677418,0.97,,,46.563918497980346,31.01106197812849,,,51.56570268800106,0.12132334716864898,64.60948839296788,38.95614202234993,2,1,38364.882799872794,31,0.2864761260444504
2018.09,2018.0,9.0,2017.0,12.0,350.5,50.5,0.3499999999999998,0.0,332.41887541684525,332.41887541684525,-0.14000000000000007,316.1303505214199,44.0,6.666666666666667,5.333333333333333,3.6666666666666665,71.66666666666667,131.33333333333334,0.41631858757564166,184.79701718808653,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.666666666666667,5.333333333333333,3.6666666666666665,71.66666666666667,240.79701718808653,1.0,184.79701718808653,,,,964.9490764255877,990.0,0.12186542920027914,0.008875075556937126,989.8692594952427,0.24462705972862778,,,,24.67555600992633,,,,0.9293333333333338,,,,0.7391880687523462,,,,0.9719999999999996,,,,40.427015332822364,,,,40.427015332822364,0.12763682442483643,49.38961947256301,34.483920165748685,1,1,29107.4510396321,30,0.22459452962679088
2018.1,2018.0,10.0,2018.0,1.0,16.0,2.7419354838709675,0.3499999999999998,0.0,267.55035482240345,267.55035482240345,-0.16000000000000006,252.56753495234872,37.0,5.0,3.0,2.0,50.0,97.0,0.38455098318032455,155.5675349523489,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,3.0,2.0,50.0,200.56753495234878,1.0,155.5675349523489,,,,964.7643290741588,990.0,0.10826165964284622,0.005556753495234891,989.8861815868622,0.17187951206437527,,,,24.949973000638753,,,,0.9203225806451619,,,,0.6222701398093957,,,,0.9699999999999995,,,,33.99649870575583,,,,33.99649870575583,0.13448221466681992,38.96303565009138,30.07974481557607,1,1,25293.39503708235,31,0.18886943725419916
2018.11,2018.0,11.0,2018.0,2.0,46.5,7.066666666666666,0.3499999999999998,0.0,300.3554815315584,300.3554815315584,-0.2000000000000001,279.33059782434935,36.0,5.0,3.0,2.0,47.0,93.0,0.3360838188656033,186.33059782434935,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,3.0,2.0,47.0,230.33059782434927,1.0,186.33059782434935,,,,964.8368976253156,990.0,0.11831893063218028,0.009241033914349082,989.8724400354531,0.250907503584881,,,,24.784634906553137,,,,0.9303333333333338,,,,0.7453223912973972,,,,0.9723333333333333,,,,41.01575489698817,,,,41.01575489698817,0.14605748135871094,50.42437108153203,33.89671113591622,1,1,29531.343525831468,30,0.22786530498326749
2018.12,2018.0,12.0,2018.0,3.0,77.0,11.419354838709678,0.3499999999999998,0.0,422.1232406124379,422.1232406124379,-0.16999999999999996,397.0069077959979,38.0,5.0,4.0,3.0,54.0,104.0,0.2652879458301405,293.0069077959979,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,4.0,3.0,54.0,340.0069077959979,1.6129032258064515,194.25589167107407,161.12007894066525,,,965.2597849222569,990.0,0.154873142810479,0.02860138155919958,989.8165254756301,0.28110117380677474,0.18527549515610545,,,24.275639379566687,24.23673367947639,,,0.9293548387096778,0.9194736842105262,,,0.7770235666842963,0.6444803157626608,,,0.9738709677419352,0.97,,,42.05190734590728,34.16029317185439,,,62.98886122543098,0.1582527876823717,82.59178450335705,49.26745708923579,2,1,46863.712751720625,31,0.3499381179190608
2019.01,2019.0,1.0,2018.0,4.0,108.0,15.870967741935484,0.3625000000000001,0.0,651.6095854463296,651.6095854463296,-0.17999999999999997,609.0920599959564,41.0,6.0,4.0,3.0,66.0,120.0,0.20029057353456398,489.09205999595645,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,4.0,3.0,66.0,540.0920599959564,2.2580645161290325,218.9947876218193,218.9947876218193,198.02212841523118,,966.1818534703674,990.0,0.23427641013180853,0.07307852401169315,989.6926450658565,0.34439531490055114,0.34439531490055114,0.27832080439186074,,23.16639628058874,23.16639628058874,22.68118253811094,,0.936774193548387,0.936774193548387,0.9312499999999999,,0.8759791504872773,0.8759791504872773,0.7920885136609247,,0.9748387096774193,0.9748387096774193,0.97125,,45.46642190312254,45.46642190312254,39.842712560058,,101.21483414432454,0.16587614037476658,130.2661231634135,78.7396927022327,3,2,75303.83660337747,31,0.5623046341351364
2019.02,2019.0,2.0,2018.0,5.0,137.5,20.071428571428573,0.3625,0.0,1074.5163594868939,1074.5163594868939,-0.16000000000000006,1012.1944106366544,43.0,7.0,5.0,4.0,78.0,137.0,0.1411632392948748,838.5731436487522,36.62126698790195,7.1734612645741125,1.328612278218556,1.3365425907993413,1.0692340726394731,25.713416781670475,50.17346126457411,8.328612278218555,6.336542590799341,5.069234072639474,103.71341678167047,903.4117597823442,3.5357142857142856,236.79847296334444,236.79847296334444,236.79847296334444,239.2650862162757,967.8353650876788,990.0,0.5045348250718583,0.24486097017586037,989.2506042047524,0.40046413105743645,0.40046413105743645,0.40046413105743645,0.4107997157319121,21.01477498601603,21.01477498601603,21.01477498601603,20.214856353475913,0.9377305364439722,0.9377305364439722,0.9377305364439722,0.9357636680287477,0.9471938918533779,0.9471938918533779,0.9471938918533779,0.9570603448651026,0.978214285714286,0.978214285714286,0.978214285714286,0.9773333333333336,44.60798258624771,44.60798258624771,44.60798258624771,43.125133050120226,156.92669760702182,0.15824119560962027,193.59554454035603,126.9246697348137,4,3,105454.74079191862,28,0.8718149867056765
2019.03,2019.0,3.0,2018.0,6.0,167.0,24.258064516129032,0.3625000000000001,0.0,3830.6636472172763,3830.6636472172763,-0.4100000000000001,3261.331262649607,59.0,11.0,12.0,13.0,144.0,239.0,0.07676728450780794,1100.0,1922.3312626496086,41.0,7.0,13.0,62.65536875968795,1798.6758938899206,100.0,18.0,25.0,75.65536875968795,1942.6758938899206,1243.0,4.0,275.0,275.0,275.0,275.0,974.0943747030392,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,13.968723303846302,13.968723303846302,13.968723303846302,13.968723303846302,0.8937262443361838,0.8937262443361838,0.8937262443361838,0.8937262443361838,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,33.063869112549355,33.063869112549355,33.063869112549355,33.063869112549355,132.25547645019742,0.04373624570695965,175.07287366353782,115.80890511523552,4,4,98398.0744789469,31,0.7347526469455414
2019.04,2019.0,4.0,2018.0,7.0,197.5,28.666666666666668,0.36250000000000004,0.0,4014.527032323048,4014.527032323048,-0.2899999999999999,3592.4998780500882,64.66666666666667,13.666666666666666,16.666666666666668,23.0,151.0,269.0,0.07564182017585543,1100.0,2223.4998780500873,35.333333333333336,4.333333333333333,8.333333333333332,57.0,2118.4998780500873,100.0,18.0,25.0,80.0,2269.4998780500873,1243.0,4.0,275.0,275.0,275.0,275.0,974.8198254432443,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,13.243272563640888,13.243272563640888,13.243272563640888,13.243272563640888,0.8841827134617594,0.8841827134617594,0.8841827134617594,0.8841827134617594,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,30.987969636263173,30.987969636263173,30.987969636263173,30.987969636263173,123.95187854505272,0.03524233224535367,134.7328108101832,104.98457622145156,4,4,89245.35255243797,30,0.6886215474725151
2019.05,2019.0,5.0,2018.0,8.0,228.0,33.0,0.3625000000000001,0.0,5218.68673156431,5218.68673156431,-0.24000000000000016,4764.660985918215,71.0,14.0,18.0,24.0,213.0,340.0,0.07204291683858344,1100.0,3324.660985918215,29.0,4.0,7.0,56.0,3228.6609859182154,100.0,18.0,25.0,80.0,3441.6609859182154,1243.0,4.0,275.0,275.0,275.0,275.0,976.9210623517489,990.0069315341848,0.9219672131147545,0.4800000000000003,988.6049643210703,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,11.14896718932123,11.14896718932123,11.14896718932123,11.14896718932123,0.8426512676222648,0.8426512676222648,0.8426512676222648,0.8426512676222648,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,24.868941706045284,24.868941706045284,24.868941706045284,24.868941706045284,99.47576682418114,0.02126646277882537,121.07209251563715,91.72775884000751,4,4,74009.9705171908,31,0.5526431490232288
2019.06,2019.0,6.0,2018.0,9.0,258.5,37.333333333333336,0.36250000000000004,0.0,2890.311412488038,2890.311412488038,-0.24000000000000016,2638.85431960158,67.0,13.0,15.0,17.0,181.0,293.0,0.11621950533343307,1100.0,1245.85431960158,33.0,5.0,10.0,53.430760131605346,1144.423559469974,100.0,18.0,25.0,70.43076013160535,1325.423559469974,1243.0,4.0,275.0,275.0,275.0,275.0,972.7003258885183,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,15.362772118366998,15.362772118366998,15.362772118366998,15.362772118366998,0.9112904293566024,0.9112904293566024,0.9112904293566024,0.9112904293566024,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,37.062759024060526,37.062759024060526,37.062759024060526,37.062759024060526,148.2510360962421,0.06007659757843582,172.239007627707,122.85399805445464,4,4,106740.74598929437,30,0.8236168672013455
2019.07,2019.0,7.0,2018.0,10.0,289.0,41.74193548387097,0.3625000000000001,0.0,1354.2108148367543,1354.2108148367543,-0.16999999999999996,1270.7575733724393,63.0,12.0,13.0,13.0,155.0,256.0,0.21113128384691018,928.1962292667918,86.56134410564765,11.258920105829572,1.8742029080228373,3.2980374497570897,4.395693255364921,65.73449038667324,74.25892010582957,13.874202908022838,16.29803744975709,17.395693255364918,220.73449038667323,1032.6273897304013,3.6774193548387095,251.37591796502164,251.37591796502164,251.37591796502164,256.95822554873945,968.7855857219149,990.0,0.6513484256625788,0.3229753729675,989.0256762013701,0.4513503957472539,0.4513503957472539,0.4513503957472539,0.4715866599151769,19.788740083707914,19.788740083707914,19.788740083707914,19.0610928130113,0.935922938587931,0.935922938587931,0.935922938587931,0.9344576712488498,1.0055036718600865,1.0055036718600865,1.0055036718600865,1.0278329021949577,0.9793548387096777,0.9793548387096777,0.9793548387096777,0.9795238095238097,44.48381890461215,44.48381890461215,44.48381890461215,43.75110603838442,163.08930273983876,0.131458207575223,187.90178176426545,121.45942917809204,4,3,121338.44123844005,31,0.9060516818879932
2019.08,2019.0,8.0,2018.0,11.0,320.0,46.12903225806452,0.3625000000000001,0.0,672.1884323563654,672.1884323563654,-0.16999999999999996,630.7648202124047,58.0,10.0,10.0,7.0,117.0,202.0,0.33025021400351334,428.7648202124046,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.0,10.0,7.0,117.0,506.7648202124047,2.161290322580645,197.57109133995337,197.57109133995337,208.46035270148687,,966.2742426227873,990.0,0.2222721880356023,0.0598931712374921,989.717834640727,0.28600366676942757,0.28600366676942757,0.30809472993268106,,23.15758835117014,23.15758835117014,22.125009538530033,,0.9296774193548388,0.9296774193548388,0.9339999999999999,,0.7902843653598133,0.7902843653598133,0.8338414108059473,,0.9735483870967738,0.9735483870967738,0.9739999999999999,,40.545508593180166,40.545508593180166,41.161259802270976,,87.72993005769435,0.13748372932207661,128.8534861408765,58.890229288734176,3,2,65271.0679629246,31,0.4873885003205242
2019.09,2019.0,9.0,2018.0,12.0,350.5,50.5,0.36250000000000004,0.0,432.0162410457651,432.0162410457651,-0.14000000000000007,410.0914168126925,48.0,8.0,7.0,4.0,79.0,146.0,0.35879900156142386,264.09141681269256,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,7.0,4.0,79.0,327.0914168126926,1.3666666666666667,208.18410941532832,152.47447472008417,,,965.3120351404201,990.0,0.15058386536214877,0.02281828336253851,989.8265978512752,0.3214020680863518,0.16501053475411223,,,24.193160642768806,24.155545764467615,,,0.9340000000000004,0.9172727272727272,,,0.8327364376613136,0.6098978988803367,,,0.9756666666666668,0.97,,,45.20128539095116,32.146369405076705,,,56.98828750614595,0.13857289023251615,71.29470062701475,46.337815316539796,2,1,41031.567004425095,30,0.3166015972563665
