WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units
2017,3491.49608456783,197.9736937606921,0.5960318784793988,0.07427780922343054,25.457414722317104,13.413228031899235,974.649869974986,964.40110706105,190.3589720335053,18.349600685293147,818255.11932429,0.518933992468474,0.37534246575342467,0.07123287671232877,0.15616438356164383,0.3972602739726027,0.0,0
2018,938.3822453602112,201.28983816608746,0.6191447064905633,0.14751634708287462,25.159877518393827,21.340396621942595,967.5798256126567,964.7061434757914,151.72709169146353,17.169594320138017,652845.7143942269,0.4140320360186624,0.0,0.2958904109589041,0.23013698630136986,0.473972602739726,0.0,0
2019,1951.2665998755483,184.65834849471844,0.5865253043693254,0.0934772332481485,25.454991470856534,17.068700427330285,970.9943975795551,964.3982897986814,190.18420882415643,15.983813063685119,750300.2070594295,0.4758372698246001,0.27671232876712326,0.06575342465753424,0.13150684931506848,0.5287671232876713,0.0,0
2020,784.0774632907003,166.1291728210708,0.5477665268219413,0.14863478250952372,25.437019826963354,22.254651100145512,966.9436269592128,964.3996126284096,132.55013919319924,15.464055536771136,577617.3710295717,0.36632253363113376,0.0,0.21643835616438356,0.27945205479452057,0.5041095890410959,0.0,0
2021,3193.498286497405,154.33246746811938,0.6560858032356179,0.07179689191548214,25.47045175661304,14.027838795623168,974.0352592112621,964.4001077058231,191.64201419228016,14.682539794067939,719926.2729783444,0.45657424719580436,0.2465753424657534,0.1232876712328767,0.13424657534246576,0.4958904109589041,0.0,0
2022,1636.8419159486036,147.9036109020224,0.5814732705200754,0.09781006864949601,25.431891964580576,18.008653470279523,970.0544445366057,964.3976942157274,192.79602852475475,13.87391899716501,638159.3682150363,0.40471801637178867,0.16712328767123288,0.09315068493150686,0.13972602739726028,0.6,0.0,0
2023,1100.0853387159214,124.02650130911269,0.5805210921862061,0.11710942481864894,25.429754985264978,20.491907794683637,968.2091544470787,964.3990837428107,176.31173014549645,9.584767882441543,494438.36990020814,0.313570757166545,0.07397260273972603,0.0821917808219178,0.16986301369863013,0.6767123287671233,0.0,0
2024,746.6906079002513,108.26077290548908,0.5611253826737505,0.17094417435913525,25.429744091730107,22.524363122680867,966.7843583717546,964.3990837428107,121.13638606882091,10.638200884237786,437094.8251688694,0.27720371966569596,0.0,0.07945205479452055,0.3041095890410959,0.6164383561643836,0.0,0
2025,1275.2434065732116,95.13334903870295,0.5323380024230585,0.11990187807911863,25.432878959823523,19.40395387811467,968.8498219840233,964.3991500457432,191.82808134944636,0.0,665768.6628608225,0.42222771617251553,0.1726027397260274,0.136986301369863,0.14794520547945206,0.5041095890410959,0.038356164383561646,14
2026,3143.0356696337876,147.34202989473005,0.65637370546964,0.07818002256324817,25.470854485303878,14.135506757972353,973.9275912489128,964.3989830270767,191.41883445147715,15.110190345846238,752612.9439151605,0.4773039979167685,0.3287671232876712,0.057534246575342465,0.1643835616438356,0.44931506849315067,0.0,0
2027,3066.193286633865,160.97879081677274,0.6203614408086041,0.07117096128836377,25.470862053457182,14.301585370478008,973.7615126364074,964.3989618600027,193.31491572956818,13.232485804888006,767376.0559967889,0.48666670217959723,0.3232876712328767,0.07945205479452055,0.14246575342465753,0.4575342465753425,0.0,0
2028,3039.15820734799,179.60572053381512,0.6425794183911736,0.05561023198933529,25.470822414912192,14.360640913389787,973.7024570934956,964.3990727103833,190.77074247315082,12.903809280017926,705329.9851969375,0.44731734221013286,0.2219178082191781,0.12876712328767123,0.17534246575342466,0.473972602739726,0.0,0
2029,3314.492792411513,129.60025773223194,0.6062988572432495,0.08574161365609048,25.395847244847523,13.774027600482285,974.2890704064031,964.4050051828597,190.8702716857922,12.126952114728427,792635.0247339433,0.5026858350671888,0.3506849315068493,0.09315068493150686,0.13972602739726028,0.41643835616438357,0.0,0
2030,1845.8851188741967,183.49352039389592,0.6414619777276217,0.08609624243813835,25.456887966031108,17.373919717575017,970.6891782893103,964.4019591962773,193.04572406574792,14.970861667585623,800968.7592163123,0.5079710548048657,0.2602739726027397,0.10410958904109589,0.20273972602739726,0.4328767123287671,0.0,0
2031,3456.1865460840972,179.16413485203185,0.6507439424353031,0.06793281246879998,25.458481406645266,13.484243097455714,974.5788549094297,964.3976631990352,189.9737378278494,14.922099109670095,798209.2004903905,0.5062209541415466,0.32602739726027397,0.10684931506849316,0.13972602739726028,0.4301369863013699,0.0,0
2032,3810.374656699925,177.9747278699815,0.6146244739237858,0.06558745798616449,25.456851106502338,12.792118931254054,975.2709790756312,964.3990504844296,190.4236734517406,14.687722622596596,782780.1430916861,0.49643591012917687,0.3589041095890411,0.08493150684931507,0.14794520547945206,0.40821917808219177,0.0,0
2033,1215.2063404502342,183.5450109375253,0.6094047306167121,0.12713758343626536,25.470030955726447,19.839489606125415,968.6348065301668,964.4012793341632,184.1405106886552,15.599500488307882,746829.2109054433,0.47363597850421313,0.21643835616438356,0.136986301369863,0.1589041095890411,0.4876712328767123,0.0,0
2034,2384.868214027653,147.19013089483857,0.6166806858479948,0.09099035272625083,25.470724816447607,15.902232421679132,972.160865585206,964.3993455093677,190.93531768725188,15.079345398547234,803502.6945846509,0.5095780660734722,0.3178082191780822,0.11232876712328767,0.1178082191780822,0.4520547945205479,0.0,0
