WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Energy_stdev,Energy_coefvar
1,Oct,10,0.42316851824809826,0.3763287450873115,0.38879061252471225,0.29409000221770654,120.0,94.26433691756272,99.09677419354838,52.0,283.87565018818776,157.6789784035068,151.62920744723868,99.86368742147708,25.389645069563695,24.953438610764394,24.958092634818765,24.198572138810498,965.2836624680176,964.7501728677972,964.7653344726506,964.4246580168655,990.0,990.0,990.0,990.0,1.0170250896057347,61.062788581984236,34.36703200534692,33.049230118458325,21.077189441485164,45430.71470499628,25569.071811978105,24588.627208132988,15681.428944464955,18344.976495854316,19169.393811962545,20280.60517320555,27938.18194932244,36117.48529102056,38269.19278546955,6901.8895161228365,0.26993117180302073
2,Nov,11,0.37965939499485596,0.3185672388047973,0.3150646847685721,0.24166308449722507,114.0,89.4722222222222,93.0,50.0,361.87524202325346,197.02919910618647,175.63769500696566,121.36132256356831,25.335172888743227,24.765482345340804,24.84036898756448,23.947152872211724,965.5942343592802,964.8745586674694,964.8093270976174,964.4663719932147,990.0,990.0,990.0,990.0,1.1379629629629628,76.4701562535566,42.888890766290345,38.50530457293238,26.351693685677404,55058.51250256076,30880.001351729035,27723.81929251131,18973.21945368773,20784.114943577093,21378.84579604663,24582.683064521552,35296.76685933052,42857.47946664007,49998.93558280665,9035.611705582245,0.292603993201455
3,Dec,12,0.30032707607816533,0.24007636007079572,0.24254857958971976,0.16935252765653366,126.0,100.47222222222221,106.25806451612902,59.0,622.4523266661466,337.18081093773634,309.076866211009,188.57261290365764,24.84454317678703,24.033708035653056,24.208591616224115,22.44242730929634,966.7898543624623,965.458347370299,965.3350419419199,964.7706227354446,990.0,990.0,990.0,990.0,1.7231182795698925,125.1029402154681,71.35495131172414,66.00608858547048,41.58423768156233,93076.58752030825,53088.08377592275,49108.52990759005,30938.672835082372,33020.427615549896,34864.262839922914,40719.45960265685,60640.92778193054,78849.62843790579,85946.1128017176,16518.14607998255,0.3111460219529357
4,Jan,1,0.24075398165569534,0.18976018221744895,0.19684475052897404,0.10572177808406859,150.0,118.27777777777777,120.0,73.0,1032.73757290319,533.6273989120959,492.34103323150674,279.52256745296194,24.414355865023364,22.8222992493853,23.111214117861742,18.65236101950549,969.699647773124,966.4487884556822,966.2098594872105,965.0805357462443,990.0,990.0,990.0,990.0,2.4560931899641574,171.50868548265447,105.97749041600827,102.21853980192981,61.00341022354726,127602.46199909496,78847.25286951016,76050.5936126358,45386.53720631917,49994.063520479176,55197.870965819595,60056.34791800909,98693.44516568317,109767.87984728377,118521.25337606338,23038.355991260298,0.2921897105202649
5,Feb,2,0.1815626907217714,0.14035762015286293,0.15134579250322244,0.04533633797048096,197.0,139.2911877394636,140.57142857142856,85.0,1100.0,781.5725841825723,743.6272071499466,467.714164265279,23.422691182537903,20.56693810208583,21.730196714053918,11.784939613738745,976.2781583931464,968.284845142315,967.3247514342249,965.9333239249145,990.0,990.0,990.0,990.0,3.2216064586754243,180.70762217539826,138.03447031296318,133.50307233632572,98.27211318124436,121435.52210186764,93593.4824868565,90018.41473657095,66038.86005779622,68171.8580923748,72394.95237086916,81479.28870637517,107391.01441138053,115381.52059074503,120043.84264943047,16761.00452459326,0.17908303098933237
6,Mar,3,0.18831716929693604,0.13093681373252983,0.1229123358738431,0.05746779087234125,315.0,195.83333333333331,201.96774193548387,107.0,1100.0,913.7044600171254,1050.403533304766,476.49256898991064,23.234259761193368,18.25648720857885,17.515341770659273,9.96869266995306,978.1505656747942,970.2601282951018,970.7125629443885,966.0699761405266,990.0561603378618,990.0028770014831,990.0,990.0,3.4059139784946235,180.5031541595799,138.17922413222917,148.0909062608032,44.738416379052246,134294.3466947274,102805.34275437857,110179.6342580376,33285.38178601487,64113.92270484258,76249.9863230128,92805.93288616033,119022.38525494537,125981.86704233452,128461.65138624154,23658.478574534165,0.23012888183310426
7,Apr,4,0.18977128733318102,0.10475510300240169,0.10009137735529341,0.05797918301960049,364.0,233.52777777777777,218.5,125.0,1100.0,1038.7987172251305,1100.0,534.0569374315556,22.808813007615147,16.118297895826334,16.288991394599392,8.822447273750054,979.3613371326297,972.1225903417097,971.7741066122858,966.4039732265929,990.1206863994943,990.0045454026201,990.0,990.0,3.7722222222222226,186.8780288207895,141.6433408836392,151.1256874103281,21.59185305302933,134552.18075096852,101983.20543622022,108810.49493543622,15546.134198181115,67465.62978120413,70741.14289537445,83934.25122517714,119692.42786266193,129575.03378144474,131595.04883785872,25365.245385561997,0.2487198286920418
8,May,5,0.26544392234148584,0.15507233786010235,0.151860512419421,0.08838456858040487,340.0,266.19444444444446,276.0,147.0,1100.0,1006.0690492213258,1097.2135059205757,461.5193921190178,23.168801709418304,17.696682787219217,17.401619278155607,12.591177009877589,975.4719209970077,970.6160823088026,970.6963008388627,966.1737785923073,990.0,990.0,990.0,990.0,3.7688172043010755,181.88893040993474,154.41319307251973,158.37631052763052,94.27490224518763,135325.36422499147,114883.4156459547,117831.97503255712,70140.5272704196,83497.51321087636,97078.02659849254,106443.778328584,129559.53221966366,132427.54494100218,134291.68709936604,16655.902794281687,0.14498091565810942
9,Jun,6,0.4076413141421064,0.23052194616066174,0.2198745436032232,0.14296938442696377,293.0,213.94444444444446,210.0,119.0,1100.0,749.7705013099975,781.8961960060326,176.42011675907278,24.759671215196356,20.96650546443821,21.132641676039178,16.641803606537163,971.4226970844497,967.8898324904717,967.772259029356,964.8855556508454,990.0,990.0,990.0,990.0,3.075925925925926,174.95562989877578,134.99065479656693,146.6102853941365,38.57198635319828,125968.05352711857,97193.27145352814,105559.4054837783,27771.83017430277,50053.073758355866,58363.1548632667,82621.97931936698,119373.89978865103,123288.49614447117,125033.22350832821,27404.53030562134,0.28195913046022436
10,Jul,7,0.445981630104307,0.3519619898912214,0.35130110985446883,0.24281583126389986,256.0,187.72222222222223,186.0,108.0,823.7637619241877,379.2687739449616,354.86284063004746,134.66680220626785,25.0182612618153,23.423710910653117,23.631374728715812,20.636789080379685,968.161786170723,965.9981167174652,965.8806822820732,964.7459902193827,990.0,990.0,990.0,990.0,1.8413978494623653,150.90005094535624,77.33773261594777,74.13838235844685,29.211242479264378,112269.63790334504,57539.27306626513,55158.95647468447,21733.164404572704,33297.4081837547,35398.08564466321,39907.26067110121,71647.91593812504,92984.2094380107,97600.88764477942,22139.726806613584,0.384775921327966
11,Aug,8,0.5118547822928117,0.4153838905953159,0.41236275719679183,0.337413494612751,202.0,154.41666666666666,155.0,93.0,406.90186551048447,223.95109410577004,223.96791911176513,105.08931491523057,25.266178643664873,24.368598270399072,24.29608810423425,23.262876399225068,966.1808331086685,965.2140368708608,965.1901236919016,964.5624222093788,990.0,990.0,990.0,990.0,1.2087813620071683,84.00118813003394,48.123262669917814,48.72730623043306,22.361924344517483,62496.883968745235,35803.70742641886,36253.115835442186,16637.271712321017,23022.15086948838,24465.912300644028,27826.79929677391,40230.63241163404,48450.501052649604,52021.191032948045,10412.09671873352,0.29081057429965024
12,Sep,9,0.4790950967067175,0.4029703602655521,0.40090955144212925,0.32606866207285745,146.0,116.86111111111111,118.0,72.0,304.16745816587775,177.499924664068,177.6020546034601,90.63350877925814,25.38727253062598,24.757318251330535,24.74178496587492,24.071277053658136,965.4819350018936,964.899379833932,964.894523900833,964.4616807726899,990.0,990.0,990.0,990.0,1.0555555555555556,64.58933763937095,38.59801463796164,38.81947668710068,18.94623055141807,46504.3231003471,27790.570539332377,27950.023214712495,13641.28599702102,17698.988861023543,19019.99932056616,21562.60557791358,32638.930458477607,37674.408963406335,40790.26780177205,7862.629175226295,0.28292435249208747
