MonthId,Year,Month,WaterYear,WaterMonth,WaterDay,WaterWeek,CC_Factor,SampleFlow,Impact_2070,Flow,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,PerfMwPerCumec,Power_max,Power_min,Turbines_max,Turbines_min,Energy,Days,CapFactor
2017.1,2017.0,10.0,2017.0,1.0,16.0,2.7419354838709675,0.3375000000000002,282.4983099996297,-0.16000000000000006,267.2434012596497,37.0,5.0,3.0,2.0,50.0,97.0,0.36615203793377293,170.24340125964972,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,3.0,2.0,50.0,215.24340125964972,1.0,170.24340125964972,,,,964.8046822749186,990.0,0.11322227335006803,0.007320666673242192,989.8794570599765,0.21009878494356837,,,,24.864676000114546,,,,0.9245161290322583,,,,0.680973605038599,,,,0.9709677419354835,,,,37.30534878003993,,,,37.30534878003993,0.13881867232536838,56.77604307691516,31.56264557642261,1,1,27755.17949234971,31,0.2072519376668885
2017.11,2017.0,11.0,2017.0,2.0,46.5,7.066666666666666,0.3375000000000002,342.65508162208874,-0.2000000000000001,319.52586361259785,40.0,6.0,4.0,3.0,53.0,106.0,0.3362736016957755,213.5258636125977,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,4.0,3.0,53.0,263.5258636125977,1.1,197.6452494993195,158.80614113278247,,,964.964509893897,990.0,0.12946676519985884,0.013365054355755331,989.8571681804445,0.2807387669850651,0.1792728332928443,,,24.611919519562445,24.255927994592223,,,0.9330000000000003,0.9166666666666666,,,0.790580997997278,0.6352245645311299,,,0.9723333333333333,0.9700000000000001,,,43.33946216071844,33.59919369653854,,,46.6993815303723,0.14532490278245067,70.34033384188798,39.365169144104115,2,1,33623.55470186805,30,0.2594410085020683
2017.12,2017.0,12.0,2017.0,3.0,77.0,11.419354838709678,0.3375000000000002,601.0160566990359,-0.16999999999999996,566.5327604459287,42.0,7.0,5.0,3.0,61.0,118.0,0.227440861637637,448.5327604459288,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,5.0,3.0,61.0,502.5327604459287,2.3225806451612905,187.34373887603022,187.34373887603022,232.07863854709595,224.18298305683646,965.9806784512227,990.0,0.23557506627510477,0.0777169568148418,989.68670797691,0.25482773900108524,0.25482773900108524,0.38275075941516956,0.3567517698898454,23.45120178668623,23.45120178668623,21.23133871176451,20.97125843045985,0.9290322580645165,0.9290322580645165,0.9399999999999998,0.94,0.7493749555041209,0.7493749555041209,0.9283145541883839,0.8967319322273457,0.9719354838709676,0.9719354838709676,0.9783333333333334,0.9775,38.71938839536201,38.71938839536201,44.4735908876788,42.34877464431527,91.51092659405737,0.15998753426579326,176.45540670682402,65.63055768877089,4,2,68084.12938597868,31,0.508394036633652
2018.01,2018.0,1.0,2017.0,4.0,108.0,15.870967741935484,0.3499999999999998,1656.44010360171,-0.17999999999999997,1552.0843770748027,49.0,8.0,7.0,5.0,81.0,150.0,0.10423193263177077,1047.490424793883,354.59395228091915,35.719670015826516,6.803124232396327,9.552526363372012,11.81979840936397,290.6988332599604,84.71967001582652,14.803124232396327,16.552526363372014,16.819798409363973,371.6988332599603,1163.5657454054779,4.0,261.8726061984708,261.8726061984708,261.8726061984708,261.8726061984708,969.6875354834151,990.0,0.8074124438017556,0.42508911402865507,988.7674984421698,0.48884826368500667,0.48884826368500667,0.48884826368500667,0.48884826368500667,18.591114695069606,18.591114695069606,18.591114695069606,18.591114695069606,0.9315252246772046,0.9315252246772046,0.9315252246772046,0.9315252246772046,1.0474904247938837,1.0474904247938837,1.0474904247938837,1.0474904247938837,0.979677419354839,0.979677419354839,0.979677419354839,0.979677419354839,43.3210747121299,43.3210747121299,43.3210747121299,43.3210747121299,173.2842988485196,0.12093630712189017,190.6574254268623,151.2434268677301,4,4,128923.51834329855,31,0.962690549158442
2018.02,2018.0,2.0,2017.0,5.0,137.5,20.071428571428573,0.3499999999999998,3550.4670610332637,-0.16000000000000006,3351.6409056154007,55.0,10.0,10.0,8.0,114.0,197.0,0.05987824154285941,1100.0,2054.6409056154007,45.0,8.0,15.0,69.22350617403904,1917.4173994413616,100.0,18.0,25.0,77.22350617403904,2031.4173994413616,1243.0,4.0,275.0,275.0,275.0,275.0,974.3249516887416,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,13.738146318143805,13.738146318143805,13.738146318143805,13.738146318143805,0.8917851685361818,0.8917851685361818,0.8917851685361818,0.8917851685361818,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,32.42588495658443,32.42588495658443,32.42588495658443,32.42588495658443,129.7035398263377,0.03987431442834417,150.05175000734712,108.686396250314,4,4,87160.77876329896,28,0.7205752212574319
2018.03,2018.0,3.0,2017.0,6.0,167.0,24.258064516129032,0.3499999999999998,5586.261281964512,-0.4100000000000001,4784.632788002606,64.80645161290323,12.935483870967742,15.225806451612904,18.161290322580644,176.90322580645162,288.03225806451616,0.06014879221687447,1100.0,3396.6005299380895,35.193548387096776,5.064516129032258,9.774193548387096,61.83870967741935,3284.729562196154,100.0,18.0,25.0,80.0,3461.6327880026056,1243.0,4.0,275.0,275.0,275.0,275.0,976.9569822932722,990.0086842278142,0.9219672131147545,0.4800000000000003,988.6067170146996,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,11.114799941427185,11.114799941427185,11.114799941427185,11.114799941427185,0.8419913719042997,0.8419913719042997,0.8419913719042997,0.8419913719042997,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,24.769320221055917,24.769320221055917,24.769320221055917,24.769320221055917,99.0772808842237,0.02102473747421885,117.23487580946059,89.97365859512604,4,4,73713.4969778624,31,0.5504293382456871
2018.04,2018.0,4.0,2017.0,7.0,197.5,28.666666666666668,0.3499999999999998,3492.0709793753786,-0.2899999999999999,3137.625774968777,64.66666666666667,13.666666666666666,16.666666666666668,23.0,151.0,269.0,0.08615325980450707,1100.0,1768.625774968778,35.333333333333336,4.333333333333333,8.333333333333334,57.0,1663.6257749687777,100.0,18.0,25.0,80.0,1814.625774968778,1243.0,4.0,275.0,275.0,275.0,275.0,973.8660694701156,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,14.19702853676971,14.19702853676971,14.19702853676971,14.19702853676971,0.8981991263511387,0.8981991263511387,0.8981991263511387,0.8981991263511387,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,33.751331761220804,33.751331761220804,33.751331761220804,33.751331761220804,135.00532704488316,0.044688343152807425,156.59889046792256,114.33316345732568,4,4,97203.8354723159,30,0.7500295946937955
2018.05,2018.0,5.0,2017.0,8.0,228.0,33.0,0.3499999999999998,1779.5332251624804,-0.24000000000000016,1630.0524342488318,52.16129032258065,11.935483870967742,11.935483870967742,14.516129032258064,155.6451612903226,246.19354838709677,0.1539042735469292,1073.5958130367121,310.2630728250234,27.8447852899406,3.5293435256501153,7.196004397749261,19.035797851319963,252.65714176036352,80.00607561252124,15.464827396617855,19.131488268717003,33.55192688357803,408.302303050686,1188.1982043145679,4.0,268.39895325917803,268.39895325917803,268.39895325917803,268.39895325917803,969.9673448280286,990.0,0.8366188251715099,0.45027290011867394,988.71310827471,0.5111487911545598,0.5111487911545598,0.5111487911545598,0.5111487911545598,18.234614655526823,18.234614655526823,18.234614655526823,18.234614655526823,0.9312828588034273,0.9312828588034273,0.9312828588034273,0.9312828588034273,1.0735958130367123,1.0735958130367123,1.0735958130367123,1.0735958130367123,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,43.69838219072435,43.69838219072435,43.69838219072435,43.69838219072435,174.7935287628974,0.11368908306062524,189.9433986402409,156.84394216491359,4,4,130046.3853995957,31,0.9710751597938747
2018.06,2018.0,6.0,2017.0,9.0,258.5,37.333333333333336,0.3499999999999998,857.2959208125361,-0.24000000000000016,785.2830634642833,45.0,10.0,9.0,9.0,88.0,161.0,0.21495740089719034,624.2830634642833,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,9.0,9.0,88.0,688.2830634642831,2.8,223.6220470845282,223.6220470845282,223.07293960883314,215.97602764963463,966.9294074365952,990.0,0.32976367684198615,0.12795940678594694,989.5422769163722,0.35774245905841867,0.35774245905841867,0.3563148831644029,0.3305161964843725,22.255127020718458,22.255127020718458,21.641671943885576,21.00395150921455,0.9376666666666669,0.9376666666666669,0.9366666666666664,0.9366666666666665,0.8944881883381132,0.8944881883381132,0.8922917584353329,0.8639041105985386,0.9763333333333333,0.9763333333333333,0.9766666666666668,0.9766666666666666,44.66308017972005,44.66308017972005,43.27786937122072,40.708389976212096,123.43455997741489,0.15653459222277186,170.006721929426,81.37148893914376,4,2,88872.88318373876,30,0.685747555430083
2018.07,2018.0,7.0,2017.0,10.0,289.0,41.74193548387097,0.3499999999999998,489.934275432453,-0.16999999999999996,460.78318604422225,42.0,9.0,8.0,6.0,70.0,135.0,0.29567777263666956,325.7831860442223,0.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0,8.0,6.0,70.0,384.78318604422225,1.8387096774193548,184.50014100628854,168.45286139138247,,,965.528797555081,990.0,0.16974349352022133,0.035156637208844446,989.7950998692711,0.2527870013410782,0.20370495397483562,,,24.013515312848845,24.008696028825778,,,0.9277419354838711,0.9234615384615387,,,0.738000564025154,0.6738114455655297,,,0.9716129032258063,0.9699999999999996,,,39.28555519094643,35.527897091667654,,,69.08314630008707,0.14949408933184546,86.99955775003141,57.708186878839385,2,1,51397.860847264776,31,0.3837952572227059
