WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Energy_stdev,Energy_coefvar
1,Oct,10,0.6544717840858455,0.4978887531755141,0.49817064248353216,0.40592659197881925,120.0,94.07616487455196,101.19354838709677,52.0,160.51320223040028,95.66141233755789,91.59575530959724,36.36592584346032,25.430064981986323,25.27807038524687,25.373128306355028,24.884730742740036,964.8124509526045,964.5634894788764,964.4968556751378,964.4321531572974,990.0,990.0,990.0,990.0,0.9749103942652328,34.98158610777138,19.94777941419625,19.184571116838406,3.986168048220675,26026.300064181913,14841.14788416201,14273.320910927774,2965.7090278761816,8395.782100056898,12031.34177127252,13332.591657849223,16766.95538203357,19669.358632922398,21610.718753033543,4118.696245632532,0.2775187120147135
2,Nov,11,0.495574089986816,0.42679597934969915,0.4281674391372904,0.30203491029381013,114.0,89.47222222222223,97.33333333333333,50.0,270.07884865413365,123.091934936516,115.13600408348688,81.65297885833053,25.384227211602465,25.15164973724246,25.19944974781277,24.322389140600617,965.2094588034184,964.6352124041176,964.5949997420508,964.4521490262522,990.0,990.0,990.0,990.0,1.0055555555555555,58.32745615949018,26.35770581143656,24.65020183698067,16.811604808432936,41995.768434832935,18977.54818423432,17748.14532262608,12104.355462071711,13493.879879517212,14319.365042052596,15648.476473641738,21180.733670295398,24589.69481360947,25301.82919535826,5400.349796491007,0.28456520010194836
3,Dec,12,0.35712896928095594,0.302172276857358,0.2986144612666124,0.2348272979132434,126.0,100.47222222222223,104.0,59.0,412.82624786624575,244.20584479342122,221.1163921217833,152.12615336309815,25.122401556126842,24.4796392945875,24.59672570037207,23.572993348918743,965.8716636202643,965.0871770349194,964.9709004194743,964.5995798205105,990.0,990.0,990.0,990.0,1.2939068100358422,86.99290348660033,52.78597478996674,48.15348915223313,33.36433592389616,64722.720194030626,39272.76524373525,35826.19592926145,24823.06592737874,25888.535544428603,29618.055897902963,31885.38783609928,45560.45923583195,54565.980047577235,56726.329705153774,10195.197222635732,0.25959967828499314
4,Jan,1,0.2606288329660533,0.2158194867517075,0.21532871573292472,0.14034426014316836,150.0,118.27777777777777,126.12903225806451,73.0,870.9606071214525,459.4987597968967,405.6671564291852,233.5893858371953,24.586801819575903,23.290597407687628,23.619724762500315,20.28308295622258,968.387570318962,966.0697382849557,965.8239845016374,964.9156878138363,990.0,990.0,990.0,990.0,2.189068100358423,156.85006136174505,93.46232570953674,85.33288510457055,51.656756724155585,116696.44565313832,69535.97032789534,63487.6665178005,38432.627002771755,46892.12930243697,49157.40761067961,57611.18489467332,82951.87436109356,96898.3920044301,113373.39310244065,20169.170269496706,0.29005376892548457
5,Feb,2,0.2022573941502122,0.15055395955719275,0.15483700695558794,0.06922751957883931,197.0,139.32129173508483,140.57142857142856,85.0,1100.0,753.410051460623,713.6023981346912,336.63543743836186,24.234665391575327,20.984148261010414,21.828344457305462,14.478456150641014,973.5852666326456,967.9188414145735,967.2412494917832,965.3590725805751,990.0,990.0,990.0,990.0,3.1353995621236996,177.55442881479863,136.26634592701956,137.1749678057115,71.71633897757495,123289.85972465332,92422.3507573025,92181.57836543815,48193.37979293037,64697.04552193802,73240.242759708,80912.61274779943,105635.52595864645,116713.14047144134,119960.15367142795,18346.88045356138,0.1985112941104428
6,Mar,3,0.22106836135096586,0.13520952305407063,0.14083288852278789,0.07269792474151358,315.0,195.83333333333334,183.0,107.0,1100.0,929.038129945034,987.7956636369782,379.9405049456497,23.86875315233566,18.683274296618308,19.540807275512762,12.834707268414592,975.2283907384706,969.8200264658758,968.9677339097386,965.6425046905953,990.0,990.0,990.0,990.0,3.586917562724014,174.4039129928463,148.79485777309932,155.02900693936732,80.51837538005694,129756.51126667765,110703.37418318588,115341.58116288927,59905.67128276236,78323.80344224186,88046.96800033763,99232.09417996353,125112.7440559654,126650.63094575817,128442.81866674793,17343.36685179715,0.15666520537213524
7,Apr,4,0.18793039046894938,0.11077838807630663,0.10104207637565957,0.08333371165391126,364.0,233.52777777777771,231.5,125.0,1100.0,1037.5423066444143,1100.0,542.5095329886267,22.83802744100859,16.71101945133956,15.550178367038745,12.31202995952483,975.7510680473606,971.5406945984871,972.5129196398466,966.4403530179467,990.0,990.0,990.0,990.0,3.8925925925925933,184.58950746788392,150.09997522523224,147.4696272236086,110.99753361833652,132904.44537687648,108071.98216216723,106178.13160099824,79918.22420520234,82994.97645759824,88407.32241940856,99439.4498329121,123714.87118337784,126948.71763891028,129512.01484959305,14993.20336772882,0.13873349102851462
8,May,5,0.25760180750526435,0.15477686765912926,0.14462302600803273,0.101214905961523,340.0,266.1944444444445,283.258064516129,147.0,1100.0,1002.4694077132242,1100.0,484.992030179748,23.093520231168295,17.678299656555552,16.952218037165924,13.561313511706674,974.5017844951788,970.6356850230056,971.1176061392218,966.2821657975056,990.0,990.0,990.0,990.0,3.771505376344086,187.90659021398446,153.16870825044336,158.6654256748604,99.19616845644329,139802.50311920446,113957.51893832986,118047.07670209612,73801.9493315938,77616.9070234561,88578.55356702919,104786.75115741606,126757.09153476806,132047.64565566508,133456.41012010557,17048.064131689593,0.14960016934832931
9,Jun,6,0.40794153731812804,0.23904998176046643,0.2230778084934747,0.15762082309197448,293.0,213.94444444444446,210.0,119.0,1098.8842987774012,738.638607982904,787.5611837659935,176.7994331747954,24.75442654175713,20.999619239830167,21.00701581712497,17.222094964359076,970.8570308293364,967.8577807528329,967.8409007730369,964.888281360716,990.0,990.0,990.0,990.0,3.0064814814814818,170.77032007793838,132.5248696420189,145.59883969436203,38.673651968109866,122954.63045611563,95417.9061422536,104831.16457994067,27845.029417039103,32315.987490973865,38949.77546064168,81025.62328594289,117167.1752118307,122055.73872316793,122444.5318979515,29201.265196435816,0.3060354851310735
10,Jul,7,0.48747412241575555,0.401436487504914,0.4079614003472596,0.2850586248382725,256.0,187.72222222222223,186.0,108.0,685.864186512626,308.5846028425036,276.24064856495704,119.6390297746722,25.071868375357692,23.796702620625492,23.977731054468578,21.468418071192392,967.5622190911471,965.7033777454757,965.5485029358176,964.7256068931307,990.0,990.0,990.0,990.0,1.5663082437275984,130.33789242885155,63.91841036680658,58.51510995676185,25.62531746153368,96971.39196706555,47555.29731290409,43535.2418078308,19065.23619138105,23628.3270183424,28134.563540043735,38404.17632390036,54349.65807312156,70866.33059238098,84051.47117485986,18107.09298485504,0.38075869583390654
