WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units
2017,4882.466260920971,223.4655064325467,0.4852213403721408,0.06880939443589859,25.087169013533,10.927806536972026,977.1352914699132,964.7167040171436,187.37562157155892,25.07085046086596,827516.3051517744,0.5248073979907245,0.37534246575342467,0.08493150684931507,0.2191780821917808,0.32054794520547947,0.0,0
2018,2585.148723911132,318.44757228517057,0.4584742127324389,0.09077320589680032,24.710066807706585,15.405538198463617,972.6575598084216,964.9520134122504,190.46537524966564,37.7098404179196,940643.7753129279,0.5965523689199188,0.3506849315068493,0.1178082191780822,0.2219178082191781,0.3095890410958904,0.0,0
2019,5657.284918582824,253.91651574124825,0.4491712121260391,0.0523360348215836,24.96709640991127,9.808480128458953,978.3145947433017,964.7659429784649,189.6797257222985,0.0,917952.5517133354,0.5821616893159154,0.4520547945205479,0.1095890410958904,0.20821917808219179,0.2,0.03287671232876712,12
2020,4727.758043475493,319.96712519061197,0.4745807138889251,0.07041070683851243,24.700413976069523,11.178491941726024,976.8846060651593,964.9572805186534,190.67820688846447,38.027266565404055,990653.759112488,0.6282684925878286,0.410958904109589,0.14246575342465753,0.29315068493150687,0.15342465753424658,0.0,0
2021,2711.9579936197642,298.7971683290536,0.4724691173969024,0.07242527488934125,24.80917990384213,15.102994234741757,972.9601037721436,964.8869108178967,189.7875050909244,34.923629633336766,983791.4994525418,0.6239164760607191,0.4328767123287671,0.10684931506849316,0.1917808219178082,0.2684931506849315,0.0,0
2022,3110.475792119637,265.45705862456504,0.4969927720285728,0.09463499156366192,24.92593688319644,14.20556071945164,973.8575372874336,964.7925011083053,190.494096878823,30.15361262865866,896933.4266581796,0.568831447652321,0.336986301369863,0.11506849315068493,0.23013698630136986,0.3178082191780822,0.0,0
2023,1259.8873446984946,225.88430146796728,0.6031348724722232,0.1174708204053102,25.12843735129996,19.39018892029965,968.7952664456312,964.7193024564913,192.40435064132404,18.695305282213525,696181.2539826127,0.44151525493570065,0.10136986301369863,0.136986301369863,0.2547945205479452,0.5095890410958904,0.0,0
2024,967.1708823397647,208.66801256267377,0.590443292212676,0.13056459320676625,25.147647865228787,21.10806078172362,967.694647500038,964.7068574836079,157.60770002830876,18.681466247498165,715439.4748911641,0.4537287385154516,0.0027397260273972603,0.33424657534246577,0.22465753424657534,0.4383561643835616,0.0,0
2025,1571.8768937710215,197.2078477687241,0.5264566642789651,0.10342793413497003,25.437061808376235,18.21451352296306,969.8485844839223,964.3994363240616,191.5232771062936,20.609173102472177,719570.2012388573,0.4563484279799958,0.18082191780821918,0.13424657534246576,0.2,0.4849315068493151,0.0,0
2026,1735.8031417491752,184.75789477423044,0.5707959088200961,0.08985988247079169,25.43685392058803,17.70309179775002,970.3600062091352,964.4038579486754,192.39427100545143,18.28522596321031,768078.0479481196,0.48711190255461667,0.21095890410958903,0.18356164383561643,0.1643835616438356,0.4410958904109589,0.0,0
