WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Energy_stdev,Energy_coefvar
1,Oct,10,0.5003290081107037,0.4136505776687551,0.411787423993396,0.29372122553486557,120.0,94.07616487455199,97.0,52.0,289.12078850232,139.03552178690055,138.81641950841913,52.57971213974147,25.414975844994306,25.038749344622758,25.010500113431565,24.223988232248825,965.305599967038,964.7089578223926,964.7430669975531,964.4391857638145,990.0,990.0,990.0,990.0,1.010752688172043,61.998369660587024,29.86488184455502,30.1198282838283,5.927355538784751,46126.78702747674,22219.472092348933,22409.152243168257,4409.952520855855,11781.674557195645,14122.250696374913,16264.904604869756,25535.520160764394,31774.100852163057,38964.46164958641,8682.42061352382,0.3907572861064296
2,Nov,11,0.4422714403839639,0.35289048223001046,0.36045628303717936,0.2377229255108573,114.0,89.47222222222221,93.0,50.0,369.7626769739152,174.13780721070552,158.93897298661793,85.03379505947518,25.37938453105825,24.880884570855187,24.927415054285632,23.897834778210534,965.6287426026355,964.8068314079505,964.7732277964155,964.4589904996999,990.0,990.0,990.0,990.0,1.1009259259259259,78.08664006760232,37.664283698197984,34.709844728809855,16.04893059014151,56222.38084867365,27118.28426270255,24991.0882047431,11555.230024901888,14373.61819920229,16066.600747049215,19415.39965292193,33888.34048750223,39091.480613491774,46739.85994717154,10686.971641779955,0.394087307967282
3,Dec,12,0.3191374424688805,0.268483450010716,0.2785996251001981,0.17638774457770703,126.0,100.47222222222223,106.25806451612902,59.0,596.7960579239175,293.7439146945182,262.19453536157704,144.35920197578693,25.150512802118637,24.24193091612024,24.388589473189594,22.554203648452837,966.677856072135,965.29017920351,965.1444202867553,964.5913011195016,990.0,990.0,990.0,990.0,1.5277777777777777,120.71082822447653,62.675001733498284,56.9166289994575,31.543131949171233,89808.85619901057,46630.201289722725,42345.97197559639,23468.0901701834,24338.344344472207,29913.1002451441,33553.852440312185,56555.33137076549,63941.3967531295,79248.65115115607,16222.454807452294,0.3478958777522523
4,Jan,1,0.25293774873467617,0.21017152446065912,0.21477588268667303,0.11900868172794375,150.0,118.27777777777777,120.0,73.0,921.9515880086564,476.36618509914166,394.52685701570624,217.07559410820588,24.659040876100327,23.15451460993986,23.71133159730737,18.837737561362506,969.7498508066176,966.1852111170679,965.7650448086408,964.8640526896256,990.0,990.0,990.0,990.0,2.2544802867383513,166.8434032737099,95.84613887511915,83.11771750089798,48.06888877742504,124131.49203564013,71309.52732308867,61839.5818206681,35763.253250404225,44542.915875091196,46411.5902443809,56036.39474073003,82987.26132669066,105388.99142543091,111126.6030644434,23137.060118628186,0.32445959168680183
5,Feb,2,0.21094279981094588,0.1560355580652733,0.16750820711764808,0.04442226829764263,197.0,139.28845101258898,140.57142857142856,85.0,1100.0,725.2330189961497,667.6213385099851,319.37981412267055,24.3363724684786,21.095153019764933,22.129904746075496,11.640580000759723,976.4225180061254,967.8533744697438,967.0424630052872,965.2866123520986,990.0,990.0,990.0,990.0,3.053092501368363,179.33766750630716,131.0477500961887,128.41473929522542,67.91044401926142,124368.38492190225,88883.7004106555,88034.53416591138,45635.818380943696,62376.619753958395,67834.6756115284,74402.31308434915,103185.09275608114,112980.77955531116,118902.88517215417,19323.59067506429,0.21740308499518493
6,Mar,3,0.2542418608429012,0.15110838583262634,0.15047320842341388,0.0553539935406134,315.0,195.83333333333334,192.03225806451613,107.0,1100.0,860.020957526769,973.364675274029,316.3173471890223,24.22033726749918,19.04941959004516,19.344151990871648,9.661401702805383,978.4736085449862,969.5709492706624,969.0737575065677,965.3670290297836,990.0719122409063,990.0019975622474,990.0,990.0,3.290322580645162,179.4295667638822,135.80312327175722,138.30909422886873,24.573728797932123,133495.59767232835,101037.52371418735,102901.96610627834,18282.854225661493,62852.95220238576,77272.84633880883,89632.43910845953,120480.5404974762,126793.96809025902,131029.00406384474,24697.314368649997,0.24443705131286866
7,Apr,4,0.20569249934024297,0.1194600194388917,0.1168358516023392,0.056552659002998315,364.0,233.52777777777777,243.0,125.0,1100.0,1009.9006076398224,1100.0,484.77620752185584,23.09499296709653,16.943601680693245,16.319176612003204,8.636787340558445,979.559444489308,971.3694688816023,971.743921394882,966.1863738557823,990.1331338229811,990.0042319065356,990.0,990.0,3.7000000000000006,185.98519771497484,145.11461363791233,152.8388404231065,15.407282740646034,133909.34235478193,104482.52181929686,110043.96510463665,11093.243573265143,71431.78616889264,80764.90292890355,87603.54033333132,117719.17964162465,129558.94570965401,130044.75952586814,24137.932362123283,0.23102363861268568
8,May,5,0.3010126328491397,0.1719016191936804,0.16875494144389439,0.08657051814203853,340.0,266.19444444444446,283.258064516129,147.0,1100.0,964.0355575736222,1093.3956642549376,427.883714122649,23.312057161414142,18.219560917479377,17.733645832664372,12.439851918371291,975.623246088514,970.181993204211,970.3887083049897,966.0331502632765,990.0,990.0,990.0,990.0,3.6541218637992836,180.9888167229659,151.2342768433831,159.67027036056427,89.41753275212263,134655.67964188664,112518.30197147705,118794.68114825981,66526.64436757921,70328.00595640515,80376.20901856112,104672.7533304372,126008.882270361,131369.67253069446,133203.61797268575,19412.635176559867,0.17252868943472763
9,Jun,6,0.44652388295934464,0.26110381722026305,0.2498894396261186,0.14003500709550953,293.0,213.94444444444446,210.0,119.0,1100.0,679.5833369876773,715.624172036323,151.02926343600666,24.900696717889044,21.4149197480807,21.486146153132566,16.521403964225712,971.5421086150442,967.5494383187963,967.5428229350999,964.8156484369716,990.0,990.0,990.0,990.0,2.8379629629629637,174.51067572960724,123.84211017398451,136.84174909647862,32.82046738329611,125647.68652531724,89166.31932526882,98526.05934946463,23630.736515973203,28339.671177565833,43659.7620652942,65326.47785692598,113547.01686796473,121814.4156347391,123261.52499757086,30922.4892279254,0.3467956226288045
10,Jul,7,0.5048101598198342,0.3945719572397896,0.3975961856765291,0.23942445583066455,256.0,187.7222222222222,186.0,108.0,835.7392919415745,323.90938943310385,262.31709628078556,106.74711293519168,25.169182089983163,23.71049578840939,24.05671672130574,20.552866870060686,968.2196567734358,965.7721179004895,965.4776834321578,964.6546928983843,990.0,990.0,990.0,990.0,1.6263440860215053,152.39238654570278,66.52383915785666,55.9729918269786,22.637507266055916,113379.93559000285,49493.73633344534,41643.9059192721,16842.305405945597,21423.622914615247,28476.178292849312,35539.24690746554,58834.063136500576,73298.71750272854,98068.13099648911,22530.61319965338,0.4552215061692229
