WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units
2017,5196.357713838465,236.3100243044363,0.4156164728846249,0.06028034625757293,25.022784921648487,10.457965063358486,977.627633200166,964.7332988025532,191.99687775613592,30.18562309232696,878669.4899182501,0.5572485349557649,0.4328767123287671,0.09863013698630137,0.2191780821917808,0.2493150684931507,0.0,0
2018,7793.311056992946,279.76606095995584,0.4459905220721626,0.03066732461365636,24.86637635154043,7.326259021856984,981.0072336387067,964.830139836364,191.4833497974541,0.0,777404.7550224242,0.49302686137901075,0.24383561643835616,0.10136986301369863,0.3013698630136986,0.29863013698630136,0.0547945205479452,20
2019,9317.375010552847,267.158706436261,0.4307827194336325,0.02114329409054353,24.878058522496648,6.638899767734031,982.0603682416839,964.7967191940658,193.57599853488557,0.0,734879.5626082686,0.466057561268562,0.2958904109589041,0.06575342465753424,0.2054794520547945,0.29315068493150687,0.14246575342465753,52
2020,3728.0494494809095,230.0817632371616,0.5003766460024716,0.06275203890553559,25.032568492394844,12.94911039422193,975.1139876126633,964.7244079573347,189.18227695592216,30.147946436547407,904358.3781787441,0.5735403210164537,0.3041095890410959,0.18904109589041096,0.16712328767123288,0.33972602739726027,0.0,0
2021,4092.1077471352082,182.7183423850857,0.5004019628370039,0.07099170602416041,25.390429782648035,12.271231196539773,975.7918668103456,964.4049715939253,190.68706434375062,23.348492660067574,807950.2626860029,0.5123986952600221,0.28493150684931506,0.12602739726027398,0.22465753424657534,0.3643835616438356,0.0,0
2022,5353.839518623221,188.29522559822757,0.4525523158331969,0.04306040252593126,25.390135061010103,10.231463819066178,977.8669388175598,964.4116246502413,190.61131682664487,25.069829964969806,841880.9295529331,0.5339173830244375,0.3424657534246575,0.13150684931506848,0.1863013698630137,0.33972602739726027,0.0,0
2023,4883.362016519334,244.77619418963675,0.4608136081907625,0.05580464852602968,24.977477433696627,10.926371010360027,977.1367269965252,964.7476995686612,190.99751462210284,33.187978715612076,902442.8295028557,0.5723254880155096,0.4465753424657534,0.07671232876712329,0.21643835616438356,0.26301369863013696,0.0,0
2024,5839.084708491329,264.322626750101,0.4207146511913268,0.04126691036878841,24.926409105167018,9.563046823858556,978.5748096434199,964.78973029547,190.39060284036168,0.0,870759.650589717,0.5522321477611092,0.4575342465753425,0.07945205479452055,0.19452054794520549,0.2328767123287671,0.03561643835616438,13
2025,2023.6399128551725,276.1557009423003,0.4657702196499036,0.09158788908556892,24.88610097368456,16.864362941697852,971.1987350651874,964.8201957512074,191.5232771062936,34.45643004825685,993943.895404088,0.6303550833359259,0.3589041095890411,0.16986301369863013,0.2,0.27123287671232876,0.0,0
2026,2374.66145139176,245.0896137193482,0.4848895052485445,0.08453282262207247,24.986023498377794,15.928201661598864,972.1348963452864,964.7482805706208,191.3032835708126,32.39293603025693,865652.3399243512,0.548993112585205,0.3013698630136986,0.1095890410958904,0.21095890410958903,0.3780821917808219,0.0,0
