WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3445.6562723883435,130.2268076635365,0.5779950635785229,0.03134381129814212,25.407479971447398,13.557778763014724,57.82175794878697,974.5053192438704,964.4039059066137,195.79979585524129,11.041099215332567,862017.0425203302,0.5466876220955924,0.410958904109589,0.0410958904109589,0.11232876712328767,0.43561643835616437,0.0,0,277,263,259,221,58.0,156.0,57.0,158.0,56.0,161.0,26.0,170.0,0.6000000000000001
1925,4607.486825487114,159.36433036475563,0.41808135252619805,0.03472608952779467,25.332149748431892,11.271397116243818,60.795014063264105,976.7917008906413,964.4021858203423,194.737426698179,25.677641980994288,798811.3957035411,0.506602863840399,0.3287671232876712,0.07945205479452055,0.19726027397260273,0.39452054794520547,0.0,0,274,272,267,256,67.0,157.0,66.0,158.0,65.0,162.0,62.0,170.0,0.9
1926,3303.4547294228223,193.1228452527196,0.4169889385165877,0.05781825865474216,25.406127442776064,13.859110604060746,59.875324929959994,974.2039874028244,964.4021858203423,192.66454606183518,25.87196848468048,891339.5537441606,0.5652838367225778,0.3863013698630137,0.06027397260273973,0.1780821917808219,0.37534246575342467,0.0,0,258,254,249,234,54.0,160.0,52.0,162.0,49.0,164.0,40.0,170.0,0.35000000000000003
1927,2252.9494266369397,178.54218611427189,0.3985828372015408,0.05459510033636511,25.363596365937422,16.35253042534778,60.32289972789953,971.7105675815376,964.4021858203423,192.3870658965004,26.183828500666703,860365.6878673609,0.5456403398448509,0.3150684931506849,0.11232876712328767,0.1726027397260274,0.40273972602739727,0.0,0,280,278,274,264,68.0,153.0,67.0,154.0,66.0,157.0,62.0,163.0,0.6000000000000001
1928,1569.566645086851,200.71039254879486,0.4061726319527443,0.07836557968724793,25.34785876990285,18.35922211795544,59.70048492104282,969.7093691610498,964.4042623552929,193.6734061987825,28.470092978155176,785982.1566012044,0.4984666137754975,0.18356164383561643,0.16986301369863013,0.21095890410958903,0.43561643835616437,0.0,0,347,339,333,316,107.0,124.0,103.0,128.0,100.0,131.0,91.0,139.0,0.9
1929,2175.8537845274404,186.61180022177246,0.3918192350645591,0.07813024993171644,25.36188375113041,16.538623354577638,59.56166523938561,971.5244746523076,964.4021858203423,194.988754105332,28.24518728715321,912553.0554722231,0.5787373512634596,0.2547945205479452,0.19726027397260273,0.24383561643835616,0.3041095890410959,0.0,0,328,326,321,301,128.0,164.0,127.0,165.0,125.0,168.0,108.0,171.0,0.25
1930,3345.707466801638,207.086012326485,0.4910239300009949,0.04458239019521491,25.33715405093067,13.7695750415199,59.56166523938561,974.2935229653655,964.4425160739587,194.737426698179,28.9798941567882,846961.653411558,0.5371395569581164,0.29315068493150687,0.1095890410958904,0.27671232876712326,0.32054794520547947,0.0,0,287,284,280,270,86.0,163.0,86.0,166.0,85.0,169.0,80.0,174.0,0.65
1931,3797.3405085707386,239.19066032867656,0.41534421987920384,0.042505153488992364,25.07586774874253,12.812543119675825,59.56166523938561,975.2505548872093,964.6351439619721,194.82428580493416,34.27401680729193,937017.6861489391,0.5942527182578254,0.3972602739726027,0.09041095890410959,0.1917808219178082,0.3232876712328767,0.0,0,282,277,272,253,63.0,146.0,61.0,149.0,59.0,152.0,51.0,163.0,0.2
1932,1593.0324376111264,186.61180022177246,0.3985842436163396,0.07510800782423893,25.400182311682872,18.280407137017466,60.30058152506357,969.7851817215128,964.4021858203423,194.737426698179,26.25818762120762,801691.61185255,0.5084294849394659,0.23013698630136986,0.13972602739726028,0.18082191780821918,0.44931506849315067,0.0,0,344,334,329,308,90.0,110.0,86.0,116.0,83.0,118.0,73.0,129.0,0.8500000000000001
1933,5617.4139796282225,159.36433036475563,0.43860199551206996,0.037561767882018315,25.36443313589325,9.659015556699456,59.70048492104282,978.4608175286273,964.4039059066137,194.23214101560973,0.0,805000.1704390079,0.5105277590303196,0.30684931506849317,0.136986301369863,0.17534246575342466,0.36164383561643837,0.019178082191780823,7,266,263,260,253,60.0,158.0,59.0,160.0,58.0,162.0,55.0,166.0,0.8500000000000001
1934,3283.7747978364127,175.85611591818005,0.43446248544808813,0.059623698739508936,25.406696858528296,13.900813316231918,58.586709463143634,974.1622846906532,964.4021858203423,193.23725925847745,22.175588160342627,897389.3896385878,0.5691206174775417,0.3424657534246575,0.1095890410958904,0.19726027397260273,0.3506849315068493,0.0,0,270,267,264,253,56.0,150.0,54.0,151.0,53.0,153.0,47.0,158.0,0.30000000000000004
1935,2506.709610818529,188.71809469755024,0.3974181708447143,0.04906830829911573,25.397308431321374,15.740005842840517,60.795014063264105,972.3230921640449,964.4021858203423,194.1359657166872,24.73435096764976,850435.4887045532,0.5393426488486512,0.29315068493150687,0.1095890410958904,0.19726027397260273,0.40273972602739727,0.0,0,293,289,286,272,80.0,152.0,77.0,153.0,75.0,154.0,66.0,159.0,0.6000000000000001
1936,3636.513615673937,207.086012326485,0.4709564868445626,0.042480330529253714,25.347885016268908,13.153342964147624,59.70048492104282,974.9097550427376,964.4425160739587,194.79223893942932,27.89469486441689,869371.1703825823,0.5513515793902729,0.39452054794520547,0.07123287671232877,0.18904109589041096,0.3452054794520548,0.0,0,244,241,237,226,44.0,164.0,43.0,166.0,42.0,169.0,36.0,174.0,0.5
1937,3248.5622941414613,228.0119559096817,0.4770737114190126,0.03786290329781309,25.172225178870377,13.975430288347368,59.82626609075729,974.087667718538,964.568071735458,194.1359657166872,30.71418645930376,883437.4310105935,0.560272343360346,0.29863013698630136,0.13150684931506848,0.21095890410958903,0.3589041095890411,0.0,0,306,304,299,274,85.0,143.0,85.0,145.0,81.0,146.0,67.0,157.0,0.4
1938,2891.117890135454,219.11865300258486,0.4180765246543826,0.05837119332865093,25.24762994647789,14.812123789316914,59.82626609075729,973.2509742175683,964.5147119180156,191.4815695114749,30.283754143880746,860090.8813265552,0.5454660586799563,0.31232876712328766,0.11506849315068493,0.17534246575342466,0.3972602739726027,0.0,0,288,285,281,271,55.0,131.0,53.0,132.0,52.0,135.0,49.0,142.0,0.6000000000000001
1939,5331.4830933361045,216.96545287729182,0.44805327890430624,0.04071371937557787,25.265719582580548,10.07610093901765,59.10126501409376,978.0204839637377,964.5017927172637,193.23725925847745,29.9657287192168,924174.2417629879,0.5861074592611542,0.42191780821917807,0.1178082191780822,0.18904109589041096,0.273972602739726,0.0,0,262,258,252,233,63.0,166.0,61.0,168.0,59.0,172.0,44.0,176.0,0.25
1940,3345.707466801638,228.0119559096817,0.4385734932233607,0.047822471506438535,25.218878681544318,13.7695750415199,59.82626609075729,974.2935229653655,964.568071735458,193.63803270314926,27.95493196694026,902629.6695556274,0.5724439811996622,0.3698630136986301,0.057534246575342465,0.2136986301369863,0.3589041095890411,0.0,0,277,273,265,251,55.0,142.0,53.0,144.0,49.0,148.0,42.0,155.0,0.30000000000000004
1941,2175.8537845274404,188.71809469755024,0.3927076057710547,0.05652953377412424,25.392819899949608,16.538623354577638,60.795014063264105,971.5244746523076,964.4021858203423,193.15714302102944,25.16491442382818,794342.0859967289,0.5037684462181182,0.2328767123287671,0.09863013698630137,0.2219178082191781,0.4465753424657534,0.0,0,321,319,317,301,98.0,141.0,97.0,142.0,96.0,143.0,87.0,150.0,0.9
1942,1683.4305970646826,169.35749394086503,0.3507440595748404,0.0730650851983261,25.35789108683959,17.985860693291627,59.82626609075729,970.0772373135936,964.4039059066137,194.737426698179,28.152759374624523,849115.7089907201,0.5385056500448504,0.25753424657534246,0.0958904109589041,0.273972602739726,0.3726027397260274,0.0,0,309,305,300,285,93.0,148.0,92.0,151.0,91.0,155.0,84.0,163.0,0.65
1943,2549.2628477944536,175.85611591818005,0.3779232004671105,0.07101801669771071,25.37135895080989,15.637291132898625,59.82626609075729,972.4258068739866,964.4021858203423,192.66454606183518,25.600738705865673,879068.1490434136,0.5575013629143921,0.3589041095890411,0.09315068493150686,0.1589041095890411,0.3917808219178082,0.0,0,265,260,256,244,51.0,151.0,49.0,154.0,47.0,156.0,40.0,161.0,0.45
1944,3908.489300711898,193.1228452527196,0.4743066879496363,0.05201519437264022,25.35983546555089,12.577013536329176,59.085850556658194,975.4860844705561,964.4021858203423,194.79223893942932,29.566322858807478,835803.2218515242,0.5300629260854415,0.30684931506849317,0.11232876712328767,0.2273972602739726,0.35342465753424657,0.0,0,280,278,275,262,67.0,151.0,66.0,152.0,66.0,155.0,54.0,160.0,0.7000000000000001
1945,1569.566645086851,198.9070898288772,0.3953171003234231,0.08006606812436029,25.38663064900417,18.391797647324733,59.09639475715153,969.7093691610498,964.4021858203423,194.737426698179,26.900433043600913,910474.7016754723,0.5774192679321869,0.36712328767123287,0.07123287671232877,0.15616438356164383,0.4054794520547945,0.0,0,338,323,313,280,109.0,135.0,105.0,146.0,98.0,149.0,72.0,156.0,0.25
1946,4795.818222324392,198.04704669313716,0.4182486849864332,0.040462462597999765,25.35789108683959,10.9267506600316,60.32289972789953,977.1363473468537,964.4021858203423,192.02172647701667,30.751706500995642,865880.3398045322,0.5491377091606623,0.36712328767123287,0.11506849315068493,0.2054794520547945,0.31232876712328766,0.0,0,260,256,252,240,66.0,170.0,64.0,172.0,63.0,175.0,58.0,182.0,0.55
1947,6156.058548586993,261.0754653463963,0.4070542471209565,0.03427517758882119,24.91889736220392,8.920116059047318,59.41092955321052,979.243512600248,964.7443018613857,192.03872348867992,0.0,768642.3427315666,0.4874697759586293,0.3041095890410959,0.10410958904109589,0.1917808219178082,0.2876712328767123,0.11506849315068493,42,241,238,235,224,52.0,176.0,51.0,178.0,50.0,180.0,45.0,186.0,0.9500000000000001
