WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Power_P95,Power_P90,FlowAvailableForGeneration_P95,FlowAvailableForGeneration_P50,PotentialPower1u_P95,PotentialPower1u_P50,PotentialPower2u_P95,PotentialPower2u_P50,PotentialPower3u_P95,PotentialPower3u_P50,PotentialPower4u_P95,PotentialPower4u_P50,Energy_stdev,Energy_coefvar,PropYearsMinAvailFlowGt1UnitRatedFlow,PropYearsMinAvailFlowGt2UnitRatedFlow,PropYearsMinAvailFlowGt3UnitRatedFlow,PropYearsMinAvailFlowGtCanalRatedFlow,PropYears1uPotentialGtRatedPower,PropYears2uPotentialGtRatedPower,PropYears3uPotentialGtRatedPower,PropYears4uPotentialGtRatedPower
1,Oct,10,0.3908823872164825,0.318354994866728,0.32191961752020193,0.2206336963307908,97.0,75.73041474654377,80.0,41.0,343.43862445322424,163.85574933094924,150.5505105723467,83.19088086785763,25.373552320245246,25.046364925185692,25.164247102224152,24.002328970978983,965.5819738100397,964.6549516090998,964.57329746359,964.4053598749108,990.0,990.0,990.0,990.0,1.0348913759052007,72.51773728243654,35.8811502138917,33.09942901008499,17.04407750295471,53953.19653813279,26695.575759135416,24625.97518350323,12680.793662198312,18611.824678811372,20431.026335586823,21987.4749104708,30240.800875673278,35038.93516405327,40110.77924297769,23.940177132396197,26.127833979496163,115.58922026818765,150.5505105723467,56.81920760816965,57.492009565786844,113.11767797289403,114.52104617750896,168.27474875301638,170.52437569155308,220.58651230673587,223.93039057920632,7061.5201649252085,0.26452024217940706,0.04081632653061224,,,,1.0,1.0,1.0,1.0
2,Nov,11,0.32307446368158277,0.26718056964957937,0.27110008808808916,0.17307501580082765,92.0,71.93877551020407,75.0,40.0,444.3624533981352,203.5744038726523,188.74835488642088,113.65596942628204,25.339031723213054,24.815638881483288,24.85624517615366,23.401793366594763,966.0103222323663,964.8111629424128,964.7537513646098,964.446135022434,990.0,990.0,990.0,990.0,1.133673469387755,93.0110065817486,44.495221091395685,41.64595506996886,24.452775747169138,66967.924738859,32036.559185804897,29985.087650377576,17605.99853796178,21372.36544002956,24251.520122937687,25767.808722259473,35004.39012434911,44087.04442001458,48640.76758404354,27.50471163838407,29.57507073269671,135.3799836861087,188.74835488642088,56.35485241005436,57.27306436913271,112.15424836066354,114.0635982222925,166.74278834581474,169.78924263876598,218.33747254209914,222.83353445688408,9176.146235611975,0.28642733392161046,0.061224489795918366,,,,1.0,1.0,1.0,1.0
3,Dec,12,0.23531972147412236,0.19553452220209033,0.1954861898856825,0.1258072843355712,103.0,81.19881500987489,85.0,47.0,720.1178948692742,351.9661283447843,318.6542795846218,183.93058509198565,25.050501523502863,23.960162132665463,24.13724722963834,21.892461516768883,967.192471579477,965.5280191247969,965.4031155927134,964.584159832684,990.0,990.0,990.0,990.0,1.786701777485187,141.84446326470226,74.29412064423269,67.91670619294952,40.79418583726086,105532.28066893843,55274.825759309126,50530.029407554444,30350.874262922094,38659.34865188823,40538.02116931306,45328.8270575943,63970.325119238325,72666.57409962607,88963.78493242025,43.16027656096401,47.649321190987976,236.17971453318245,318.6542795846218,54.364706038543176,56.40670559128094,108.0554270904357,112.26259057229056,160.29874564238824,166.91690758711007,209.0446765804923,218.5972911707945,15132.597443117531,0.2737701518773032,0.3673469387755102,0.030612244897959183,,,1.0,1.0,1.0,1.0
4,Jan,1,0.18271745480295745,0.14496525637929847,0.14830107861214986,0.08054222321106962,124.0,97.82455562870314,101.0,60.0,1084.7739579821928,598.724095304698,537.9862269382559,270.1494632198639,24.431276655342923,22.451127885901872,22.84703707389734,18.188275593623967,970.0086311319069,966.7429195676624,966.4483458316708,965.0513112636118,990.0,990.0,990.0,990.0,2.6408821593153373,176.29812300988496,117.97319536435546,110.26643804025419,59.05221120859804,131165.80351935443,87772.05735108047,82038.22990194909,43934.84513919694,59615.637641282745,64725.47288574243,72779.70089924854,102992.32320198503,119169.53987528651,123719.98005628043,72.70127866279891,79.73065023829194,377.9752183109812,537.9862269382559,50.05273465601119,54.789506439891696,99.27060417016726,108.92612959685641,146.7225171823379,161.65735984564515,190.00941994003045,210.98019840298184,20564.656436993737,0.23429616506238346,0.9693877551020408,0.24489795918367346,0.061224489795918366,,0.9591836734693877,0.9489795918367347,0.9387755102040817,0.9081632653061225
5,Feb,2,0.15606401308035434,0.1070298597471539,0.11403598399249162,0.020385864861418607,168.0,117.23914245501157,116.0,71.0,1100.0,850.4121438835967,859.0305710362015,78.57142857142857,23.851765246294146,20.039878866715508,20.940876667522275,7.195674997098215,981.3924428635056,968.7015897966096,967.8532978073873,965.6565463090194,990.525019853718,990.0054817923615,990.0,990.0,3.4245249824067567,187.64419002300636,149.25892872065282,151.96257065833004,7.148633064142054,129833.85407519332,101174.82718625317,102846.17520896977,4803.88141910346,73985.29281013632,81251.5607782765,91805.31438719225,113782.5266844127,121854.8196807729,124043.4069352736,98.73778523038483,111.09535795290836,566.0642745951741,884.5740290160632,37.25888625635586,52.177329103810166,73.43400352205636,103.58134216578604,107.36133937018452,153.34049362221606,136.1601682857393,199.18516150616932,18469.396995251183,0.18254933078611335,1.0,0.8571428571428571,0.41836734693877553,0.1326530612244898,0.7448979591836735,0.7244897959183674,0.6938775510204082,0.5918367346938775
6,Mar,3,0.1458547755366668,0.08077643761240719,0.07942727339817515,0.03565780018746774,278.0,168.54081632653055,168.2258064516129,87.0,1100.0,953.9956678304384,1081.890609212794,0.0,23.012277113253983,16.44888904940303,16.194116101790712,7.422340485900296,981.0044828992874,971.8566735646693,971.9078523358668,966.2912831382374,990.3637253783024,990.0118954935592,990.0,990.0,3.5911784068466095,187.95235459414658,140.529478944393,150.6201404685461,0.0,139836.55181804503,104553.93233462838,112061.3845085983,0.0,18457.346374153734,78018.31536585995,96104.4076527538,123131.88272618984,132858.37555606454,135665.2521641625,0.0,95.84781126373566,774.1650378352169,2174.312608961294,24.045336516035594,42.516126793895516,40.70656118431392,84.00861775223238,45.878586247927345,123.36562101416575,29.3027616492166,157.8010011712136,31241.5190649169,0.2988076906082056,1.0,0.9795918367346939,0.826530612244898,0.5714285714285714,0.30612244897959184,0.29591836734693877,0.2857142857142857,0.1836734693877551
7,Apr,4,0.1311110713975034,0.07233931688340263,0.06997212823464355,0.04303841182308633,313.0,199.55102040816325,191.0,102.0,1100.0,1016.1491042090086,1100.0,0.0,22.148246299800586,15.028000213189946,14.661849214892847,7.785555426205935,980.5387903350962,973.1176750367819,973.4012487919924,967.0215899008582,990.2612477544167,990.0065441610486,990.0,990.0,3.7275510204081628,192.23531670442327,135.28304752842678,140.1157285857915,0.0,138409.42802718477,97403.7942204673,100883.32458176985,0.0,38194.98926346071,67100.72987064307,83634.46599809805,115515.90415004668,131205.6287007537,135449.18886091834,0.0,94.78407391769035,974.5787101846313,2754.8841461428915,26.246989755942597,38.54172800564176,51.375041945728064,76.00679180808227,74.20601926502718,111.23601908145376,70.35138405171676,141.35285363777277,28997.6443088496,0.2977054902318823,1.0,1.0,0.9693877551020408,0.8367346938775511,0.15306122448979592,0.1326530612244898,0.11224489795918367,0.07142857142857142
8,May,5,0.18543200227089543,0.11547863847219296,0.11467347724223032,0.058524318828821635,304.0,238.15832784726794,253.0,125.0,1100.0,1048.9119395073571,1100.0,496.7741935483871,22.56939070419503,16.744876993121725,16.338830306035128,10.244614957717928,977.8544257547769,971.4540115504011,971.7266475926411,966.7003306085085,990.0359427056095,990.0005796697642,990.0,990.0,3.8838051349572087,190.11069468963004,153.92472905664354,157.53805618467433,43.81352783494925,141442.3568490848,114519.99841814282,117208.3138013977,32597.264709202234,87590.78003119174,93260.0067060577,104243.49621894033,126974.71467934814,132428.46172555146,135752.09484195363,107.83103960172222,121.9274819644371,804.0835060462834,2020.748244749378,33.569146392223054,43.07712676756995,66.03561556148472,85.14100460299176,96.2231750741594,125.08946313244994,120.23709655943446,160.15626374208915,17492.93694720363,0.15275006277359776,1.0,0.9489795918367347,0.9183673469387755,0.7448979591836735,0.19387755102040816,0.16326530612244897,0.14285714285714285,0.09183673469387756
9,Jun,6,0.30437561061112955,0.16983643018527206,0.16790810987404722,0.09636579630040669,260.0,186.13605442176873,185.0,98.0,1100.0,863.0841877926417,937.0475884715393,228.67431698502932,24.511658701732816,20.185965956337824,20.091813610884127,15.006399216551669,973.0566987903337,968.4835444324005,968.497096982625,965.0386626312066,990.0,990.0,990.0,990.0,3.4261904761904765,178.78115442016684,151.12652198996503,163.59789612264575,49.97049870416826,128722.43118252009,108811.0958327748,117790.48520830498,35978.75906700115,54245.52146149035,76378.26053166439,100154.97487333222,124221.38480821619,125969.5272481927,127057.34850891102,69.45790007891121,87.93996589059793,358.0344960499875,1006.5871146301915,44.44213500729672,50.80048642478876,87.89745738348407,100.78033229447601,129.28856076051403,149.02177349977717,165.90049906830566,193.15336839714772,22529.817865574212,0.20705441566546604,0.9693877551020408,0.6428571428571429,0.30612244897959184,0.061224489795918366,0.673469387755102,0.6326530612244898,0.5612244897959183,0.42857142857142855
10,Jul,7,0.36400227388064343,0.28191590566403635,0.2798543432306919,0.17698438199168928,224.0,161.87294272547732,163.0,89.0,977.8792473082688,441.4186255236176,398.45386844175994,156.23157148985962,25.052326901003756,23.12054572935566,23.366238007891873,19.577799888090293,968.9162089243722,966.2610240755815,966.1114910185612,964.6636455665441,990.0,990.0,990.0,990.0,2.125411454904543,170.8734009028045,89.00186363077756,82.21323090503665,34.238103152667314,127129.81027168651,66217.38654129852,61166.64379334725,25473.14874558447,39277.65282020733,44222.79890656183,51977.02086468337,79636.93325582326,95969.83175653219,109095.36759620594,49.18702008841762,55.249923840975676,240.34586530897798,398.45386844175994,52.040674635834606,55.3279112238711,103.30461657269576,110.03522466781361,152.91700190122182,163.40158346713037,198.60116733915075,213.49674533147046,21422.07717702461,0.32351136606190384,0.6938775510204082,0.05102040816326531,,,1.0,1.0,0.9897959183673469,0.9795918367346939
