WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Power_P95,Power_P90,FlowAvailableForGeneration_P95,FlowAvailableForGeneration_P50,PotentialPower1u_P95,PotentialPower1u_P50,PotentialPower2u_P95,PotentialPower2u_P50,PotentialPower3u_P95,PotentialPower3u_P50,PotentialPower4u_P95,PotentialPower4u_P50,Energy_stdev,Energy_coefvar,PropYearsMinAvailFlowGt1UnitRatedFlow,PropYearsMinAvailFlowGt2UnitRatedFlow,PropYearsMinAvailFlowGt3UnitRatedFlow,PropYearsMinAvailFlowGtCanalRatedFlow,PropYears1uPotentialGtRatedPower,PropYears2uPotentialGtRatedPower,PropYears3uPotentialGtRatedPower,PropYears4uPotentialGtRatedPower
1,Oct,10,0.4853507247156662,0.39341048037162824,0.397797727900294,0.2729489026772669,120.0,93.49210006583279,97.0,52.0,320.4386244532242,145.95775892085226,134.55051057234675,56.89749809770347,24.889016693576284,24.581082602484408,24.700874053475815,23.534314469452138,966.0819738100397,965.1549516090998,965.07329746359,964.9053598749108,990.0,990.0,990.0,990.0,1.0164581961816985,66.10130249094854,31.094622229475647,28.754347972596875,11.553175741879404,49179.36905326571,23134.39893872988,21393.234891612075,8595.56275195828,15944.682841070415,17753.348806022947,18895.072657616274,26067.31522085693,30647.45706322357,35591.379368789676,19.874420934458445,22.10178244703688,102.89244607463927,134.55051057234675,56.12026075556795,56.86729982100954,111.6683377514337,113.21772899433695,165.9721103867769,168.43449868328946,217.21055185527467,220.82253556016008,6561.183121593858,0.2836115664370954,0.030612244897959183,,,,1.0,1.0,1.0,1.0
2,Nov,11,0.40061233496516274,0.33213905844490144,0.3362520715885062,0.21446251957928641,114.0,89.4251700680272,93.0,50.0,422.3624533981352,186.08800931482912,170.11612912521065,103.65596942628206,24.855015031256276,24.34543421004863,24.40638243949941,22.919887309751395,966.5103222323663,965.3111629424128,965.2537513646098,964.946135022434,990.0,990.0,990.0,990.0,1.0976190476190475,86.18109192395997,39.682617048872515,36.553142280616655,21.65536688570818,62050.386185251155,28571.48427518822,26318.262442043997,15591.864157709893,19109.8417344358,21597.14784661517,22795.16567991538,30891.663875812592,40023.833280729996,44477.09356843431,23.276507065548298,25.932349345547568,124.5299836861087,170.11612912521065,55.6113096608132,56.62321623750523,110.61725021951769,112.71082535918462,164.31258868093175,167.6272835027865,214.80117759144952,219.6347876990484,8619.049303326467,0.3016661374785958,0.05102040816326531,,,,1.0,1.0,1.0,1.0
3,Dec,12,0.28792060039186745,0.24166531908971603,0.24300783843446522,0.1539001730706987,126.0,100.15437788018433,104.0,59.0,697.1178948692742,333.0105654744751,299.4858522056485,171.93058509198565,24.582247515992425,23.47193633672177,23.65269438617318,21.421617993214532,967.692471579477,966.0280191247969,965.9031155927134,965.084159832684,990.0,990.0,990.0,990.0,1.7162606978275168,134.36646674005544,68.7347480568259,62.49306346568401,37.244126512513134,99968.65125460131,51138.65255427845,46494.839218468886,27709.630125309763,35730.827045833445,37399.125817938104,41797.03139974488,59182.240650668144,67570.87263314893,83539.5551823815,39.11944770835483,43.228728091823534,223.08294033963406,299.4858522056485,53.46908907924462,55.66912165962832,106.2199470842002,110.7373157145521,157.43532536583166,164.50379545068486,204.96676313076256,215.08254455363098,14430.570213381166,0.28218518659764436,0.2653061224489796,0.02040816326530612,,,1.0,1.0,1.0,1.0
4,Jan,1,0.22230623667693164,0.17457235548752115,0.17845867338959426,0.09743010872306809,150.0,117.68301514154047,120.0,73.0,1075.4719034155278,580.157475257404,518.9862269382559,257.1494632198639,23.905972512894895,21.965771994552426,22.369363264099206,17.704675155255654,970.5086311319069,967.2429195676624,966.9483458316708,965.5513112636118,990.0,990.0,990.0,990.0,2.583278472679394,169.78157978570584,111.53602186247038,103.83221616727747,55.26646801688274,126317.4953605652,82982.80026567791,77251.16882845442,41118.25220456075,56007.788598372616,60914.87469333705,68749.79992814435,96936.24466726815,113482.45768897737,118517.27741675763,68.22587280723795,74.70994203991526,362.58812153678764,518.9862269382559,48.95146377278099,53.92093229316971,97.0333978618195,107.14364898564894,143.28102911659664,158.87065871663762,185.22163682341957,206.99767453594427,19970.80064974777,0.24066192736096167,0.9693877551020408,0.22448979591836735,0.05102040816326531,,0.9387755102040817,0.9183673469387755,0.9081632653061225,0.9081632653061225
5,Feb,2,0.18683719875817062,0.12728759362400774,0.13611277222908713,0.02390485343868728,197.0,138.8575198552327,137.0,85.0,1100.0,831.2854665274493,837.6124645322402,78.57142857142857,23.373345631988624,19.5503120431834,20.46682743766599,6.695674997098214,981.8924428635056,969.2015897966096,968.3532978073873,966.1565463090194,990.525019853718,990.0054817923615,990.0,990.0,3.3649844174122854,180.1814911674282,142.22803004716937,144.54453320475022,6.734720329785682,125406.31785253008,96403.9237553414,97902.93979586687,4525.732061615979,68024.391958374,77226.91068779318,86876.78048300014,109062.48637369147,116944.967762783,119196.58927210377,93.48293538119805,104.56129363484318,550.8903048582507,863.0383147303489,35.842765238054305,51.154502469144084,70.59021050834612,101.49677457298944,103.06912486145673,150.11708733504247,130.3849618973504,194.6611482128717,18550.436078146075,0.1924240773147811,1.0,0.8571428571428571,0.37755102040816324,0.12244897959183673,0.6938775510204082,0.6632653061224489,0.6020408163265306,0.6326530612244898
6,Mar,3,0.1793846089933718,0.09413985297901548,0.09058800579643614,0.040403622514576756,315.0,193.71428571428575,192.03225806451613,107.0,1100.0,930.619423354603,1057.1758518017764,0.0,22.530039281708937,15.954329883877413,15.692596029894206,6.922340485900296,981.5044828992874,972.3566735646693,972.4078523358668,966.7912831382374,990.3637253783024,990.0118954935592,990.0,990.0,3.5164581961816985,181.51295195355237,133.40817173731838,144.30223387199285,0.0,135045.63625344288,99255.67977256485,107360.86200076267,0.0,9988.002888785177,67507.29595491494,91723.29163721894,118661.9179511739,127708.62740253886,130446.1809070403,0.0,90.0743270522817,754.1650378352169,2149.699705735487,15.330694250274796,41.1748308206992,25.179444119974995,81.30579875811326,22.734765286607825,119.26266321686225,13.531352794335756,152.2230036583839,31378.45286069959,0.3161376047456467,1.0,0.9795918367346939,0.8061224489795918,0.5510204081632653,0.2857142857142857,0.25510204081632654,0.1836734693877551,0.21428571428571427
7,Apr,4,0.16067533259497965,0.08458626282122658,0.08008182373499635,0.050051060394899115,364.0,231.1734693877551,217.0,125.0,1100.0,982.342392546294,1100.0,0.0,21.68188496651778,14.529183907970287,14.161849214892847,7.285555426205937,981.0387903350962,973.6176750367819,973.9012487919924,967.5215899008582,990.2612477544167,990.0065441610486,990.0,990.0,3.608503401360544,187.15314636429278,127.35605750172562,134.34521133038703,0.0,134750.26538229082,91696.36140124235,96728.55215787867,0.0,24894.566540093256,46292.14174860886,79069.55852750008,111522.41378267664,126409.65800291038,131433.16441748504,0.0,89.01937795558615,951.0120435179647,2725.4584504284658,24.79204912992508,37.1340486270377,48.47100371355214,73.17786219522142,60.95573576524042,106.96093028022253,34.187288949233995,135.587645901545,30879.471304745315,0.33675786948212477,1.0,1.0,0.9591836734693877,0.8163265306122449,0.12244897959183673,0.09183673469387756,0.07142857142857142,0.07142857142857142
8,May,5,0.2180680346705731,0.12911063539273565,0.12648735192365507,0.06545483026907684,340.0,264.83179723502303,276.0,147.0,1100.0,1040.4356511785797,1100.0,319.35483870967744,22.093975100332077,16.244153501339046,15.837128104987336,9.744614957717928,978.3544257547769,971.9540115504011,972.2266475926411,967.2003306085085,990.0359427056095,990.0005796697642,990.0,990.0,3.8554970375246875,183.74949896285244,147.7010043375387,151.75233225694603,28.017747592100488,136709.62722836222,109889.54722712873,112903.73519916782,20845.204208522762,81325.46655058919,88265.62973025514,99958.25105041325,122918.88843487069,128178.94402194273,131297.78186521473,101.75345974080973,115.13116010031412,782.0835060462834,1997.0170409336338,32.13075876323426,41.74895807754882,63.15316212956302,82.46344671841821,91.88799996662435,121.02185448549213,112.46527522460545,154.61908535781174,18335.256865560215,0.16685169179615786,1.0,0.9489795918367347,0.8979591836734694,0.7346938775510204,0.14285714285714285,0.12244897959183673,0.09183673469387756,0.12244897959183673
9,Jun,6,0.36959895574208573,0.19580502338609673,0.19148653836397675,0.10859683967699672,293.0,212.91836734693877,210.0,119.0,1100.0,847.5711885133192,922.4642551382058,207.6743169850293,24.03174791685676,19.696257670798758,19.59863451442962,14.506399216551669,973.5566987903337,968.9835444324005,968.997096982625,965.5386626312066,990.0,990.0,990.0,990.0,3.3802721088435366,172.56506118672203,144.22823689658506,157.04465086797848,44.41123305550481,124246.84405443982,103844.3305655412,113072.14862494453,31976.087799963472,50040.329754524515,71295.23583961678,94694.34982206085,119368.56216768976,121079.2934725117,122355.57828217711,63.39337253751031,80.5326802207739,337.0344960499875,981.1101749662753,43.147414449492054,49.71721373299922,85.28435984123693,98.57781353428584,125.31140846974623,145.6289671082992,160.4684497225535,188.42217699083886,22424.1059214274,0.21593962616259013,0.9489795918367347,0.6020408163265306,0.2755102040816326,0.061224489795918366,0.5612244897959183,0.5306122448979592,0.42857142857142855,0.4489795918367347
10,Jul,7,0.4417106244843762,0.32686099987806405,0.3288927427898678,0.20226786513335912,256.0,186.68466096115864,186.0,108.0,959.2986021469784,416.9991512651311,375.45386844175994,137.2315714898596,24.59413286410532,22.62911987639365,22.852342343099906,19.10245510583518,969.4162089243722,966.7610240755815,966.6114910185612,965.1636455665441,990.0,990.0,990.0,990.0,2.018433179723503,162.93388410513188,82.09415948659063,75.74395886654435,29.284729787191395,121222.80977421814,61078.05465802342,56353.50539670899,21787.838961670397,35515.12779396106,40408.35063113842,47405.4094748101,73676.90876184459,89372.59105758695,102805.57240751834,43.34456698518153,48.99246839944337,221.34586530897795,375.45386844175994,51.01350165276934,54.50076185740569,101.21161257897663,108.33405487741643,149.68159694037288,160.73291053481498,194.0627844852922,209.66181423858808,20647.145896011483,0.3380452440997841,0.5408163265306123,0.030612244897959183,,,0.9897959183673469,0.9795918367346939,0.9795918367346939,0.9795918367346939
