MonthId,Flow,Exceedance,Year,Month,WaterYear,WaterMonth,Flow_difference,Flow_difference_pct,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,PerfMwPerCumec,PotentialPower1u,PotentialPower2u,PotentialPower3u,PotentialPower4u,ExceedanceRnd,Power_max,Power_min,Turbines_max,Turbines_min,Energy,FlowAvailableForGeneration_min,Days,CapFactor
1924.1,136.7715260291479,0.9984516129032258,1924.0,10.0,1924.0,1.0,0.6101295722977823,0.020578829743934816,28.193548387096776,4.32258064516129,2.3225806451612905,2.0,29.677419354838708,66.51612903225806,0.4853507247156662,70.25539699688989,56.89749809770347,1.0,0.6774193548387096,83.9915448108956,,,,13.357898899186408,5.095281023400999,0.6885514896487839,0.41313089378927037,0.27542059585951345,6.8855148964878365,33.28882941049778,5.011132134810073,2.7357115389505604,2.2754205958595137,36.56293425132655,97.93317118196188,964.5,990.0,0.07327267199385065,0.0,989.9267273280061,0.04944212339173691,,,,25.371810759059095,,,,,0.3359661792435823,,,,0.8666666666666663,,,,0.9600000000000005,,,,17.397544617942952,,,,11.78543345086458,0.08659780097719215,57.57853507168921,114.7021596794816,170.8162347823055,224.3676702963476,0.9998387096774194,18.826187833901788,0.0,1,0,8768.36248744325,41.40948658747786,31,0.06547463028258102
1924.11,153.65596942628198,0.9923999999999997,1924.0,11.0,1924.0,2.0,2.353660350986515,0.014794112868804223,23.0,4.0,2.0,2.0,19.0,50.0,0.3299190117861293,103.65596942628204,103.65596942628204,,1.0,103.65596942628204,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,132.65596942628204,964.4807595573345,990.0,0.08510998957714158,0.0009620221332811038,989.9139279882894,0.07815339969893006,,,,25.355015031256276,,,,,0.41462387770512804,,,,0.8863333333333335,,,,0.963,,,,22.091035372303917,,,,22.091035372303917,0.14243421548743412,57.60062093743048,114.74846777213256,170.89104755935094,224.4801826750525,0.9923333333333332,31.164737809263805,17.169919908555578,1,1,15905.545468058825,82.58715845496772,30,0.12272797429057734
1924.12,276.1570682537081,0.8313225806451612,1924.0,12.0,1924.0,3.0,9.160736205890379,0.02964061756517902,26.0,4.0,3.0,2.0,24.0,59.0,0.22054051908268205,217.157068253708,217.157068253708,,1.1290322580645162,196.44060292352546,160.55260630891476,,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,2.0,24.0,250.15706825370805,964.802859414273,990.0,0.12493841926120962,0.014449068011252127,989.8606125127272,0.2810039920455539,0.18497777561650458,,,24.776749106408705,24.325965692587644,,,,0.7857624116941017,0.6422104252356591,,,0.931935483870968,0.92,,,0.9735483870967743,0.97,,,43.38137839975594,34.17566333991364,,,47.7911414113577,0.17183247612848673,57.206347180866445,113.92494167357803,169.5681954329196,222.50772639060335,0.8317741935483874,81.08380979520204,29.45189488693049,2,1,35556.60921005013,134.1228452527196,31,0.2655063411742094
1925.01,704.0599698038669,0.4593225806451613,1925.0,1.0,1924.0,4.0,44.43092952689388,0.055882159838443066,37.12903225806452,5.67741935483871,4.0,2.6774193548387095,55.354838709677416,104.83870967741936,0.1561711431461888,599.2212601264475,599.2212601264475,,2.5483870967741935,234.34785146927325,234.34785146927325,232.77336551274863,245.5083739567776,0.0,0.0,0.0,0.0,0.0,0.0,37.12903225806452,5.67741935483871,4.0,2.6774193548387095,55.354838709677416,646.0277117393508,966.682551839317,990.0,0.3159624659228993,0.13240361186874544,989.5516339222083,0.39211016448736424,0.39211016448736424,0.38830055164261457,0.428881296554206,22.476971918404075,22.476971918404075,21.01798793365841,20.391768907525137,,0.9373914058770929,0.9373914058770929,0.9310934620509945,0.9820334958271104,0.938709677419355,0.938709677419355,0.9379999999999997,0.9399999999999997,0.9787096774193551,0.9787096774193551,0.9780000000000001,0.9800000000000002,47.397798111932936,47.397798111932936,43.816687031821914,45.16787652817435,119.12920932113815,0.17068545917841238,54.31174204429138,107.95218893101678,160.15075045145048,208.86428991910392,0.45935483870967747,192.83327310968917,72.895920966601,4,2,88632.13173492678,345.5545619886844,31,0.6618289406729897
1925.02,1210.2410151162971,0.2790000000000001,1925.0,2.0,1924.0,5.0,25.090360928829487,0.02023917264613938,49.0,8.0,7.0,5.0,93.0,162.0,0.13443387746919802,1048.2410151162971,1028.9273972805606,,4.0,257.23184932014016,257.23184932014016,257.23184932014016,257.23184932014016,19.313617835736668,5.804185072766244,0.9537589054684774,0.8345390422849178,0.5960993159177984,11.125035499299232,54.804185072766245,8.953758905468478,7.834539042284918,5.596099315917798,104.12503549929923,1100.5198803010803,968.5613861668736,990.0,0.6977040442594893,0.3894901630749799,988.9128057926655,0.4689370604437911,0.4689370604437911,0.4689370604437911,0.4689370604437911,19.88248256534817,19.88248256534817,19.88248256534817,19.88248256534817,,1.0289273972805606,1.0289273972805606,1.0289273972805606,1.0289273972805606,0.9388553352094621,0.9388553352094621,0.9388553352094621,0.9388553352094621,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,46.12246767133775,46.12246767133775,46.12246767133775,46.12246767133775,184.489870685351,0.15297567238617105,50.74084602089736,100.65265583488633,148.80916262753087,192.81925494118124,0.2792857142857143,192.0635208412916,177.5628857425051,4,4,123977.19310055589,964.3820015157124,28,1.0249437260297278
1925.03,1920.5892719446344,0.19358064516129037,1925.0,3.0,1924.0,6.0,69.01059343652214,0.030116836053052945,46.16129032258065,8.64516129032258,8.290322580645162,7.935483870967742,92.80645161290323,163.83870967741936,0.09910890837748114,1756.7505622672152,1100.0,,4.0,275.0,275.0,275.0,275.0,656.7505622672154,45.38496459371835,7.968808542280835,11.495028109572372,26.814147621380126,565.0876134002638,91.54625491629899,16.613969832603413,19.785350690217534,34.749631492347866,657.8940650131668,1227.9455754391197,970.6031213852049,990.0,0.8909228886139081,0.4800000000000003,988.6290771113861,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,17.491020946181123,17.491020946181123,17.491020946181123,17.491020946181123,,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9235463139867844,0.9235463139867844,0.9235463139867844,0.9235463139867844,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,42.7792582943032,42.7792582943032,42.7792582943032,42.7792582943032,171.1170331772128,0.1028876158242914,45.76020285669241,90.57696644252499,133.41524273202558,171.65339699175203,0.19370967741935483,187.78681626210457,127.6468136547666,4,4,127311.07268384632,1194.3221475704609,31,0.9506501843178489
1925.04,3200.7424754938515,0.07586666666666668,1925.0,4.0,1924.0,7.0,44.40554378709206,0.013773806366052778,54.0,13.0,14.0,19.0,117.0,217.0,0.06790589834819004,2983.7424754938515,1100.0,,4.0,275.0,275.0,275.0,275.0,1883.7424754938502,46.00000000000001,5.000000000000001,11.0,61.0,1760.7424754938502,100.0,18.0,25.0,80.0,1877.7424754938502,1243.0,973.975936356437,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,14.087161650447886,14.087161650447886,14.087161650447886,14.087161650447886,,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.8981300341033847,0.8981300341033847,0.8981300341033847,0.8981300341033847,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,33.45263471502208,33.45263471502208,33.45263471502208,33.45263471502208,133.81053886008831,0.041915033300551324,36.93455367619604,72.77530820464487,106.34843095478443,134.75148680517412,0.07566666666666669,138.87699580128734,128.28436447432873,4,4,96343.58797926358,2793.501114780029,30,0.7433918825560462
1925.05,2211.3486952104936,0.15816129032258064,1925.0,5.0,1924.0,8.0,60.90253048395543,0.02632833120090543,58.225806451612904,13.32258064516129,14.290322580645162,18.93548387096774,185.74193548387098,290.51612903225805,0.13492834349370605,1920.832566178236,1100.0,,4.0,275.0,275.0,275.0,275.0,820.8325661782363,41.46485522715702,4.67741935483871,10.538587767101872,42.82038543654285,721.3313183925959,99.69066167876993,18.0,24.828910347747037,61.755869307510594,907.0732538764668,1242.519572026517,971.5385358666759,990.0,0.9207070741679136,0.4800000000000003,988.5992929258322,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,16.525822279156316,16.525822279156316,16.525822279156316,16.525822279156316,,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.922154886439114,0.922154886439114,0.922154886439114,0.922154886439114,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,40.31319264459947,40.31319264459947,40.31319264459947,40.31319264459947,161.25277057839787,0.07683492506157745,43.53907896750016,86.07581134314997,126.51843248494914,162.12287943259872,0.1579032258064516,181.08396357698632,138.4380804074377,4,4,119972.06131032806,1293.566645086851,31,0.8958487254355441
1925.06,1182.6472126353672,0.2917333333333334,1925.0,6.0,1924.0,9.0,23.830243640911306,0.02053016150450705,53.0,12.0,12.0,13.0,120.0,210.0,0.18254943229772275,972.6472126353672,935.825562782067,,3.7,252.6032664837455,252.6032664837455,252.6032664837455,254.3082333297577,36.82164985330028,8.713170170074362,1.3341009443124168,2.1040942773314444,2.279435467109065,22.390848994472982,61.71317017007436,13.334100944312416,14.104094277331445,15.279435467109064,142.39084899447298,1024.9769281737852,968.4634939107933,990.0,0.6305373472006012,0.32120726066160155,989.0482553921378,0.4545468550401535,0.4545468550401535,0.4545468550401535,0.46088096585924504,20.1302146263045,20.1302146263045,20.1302146263045,19.64338859788549,,1.0104130659349821,1.0104130659349821,1.0104130659349821,1.0172329333190309,0.9372408394046828,0.9372408394046828,0.9372408394046828,0.9360583420066891,0.9796666666666669,0.9796666666666669,0.9796666666666669,0.9795238095238097,45.66802767097121,45.66802767097121,45.66802767097121,44.78731496528123,168.35520348861053,0.14379315601794748,50.916059168540045,101.01189137615971,149.36996649573499,193.61883251559522,0.2915,190.0194911250129,127.5614843241369,4,3,121215.74651179959,644.6593358595118,30,0.9353066860478363
1925.07,529.7039990957322,0.5590322580645162,1925.0,7.0,1924.0,10.0,16.191782108770443,0.029026740685204486,50.0,10.0,9.0,9.0,108.0,186.0,0.3753518003814385,343.70399909573246,343.70399909573246,,1.7096774193548387,203.49157321585056,196.527359651408,202.27318213774979,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,412.70399909573234,965.9632490651655,990.0,0.18619713117133171,0.041879820134045634,989.7719230486946,0.3012159196700737,0.28202057573290124,0.2905378511758132,,23.507458063859108,23.055181315514655,22.218796204050662,,,0.813966292863402,0.786109438605632,0.809092728550999,,0.9329032258064517,0.9299999999999997,0.9325000000000001,,0.9738709677419354,0.9733333333333335,0.9724999999999999,,42.652600359966264,40.17218410732215,39.97756909384232,,71.13678069245553,0.1303110753632423,55.53881563770459,110.47217871645803,164.09487466661693,214.51110582624287,0.5590322580645163,130.1568531135637,35.776126938824454,3,1,52925.764835186936,166.71409048762803,31,0.3952043371803087
