WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1977,6348.595621445872,271.95622573366694,0.4247522578653453,0.0437645743070148,24.89711059328417,8.69702470048533,59.67715944616008,979.4822585705928,964.7878249029346,193.4060315424725,0.0,882096.5807592546,0.5594219817093192,0.410958904109589,0.10136986301369863,0.2,0.18356164383561643,0.10410958904109589,38,221,217,212,199,45.0,188.0,43.0,190.0,40.0,192.0,33.0,198.0,0.25
1978,5390.8183966334,339.73414629451247,0.4371001436868582,0.0547226744243934,24.499018475165244,9.98954894744493,59.53773053236905,978.1118603308154,965.0986707314726,192.0635208412918,0.0,1016595.8852963474,0.6447208810859636,0.4438356164383562,0.16986301369863013,0.3150684931506849,0.0684931506849315,0.0027397260273972603,1,243,240,234,220,47.0,168.0,45.0,169.0,42.0,172.0,33.0,177.0,0.05
1979,3076.0242642515136,311.29832651120086,0.4453612545026761,0.0623606242679955,24.7044893430973,14.365798058691963,59.60420450805861,973.6972999481932,964.956491632556,191.61701238503284,37.88732472776461,1013529.9257042215,0.6427764622680248,0.4547945205479452,0.1178082191780822,0.2054794520547945,0.22465753424657534,0.0,0,224,221,219,210,21.0,162.0,20.0,164.0,20.0,166.0,16.0,171.0,0.05
1980,3445.6562723883453,282.51762710592186,0.4763400476991858,0.0607872221344024,24.86140162768889,13.557778763014724,58.87392907773838,974.5053192438704,964.8300705084235,191.0403241900935,33.019122760787305,932178.1257996468,0.5911834892184468,0.3589041095890411,0.12602739726027398,0.25205479452054796,0.26301369863013696,0.0,0,265,258,251,242,64.0,163.0,60.0,166.0,54.0,167.0,50.0,172.0,0.1
1981,1434.0918404196536,244.46260450067643,0.483601564489258,0.0882692463233338,25.117523817087143,18.79778055039351,59.33970793833326,969.2716813305866,964.666775627004,192.9773994273432,27.50559718848025,794852.944539671,0.5040924305807147,0.16986301369863013,0.1589041095890411,0.29863013698630136,0.3726027397260274,0.0,0,364,357,344,329,112.0,112.0,105.0,112.0,101.0,123.0,97.0,132.0,0.8
1982,1136.3288816469435,223.29620539524328,0.49333029909217,0.111810839740255,25.2332690633555,20.21950038554932,60.021164816668445,968.3284621994618,964.5397772323714,184.06221451059105,26.11416865297083,850444.1756056605,0.5393481580451931,0.20273972602739726,0.20273972602739726,0.22465753424657534,0.3698630136986301,0.0,0,365,365,365,365,,,,,,,,,0.45
1983,1794.2212989814334,213.83113399244053,0.4480532789043053,0.0721483366963546,25.31139530564772,17.62792150248363,59.60380720116501,970.4351765044016,964.4829868039546,194.2921241879423,26.73353578624105,806698.226968019,0.5116046594165519,0.22465753424657534,0.136986301369863,0.2136986301369863,0.4273972602739726,0.0,0,321,317,308,296,81.0,125.0,80.0,128.0,77.0,134.0,73.0,142.0,0.75
1984,1938.363286248882,202.36918649496656,0.5350196187925639,0.0779458509428829,25.36760895080992,17.16223200515806,59.6811581320607,970.9008660017272,964.4142151189698,194.2921241879423,23.89535189176345,851930.164186186,0.5402905658207674,0.2684931506849315,0.14794520547945206,0.19452054794520549,0.38904109589041097,0.0,0,310,304,300,284,97.0,151.0,94.0,154.0,92.0,156.0,82.0,162.0,0.45
1985,3058.1393347436183,207.0860123264856,0.5278519142882391,0.0509093316466322,25.378267545690903,14.40896857819378,60.11406881933777,973.6541294286916,964.4425160739588,191.46851169124128,23.679736306471664,779974.0842759114,0.4946563193023284,0.2465753424657534,0.11232876712328767,0.2273972602739726,0.4136986301369863,0.0,0,310,307,304,294,99.0,153.0,98.0,155.0,97.0,157.0,93.0,163.0,0.8500000000000001
1986,2069.4419058780445,241.2674784651616,0.5134569390406554,0.0734165863221548,25.143775848932705,16.79547961338649,59.39941020623453,971.2676183934988,964.647604870791,194.2921241879423,26.83867940438185,917229.9072661264,0.581703391213931,0.27671232876712326,0.16712328767123288,0.2547945205479452,0.3013698630136986,0.0,0,303,298,294,281,75.0,136.0,73.0,139.0,72.0,142.0,67.0,150.0,0.15000000000000002
