,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.3039972464062274,0.22791739695231694,0.1664550807363388,-0.05493548379314276,0.15037052129371759,0.09793708817866738,0.12226084728348362,0.19571419096526543,-0.005081604867527214,0.0912533358105127,-0.0492846988714447,-0.12577718080593736,0.07983966141534665,-0.08595849889594333,-0.07110231429403639,-0.0651844014857573,-0.16978334457442848,-0.003013958049253163,-0.11165492485077372
1,[1. 1.],[0.10601099 0.50198351],[0.01240968 0.44342511],[-0.05830261  0.39121277],[-0.28447457  0.1746036 ],[-0.07968336  0.3804244 ],[-0.13593777  0.33181194],[-0.11321613  0.35773782],[-0.04223804  0.43366642],[-0.24926226  0.23909905],[-0.15293146  0.33543813],[-0.2948026   0.19623321],[-0.37168258  0.12012822],[-0.16857471  0.32825404],[-0.33537669  0.16345969],[-0.32167905  0.17947442],[-0.31655075  0.18618194],[-0.42181142  0.08224473],[-0.25948629  0.25345837],[-0.36812864  0.14481879]
