WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3445.6562723883435,130.2268076635365,0.7008190145889592,0.037438441272780856,24.886476679309183,13.057778763014724,58.0096922300461,975.0053192438704,964.9039059066137,187.9543498904361,0.0,814272.6263973664,0.5164083120226829,0.4054794520547945,0.043835616438356165,0.10684931506849316,0.41643835616438357,0.0273972602739726,10,259,252,222,235,56.0,161.0,33.0,163.0,26.0,170.0,29.0,166.0,0.55
1925,4607.486825487114,159.36433036475563,0.4836015644892589,0.039717964897415164,24.866303074557987,10.771397116243818,57.0279222943521,977.2917008906413,964.9021858203423,187.4181078063544,22.362346852036552,751363.7852066003,0.4765117866607054,0.32054794520547947,0.07945205479452055,0.1917808219178082,0.40821917808219177,0.0,0,267,264,256,261,65.0,162.0,64.0,164.0,62.0,170.0,63.0,166.0,0.9
1926,3303.4547294228223,193.1228452527196,0.4876648694797686,0.06568880695329345,24.934557826976338,13.359110604060746,58.43906185740377,974.7039874028244,964.9021858203423,188.44257616149952,21.29787715746181,842294.1202596093,0.534179426851604,0.38082191780821917,0.06301369863013699,0.16164383561643836,0.39452054794520547,0.0,0,249,245,235,240,49.0,164.0,47.0,166.0,41.0,170.0,43.0,167.0,0.30000000000000004
1927,2252.9494266369397,178.54218611427189,0.4704195974467827,0.06569166544538241,24.88933455357436,15.852530425347778,58.984808891781995,972.2105675815376,964.9021858203423,186.08448070140443,22.017495431938887,810944.1095088163,0.5142973804596754,0.3041095890410959,0.1178082191780822,0.16712328767123288,0.4136986301369863,0.0,0,274,271,264,266,66.0,157.0,65.0,159.0,62.0,163.0,63.0,162.0,0.55
1928,1569.566645086851,200.71039254879486,0.5020111181438414,0.09429354303831458,24.878378578573702,17.85372884583542,58.984808891781995,970.2093691610498,964.9042623552929,186.93746444822827,22.687431594582424,737699.5352610659,0.4678459761929642,0.1780821917808219,0.1643835616438356,0.18904109589041096,0.4684931506849315,0.0,0,333,329,318,324,100.0,131.0,98.0,133.0,92.0,138.0,95.0,135.0,0.9
1929,2175.8537845274404,186.61180022177246,0.4557239882218343,0.0882412234522915,24.889223796257085,16.038623354577638,58.211545812515844,972.0244746523076,964.9021858203423,188.71239101626983,24.216871945351624,859674.8001043156,0.545202181699845,0.2465753424657534,0.18356164383561643,0.2493150684931507,0.32054794520547947,0.0,0,321,316,303,310,125.0,168.0,122.0,170.0,110.0,171.0,116.0,170.0,0.25
1930,3345.707466801638,207.086012326485,0.5646775195011442,0.05364385161700656,24.87046102796582,13.2695750415199,58.211545812515844,974.7935229653655,964.9425160739587,187.61101824200648,23.789702343987308,795665.7734452594,0.5046079232910068,0.2876712328767123,0.1095890410958904,0.2493150684931507,0.35342465753424657,0.0,0,280,278,270,273,85.0,169.0,84.0,170.0,80.0,174.0,82.0,173.0,0.6000000000000001
1931,3797.3405085707386,239.19066032867656,0.4804354782184821,0.048615269303035,24.6139130155498,12.312543119675825,58.430957275815636,975.7505548872093,965.1351439619721,187.6765427810833,29.453469512073177,882917.3516351226,0.5599425111841213,0.3643835616438356,0.10684931506849316,0.1780821917808219,0.35342465753424657,0.0,0,272,268,255,262,59.0,152.0,58.0,155.0,52.0,163.0,56.0,159.0,0.2
1932,1593.0324376111264,186.61180022177246,0.4832833953848117,0.08971234267895205,24.92904310817645,17.777916285372342,58.873210194268395,970.2851817215128,964.9021858203423,187.79774055029984,21.66996120164086,752879.7642389673,0.47747321425606754,0.21643835616438356,0.14520547945205478,0.1726027397260274,0.4657534246575342,0.0,0,329,326,310,316,83.0,118.0,82.0,120.0,74.0,128.0,77.0,125.0,0.8500000000000001
1933,5617.4139796282225,159.36433036475563,0.5073381291370959,0.04254626788531931,24.888701968301326,9.159015556699456,58.43906185740377,978.9608175286273,964.9039059066137,189.49836577396056,0.0,747539.7910850744,0.47408662549789093,0.29315068493150687,0.12602739726027398,0.15616438356164383,0.3917808219178082,0.03287671232876712,12,260,258,253,255,58.0,162.0,57.0,163.0,55.0,166.0,56.0,165.0,0.9
