Exceedance,Power
0.0,194.6887810867681
0.05,183.48560364705259
0.1,174.5263695249704
0.15000000000000002,164.3807628371593
0.2,155.7422627510096
0.25,147.31738433412715
0.30000000000000004,138.2760122043812
0.35000000000000003,128.28436447432873
0.4,114.63754132782148
0.45,101.49561935936877
0.5,88.30367790077713
0.55,76.00205556745018
0.6000000000000001,65.08254498692004
0.65,57.85568674155514
0.7000000000000001,50.711119601916984
0.75,44.443206538228274
0.8,38.778741775647404
0.8500000000000001,34.243528048621585
0.9,30.70834945214877
0.9500000000000001,26.73353578624091
1.0,0.0
