,Energy
0.0,886170.7864972199
0.05,823680.1143715286
0.1,806668.5206169975
0.15000000000000002,780635.6682797245
0.2,766501.5737387785
0.25,756606.4862339478
0.30000000000000004,745784.9256122204
0.35000000000000003,733241.2976063143
0.4,723135.593776265
0.45,715200.456604249
0.5,711145.2321490392
0.55,700519.5726569188
0.6000000000000001,690697.2176990258
0.65,686878.6284160644
0.7000000000000001,676827.2754718625
0.75,663935.1200661574
0.8,656080.4079365545
0.8500000000000001,649963.5637264044
0.9,638321.7913177814
0.9500000000000001,628481.7945903854
1.0,504539.40645799215
