,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.45718423007688413,0.2899975952079437,0.2450721911910198,0.22342850141897366,0.13420343215758437,0.12113311450136624,0.09359322905183096,0.15676735540112777,0.09767761448676124,0.07193642195262064,-0.05332859851275382,-0.10398971411226106,-0.03793432666290929,-0.16124637328761146,-0.16912682813653804,-0.22225454650059262,-0.24345564308323808,-0.2670818045401058,-0.20207966314370832
1,[1. 1.],[0.25919797 0.65517049],[0.05423305 0.52576214],[-0.004283    0.49442738],[-0.03519588  0.48205289],[-0.1318796   0.40028646],[-0.14759008  0.38985631],[-0.17726189  0.36444835],[-0.11535252  0.42888724],[-0.17795968  0.37331491],[-0.20505437  0.34892721],[-0.33105074  0.22439355],[-0.38211297  0.17413354],[-0.31757753  0.24170888],[-0.44109122  0.11859847],[-0.45259022  0.11433656],[-0.50964619  0.06513709],[-0.53750758  0.0505963 ],[-0.56893142  0.03476781],[-0.51305469  0.10889537]
