Exceedance,Power
0.0,189.71957993042858
0.05,178.60043952229427
0.1,169.5688773725275
0.15000000000000002,159.44852194880536
0.2,151.08663238762128
0.25,142.83641352216054
0.30000000000000004,133.5895259848418
0.35000000000000003,123.1259612435344
0.4,111.13141177304942
0.45,98.1033435910733
0.5,84.90475298643591
0.55,72.12513620369208
0.6000000000000001,61.62479930677716
0.65,55.13132432659176
0.7000000000000001,48.37103934609993
0.75,41.85616988049264
0.8,36.75440194645712
0.8500000000000001,32.82403287560518
0.9,29.274185680304065
0.9500000000000001,24.837755399241004
1.0,0.0
