Exceedance,Power
0.0,199.65798224310765
0.05,188.212213619334
0.1,179.35847865204389
0.15000000000000002,169.01662437385158
0.2,160.44913731234658
0.25,151.7102469330934
0.30000000000000004,142.73680246778798
0.35000000000000003,132.8227352901264
0.4,118.8697267742505
0.45,104.58894128508842
0.5,91.4906083358052
0.55,77.24198523150322
0.6000000000000001,65.97251841482029
0.65,58.938047155597275
0.7000000000000001,51.53406540217241
0.75,45.140489498201106
0.8,39.354888546728354
0.8500000000000001,34.839279727250144
0.9,31.166836767935372
0.9500000000000001,26.730174592904994
1.0,0.0
