,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,1.0,0.48999958008748606,0.3549240319345927,0.2931082905438872,0.24261677465161327,0.1702141559690017,0.1491946677676036,0.12168050313353439,0.20202855639529524,0.11714947248013666,0.07567303866290095,-0.010244945809599998,-0.08833739295756453,-0.042077680091322754,-0.17657634165482838,-0.16226403239078227,-0.1946971090235144,-0.2520210020421794,-0.2515077996881769,-0.20721021130732334,-0.17717000968122507,-0.1769995890614648,-0.2568113499130045,-0.07778579819616399,-0.04767999031194588,-0.16286566354557755,-0.18526844475390403,-0.09108753349903304,-0.18274207871792764,-0.16927113711788508,-0.2255656919746716,-0.19047903344555894,-0.09588942523265799,-0.031067280268752374,0.05083839413327941,0.016134325810517918,-0.049970930023563113,-0.027844740111373407,0.0015225601640604098,-0.03976478777792307,0.007705937966717326
1,[1. 1.],[0.29201332 0.68798584],[0.11404714 0.59580092],[0.03253691 0.55367967],[-0.03057315  0.5158067 ],[-0.11129502  0.45172333],[-0.13632031  0.43470965],[-0.16687426  0.41023526],[-0.08853058  0.49258769],[-0.17886477  0.41316371],[-0.222153    0.37349908],[-0.30882372  0.28833383],[-0.38692995  0.21025516],[-0.34169291  0.25753755],[-0.47642312  0.12327044],[-0.46615949  0.14163143],[-0.50196998  0.11257576],[-0.56409217  0.06005016],[-0.57145744  0.06844184],[-0.53481802  0.1203976 ],[-0.50987549  0.15553547],[-0.51338295  0.15938377],[-0.59682584  0.08320314],[-0.42532041  0.26974881],[-0.39589639  0.30053641],[-0.51133788  0.18560655],[-0.53671174  0.16617485],[-0.4463386   0.26416353],[-0.53890746  0.1734233 ],[-0.52909307  0.19055079],[-0.58849559  0.13736421],[-0.55886327  0.17790521],[-0.46811432  0.27633547],[-0.40425921  0.34212465],[-0.3224549   0.42413169],[-0.35743027  0.38969892],[-0.42356284  0.32362098],[-0.40169856  0.34600908],[-0.37241254  0.37545767],[-0.41370014  0.33417056],[-0.36639513  0.38180701]
