Exceedance,Power
0.0,195.79979585524129
0.05,185.22719491944355
0.1,176.26055894287353
0.15000000000000002,165.884349230353
0.2,157.1957145313162
0.25,149.3344217349923
0.30000000000000004,140.1432558158063
0.35000000000000003,130.39186478159138
0.4,117.71618225882263
0.45,104.25427122385577
0.5,92.32454959464305
0.55,79.00093088199657
0.6000000000000001,68.23909146173104
0.65,59.884365419453424
0.7000000000000001,54.17360900219172
0.75,48.495929377442636
0.8,42.29266812959694
0.8500000000000001,38.29400576481186
0.9,34.22896309048589
0.9500000000000001,29.530531247055418
1.0,0.0
